"image-container href","img-responsive src","exhibitor-name","exhibitor-info href","wrap-word","title-in-exhibitor-summary","brands href","wrap-word 2","text-left","pps-tags","pps-tags href","directory-stand 2"
"https://www.surfaceandcoatings.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.gisystem%20co%20ltd.org-08f2c925-8406-4cc1-8f03-1e6ea6404b97.html","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHYAAAB2CAYAAAAdp2cRAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAAHYYAAB2GAV2iE4EAAAQNSURBVHhe7d07S+xAAMXxubdSSytFsPYLWFjZCVa2tn4yW1sRFMQHVooPsPJd+UDxBVqoqLhyZkeueneTzXvm5PwgmGTT5P5JMjvXdf+8vr42jND5634KGYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpKq7NN2T09PZmtry1xeXprn52e3l1N3d7fp7+83w8PDpqenx+0tViVhEXV2dta8vLy4PfXQ1dVlJiYmSolbya0YV2rdogLOGedehkrC4vZbV2WdeyW34unpabfWNDU15dY4VXG+GhWTUlhSCktKYWMcHByYxcVFMzMzYxesY5/vFLYNvNdeWFgw6+vr5uLiwk6iYME69uE1HOMrhW1jbW3NXF1dua3/4TUc4yuFbQG32qioX3CMr7dlhW3h9PTUrcVLcmyZFLaF+/t7txYvybFlUlhSCttCb2+vW4uX5Ngy0YQ9OzszR0dHbiubwcFBtxYvybFlogj78fFhNjc37fvLm5sbtze9oaEh09fX57bawzE41kcUYff29szj46MNvLy8nMvEwejoaGRcvIZjfBV8WMwG7e7uuq3m9srKio2cBX7LYXx83IyMjJiBgQH76y1YsI59eK2sX3NJI/iw29vb5u3tzW014Xa8sbHhtrLBrXZsbMxMTk7aBeu+3n6/CzosAp6cnLitnw4PD3MbTIUo6LBxV2Veg6kQBRv2+PjY3N7euq3W8hxMhSbIsHim7uzsuK1oeQ2mOtFoNHJ7tmcVZFiMghGsU3kOptp5f3+3d4f9/X23p1rBhX14eLDvW5MqcjCFW/38/Lyd/fJFcGExw5T2tlrEYOru7s7Mzc3Znz4JKuz5+bld0sp7MIUrFFeqj4OzYMIiCq7WrPBsXl1dzTyYwrN0aWnJPlt9FExYPFfxfM3D9fV16sHU18jXl9FvO0GE/T0fnIc0gynfRr5RggiL96y/54PzkGQw5ePIN4r3YfEPj1mmInQ6mPJ15BvF+7BFP8viBlM+j3yjeB22k/ngPLQbTOFZiiva15FvFG/DJpkPzgMGU/gc6/cFsTEKDpG3YZPOB8tPXoZNOx8s/3gZNst8sDR5GTbLfLA0efuMlWwUlpTCklJYUgpLSmFJKSwp/S3FElRxvrpiSSksKYUlVckzFn+TsK7/JYcPT+NztkWr5IrFFx/UVVnnXklYfJsFvvigbnDOOPcy6OtZSlCbr2eR4mlUTEphSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwlIy5hOOnhfbV4xb3wAAAABJRU5ErkJggg==","GISYSTEM CO., LTD.","","","","","","","","","0E19-12"
"https://www.surfaceandcoatings.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.himc%20co%20ltd.org-fd85c33a-579a-401f-8125-912d32edec6a.html","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHYAAAB2CAYAAAAdp2cRAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAAHYYAAB2GAV2iE4EAAAQNSURBVHhe7d07S+xAAMXxubdSSytFsPYLWFjZCVa2tn4yW1sRFMQHVooPsPJd+UDxBVqoqLhyZkeueneTzXvm5PwgmGTT5P5JMjvXdf+8vr42jND5634KGYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpKq7NN2T09PZmtry1xeXprn52e3l1N3d7fp7+83w8PDpqenx+0tViVhEXV2dta8vLy4PfXQ1dVlJiYmSolbya0YV2rdogLOGedehkrC4vZbV2WdeyW34unpabfWNDU15dY4VXG+GhWTUlhSCktKYWMcHByYxcVFMzMzYxesY5/vFLYNvNdeWFgw6+vr5uLiwk6iYME69uE1HOMrhW1jbW3NXF1dua3/4TUc4yuFbQG32qioX3CMr7dlhW3h9PTUrcVLcmyZFLaF+/t7txYvybFlUlhSCttCb2+vW4uX5Ngy0YQ9OzszR0dHbiubwcFBtxYvybFlogj78fFhNjc37fvLm5sbtze9oaEh09fX57bawzE41kcUYff29szj46MNvLy8nMvEwejoaGRcvIZjfBV8WMwG7e7uuq3m9srKio2cBX7LYXx83IyMjJiBgQH76y1YsI59eK2sX3NJI/iw29vb5u3tzW014Xa8sbHhtrLBrXZsbMxMTk7aBeu+3n6/CzosAp6cnLitnw4PD3MbTIUo6LBxV2Veg6kQBRv2+PjY3N7euq3W8hxMhSbIsHim7uzsuK1oeQ2mOtFoNHJ7tmcVZFiMghGsU3kOptp5f3+3d4f9/X23p1rBhX14eLDvW5MqcjCFW/38/Lyd/fJFcGExw5T2tlrEYOru7s7Mzc3Znz4JKuz5+bld0sp7MIUrFFeqj4OzYMIiCq7WrPBsXl1dzTyYwrN0aWnJPlt9FExYPFfxfM3D9fV16sHU18jXl9FvO0GE/T0fnIc0gynfRr5RggiL96y/54PzkGQw5ePIN4r3YfEPj1mmInQ6mPJ15BvF+7BFP8viBlM+j3yjeB22k/ngPLQbTOFZiiva15FvFG/DJpkPzgMGU/gc6/cFsTEKDpG3YZPOB8tPXoZNOx8s/3gZNst8sDR5GTbLfLA0efuMlWwUlpTCklJYUgpLSmFJKSwp/S3FElRxvrpiSSksKYUlVckzFn+TsK7/JYcPT+NztkWr5IrFFx/UVVnnXklYfJsFvvigbnDOOPcy6OtZSlCbr2eR4mlUTEphSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwlIy5hOOnhfbV4xb3wAAAABJRU5ErkJggg==","HIMC CO., LTD.","","","","","","","","","0E19-16"
"https://www.surfaceandcoatings.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.huayi%20chuangzhi%20technology%20thailand%20co%20ltd.org-a2e789bf-02d7-4c72-a1d5-84942340d287.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-327e8e1c-b909-4046-846f-a93c8ecf8846/desktop-small/27cfea8c-d1fa-4954-aa26-04dcd32153f7.jpg","HUAYI CHUANGZHI TECHNOLOGY (THAILAND) CO., LTD.","","","","","","","","","0F29"
"https://www.surfaceandcoatings.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.hysg.org-db44b806-5d0f-4fd7-ac8f-1a0221d6ec32.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-c73719a4-0a26-43bb-88e4-b5e9e88e4b18/desktop-small/65db82dd-e4f2-49cb-8d55-37da74e1af1f.jpg","HYSG","https://www.surfaceandcoatings.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.hysg.org-db44b806-5d0f-4fd7-ac8f-1a0221d6ec32.html","This is a high-pressure, high-flow directional control valve block applied to hydraulic systems for concrete pump trucks, providing a maximum operating pressure of 315 kgf/㎠.

It is a key hydraulic component that improves the reliability and work efficiency of the pumping system through the stable directional diversion of hydraulic fluid.","Brands","https://www.surfaceandcoatings.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.hysg.org-db44b806-5d0f-4fd7-ac8f-1a0221d6ec32.html","MAIN 4-WAY VALVE BLOCK, 120mm  Mortar, Large GAS TURBINE","Categories","OTHERS, Others, Shipbuilding","https://www.surfaceandcoatings.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.hysg.org-db44b806-5d0f-4fd7-ac8f-1a0221d6ec32.html","0F19-3"
"https://www.surfaceandcoatings.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.jaroonrat%20products%20co%20ltd.org-e4f16c0e-5bb0-4cb6-a6a4-05a58776a824.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-e42ad737-1bfc-4498-ab75-efbe1a00b08d/desktop-small/e8f15d0f-6663-4fd8-a1a5-223ec5029183.png","JAROONRAT PRODUCTS CO., LTD.","https://www.surfaceandcoatings.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.jaroonrat%20products%20co%20ltd.org-e4f16c0e-5bb0-4cb6-a6a4-05a58776a824.html","Jaroonrat Group, we are proud to be part of ever-growing automotive industry in Thailand. Throughout the years of operation, our subsidy, Jaroonrat Products Company Limited, has been the forefront in providing top-class painting and coating services to all our customers.","Brands","https://www.surfaceandcoatings.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.jaroonrat%20products%20co%20ltd.org-e4f16c0e-5bb0-4cb6-a6a4-05a58776a824.html","BMW, Nissan, Mitsubishi, Harley Divison, Toyota, Honda, Kubota, Isuzu, Hino, Ekornes","Categories","Anti-corrosion Coating, Industrial Coating, Cleaning, Degreasing, Electroplating, Phosphorization, Conveyor System, Electrophoretic Coatings (Anode/Cathode), Robotic Finishing, Spray Gun, Spray Booth, Polishing, Deburring, Shot-Blasting, Wet Paint Characterization, Coating Service, OEM/Subcontrator, Aerospace, Automotive & Auto Parts, Electrical & Electronics","https://www.surfaceandcoatings.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.jaroonrat%20products%20co%20ltd.org-e4f16c0e-5bb0-4cb6-a6a4-05a58776a824.html","0E10"
"https://www.surfaceandcoatings.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.kwang%20jin%20ind%20co%20ltd.org-d943717e-8517-440c-ac8b-564e68165447.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-4f65269f-4e30-468e-84cb-7a774be3a67f/desktop-small/99252393-24c8-4aa1-836e-1bbf4bdbd676.png","KWANG JIN IND. CO., LTD.","https://www.surfaceandcoatings.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.kwang%20jin%20ind%20co%20ltd.org-d943717e-8517-440c-ac8b-564e68165447.html","Kwangjin Industrial Co., Ltd. is a leading Korean manufacturer specializing in cold drawn steel bars, peeled bars, and precision shaft materials. We supply high-quality carbon steel, alloy steel, and stainless steel products for automotive, electric motors, industrial machinery, pumps, and various precision engineering applications.

With advanced manufacturing facilities and strict quality control systems, we provide products with excellent dimensional accuracy, straightness, surface quality, and mechanical properties. We also offer customized solutions to meet specific customer requirements,","Brands","https://www.surfaceandcoatings.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.kwang%20jin%20ind%20co%20ltd.org-d943717e-8517-440c-ac8b-564e68165447.html","KJ STEEL","Categories","OTHERS, Manufacturer (Brand Owner), Automotive & Auto Parts, Electrical & Electronics, Machine Building, Shipbuilding","https://www.surfaceandcoatings.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.kwang%20jin%20ind%20co%20ltd.org-d943717e-8517-440c-ac8b-564e68165447.html","0E19-15"
"https://www.surfaceandcoatings.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.lega%20corporation%20co%20ltd.org-722f9f0d-73f4-486d-a831-2cb5cb50e48d.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-8f5bd468-7646-4b78-8cbd-3e3ca86254b6/desktop-small/98bc1ac8-59af-4257-b5df-56d416147c79.jpg","LEGA CORPORATION CO., LTD.","https://www.surfaceandcoatings.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.lega%20corporation%20co%20ltd.org-722f9f0d-73f4-486d-a831-2cb5cb50e48d.html","LEGA Corporation is the official importer and authorized distributor of DeFelsko in Thailand. We specialize in premium coating inspection instruments, including the renowned PosiTector thickness gages, adhesion testers, and environmental monitors. Backed by our expert team, we provide comprehensive measurement solutions, professional consultation, and reliable after-sales support, including calibration services, ensuring that your QA/QC processes meet strict international standards.","Brands","https://www.surfaceandcoatings.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.lega%20corporation%20co%20ltd.org-722f9f0d-73f4-486d-a831-2cb5cb50e48d.html","Defelsko","Categories","Color & Other Visual Properties, Dye Film & Mechanical Properties, Surface Analysis, Distributor/Agent/Importer/Trader/Wholesaler/Retailer, Automotive & Auto Parts, Building & Construction, Chemical, Electrical & Electronics, Food & Beverage, Oil & Gas, Metallurgical, Packaging, Shipbuilding","https://www.surfaceandcoatings.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.lega%20corporation%20co%20ltd.org-722f9f0d-73f4-486d-a831-2cb5cb50e48d.html","0E25"
"https://www.surfaceandcoatings.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.mgit%20co%20ltd.org-e3a17547-5d10-4912-b7e7-0ebe12d47c5b.html","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHYAAAB2CAYAAAAdp2cRAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAAHYYAAB2GAV2iE4EAAAQNSURBVHhe7d07S+xAAMXxubdSSytFsPYLWFjZCVa2tn4yW1sRFMQHVooPsPJd+UDxBVqoqLhyZkeueneTzXvm5PwgmGTT5P5JMjvXdf+8vr42jND5634KGYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpKq7NN2T09PZmtry1xeXprn52e3l1N3d7fp7+83w8PDpqenx+0tViVhEXV2dta8vLy4PfXQ1dVlJiYmSolbya0YV2rdogLOGedehkrC4vZbV2WdeyW34unpabfWNDU15dY4VXG+GhWTUlhSCktKYWMcHByYxcVFMzMzYxesY5/vFLYNvNdeWFgw6+vr5uLiwk6iYME69uE1HOMrhW1jbW3NXF1dua3/4TUc4yuFbQG32qioX3CMr7dlhW3h9PTUrcVLcmyZFLaF+/t7txYvybFlUlhSCttCb2+vW4uX5Ngy0YQ9OzszR0dHbiubwcFBtxYvybFlogj78fFhNjc37fvLm5sbtze9oaEh09fX57bawzE41kcUYff29szj46MNvLy8nMvEwejoaGRcvIZjfBV8WMwG7e7uuq3m9srKio2cBX7LYXx83IyMjJiBgQH76y1YsI59eK2sX3NJI/iw29vb5u3tzW014Xa8sbHhtrLBrXZsbMxMTk7aBeu+3n6/CzosAp6cnLitnw4PD3MbTIUo6LBxV2Veg6kQBRv2+PjY3N7euq3W8hxMhSbIsHim7uzsuK1oeQ2mOtFoNHJ7tmcVZFiMghGsU3kOptp5f3+3d4f9/X23p1rBhX14eLDvW5MqcjCFW/38/Lyd/fJFcGExw5T2tlrEYOru7s7Mzc3Znz4JKuz5+bld0sp7MIUrFFeqj4OzYMIiCq7WrPBsXl1dzTyYwrN0aWnJPlt9FExYPFfxfM3D9fV16sHU18jXl9FvO0GE/T0fnIc0gynfRr5RggiL96y/54PzkGQw5ePIN4r3YfEPj1mmInQ6mPJ15BvF+7BFP8viBlM+j3yjeB22k/ngPLQbTOFZiiva15FvFG/DJpkPzgMGU/gc6/cFsTEKDpG3YZPOB8tPXoZNOx8s/3gZNst8sDR5GTbLfLA0efuMlWwUlpTCklJYUgpLSmFJKSwp/S3FElRxvrpiSSksKYUlVckzFn+TsK7/JYcPT+NztkWr5IrFFx/UVVnnXklYfJsFvvigbnDOOPcy6OtZSlCbr2eR4mlUTEphSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwlIy5hOOnhfbV4xb3wAAAABJRU5ErkJggg==","MGIT CO., LTD.","","","","","","","","","0F19-8"
"https://www.surfaceandcoatings.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.nti%20nanofilm.org-665633d9-0b78-4390-83c3-5d6543d06480.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-0180bea2-9027-4c8b-bcef-43270df79345/desktop-small/a1087c2d-02fc-4065-bd60-23dfd103fbce.png","NTI Nanofilm","https://www.surfaceandcoatings.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.nti%20nanofilm.org-665633d9-0b78-4390-83c3-5d6543d06480.html","NTI Nanofilm is a global leader in nanotechnology solutions, specializing in advanced coatings, thin-film equipment, nanofabrication, and hydrogen fuel cell innovations. The company enhances product performance, durability, and sustainability across industries, including electronics, automotive, medical, and industrial applications.
With a strong international footprint, NTI Nanofilm operates offices and facilities in Singapore, Vietnam, China, Japan, India, and Germany, serving customers worldwide with cutting-edge materials science and precision engineering solutions.","","","","Categories","Anti-corrosion Coating, Functional Coatings, Non-stick Coatings, PVD/DLC, Coating Applications, Coating Service, Service Providers (e.g., Consultancy, IT Hardware/Software, Legal, Waste Management, etc.), Automotive & Auto Parts, Electrical & Electronics, Jewelry & Watches, Machine Building, Metallurgical, Mold & Die, Plastic & Rubber, Shipbuilding","https://www.surfaceandcoatings.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.nti%20nanofilm.org-665633d9-0b78-4390-83c3-5d6543d06480.html","0E02"
"https://www.surfaceandcoatings.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.orskorea%20llc.org-fdd0480f-8ed7-445a-998d-5ddd7b463f01.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-b0d92eed-bf91-452e-96cc-19bf8bdac0b5/desktop-small/43d42774-5d0f-4b73-aa2c-ffdb8699e5d6.png","ORSKOREA LLC","https://www.surfaceandcoatings.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.orskorea%20llc.org-fdd0480f-8ed7-445a-998d-5ddd7b463f01.html","ORSKOREA is a Korean manufacturer specializing in high-precision grinding machines and spindle technologies. Our product range includes internal grinding machines, centerless grinding machines, double disc grinding machines, dressing systems, and high-speed spindles. We also provide retrofit services and turnkey automation solutions to improve machine performance, productivity, and production stability.","","","","","","","0E19-10"
"https://www.surfaceandcoatings.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.protec%20surface%20technologies%20srl.org-86c0ba6e-5b19-4ec4-b0a9-7d633424c05a.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-a8dacbb2-bae0-4ee3-832c-0f0c28f5c080/desktop-small/f590a20d-3376-41e9-a313-62d9eebbbed3.png","PROTEC SURFACE TECHNOLOGIES S.R.L.","https://www.surfaceandcoatings.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.protec%20surface%20technologies%20srl.org-86c0ba6e-5b19-4ec4-b0a9-7d633424c05a.html","Protec Surface Technologies is an Italian company, founded in 1996, that designs and manufactures PVD&PECVD coating systems and develops as well turn-key solutions for thin film coatings in decorative, technical and tribological markets. Thanks to a broad experience, Protec supplies a complete solution starting from pre-treatments before coating to the industrial process. Moreover, it supports Customers with training, on site assistance, customized R&D projects, quality control and characterization.","Brands","https://www.surfaceandcoatings.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.protec%20surface%20technologies%20srl.org-86c0ba6e-5b19-4ec4-b0a9-7d633424c05a.html","Powerflex 1100 CR, Nanoflex 400, Powerflex 1500 CR, Decocoat 700, Powerflex 650 CR, Powerflex 500 CG","Categories","PVD/DLC, Electrical & Electronics","https://www.surfaceandcoatings.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.protec%20surface%20technologies%20srl.org-86c0ba6e-5b19-4ec4-b0a9-7d633424c05a.html","0F26"
"https://www.surfaceandcoatings.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.pureray%20instrument%20thailand%20co%20ltd.org-e4da62c6-07b6-4913-a22d-2b761a870452.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-a334087c-f9b7-4aa2-a373-ae12d745085b/desktop-small/23cb3c03-5c56-4fb6-ae09-26dec22dea67.jpg","PURERAY INSTRUMENT (THAILAND) CO., LTD.","https://www.surfaceandcoatings.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.pureray%20instrument%20thailand%20co%20ltd.org-e4da62c6-07b6-4913-a22d-2b761a870452.html","PURERAY instrument Co.,Ltd. specializes in the R&D, production and sales of X-ray fluorescence spectrometers. As an industry leader, PURERAY has developed the Smart FP algorithm and an advanced optical path with the same focal point for both X-rays and visible light. Its main products include precious metal analyzers, RoHS analyzers, coating thickness analyzers, and silicone oil coating analyzers. The core team has over 15 years of experience in R&D, manufacturing, and sales. PURERAY serves clients in 100+ countries worldwide and enjoys a strong reputation in the industry.","Brands","https://www.surfaceandcoatings.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.pureray%20instrument%20thailand%20co%20ltd.org-e4da62c6-07b6-4913-a22d-2b761a870452.html","PURERAY Instrument","Categories","Coating Applications, Manufacturer (Brand Owner), Jewelry & Watches","https://www.surfaceandcoatings.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.pureray%20instrument%20thailand%20co%20ltd.org-e4da62c6-07b6-4913-a22d-2b761a870452.html","0E09"
"https://www.surfaceandcoatings.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.qes%20thailand%20co%20ltd.org-21061f67-e3e5-4220-8e43-1e4340db0626.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-4f92f1da-6ece-49f1-8ffa-67ac3db154ff/desktop-small/7b874109-2300-4727-ab88-51eb083f47fa.png","QES (THAILAND) CO., LTD.","https://www.surfaceandcoatings.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.qes%20thailand%20co%20ltd.org-21061f67-e3e5-4220-8e43-1e4340db0626.html","QES Bangkok was founded in October 1994. As branch office of QES group company in Thailand. QES Bangkok has provided both sales and service support to leading industrial manufacturer in Thailand. Our partner is leading brand with latest technology.  QES Bangkok has 4 major business groups as followed:  - VMX group (Vision – Metrology – X-ray): Focus on Electronic, Semiconductor - SPI group (Spretro Inc.): Focus on Steel, Automotive, University, Lab and Institutions - XRI group (X-Ray Inspection): Focus on Petroleum, Government and Military - QAM group (Material &parts): Focus on Semiconductor","Brands","https://www.surfaceandcoatings.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.qes%20thailand%20co%20ltd.org-21061f67-e3e5-4220-8e43-1e4340db0626.html","HITACHI, RHESCA, TOSHIBA, SPECTRO, SENSOFAR, OKOS, E+H, CHAPMAN","Categories","Coating Applications, Chemical Characterization, Surface Analysis, Environmental Conservation & Safety Equipment, Distributor/Agent/Importer/Trader/Wholesaler/Retailer, Automotive & Auto Parts, Electrical & Electronics","https://www.surfaceandcoatings.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.qes%20thailand%20co%20ltd.org-21061f67-e3e5-4220-8e43-1e4340db0626.html","0E16"
"https://www.surfaceandcoatings.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.rx%20bitec.org-ad0101d5-0e2c-44ee-ad01-5f44a59f7d96.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-b3bd9ade-2fa0-4234-98d5-ffcd75c0c542/desktop-small/c23ef60b-71e4-42ef-87a8-afd918ee10d1.jpg","RX BITEC","https://www.surfaceandcoatings.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.rx%20bitec.org-ad0101d5-0e2c-44ee-ad01-5f44a59f7d96.html","RX BITEC is ASEAN's leading exhibition organizer. We are a member of RX, the world’s leading events organizer who creates high profile, targeted industry events where buyers and suppliers come together to do business. Our global portfolio includes over 350 events serving 41 industries in 25 countries. In Thailand, we organize 12 strong brands of international exhibitions and conferences.","Brands","https://www.surfaceandcoatings.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.rx%20bitec.org-ad0101d5-0e2c-44ee-ad01-5f44a59f7d96.html","RX BITEC","Categories","Paint & Powder, Manufacturer (Brand Owner), Furniture","https://www.surfaceandcoatings.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.rx%20bitec.org-ad0101d5-0e2c-44ee-ad01-5f44a59f7d96.html","RX04"
"https://www.surfaceandcoatings.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.samyoung%20material%20inspection%20technology%20co%20ltd.org-c807d173-c321-4757-888d-eb8920add3ab.html","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHYAAAB2CAYAAAAdp2cRAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAAHYYAAB2GAV2iE4EAAAQNSURBVHhe7d07S+xAAMXxubdSSytFsPYLWFjZCVa2tn4yW1sRFMQHVooPsPJd+UDxBVqoqLhyZkeueneTzXvm5PwgmGTT5P5JMjvXdf+8vr42jND5634KGYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpKq7NN2T09PZmtry1xeXprn52e3l1N3d7fp7+83w8PDpqenx+0tViVhEXV2dta8vLy4PfXQ1dVlJiYmSolbya0YV2rdogLOGedehkrC4vZbV2WdeyW34unpabfWNDU15dY4VXG+GhWTUlhSCktKYWMcHByYxcVFMzMzYxesY5/vFLYNvNdeWFgw6+vr5uLiwk6iYME69uE1HOMrhW1jbW3NXF1dua3/4TUc4yuFbQG32qioX3CMr7dlhW3h9PTUrcVLcmyZFLaF+/t7txYvybFlUlhSCttCb2+vW4uX5Ngy0YQ9OzszR0dHbiubwcFBtxYvybFlogj78fFhNjc37fvLm5sbtze9oaEh09fX57bawzE41kcUYff29szj46MNvLy8nMvEwejoaGRcvIZjfBV8WMwG7e7uuq3m9srKio2cBX7LYXx83IyMjJiBgQH76y1YsI59eK2sX3NJI/iw29vb5u3tzW014Xa8sbHhtrLBrXZsbMxMTk7aBeu+3n6/CzosAp6cnLitnw4PD3MbTIUo6LBxV2Veg6kQBRv2+PjY3N7euq3W8hxMhSbIsHim7uzsuK1oeQ2mOtFoNHJ7tmcVZFiMghGsU3kOptp5f3+3d4f9/X23p1rBhX14eLDvW5MqcjCFW/38/Lyd/fJFcGExw5T2tlrEYOru7s7Mzc3Znz4JKuz5+bld0sp7MIUrFFeqj4OzYMIiCq7WrPBsXl1dzTyYwrN0aWnJPlt9FExYPFfxfM3D9fV16sHU18jXl9FvO0GE/T0fnIc0gynfRr5RggiL96y/54PzkGQw5ePIN4r3YfEPj1mmInQ6mPJ15BvF+7BFP8viBlM+j3yjeB22k/ngPLQbTOFZiiva15FvFG/DJpkPzgMGU/gc6/cFsTEKDpG3YZPOB8tPXoZNOx8s/3gZNst8sDR5GTbLfLA0efuMlWwUlpTCklJYUgpLSmFJKSwp/S3FElRxvrpiSSksKYUlVckzFn+TsK7/JYcPT+NztkWr5IrFFx/UVVnnXklYfJsFvvigbnDOOPcy6OtZSlCbr2eR4mlUTEphSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwlIy5hOOnhfbV4xb3wAAAABJRU5ErkJggg==","SAMYOUNG MATERIAL INSPECTION TECHNOLOGY CO., LTD.","","","","","","","","","0E19-14"
