,url,Nature of Business,Location,Main Categories,Brands,Contact Person,Office Address,Country/Region,Major Markets,Position,Year of Establishment,Total Employees,Annual Turnover
0,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shivam-Jewels-Limited/1S00OFWYA,"Chain Store, Retailer, Wholesaler",Hong Kong,Fine Jewellery,MODANI JEWELS Fine Jewellery Craftmanship Diamonds Ladies' Jewellery Precious Gemstones 18k Gold Bespoke Jewellery,Ms Pragati Dangayach,"704, Hart Avenue Plaza, 5–9 Hart Avenue, Tsim Sha Tsui, Kowloon",Hong Kong,,,,,
1,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Unison-Manufacturing-HK-Limited/1X0AA8XF,Manufacturer,Hong Kong,Fine Jewellery,,Ms Teresa Lui,"Rm 804B, 8/F., Hunghom Comm. Ctr., Tower B, 37-39 Ma Tau Wai Rd, Hung Hom, Kowloon, Hong Kong",Hong Kong,,,,,
2,https://sourcing.hktdc.com/en/Supplier-Store/Profile/CT-Color-Jewelry-Co-Ltd/1X059J1E,"Exporter, Manufacturer","Guangzhou, Guangdong, Chinese Mainland","Clothing/ Garments, Costume & Fashion Jewellery, Fashion Accessories, Fashion, Eyewear & Accessories, Fine Jewellery, Jewellery & Watch, Synthetic Diamonds & Gemstones Jewellery",,Ms Angell Wen,"2nd Floor, No.1, Avenue 10, Fuping Road, Xiaoping Ind. Park, Shiqiao Town, Panyu area, Guangzhou City Guangdong,",Chinese Mainland,Worldwide ODM OEM View Details Company Information Verified on 16 Jan 2026 by Disclaimer,Sales Manager,,,
3,https://sourcing.hktdc.com/en/Supplier-Store/Profile/GIA-Hong-Kong-Laboratory-Ltd/1S00OWA82,,Hong Kong,,,Wai Man Cheng,"20th Floor, The Bay Hub, 17 Kai Cheung Road, Kowloon Bay, Hong Kong",Hong Kong,,Director,,,
4,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangzhou-Hll-Silver-Jewelry-Co-Ltd/1S00P7O9L,Manufacturer,"Guangzhou, Guangdong, Chinese Mainland",Costume & Fashion Jewellery,,Mr PING WANG,"514 No.9 Dexing Road, Liwan District Guangzhou City, Guangdong China",Chinese Mainland,,,,,
5,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Oriental-Gemco-Limited/1S00O57GH,,Hong Kong,,,Sankalp Nigam,"Unit 5, 13/F Peninsula Square 18 Sung On St Hung Hom, Kowloon, Hong Kong",Hong Kong,,Manager,,,
6,https://sourcing.hktdc.com/en/Supplier-Store/Profile/7-Good-Silver/1S00P3RMF,"Export Agent, Exporter, Manufacturer","New Taipei City, Taiwan","Costume & Fashion Jewellery, Fine Jewellery",,Miss lin han,"1 F., No. 345, Sec. 2, Wenhua Rd., Banqiao Dist., New Taipei City",Taiwan,,,,,
7,https://sourcing.hktdc.com/en/Supplier-Store/Profile/F-Feng-Tai-Jewelry-Co-Ltd-/1X09DUZJ,"Exporter, Manufacturer","New Taipei City, Taiwan","Clothing/ Garments, Costume & Fashion Jewellery, Fashion Accessories, Fashion, Eyewear & Accessories, Fine Jewellery, Jewellery & Watch",,Mr Mr Deng,"Chong Ching Road, Banchiao District, New Taipei City, Taiwan",Taiwan,,,,,
8,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Continental-Jewellery-Mfg-Ltd/1X001VOR,"Exporter, Manufacturer, Wholesaler",Hong Kong,Fine Jewellery,"C Collection, Quattour, Kissing Diamonds Certificate Name Issued By Certificate Type Valid Date RJC Certification Responsible Jewellery Council - (N/A) - 31 Jan 2024",Ms Alice Chan,"Unit M, 1/F, Kaiser Estate, Phase 3, 11 Hok Yuen Street, Hunghom, Kowloon, Hong Kong.",Hong Kong,"Australasia, North America, Scandinavia, Western Europe",Marketing Manager,1975.0,,
9,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Elegance-Jewellery-International-Limited/1X009GN1,"Exporter, Manufacturer, Wholesaler",Hong Kong,Fine Jewellery,EJI ODM OEM Jewellery Manufacturing Bespoke jewellery Innovative design Certificate Name Issued By Certificate Type Valid Date RJC Membership Responsible Jewellery Council Others 20 Oct 2024 - 20 Oct 2027 Tier 1 Authorized Economic Operator Hong Kong Customs and Excise Department Others 09 Feb 2023 - 08 Feb 2026,Mr Jeffrey Lin,"19/F, The Cameron, 33 Cameron Road, Tsim Sha Tsui, Kowloon",Hong Kong,Worldwide,Senior Manager,1991.0,26 - 50,
10,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Karp-Jewellery-Mfg-HK-Ltd/1X009JB4,"Exporter, Manufacturer",Hong Kong,"Fine Jewellery, Jewellery & Watch",,Mr Smit Virani,"Units 1002, 10/F, Harbour Centre Tower 2, 8 Hok Cheung Street, Hung Hom, Kowloon, Hong Kong",Hong Kong,"Central & South America, Hong Kong, Middle East, Southeast Asia, Taiwan, Western Europe Certificate Name Issued By Certificate Type Valid Date DTC Sightholder - - - Hong Kong Jewellery Design Competition - Merit Award Hong Kong Jewellery Design Competition - Best of Show Award Hong Kong Jewellery Design Competition - Best of Show Award Hong Kong Jewellery Design Competition - Best of Show Award",,2003.0,,
11,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Perfect-Group-International-Holdings-HK-Limited/1X09D52J,"Buying Office, Exporter, Manufacturer, Wholesaler",Hong Kong,"Fine Jewellery, Jewellery & Watch",,Miss Ava Ho,"26/F, YHC Tower, 1 Sheung Yuet Road, Kowloon Bay, Kowloon, Hong Kong",Hong Kong,"Middle East, North America, Other Asian Countries, Southeast Asia, Worldwide",,1985.0,201 - 500,"US$ 5,000,000 - 9,999,999 View details Factory & Facility HKTDC The 15th Hong Kong Jewellery Design Competition Open Group – The Merit Award 2017 Int’l Design Competition on Trendy Fei Cui Jewellery 1st Runner-up The Hong Kong General Chamber of small and medium Business 2014, Best SME Award Business Excellence Awards The Professional Validation Centre of Hong Kong Business Sector"
12,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Advan-Jewelry-Limited/1X009VMT,"Exporter, Manufacturer",Hong Kong,"Fine Jewellery, Jewellery & Watch",,Mr Ho Benny,"No.15, 7/F., Fu Hang Industrial Building, No.1 Hok Yuen Street , Hunghom, Kowloon, Hong Kong.",Hong Kong,"Central & South America, Eastern Europe, Middle East, North America, Other Asian Countries, Scandinavia, Western Europe, Worldwide",Chief Executive Officer,2006.0,16 - 25 View details Factory & Facility,
13,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Aspire-Designs-Ltd/1X00A66C,"Exporter, Manufacturer",Hong Kong,"Fine Jewellery, Jewellery & Watch","MVee, Vida View details Factory & Facility",Mr Jacqueline Chan,"11/F, 22-24 Prat Avenue, Tsim Sha Tsui, Kowloon, Hong Kong.",Hong Kong,"Africa, Australasia, Central & South America, Chinese Mainland, Eastern Europe, Hong Kong, Japan, Korea, Middle East, North America, Other Asian Countries, Scandinavia, Southeast Asia, Taiwan, Western Europe, Worldwide",Senior Event Executive,2001.0,26 - 50,"US$ 50,000,000 - 99,999,999"
14,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Camex-Jewellery-Ltd/1X057NY5,"Manufacturer, Wholesaler",Hong Kong,Jewellery & Watch,Camex ODM OEM,Mr Eric Law,"Unit No. 11, 2/F, Wing on Plaza, No. 62 Mody Road, East Tsim Sha Tsui, Kowloon, Hong Kong",Hong Kong,"Eastern Europe, Western Europe",Manager,2009.0,11 - 15,
15,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Colorjewels/1X00NM15,Manufacturer,Hong Kong,"Fine Jewellery, Jewellery & Watch",,Mr Ashish Dangyach,"Unit 602 6/F Harbour Center Tower 2 8 Hok Cheung Street Hung Hom, KLN",Hong Kong,"Eastern Europe, Middle East, North America, Western Europe",Director,1984.0,,
16,https://sourcing.hktdc.com/en/Supplier-Store/Profile/East-Arts-Jewelry-Mfy-Ltd/1X009GF9,"Exporter, Manufacturer",Hong Kong,"Costume & Fashion Jewellery, Fine Jewellery, Jewellery & Watch",,Ms Ci Tong,"Unit 11, 4/F, Harbour Centre, Tower 1, 1 Hok Cheung Street, Hunghom, Kowloon, Hong Kong",Hong Kong,"Eastern Europe, Middle East, Southeast Asia, Western Europe",Assistant Marketing Manager,1994.0,1001 - 2000,
17,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Golden-Master-Jewellery-Ltd/1X00A03X,"Exporter, Manufacturer, Wholesaler",Hong Kong,"Fine Jewellery, Jewellery & Watch","DAZ, DAZZLE ODM OEM",Ms Iris Kan,"Flat 409, 4/F, Fu Hang Industrial Building, No. 1 Hok Yuen Street East, Hung Hom, Kowloon, Hong Kong",Hong Kong,"Australasia, Chinese Mainland, Hong Kong, Japan, Middle East, North America, Other Asian Countries, Southeast Asia, Taiwan",Director,1992.0,26 - 50,"US$ 1,000,000 - 4,999,999"
18,https://sourcing.hktdc.com/en/Supplier-Store/Profile/H-K-Designs/1S00O8OF3,"Manufacturer, Wholesaler",Hong Kong,,Craft Diamond #diamondjewellery #labgrowndiamond #diamondjewelry View details Factory & Facility Research & Development Quality Control Guiness Book of World Record State of the Art Manufacturing Unit Production Development Center,Mr Kruti Joshi,"Unit 8, 5/F, Hilder Centre, 2 Sung Ping Street, Hung Hom, Kowloon, Hong Kong",Hong Kong,"Australasia, Eastern Europe, North America, Western Europe, Worldwide",Asst. Manager,2002.0,1001 - 2000,"US$ 100,000,000 - 249,999,999"
19,https://sourcing.hktdc.com/en/Supplier-Store/Profile/HongKong-Chuang-Mei-International-Holdings-Group-Co-Limited/1S00P7FCL,"Chain Store, Retailer",Hong Kong,"Costume & Fashion Jewellery, Fine Jewellery",Zhou Liu Fu Retailer Jewelry Chain Store Heritage Gold Crafting 24K Gold Oriental Design,Miss Xiao Hong Yang,"16F Ho Kinf Comm Ctr, 2-16 Fa Yuen Street, Mongkok",Hong Kong,"Australasia, Chinese Mainland, Eastern Europe, Hong Kong, Japan, Korea, Middle East, North America, Other Asian Countries, Scandinavia, Southeast Asia, Taiwan",Manager,2004.0,1001 - 2000,"US$ > 250,000,000"
20,https://sourcing.hktdc.com/en/Supplier-Store/Profile/KGK-Jewellery-HK-Ltd/1X009JHY,"Exporter, Manufacturer",Hong Kong,"Fine Jewellery, Jewellery & Watch",,Mr Vineet Jain,"18/F, Peninsula Square, 18 Sung On Street, Hunghom, KLN, HK.",Hong Kong,"Middle East, North America",Sales Manager,2003.0,26 - 50 ODM OEM,
21,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Legrand-Jewellery-Mfg-Co-Ltd/1X009KKS,"Exporter, Manufacturer, Wholesaler",Hong Kong,"Fine Jewellery, Jewellery & Watch",,Mr Lam Sum To,"Blk. O, 5/F., Kaiser Estate, Phase 3, 11 Hok Yuen St., Hunghom, Kln., Hong Kong.",Hong Kong,"Hong Kong, Japan, Korea, North America, Taiwan, Western Europe",General Manager,1983.0,201 - 500,"US$ 10,000,000 - 49,999,999"
22,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Mercery-Jewelry-Company-Limited/1X09D55G,Manufacturer,Hong Kong,Fine Jewellery,,Miss Zero Wong,"Unit 10A, China Insurance Building, 48 Cameron Road, Tsim Sha Tsui, Kowloon, Hong Kong",Hong Kong,"Hong Kong, Japan, Korea, North America, Other Asian Countries, Scandinavia, Southeast Asia, Western Europe, Worldwide",Marketing,2008.0,201 - 500 Predict Market Trend Professional Consultation Product Research & Development Customized Design Jewelry Manufacturing Sustainability Free Product Photo Packaging & Fast Shipping,
23,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Myer-Jewelry-Mfr-Ltd/1X009MBV,"Exporter, Manufacturer, Wholesaler",Hong Kong,"Fine Jewellery, Jewellery & Watch",,Ms Sheila Leung,"Flat C, G/F, Kaiser Estate, 41 Man Yue Street, Hunghom, Kowloon, Hong Kong.",Hong Kong,Worldwide Certificate Name Issued By Certificate Type Valid Date RJC Responsible Jewellery Council Others 27 Nov 2025 - 27 Nov 2028,General Manager - Sales & Marketing,1977.0,,
24,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Nelson-Jewellery-Arts-Co-Ltd-/1X002M15,"Exporter, Manufacturer",Hong Kong,"Fine Jewellery, Jewellery & Watch",,Ms Lussina Choi,"Rm 202-205, 2/F Guardforce Centre, 3 Hok Yuen St East, Hunghom, Kowloon, Hong Kong",Hong Kong,"Japan, North America, Southeast Asia, Taiwan, Western Europe RJC Responsible Jewelry BSCI Ethical Sourcing Sustainable Manufacturer CNC Invincible Setting Hyceram Certificate Name Issued By Certificate Type Valid Date Hong Kong Authorized Economic Operator - - -",Senior Manager,1984.0,,
25,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Noble-Jewelry-Ltd/1X001R6L,"Exporter, Manufacturer",Hong Kong,"Fine Jewellery, Jewellery & Watch",,Mr Carl Kwok,"Flat M, 12/F, Phase 3, Kaiser Estate, 11 Hok Yuen Street, Hung Hom, Kowloon, Hong Kong",Hong Kong,"Australasia, Central & South America, Japan, Middle East, North America, Other Asian Countries, Western Europe",Marketing Officer,1992.0,201 - 500,"US$ 100,000,000 - 249,999,999 ODM OEM Certificate Name Issued By Certificate Type Valid Date ISO 9001 - - - ISO 14001 - - - Merit Productivity - - - View details Factory & Facility"
26,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Peter-Lam-Jewellery-Ltd/1X009NTA,"Exporter, Manufacturer, Wholesaler",Hong Kong,"Clothing/ Garments, Costume & Fashion Jewellery, Fashion Accessories, Fashion, Eyewear & Accessories, Fine Jewellery, Jewellery & Watch",Peter Lam ODM OEM Certificate Name Issued By Certificate Type Valid Date business registration copy - - -,Mr Jacky Lam,"308, Fu Hang Ind Bldg., 1 Hok Yuen St East, Hunghom, Kowloon Hong Kong",Hong Kong,Worldwide,General Manager,1985.0,201 - 500,"US$ 10,000,000 - 49,999,999"
27,https://sourcing.hktdc.com/en/Supplier-Store/Profile/San-J-Jewellery-Ltd/1X009PFI,"Exporter, Manufacturer",Hong Kong,"Fine Jewellery, Jewellery & Watch, Jewellery Parts & Tools",,Ms Joey Huen,"Unt H, 11/F, Kaiser Estate Phase 2, 47-53 Hok Yuen Street, Hunghom, Kowloon, Hong Kong",Hong Kong,Worldwide,General Manager,1999.0,501 - 1000,"US$ 10,000,000 - 49,999,999 ODM OEM View details Factory & Facility"
28,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Su-Raj-Inter-Gold-HK-/1X09VV69,"Exporter, Importer, Manufacturer",Hong Kong,"Fine Jewellery, Jewellery & Watch",,Mr Nisha Khimarat,"Flat E,9/F, Harilela Mansion, 81 Nathan Rd, Tsim Sha Tsui, Kowloon, Hong Kong",Hong Kong,,Manager,,,
29,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Tai-Woo-Pearl-Gems-Co-Ltd/1X001RTY,"Exporter, Manufacturer, Wholesaler",Hong Kong,"Fine Jewellery, Jewellery & Watch",,Ms Erica Lo,"Flat 903-905, 9/F & 1003-1005, 10/F., Chevalier House, 45-51 Chatham Road South, Tsim Sha Tsui, Kowloon, Hong Kong.",Hong Kong,"Africa, Australasia, Central & South America, Eastern Europe, Korea, Middle East, North America, Other Asian Countries, Scandinavia, Taiwan, Western Europe, Worldwide",Admin Assistant,1986.0,26 - 50,"US$ 500,000 - 999,999 Certificate Name Issued By Certificate Type Valid Date ISO9001:2008 - - -"
30,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Trendy-Gold-Jewellery-International-Ltd/1X009S6I,"Exporter, Manufacturer",Hong Kong,"Fine Jewellery, Jewellery & Watch",,Ms Manna Wong,"Unit B, 18/F, Gemstar Tower, 23 Man Lok Street, Hunghom, Kowloon, Hong Kong",Hong Kong,"Chinese Mainland, Hong Kong, Middle East, Other Asian Countries, Southeast Asia, Taiwan, Worldwide",Sales & Marketing Executive,1999.0,26 - 50,"US$ 1,000,000 - 4,999,999 ODM OEM"
31,https://sourcing.hktdc.com/en/Supplier-Store/Profile/VV-Jewellery-Limited/1X0B3NX6,"Manufacturer, Wholesaler",Hong Kong,"Fine Jewellery, Jewellery & Watch",V V Jewellery Limited Original Design Premium Craftsmanship Fine Inlay High-end Customization Style Reinvention Stringent Quality Control,Ms Catherine Huang,"Unit P, 2/F Kaiser Estate Ph 3, 11 Hok Yuen St, Hunghom, Kln HK",Hong Kong,"Hong Kong, Japan, Korea, Middle East, North America, Southeast Asia, Taiwan, Worldwide",manager,2017.0,501 - 1000,"US$ 500,000 - 999,999"
32,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Giorgio-Visconti-Spa/1X03X3WV,"Exporter, Manufacturer",Italy,"Fine Jewellery, Jewellery & Watch",,Mr Andrea Visconti,"Via Camurati 47, Valenza 15048, Italy Italy.",Italy,Worldwide,Owner,,,
33,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Goldstar-Jewellery-Pvt-Ltd/1X08F7E1,"Exporter, Manufacturer","Maharashtra, India","Fine Jewellery, Jewellery & Watch",,Mr Amit Ayachit,"Gold Star House, Block C, Plot 16P, 17 & 28, 29 P, SEEPZ-SEZ, Andheri (East), Mumbai, 400096, Mumbai",India,Worldwide,Director,1989.0,201 - 500,"US$ 50,000,000 - 99,999,999"
34,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Taka-Jewellery-Pte-Ltd/1X00BXTG,"Exporter, Retailer, Wholesaler",Singapore,"Fine Jewellery, Jewellery & Watch",,Ms Eileen Lim,3 Kaki Bukit Place Singapore.,Singapore,"Eastern Europe, Hong Kong, North America, Other Asian Countries, Scandinavia, Taiwan, Western Europe",Snr. BD Executive,2001.0,101 - 200,"US$ 10,000,000 - 49,999,999"
35,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Vithal-Trading-Co-Ltd-/1X08E0ME,Wholesaler,"Yamanashi, Japan","Fine Jewellery, Jewellery & Watch",,Chetan Palriwara,"Nakakogawara1-4-30, Yamanshi, 4000855, Japan Kofu",Japan,,representative director,2002.0,11 - 15,"US$ 10,000,000 - 49,999,999"
36,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Kirin-Jewelry-Co-Ltd/1X00NPFI,"Exporter, Manufacturer","Zhuhai, Guangdong, Chinese Mainland","Costume & Fashion Jewellery, Fine Jewellery, Synthetic Diamonds & Gemstones Jewellery",Kirin ODM OEM Certificate Name Issued By Certificate Type Valid Date ISO 9001: 2008 - - - Business license - - - 925 sterling silver test report - - - SGS Supplier Verification Report - - -,Mr Lion Chow,"5/F Building 2, No. 28 Zuo-Wu Rd., Wanzai Town, Zhuhai City, Guangdong Province, China.",Chinese Mainland,Worldwide,General Manager,2006.0,201 - 500,"US$ 1,000,000 - 4,999,999"
37,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Able-Jewelry-Mfg-Ltd/1X009VF0,"Exporter, Manufacturer",Hong Kong,"Fine Jewellery, Jewellery & Watch",Ronghe ODM OEM View details Factory & Facility,Ms Zenia Pang,"Unit 701A, 7th Floor, Empire Centre, 68 Mody Road, Tsim Sha Tsui, Kowloon Hong Kong.",Hong Kong,"Australasia, Chinese Mainland, Eastern Europe, Western Europe, Worldwide",Sales Manager,1994.0,501 - 1000,"US$ 10,000,000 - 49,999,999"
38,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Customs-and-Excise-Department---The-Government-of-the-HKSAR/1S00NLU8I,,Hong Kong,"Government Organizations, Legal Services, Logistics & Transportation",,Chun Fung Lai,"32/F Customs Headquarters Building 222 Java Road North Point, Hong Kong",Hong Kong,,Inspector,,,
39,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dai-Sun-Jewellery-Co-Ltd/1X009Y42,"Distributor, Exporter, Manufacturer, Wholesaler",Hong Kong,"Fine Jewellery, Jewellery & Watch","DSJ, J MYTHS, ELEMENTS OF LOVE ODM OEM Certificate Name Issued By Certificate Type Valid Date ISO 9001:2008 - - - Consumer's Most Favorable Hong Kong Brands - - - 2011 Best SME’s Award - - - Partner Employer Award 2012/13 - - - Hong Kong’s 100 Most Influential Brands Awards - - - View details Factory & Facility",Ms Inez Ku,"Unit H1, 1/F, Phase II, Kaiser Estate, 51 Man Yue Street, Hung Hom, Kowloon, Hong Kong.",Hong Kong,"Australasia, Central & South America, Chinese Mainland, Eastern Europe, Hong Kong, Middle East, North America, Southeast Asia, Western Europe",Director,1993.0,16 - 25,"US$ 10,000,000 - 49,999,999"
40,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dailywin-Watch-Products-Mfg-Ltd/1X0024L3,Manufacturer,Hong Kong,Watches & Clocks,SAGA Brand Brand Crystal Material,Ms Anita Anita Wan,"3/F, Stage II Yee Lim Indl Bldg 8 Ka Ting Rd Kwai Chung, NT, Hong Kong",Hong Kong,,,1978.0,1001 - 2000,
41,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Draco-Int-l-Jewelry-Mfg-Co-Limited/1X03X6D5,"Exporter, Manufacturer, Wholesaler",Hong Kong,"Fine Jewellery, Jewellery & Watch",,Mr Wilson Tang,"Room 1101, 11/F, Billion Plaza, No. 8 Cheung Yue Street, Cheug Sha Wan, Kowloon, Hong Kong",Hong Kong,"Africa, Australasia, Middle East, North America, Western Europe",Sales Director,2005.0,11 - 15,"US$ 250,000 - 499,999 ODM OEM"
42,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Heng-Lee-Pearl-Company-Limited/1X03X3CF,"Exporter, Manufacturer, Wholesaler",Hong Kong,"Clothing/ Garments, Costume & Fashion Jewellery, Fashion Accessories, Fashion, Eyewear & Accessories, Fine Jewellery, Jewellery & Watch, Synthetic Diamonds & Gemstones Jewellery",Heng Lee Jewellery ODM OEM Fashion Jewellery Certificate Name Issued By Certificate Type Valid Date Business Social Compliance Initiative Amfori - (N/A) - 14 Nov 2019,Miss Alice Yip,"10/F China Insurance Bldg., 48 Cameron Road, TST, Kowloon, Hong Kong",Hong Kong,"Australasia, Central & South America, Eastern Europe, Korea, Western Europe, Worldwide",Sales and Marketing Manager,1998.0,26 - 50,
43,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hong-Kong-Xin-Chuang-Yi-Jewelry-Co-Ltd/1X00NOFL,Exporter,Hong Kong,"Costume & Fashion Jewellery, Fashion Accessories, Fine Jewellery, Jewellery & Watch",XCE ODM OEM View details Factory & Facility Research & Development Quality Control XINCHUANGYI MANUFACTORY FOTTI FOTTI,Ms Abby Zhang,"Flat/Rm A16,Blk.A,12/F., Merit Ind.Ctr.,94 Tokwawan Road Kln.",Hong Kong,"Central & South America, Eastern Europe, Middle East, North America, Scandinavia, Western Europe, Worldwide",Sales Manager,1996.0,201 - 500,"US$ 5,000,000 - 9,999,999"
44,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hung-Kay-Jewelry-Mfy-Ltd/1X00E3FC,"Exporter, Manufacturer",Hong Kong,"Clothing/ Garments, Costume & Fashion Jewellery, Fashion Accessories, Fashion, Eyewear & Accessories, Fine Jewellery, Jewellery & Watch, Synthetic Diamonds & Gemstones Jewellery",,Mr Vincent Lam,"Room 1301, 13/F, Block B, Hoi Luen Industrial Centre, 55 Hoi Yuen Road, Kwun Tong, Kowloon, Hong Kong",Hong Kong,"Australasia, Central & South America, Eastern Europe, Hong Kong, Japan, North America, Southeast Asia, Western Europe, Worldwide",Director,2004.0,11 - 15,"US$ 1,000,000 - 4,999,999 ODM OEM"
45,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jewel-Arts-Ltd/1X00A23R,"Exporter, Manufacturer",Hong Kong,"Fine Jewellery, Jewellery & Watch, Jewellery Parts & Tools",,"Ben, C.P. Lam","Unit 12, 5/F., Block A, Focal Industrial Centre, 21 Man Lok Street, Hunghom, Kowloon, Hong Kong",Hong Kong,"Central & South America, Middle East, North America, Western Europe",Sales Manager,2002.0,,"US$ 5,000,000 - 9,999,999"
46,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jewellery-Collection-Mfr-Ltd/1X00A24Q,"Exporter, Manufacturer",Hong Kong,"Fine Jewellery, Jewellery & Watch",,Mr Kevin Yau,"Unit 806-7, 8/F, Fu Hang Ind. Bldg., 1 Hok Yuen St. East, Hung Hom, Kln., Hong Kong",Hong Kong,Worldwide,Director,1989.0,,
47,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Offenbach-Group-Limited/1X073DHG,"Manufacturer, Trade/Industrial Organisation, Wholesaler",Hong Kong,"Costume & Fashion Jewellery, Jewellery & Watch, Watches & Clocks","MAX, Colori, CO88, NEW BLING, FRANK Bracelet Bracelet Bracelet Fashion Jewelry Fashion Jewelry Bangle Fashion Jewelry NB FRANK 1967",Ms Maggie Lai,"Unit B, 16/F., Block 3, Golden Dragon Industrial Centre, 172-180 Tai Lin Pai Road, Kwai Chung, Hong Kong",Hong Kong,"Eastern Europe, Worldwide",MANAGER,2011.0,16 - 25,"US$ 50,000 - 99,999"
48,https://sourcing.hktdc.com/en/Supplier-Store/Profile/P-J-Design-Holdings-Limited/1X08EWDZ,"Exporter, Manufacturer",Hong Kong,"Fine Jewellery, Jewellery & Watch ODM OEM",,Ms Kirsten Suen,"Unit F1, 7/F, Kaiser Estate, Phase 1, No. 41 Man Yue Street,",Hong Kong,,Personsal Assistant,,,
49,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Polaris-Jewellery-Mfr-Ltd/1X0036RR,"Exporter, Manufacturer, Wholesaler",Hong Kong,"Fine Jewellery, Jewellery & Watch",POLARIS ODM OEM Consultation Development Brand Building jewelry design manufacture View details Factory & Facility,Mr Sales Polaris,"Heng Ngai Jewellery Centre 4 Hok Yuen Street East, Hunghom Kowloon, Hong Kong Hong Kong.",Hong Kong,"Australasia, Central & South America, Eastern Europe, Hong Kong, Middle East, North America, Other Asian Countries, Western Europe, Worldwide",Sales Team,1980.0,201 - 500,
50,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Prestige-Jewellery-Mfr-Ltd/1X009O8S,"Exporter, Manufacturer, Wholesaler",Hong Kong,,,Mr Allan Cheng,"Suite 409, Kin Fung Mansion , 14-18 Austin Avenue, Tsim Sha Tsui, Kowloon, Hong Kong.",Hong Kong,"Central & South America, Eastern Europe, Middle East, North America, Southeast Asia, Worldwide",Managing Director,1979.0,,"US$ 100,000,000 - 249,999,999"
51,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Sheetal-Far-East-Limited/1X0737C3,"Distributor, Exporter, Manufacturer, Wholesaler",Hong Kong,"Fine Jewellery, Jewellery & Watch, Loose Stones & Raw Materials",,Mr Donda Jignesh,"Room 1316, 13/F, Peninsula Square, 18 Sung On Street, Hung Hom, Kowloon, Hong Kong.",Hong Kong,"Africa, Australasia, Central & South America, Chinese Mainland, Eastern Europe, Hong Kong, Japan, Korea, Middle East, North America, Other Asian Countries, Scandinavia, Southeast Asia, Taiwan, Western Europe, Worldwide",Director,1985.0,5001 - 10000 View details Factory & Facility Quality Control Cushion Cut Diamond Princess Cut Dimaond Oval Cut Diamond,
52,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Timax-Jewelry-Ltd/1X009RYT,Manufacturer,Hong Kong,"Clothing/ Garments, Costume & Fashion Jewellery, Fashion Accessories, Fashion, Eyewear & Accessories, Fine Jewellery, Jewellery & Watch, Synthetic Diamonds & Gemstones Jewellery",NA ODM OEM View details Factory & Facility,Miss Irene Lee,"Flat 21, 13/F, Block A, Hoi Luen Industrial Centre, 55 Hoi Yuen Road, Kwun Tong, Kowloon, Hong Kong",Hong Kong,Worldwide,Director,2002.0,201 - 500,"US$ 100,000 - 249,999"
