,url,Nature of Business,Location,Main Categories,Brands,Contact Person,Office Address,Country/Region,Major Markets,Position,Year of Establishment,Total Employees,Annual Turnover
896,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Soyou/1S00PA27D,,"Korea, Republic Of View details Factory & Facility",,,Youngeun Kim,,"Korea, Republic Of",,,,,
897,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Steven-Neckman-Inc-/1X08XQO6,"Retailer, Wholesaler","Florida, USA","Fine Jewellery, Jewellery & Watch",,Mr Steven Neckman,"The Seybold Building, 36 Northeast First Street, Suite 1046 Miami",USA,,Managing Director,,,
898,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Suichang-Yuji-Classical-Gold-Jewelry-Studio/1S00P7YQW,,Chinese Mainland,,,KINA LU,"No. 73-1 Pingchang Road, Miaogao Street, Suichang Lishui City, Zhejiang Province",Chinese Mainland,,,,,
899,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Swiss-Pearls/1X057HNY,"Exporter, Manufacturer",Switzerland,"Costume & Fashion Jewellery, Fashion Accessories, Fashion, Eyewear & Accessories, Fine Jewellery, Home Products, Lights & Constructions, Homeware & Lifestyle Essentials, Jewellery & Watch",,Diamantion Wicht,"Rue Chantepoulet 12, Geneva, 1201, Switzerland",Switzerland,Western Europe,Assistant Manager,,,
900,https://sourcing.hktdc.com/en/Supplier-Store/Profile/The-Jewellery-Trading-Room-Ltd/1S00OL6PR,,United Kingdom,,,Mrs Elaine Liu,,United Kingdom,,,,,
901,https://sourcing.hktdc.com/en/Supplier-Store/Profile/The-Jewelry-Co-/1S00O4TD4,,India View details Factory & Facility,,,Mr Ankit Mistry,,India,,,,,
902,https://sourcing.hktdc.com/en/Supplier-Store/Profile/THE-PRIVE-L-L-C-FZ/1S00OYHWV,,United Arab Emirates View details Factory & Facility,,,Mr Shinsuke Ayaki,,United Arab Emirates,,,,,
903,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Theilkas-GmbH/1X09F5TS,,Switzerland,"Fine Jewellery, Jewellery & Watch, Loose Stones & Raw Materials",,Reto Theilkäs,"Zytgloggelaube 6, 3011 Bern, Switzerland",Switzerland,,Owner,,,
904,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Times-Past/1X09XO5V,,USA,"Fine Jewellery, Jewellery & Watch, Watches & Clocks",,Robert Chramosta,"6222 Richmond Suite 540, Houston, Texas, 77057, USA",USA,,,,,
905,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Trezza-Jewels-LLP/1S00P3XXC,,India,,,Mr jiger saraiya,,India,,,,,
906,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ultraco-SA/1S00OXDV2,,Switzerland,,,Haider Ansari,7 PLace de la Fusterie,Switzerland,,,,,
907,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Unio-Jewelry/1S00PA4NZ,,"Korea, Republic Of",,,SUNJOO LEE,"FLOOR 4,21, 7, Namdaemunsijang 8-gil, Jung-gu, Seoul, Korea","Korea, Republic Of",,,,,
908,https://sourcing.hktdc.com/en/Supplier-Store/Profile/VMB-Satti/1S00P7YRT,,France,,,Sacha Attia,8 rue de Bellevue,France,,,,,
909,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Vango-Trading-Co-Ltd-/1S00P9QTV,,Chinese Mainland,,,Lyn Xu,"Room 307, Unit 8, No. 657 Guangzhong Road, Hongkou",Chinese Mainland,,,,,
910,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Wilson-s-Estate-Jewelry/1S00OJ2KA,,USA View details Factory & Facility,,,Mr Joshua Kirby,,USA,,,,,
911,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Xiao-Duo-Jewelry-Co-Ltd/1S00OY4PT,,Chinese Mainland,,,mr qiu,"Room 7, No. 780 Xiangxieli Avenue, Greenland Inter Greenland International H",Chinese Mainland,,,,,
912,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yi-Lan-Jewelry/1S00OLGWW,,Chinese Mainland,,,AMY ling,"Kangcheng Yipin Shop 5-9, Nanyuan Street, Linping District, Hangzhou City, Zhejiang Province",Chinese Mainland,,,,,
913,https://sourcing.hktdc.com/en/Supplier-Store/Profile/YIWU-NORMAN-IMP-EXP-CO-LTD/1X0ANYHP,,Chinese Mainland,"Costume & Fashion Jewellery, Fine Jewellery, Jewellery & Watch",,Xiaoli Wu,"Room 367, 3/F, Times Building, Business Port, Yiwu, Zhejiang, China",Chinese Mainland,,,,,
914,https://sourcing.hktdc.com/en/Supplier-Store/Profile/HK-Silver-City-Jewelry-Co-Limited/1X09EZGN,,Hong Kong,"Costume & Fashion Jewellery, Fine Jewellery, Jewellery & Watch",,Samuel Zhou,"unit 04 7/f, bright way tower no.33 mongkok road, kl, hk china",Hong Kong,,,,,
915,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Net-Japan-Hong-Kong-Co-Ltd/1X073699,Wholesaler,Hong Kong,"Fine Jewellery, Jewellery & Watch, Loose Stones & Raw Materials",,Mr Issei Uenishi,"2502-04/25F MIRA PLACE TowerA 132 Nathan Rd Tsim Sha Tsui, Kowloon,Hong Kong",Hong Kong,Worldwide,Sales Manager,,,
916,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Sunfun-Trading-Company-Limited/1X0B1WA2,,Hong Kong,"Clothing/ Garments, Costume & Fashion Jewellery, Fashion Accessories, Fashion, Eyewear & Accessories, Fine Jewellery, Jewellery & Watch, Synthetic Diamonds & Gemstones Jewellery",,Maylian Cheung,"Unit 7, 2/F, Por Mee Factory Building, 500 Castle Peak Road, Cheung Sha Wan, Kowloon, Hong Kong",Hong Kong,,Manager,,,
917,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangzhou-Delicate-Gift-Package-Co-Ltd-/1X08EX63,"Exporter, Manufacturer","Guangzhou, Guangdong, Chinese Mainland","Gift Packaging, Gifts, Toys & Sports Supplies, Jewellery & Watch, Metal Packaging, Office Equipment, Packaging & Displaying Materials, Packaging Materials, Paper Packaging, Plastic Packaging, Printing & Packaging Equipment, Stationery",DELICATE ODM OEM One-shop service Shipping Certificate Name Issued By Certificate Type Valid Date SGS SGS SGS 01 Jan 2021 - (N/A) View details Factory & Facility Research & Development Quality Control,Mr Bill Fung,"Room 203, Building C4, Er Kuang 213 Creative Park Office Huangbianbei Road, Baiyun District Guangzhou City, Guangdong Province, China",Chinese Mainland,"Australasia, Eastern Europe, Japan, Korea, Middle East, North America, Other Asian Countries, Taiwan, Western Europe, Worldwide",Sales manager,2012.0,101 - 200,"US$ 1,000,000 - 4,999,999"
918,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Karma-Zone-Jewelry-Co-Ltd-DongGuan-/1S00P7OD9,Manufacturer,"Dongguan, Guangdong, Chinese Mainland","Costume & Fashion Jewellery, Fine Jewellery",VINCENT&KARINA ODM OEM 316L stainless steel ISO Certified 925 Silver Brass View details Factory & Facility Research & Development Quality Control,Miss Coco Coco,"Room 303, Building 1 No.13 Southwest Lang Road, Chang'an Town Dongguan City, Guangdong Province China",Chinese Mainland,"Australasia, Central & South America, Eastern Europe, Japan, Western Europe, Worldwide",,,201 - 500,"US$ 50,000 - 99,999"
919,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shimada-Co-Ltd-/1S00O51OZ,"Distributor, Manufacturer, Wholesaler","Tokyo, Japan",Fine Jewellery,,Ms Junko Nakayama,"2-18-20 Higashi Ueno, Taito-ku, JAPAN",Japan,"Hong Kong, Japan, Other Asian Countries, Southeast Asia",Manager,2004.0,26 - 50,"US$ 10,000,000 - 49,999,999 japan gold new kihei diamond natural diamond coral akoya color View details Factory & Facility"
920,https://sourcing.hktdc.com/en/Supplier-Store/Profile/C-P-Creation-Co/1X008DEJ,Manufacturer,Hong Kong,"Bags, Handbags & Accessories, Building Materials & Supplies, Eyewear & Accessories, Gift Packaging, Gifts, Toys & Sports Supplies, Jewellery & Watch, Packaging & Displaying Materials, Paper Packaging, Stationery, Watches & Clocks",,Ms Candy Pun,"Unit C1, 11F, Winner Building, No. 36 Man Yue street, Hunghom, Kowloon, Hong Kong",Hong Kong,Worldwide,Manager,2001.0,1 - 5,"US$ 500,000 - 999,999 ODM OEM View details Factory & Facility"
921,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Chase-Jewellery-Mfy-Ltd/1X009X81,"Exporter, Manufacturer, Wholesaler",Hong Kong,"Fine Jewellery, Jewellery & Watch",,Mr William Li,"Flat 13, 7/F, Fu Hang Industrial Building, 1 Hok Yuen Street East, Hung Hom, Kowloon, Hong Kong",Hong Kong,"Central & South America, Chinese Mainland, North America, Western Europe",Director,1993.0,201 - 500,"US$ 5,000,000 - 9,999,999 ODM OEM View details Factory & Facility"
922,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Elegante-Arts-Packaging-Co-Ltd/1X001CR9,Manufacturer,Hong Kong,"Bags, Handbags & Accessories, Decoration & Crafts, Eyewear & Accessories, Gift Packaging, Gifts / Souvenirs, Gifts, Toys & Sports Supplies, Homeware & Lifestyle Essentials, Jewellery & Watch, Packaging & Displaying Materials, Paper Packaging, Plastic Packaging, Printing & Packaging, Stationery & Office Equipment, Stationery, Watches & Clocks",,Mr Eric Yeung,"Room 1414, 14/F., Wah Shing Centre, 11 Shing Yip Street, Kwun Tong, Kowloon, Hong Kong",Hong Kong,Worldwide,Director,,201 - 500,"US$ 10,000,000 - 49,999,999 OEM/ODM Manufacturing Design Service Customization Variety materials Tooling Design and Making Eco-friendly Technical Support Quality Control Certificate Name Issued By Certificate Type Valid Date ISO9001:2015 Guardian Independent Certification Ltd. ISO 9001 (N/A) - 10 Jul 2025 FSC Certification SAI Global Certification Services Pty. Ltd. FSC 24 Mar 2023 - 05 Mar 2028 BSCI Monitoring report SGS BSCI 13 Oct 2023 - 19 Oct 2024 View details Factory & Facility"
923,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Firmstock-Ltd/1X004T6F,"Exporter, Manufacturer",Hong Kong,"Eyewear & Accessories, Gifts, Toys & Sports Supplies, Jewellery & Watch, Packaging & Displaying Materials",,Ms Tina -,"Unit 31, 3/F, Block B, Focal Industrial Centre, 21 Man Lok Street, Hung Hom, Kowloon, Hong Kong",Hong Kong,"Australasia, Hong Kong, Japan, Middle East, North America, Western Europe",Manager,1982.0,101 - 200,"US$ 5,000,000 - 9,999,999 ODM OEM Certificate Name Issued By Certificate Type Valid Date SGS SGS - (N/A) - 10 Sep 2021"
924,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Kam-Shek-Jewellery-Co-Ltd/1X003PFI,"Exporter, Manufacturer, Wholesaler",Hong Kong,"Costume & Fashion Jewellery, Fine Jewellery, Jewellery & Watch, Synthetic Diamonds & Gemstones Jewellery",LOVEJAM ODM OEM Certificate Name Issued By Certificate Type Valid Date ISO 9001 - - - View details Factory & Facility,Mr Albert Ma,"Unit 01, 10/F., Fu Hang Industrial Building, 1 Hok Yuen Street East, Hung Hom, Kowloon, Hong Kong",Hong Kong,"Australasia, Central & South America, Eastern Europe, North America, Scandinavia, Western Europe, Worldwide",Marketing Executive,2002.0,201 - 500,"US$ 1,000,000 - 4,999,999"
925,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Wellsea-Jewellery-Co-Limited/1S00P5O9L,"Exporter, Manufacturer, Wholesaler",Hong Kong,"Costume & Fashion Jewellery, Fine Jewellery",WELLSEA PEARL Pearl Affordable Jewellery Crafted in Factory Wholesale/OEM/ODM High Elasticity 18K Gold Fresh Water Pearl Pearl Jewelry Design and Create Popular in Exhitions Hand Craft Various Pearls,Ms Xiuli Han,UNIT ON. 3 16/F WINFIELD COMMERCIAL BUILDING 6-8A PRAT AVENUE TSIM SHA TSUI KLN HONG KONG,Hong Kong,,,,,
926,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Elegant-Packaging-Manufacturing-Co-Ltd/1X0AM2FF,"Exporter, Manufacturer","Dongguan, Guangdong, Chinese Mainland","Gift Packaging, Gifts, Toys & Sports Supplies, Jewellery & Watch, Packaging & Displaying Materials, Printing & Packaging, Stationery & Office Equipment, Stationery jewelry box gift box watch box wooden box make up bag",,Ms Journey Zhou,"Building B, Deshang Industrial Park, No. 3 Industrial Zone Baishigang Village, Changping Town, Dongguan City, Guangdong Province, China",Chinese Mainland,,,,,
927,https://sourcing.hktdc.com/en/Supplier-Store/Profile/HY-Jewelry-Co-LTD/1S00P77QN,"Buying Cooperative, Exporter, Manufacturer, Retailer","Guangzhou, Guangdong, Chinese Mainland",Costume & Fashion Jewellery,,Ms Lin Joyce,"Room 01, 9 floor, Unit 3, Jinxin Industrial Building,No.17 Yinping Road, Panyu, Guangzhou, Guangdong, China",Chinese Mainland,Worldwide,CEO,1996.0,26 - 50,
928,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hebest-Jewelry-Shenzhen-Co-Ltd/1X08EP9O,"Exporter, Manufacturer","Shenzhen, Guangdong, Chinese Mainland","Clothing/ Garments, Costume & Fashion Jewellery, Fashion Accessories, Fashion, Eyewear & Accessories, Fine Jewellery, Jewellery & Watch",,Ms Homey Chen,"NO.641, 640, 638, Unit A, Huameiju Busin, Center, Xinhu Road, Bao'an District, Shenzhen Province, Guangdong Province, China",Chinese Mainland,,Assistant to General Manager,,,
929,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Dikai-Industrial-Co-Ltd/1S00O7CI6,Manufacturer,"Shenzhen, Guangdong, Chinese Mainland","Environmental Protection, Gifts, Toys & Sports Supplies, Home Products, Lights & Constructions, Industrial Machinery, Parts & Raw Materials, Jewellery & Watch, Jewellery Machinery, Jewellery Parts & Tools, Lights, Loose Stones & Raw Materials, Packaging & Displaying Materials, Testing Equipment",GemTrue Certificate Name Issued By Certificate Type Valid Date GemTrue Trademark United states Patent and Trademark office - - Diamond tester Invention patent United states patent and trademark office - - Jewelry Box Designs Resgistry Intellectual Proferty Department - -,Ms Judy Zhu,518125 9F Building10 Gang Zai Industrial Park Xin Qiao Shajng Town Baoan District Shenzhen Guangdong China,Chinese Mainland,Worldwide,Manager,2008.0,26 - 50,"US$ 500,000 - 999,999"
930,https://sourcing.hktdc.com/en/Supplier-Store/Profile/SHENZHEN-SUNBIRD-DISPLAY-PACKAGING-MANUFACTURER-CO-LTD/1X0B3E3R,"Exporter, Manufacturer, Service Company","Shenzhen, Guangdong, Chinese Mainland",,Sunbird ODM OEM Small Order Certificate Name Issued By Certificate Type Valid Date ISO 9001 BSI - (N/A) - 16 Jul 2022 View details Factory & Facility Research & Development Quality Control Classical Customized Window Jewellery display Luxury Fashionable Showcase Jewellery display Portable and Stackable Trays Props set-Jewellery display,Mr Roger Liu,"Room 1803-07, 18/F, Fuji International Jewelry Building 1008 Buji Roa, Luohu District Shenzhen, Guangdong, 518019 China",Chinese Mainland,Worldwide,Vice president,1995.0,101 - 200,
931,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Wonderful-Jewelry-Co-Ltd/1X08BLJQ,Manufacturer,"Lu'An, Anhui, Chinese Mainland","Clothing/ Garments, Costume & Fashion Jewellery, Fashion Accessories, Fashion, Eyewear & Accessories, Fine Jewellery, Jewellery & Watch, Synthetic Diamonds & Gemstones Jewellery",Wonderful Jewelry ODM OEM silver ring - 1 ring-5 ring-4 ring-2 necklace-4 necklace-3 necklace-1 necklace-locket,Mr Steven Lau,Huoshan EconomicDevelopment Zone Lu'an City Anhui Province China,Chinese Mainland,Worldwide,Sales Manager,2011.0,,
932,https://sourcing.hktdc.com/en/Supplier-Store/Profile/ACH-Co-HK-Ltd/1X009VKV,"Exporter, Manufacturer",Hong Kong,"Clothing/ Garments, Costume & Fashion Jewellery, Fashion Accessories, Fashion, Eyewear & Accessories, Fine Jewellery, Jewellery & Watch","Fabulous Z, JC, J Lilly ODM OEM View details Factory & Facility",Ms Joyce Chan,"Room 613, 6/F, Tower One, Harbour Centre, 1 Hok Cheung Street, Hung Hom, Kowloon, Hong Kong",Hong Kong,"Australasia, Eastern Europe, Japan, North America, Western Europe, Worldwide",Deputy General Manager,2000.0,201 - 500,"US$ 10,000,000 - 49,999,999"
933,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Asia-Jewelry-Culture-Design-and-Crafts-Association-Limited/1S00OYDQH,,Hong Kong,,,Man Chi Cheng Chan,"Unit J2A, 10/F, Kaiser Estate Phase 2, No.51 Man Yue Street, Hung Hom",Hong Kong,,,,,
934,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Century-Gems-Jewellery-Co/1X009FR0,"Exporter, Manufacturer",Hong Kong,"Fashion, Eyewear & Accessories, Fine Jewellery, Jewellery & Watch",,Ms Maggie Au,"Rm301, Floor 3, Conic Investment Building.,13 Hok Yuen Street, Hunghom, Kowloon, Hong Kong.",Hong Kong,"Eastern Europe, Japan, Southeast Asia, Western Europe, Worldwide",Manager,2004.0,51 - 100 ODM OEM,
935,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Chi-Shing-Gem-Jewelry-Ltd/1X009EO6,"Exporter, Manufacturer, Retailer, Wholesaler, e-tailer",Hong Kong,"Costume & Fashion Jewellery, Decoration & Crafts, Fine Jewellery, Jewellery & Watch, Loose Stones & Raw Materials, Synthetic Diamonds & Gemstones Jewellery",,Miss Vyra Wong,"Room 528, 5/F, Block B Focal Industrial Centre, 21 Man Lok Street, Hunghom, Kowloon, Hong Kong",Hong Kong,"Africa, Australasia, Central & South America, Chinese Mainland, Eastern Europe, Hong Kong, Japan, Korea, Middle East, North America, Other Asian Countries, Scandinavia, Southeast Asia, Taiwan, Western Europe, Worldwide",General Manager,1988.0,26 - 50,"US$ 500,000 - 999,999 ODM OEM Semi-Precious Stone Agarwood Beaded Jewelry Gemstone bracelet Beaded bracelet Gemstone View details Factory & Facility"
936,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Gala-Silver-Pearl-Jewelry-Co-Limited/1X09EZLI,"Exporter, Wholesaler",Hong Kong,"Costume & Fashion Jewellery, Fine Jewellery, Jewellery & Watch",,Ms Chun Hong Lin,"Unit F2-628, 6/F Ph 2, Hang Fung Ind Bldg, 2G Hok Yuen St, Hung Hom",Hong Kong,"Australasia, Chinese Mainland, Eastern Europe, Hong Kong, Japan, North America, Scandinavia, Taiwan",Manager,2015.0,51 - 100,"US$ 1,000,000 - 4,999,999 ODM OEM View details Factory & Facility Research & Development Quality Control"
937,https://sourcing.hktdc.com/en/Supplier-Store/Profile/HK-Grace-Jewel-Co-Limited/1X0738JT,"Exporter, Manufacturer, Wholesaler",Hong Kong,"Costume & Fashion Jewellery, Fine Jewellery, Jewellery & Watch",,Mrs Sarah Wu,"Flat 1806 18/F., Workingport Commercial Bldg., 3 Hau Fook Street, Tsim Sha Tsui, Kowloon, Hong Kong",Hong Kong,Worldwide ODM OEM,Sales Manager,,,
938,https://sourcing.hktdc.com/en/Supplier-Store/Profile/HONG-KONG-WATCH-MFRS-ASSOCIATION-LTD/1X001JTM,Trade/Industrial Organisation,Hong Kong,"Government Organizations, Jewellery & Watch, Organizations & Trade Associations, Printed Matters, Professional Services, Stationery",,Ms Yuen Annie,"2/F., Fu Hing Bldg., 10 Jubilee St., Central, Hong Kong",Hong Kong,,,1968.0,1 - 5,
939,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Kscent-Enterprise-Co/1X069KHV,"Exporter, Manufacturer",Hong Kong,"Clothing/ Garments, Costume & Fashion Jewellery, Fashion Accessories, Fashion, Eyewear & Accessories, Fine Jewellery, Jewellery & Watch, Synthetic Diamonds & Gemstones Jewellery",,Mr Stanley Cheung,"Flat 14, 15/F, Block A, Gold Way Industrial Centre, 16-20 Wing Kin Road, Kwai Chung, N.T., Hong Kong",Hong Kong,"Australasia, Central & South America, Eastern Europe, Hong Kong, Middle East, North America, Western Europe, Worldwide",Marketing Manager,,11 - 15 ODM OEM View details Factory & Facility,
940,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Lauren-Spencer-Limited/1X07PEBJ,"Exporter, Manufacturer",Hong Kong,"Costume & Fashion Jewellery, Fine Jewellery",Lauren-Spencer ODM OEM Custom Gift Stainless steel jewelry Festival brooch Genuine gemstone jewelry fast sample,Ms Helen Zeng,"Room 12, 1/F. Shing Yip Industrial Bldg. 19-21 Shing Yip St. Kwun Tong, Kowloon, Hong Kong",Hong Kong,"Australasia, Central & South America, Hong Kong, Japan, North America",Sales Manager,1984.0,101 - 200,"US$ 1,000,000 - 4,999,999"
941,https://sourcing.hktdc.com/en/Supplier-Store/Profile/MeteoRight-Jewellery-Limited/1X07QWWG,"Exporter, Manufacturer, Wholesaler",Hong Kong,"Fashion Accessories, Jewellery & Watch, Watches & Clocks",,Ms Bo Yee Lee,"Flat 828, 8/F., Block B, Focal Industrial Centre, 21 Man Lok Street, Hung Hom, Kowloon, Hong Kong",Hong Kong,"Chinese Mainland, North America, Southeast Asia, Taiwan, Western Europe, Worldwide",Director,,26 - 50 ODM OEM Meteorite Moldavite Ammolite,
942,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Orientouch-Pearl-Jewelry-Company/1X03Y6G2,"Exporter, Manufacturer",Hong Kong,"Fine Jewellery, Jewellery & Watch, Loose Stones & Raw Materials, Synthetic Diamonds & Gemstones Jewellery",,Mr Ki Kin Yeung,"Unit C9, 8/F., Kaiser Estate Phase I, 37-45 Man Yue Street, Hunghom, Kln., Hong Kong",Hong Kong,,Director,,,
943,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Perfect-Silver-Jewelry-Company-Limited/1X009NRC,Manufacturer,Hong Kong,"Costume & Fashion Jewellery, Fine Jewellery, Jewellery & Watch, Jewellery Parts & Tools, Synthetic Diamonds & Gemstones Jewellery",,Mr Man Sang Suen,"Guardforce Centre, 3 Hok Yuen Street East, Hung Hom, Kowloon, Hong Kong.",Hong Kong,"North America, Scandinavia, Southeast Asia, Western Europe",,1992.0,501 - 1000 ODM OEM,
944,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Tong-Xing-International-Packaging-Co-Ltd/1X090S6I,Manufacturer,Hong Kong,"Gifts, Toys & Sports Supplies, Jewellery & Watch, Packaging & Displaying Materials, Paper Packaging",Tong Xing ODM OEM Certificate Name Issued By Certificate Type Valid Date ISO 9001 - ISO 9001 - View details Quality Control,Ms Chan Koya,"Room 24B5, 1/F, Block B Focal Industrial Centre 21 Man Lok Street Hung Hom, Kowloon, Hong Kong",Hong Kong,"Africa, Australasia, Central & South America, Chinese Mainland, Eastern Europe, Hong Kong, Japan, Korea, Middle East, North America, Other Asian Countries, Scandinavia, Southeast Asia, Taiwan, Western Europe, Worldwide",Sales Manager,2003.0,1001 - 2000,"US$ 500,000 - 999,999"
945,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Unirich-Jewellery-Limited/1X009SN1,"Exporter, Importer, Manufacturer, Wholesaler",Hong Kong,"Fine Jewellery, Jewellery & Watch",UNIRICH View details Factory & Facility,Mr Sohan Goenka,"UNIT 902-903, HILDER CENTRE, 2 SUNG PING STREET, HUNGHOM, KOWLOON, HONG KONG",Hong Kong,Worldwide,DIRECTOR,2004.0,26 - 50,"US$ 10,000,000 - 49,999,999"
946,https://sourcing.hktdc.com/en/Supplier-Store/Profile/W-P-Jewellery-Co-Ltd/1X002LEV,"Exporter, Manufacturer",Hong Kong,"Costume & Fashion Jewellery, Marketing & Public Relations",,Ms Flora Hui,"Unit No 9, 14/F, Peninsula Square, 18 Sung On Street, Hunghom, Kowloon, Hong Kong",Hong Kong,"Eastern Europe, Western Europe, Worldwide",Marketing Manager,1999.0,26 - 50,"US$ 500,000 - 999,999 Jewellery manufacturing Jewellery ODM Jewellery OEM 925 sterling silver jewellery K Gold Jewellery manufacturing Jewellery photoshooting View details Factory & Facility Research & Development Quality Control"
947,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yuen-Kee-Ho-Gold-Jewelry-Accessories-Co-Limited/1X0531IF,"Exporter, Importer, Manufacturer, Retailer, Wholesaler",Hong Kong,"Fine Jewellery, Jewellery Parts & Tools",,Ms Eva Cheung,"Q1C, G/F., PHASE 3, KAISER ESTATE 18 MAN LOK STREET HUNG HOM KOWLOON HK",Hong Kong,Worldwide,Director,1983.0,16 - 25,
948,https://sourcing.hktdc.com/en/Supplier-Store/Profile/AAB-Co-Ltd/1X03ZEN7,"Exporter, Manufacturer","Guangzhou, Guangdong, Chinese Mainland","Clothing/ Garments, Costume & Fashion Jewellery, Fashion Accessories, Fashion, Eyewear & Accessories, Fine Jewellery, Jewellery & Watch, Synthetic Diamonds & Gemstones Jewellery",,Ms Mary -,"3/F, Jin Xi Building, No. 1030, Kang Wang Bei Lu, Li Wan District, Guangzhou City, Guangdong Province, China",Chinese Mainland,"Japan, North America, Western Europe",Project Manager,2007.0,101 - 200,"US$ 10,000,000 - 49,999,999 ODM OEM"
949,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Crossfor-Co-Ltd/1X03TOAQ,"Buying Office, Manufacturer, Wholesaler","Yamanashi, Japan","Fine Jewellery, Jewellery & Watch, Jewellery Parts & Tools",Dancing Stone ODM OEM,Ms Gloria Chau,"1-2-60 Asake, Kofu Yamanashi 400-0862, Japan Japan",Japan,Worldwide,Assistant Manager,1987.0,16 - 25,"US$ 1,000,000 - 4,999,999"
950,https://sourcing.hktdc.com/en/Supplier-Store/Profile/DONGGUAN-SDJ-PACKING-CO-LIMITED/1S00OKG48,Others,"Dongguan, Guangdong, Chinese Mainland",Packaging & Displaying Materials Personalize Your Brand Tailor Made Visual Glam American Beauty 3D Prototyping MOQ View details Factory & Facility Company Profile Visual Portfolio Visual Glam WHO WE ARE Company Highlights,,Ms Li Lin,"Room 102, No. 7 Shijie Baihua Road Shijie Town Dongguan",Chinese Mainland,,,2015.0,,
951,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Verena-Jewelry-Smart-Mfg-Co-Ltd/1X0AW9OL,,Chinese Mainland,"Costume & Fashion Jewellery, Fashion Accessories, Fine Jewellery",,James Qiu,"10th Floor, Hongyi Building, No. 88 Guanchang Road, AiLingKan Village, Dalingsh DongGuan City,Guangdong, china",Chinese Mainland,,,,,
952,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangxi-Wuzhou-Starsgem-Co-Limited/1X0AB6C6,"Exporter, Manufacturer, Retailer, Wholesaler","Wuzhou, Guangxi Zhuang Autonomous Region, Chinese Mainland",,,Ms Jocie Lee,"No.C65-66 3rd Floor, New Jewel Building, Xihuan Road, Wuzhou City, Guangxi Zizhiqu, China",Chinese Mainland,,Manager,,,
953,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangxi-Wuzhou-Xingyuegem-Co-Ltd-/1S00P3XN6,Exporter,"Wuzhou, Guangxi Zhuang Autonomous Region, Chinese Mainland","Costume & Fashion Jewellery, Fine Jewellery View details Factory & Facility",,Miss Weiqiu deng,"Shop No. 66, 2nd Floor, Gem Building, No. 69 Middle Section of West Ring Road, Wuzhou City, Guangxi, Chinese Mainland",Chinese Mainland,,,,,
954,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangzhou-Dinggui-Intelligent-Technology-Co-Ltd-/1S00OLUVL,"Exporter, Manufacturer","Guangzhou, Guangdong, Chinese Mainland",Packaging & Displaying Materials,,Ms Haigu Yi,"14th Floor, Zhihui International Building Taiping Town Guangzhou China",Chinese Mainland,Worldwide,General manager assistant,1999.0,51 - 100,
955,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Kaza-Co-Ltd/1X0AOQKA,,Japan,"Fine Jewellery, Jewellery & Watch",,Noriyoshi Yokoyama,"978-2 Shimizuarai, Showa-cho Nakakoma-gun, Yamanashi-Ken 409-3867, Japan",Japan,,President,,,
