Company Name,Location,Booth,url
A. Hakimi & Sons Inc.,USA,['Booth: AWE 9-F10   |   Precious Stone   |   '],/event/hkdgp/en/exhibitor/1S005Y6X3
"A.S. Gems (1996) Co., Ltd.",Thailand,['Booth: AWE 9-F10   |   Precious Stone   |   '],/event/hkdgp/en/exhibitor/1S005XJ38
Ali Gem House Company Limited,Thailand,['Booth: AWE 9-F10   |   Precious Stone   |   '],/event/hkdgp/en/exhibitor/1S005XI53
Antwerp World Diamond Centre,Belgium,['Booth: AWE 9-F10   |   Precious Stone   |   '],/event/hkdgp/en/exhibitor/1S005ZK6Y
Arihant International Co Ltd,Thailand,['Booth: AWE 9-F10   |   Precious Stone   |   '],/event/hkdgp/en/exhibitor/1S005XHMP
Arjiv Exports,India,['Booth: AWE 9-F10   |   Precious Stone   |   '],/event/hkdgp/en/exhibitor/1S005Y6K6
Ashok Jewellers,India,['Booth: AWE 9-F10   |   Precious Stone   |   '],/event/hkdgp/en/exhibitor/1S005Y5OV
Ayub Brother Co Ltd,Thailand,['Booth: AWE 9-F10   |   Precious Stone   |   '],/event/hkdgp/en/exhibitor/1S005XHYP
Beladamas Nv,Belgium,['Booth: AWE 9-F10   |   Precious Stone   |   '],/event/hkdgp/en/exhibitor/1S005Y7TE
Brilliant Star BV,Belgium,['Booth: AWE 9-F10   |   Precious Stone   |   '],/event/hkdgp/en/exhibitor/1S005Y785
Chaiwat Gems,Thailand,['Booth: AWE 9-F10   |   Precious Stone   |   '],/event/hkdgp/en/exhibitor/1S005XJQB
Creative Technologies,India,['Booth: AWE 9-F10   |   Precious Stone   |   '],/event/hkdgp/en/exhibitor/1S005VOAI
Dany Avlas Diamonds Ltd,Israel,['Booth: AWE 9-F10   |   Precious Stone   |   '],/event/hkdgp/en/exhibitor/1S005ZKLP
"Facet Gems Co., Ltd.",Thailand,['Booth: AWE 9-F10   |   Precious Stone   |   '],/event/hkdgp/en/exhibitor/1S005XJ0H
Fine Colour Gems Pvt Ltd,India,['Booth: AWE 9-F10   |   Precious Stone   |   '],/event/hkdgp/en/exhibitor/1S005YE57
"Fine Emerald Impex Co., Ltd.",Thailand,['Booth: AWE 9-F10   |   Precious Stone   |   '],/event/hkdgp/en/exhibitor/1S005XGPH
Fine Star Jewellery & Diamond Pvt Ltd,India,['Booth: AWE 9-F10   |   Precious Stone   |   '],/event/hkdgp/en/exhibitor/1S005YG48
GEM Park International Company Limited,Thailand,['Booth: AWE 9-F10   |   Precious Stone   |   '],/event/hkdgp/en/exhibitor/1S005XHNM
Gem Place Co Ltd,Thailand,['Booth: AWE 9-F10   |   Precious Stone   |   '],/event/hkdgp/en/exhibitor/1S005XHOJ
Genuine Gems & Jewellery Co Ltd,Thailand,['Booth: AWE 9-F10   |   Precious Stone   |   '],/event/hkdgp/en/exhibitor/1S005XIS6
Gil Kimchi Diamonds Ltd,Israel,['Booth: AWE 9-F10   |   Precious Stone   |   '],/event/hkdgp/en/exhibitor/1S005YH47
Gustav Caesar GmbH,Germany,['Booth: AWE 9-F10   |   Precious Stone   |   '],/event/hkdgp/en/exhibitor/1S005YG9T
Ijadi Gem Inc.,USA,['Booth: AWE 9-F10   |   Precious Stone   |   '],/event/hkdgp/en/exhibitor/1S005Y9EL
International Gemmological Institute (India) Limited,India,['Booth: AWE 9-F10   |   Precious Stone   |   '],/event/hkdgp/en/exhibitor/1S005YH9S
JB Trading Bkk Company Limited,Thailand,['Booth: AWE 9-F10   |   Precious Stone   |   '],/event/hkdgp/en/exhibitor/1S005XI7X
"Jlr Co., Ltd.",Thailand,['Booth: AWE 9-F10   |   Precious Stone   |   '],/event/hkdgp/en/exhibitor/1S005XJLQ
"Lead Gems Co., Ltd",Thailand,['Booth: AWE 9-F10   |   Precious Stone   |   '],/event/hkdgp/en/exhibitor/1S005XGEE
Makhni Enterprises LP,Thailand,['Booth: AWE 9-F10   |   Precious Stone   |   '],/event/hkdgp/en/exhibitor/1S005YEEG
"Navkar Gem Distributor Co., Ltd.",Thailand,['Booth: AWE 11-B31   |   Precious Stone   |   Thailand Pavilion'],/event/hkdgp/en/exhibitor/1S005XH7Y
"Plum Colors Co., Ltd",Thailand,['Booth: AWE 11-B31   |   Precious Stone   |   Thailand Pavilion'],/event/hkdgp/en/exhibitor/1S005XJIZ
Premier Color Source Inc,USA,['Booth: AWE 11-B31   |   Precious Stone   |   Thailand Pavilion'],/event/hkdgp/en/exhibitor/1S005YANT
"Principle Gems Co., Ltd.",Thailand,['Booth: AWE 11-B31   |   Precious Stone   |   Thailand Pavilion'],/event/hkdgp/en/exhibitor/1S005XJBK
"Ratananin International Co., Ltd.",Thailand,['Booth: AWE 11-B31   |   Precious Stone   |   Thailand Pavilion'],/event/hkdgp/en/exhibitor/1S005XJNK
Real Emeralds (Thai) Company Limited,Thailand,['Booth: AWE 11-B31   |   Precious Stone   |   Thailand Pavilion'],/event/hkdgp/en/exhibitor/1S005YI60
Regent Diamonds Ltd,Israel,['Booth: AWE 11-B31   |   Precious Stone   |   Thailand Pavilion'],/event/hkdgp/en/exhibitor/1S005YLPC
Rosy Blue,Belgium,['Booth: AWE 11-B31   |   Precious Stone   |   Thailand Pavilion'],/event/hkdgp/en/exhibitor/1S005YM28
Royal Diam,India,['Booth: AWE 11-B31   |   Precious Stone   |   Thailand Pavilion'],/event/hkdgp/en/exhibitor/1S005YL29
SSEF Swiss Gemmological Institute,Switzerland,['Booth: AWE 11-B31   |   Precious Stone   |   Thailand Pavilion'],/event/hkdgp/en/exhibitor/1S005URKL
Safdico Israel Limited,Israel,['Booth: AWE 11-B31   |   Precious Stone   |   Thailand Pavilion'],/event/hkdgp/en/exhibitor/1S005YM5Z
Samir Gems,Belgium,['Booth: AWE 11-B31   |   Precious Stone   |   Thailand Pavilion'],/event/hkdgp/en/exhibitor/1S005YM42
Sara Gem Corp,USA,['Booth: AWE 11-B31   |   Precious Stone   |   Thailand Pavilion'],/event/hkdgp/en/exhibitor/1S005YJT2
Scarselli Diamonds Inc,USA,['Booth: AWE 11-B31   |   Precious Stone   |   Thailand Pavilion'],/event/hkdgp/en/exhibitor/1S005YII0
"Shree Reliance Gems Co., Ltd.",Thailand,['Booth: AWE 11-B31   |   Precious Stone   |   Thailand Pavilion'],/event/hkdgp/en/exhibitor/1S005XGZN
Solara Diamond B.V.,Belgium,['Booth: AWE 11-B31   |   Precious Stone   |   Thailand Pavilion'],/event/hkdgp/en/exhibitor/1S005VG8W
"Spectra Galaxy Co., Ltd.",Thailand,['Booth: AWE 11-B31   |   Precious Stone   |   Thailand Pavilion'],/event/hkdgp/en/exhibitor/1S005XHI1
"Super Cabs (Thailand) Co., Ltd.",Thailand,['Booth: AWE 11-B31   |   Precious Stone   |   Thailand Pavilion'],/event/hkdgp/en/exhibitor/1S005XIU0
"Try Once Gems & Jewelry Co., Ltd.",Thailand,['Booth: AWE 11-B31   |   Precious Stone   |   Thailand Pavilion'],/event/hkdgp/en/exhibitor/1S005XI8U
"United Colour Stone Co., Ltd",Thailand,['Booth: AWE 11-B31   |   Precious Stone   |   Thailand Pavilion'],/event/hkdgp/en/exhibitor/1S005XH9S
Venu Diamond,India,['Booth: AWE 11-B31   |   Precious Stone   |   Thailand Pavilion'],/event/hkdgp/en/exhibitor/1S005YL43
"Vitalit Co., Ltd.",Thailand,['Booth: AWE 11-B31   |   Precious Stone   |   Thailand Pavilion'],/event/hkdgp/en/exhibitor/1S005XIYO
"World Gemstone Co., Ltd.",Thailand,['Booth: AWE 11-B31   |   Precious Stone   |   Thailand Pavilion'],/event/hkdgp/en/exhibitor/1S005XIH3
Blue Star Gems HongKong,Hong Kong,['Booth: AWE 11-B31   |   Precious Stone   |   Thailand Pavilion'],/event/hkdgp/en/exhibitor/1S005Y6RL
A.J. Mehta & Co.,India,['Booth: AWE 11-B31   |   Precious Stone   |   Thailand Pavilion'],/event/hkdgp/en/exhibitor/1S005Y792
Al Haram Gems Co Ltd,Thailand,['Booth: AWE 11-B31   |   Precious Stone   |   Thailand Pavilion'],/event/hkdgp/en/exhibitor/1S005XI39
"Anamika (Thai) Gems Co., Ltd.",Thailand,['Booth: AWE 11-B31   |   Precious Stone   |   Thailand Pavilion'],/event/hkdgp/en/exhibitor/1S005XHVY
"Ansari Gemstone Co., Ltd.",Thailand,['Booth: AWE 11-B31   |   Precious Stone   |   Thailand Pavilion'],/event/hkdgp/en/exhibitor/1S005XH3A
Asi Abir Diamonds,Israel,['Booth: AWE 11-B31   |   Precious Stone   |   Thailand Pavilion'],/event/hkdgp/en/exhibitor/1S005Y7IB
Barsamian Diamonds NV,Belgium,['Booth: AWE 11-B31   |   Precious Stone   |   Thailand Pavilion'],/event/hkdgp/en/exhibitor/1S005Y7L2
"Chanthamanee Jewelry Co., Ltd.",Thailand,['Booth: AWE 11-B31   |   Precious Stone   |   Thailand Pavilion'],/event/hkdgp/en/exhibitor/1S005XHS7
DK. Gems,Thailand,['Booth: AWE 11-B31   |   Precious Stone   |   Thailand Pavilion'],/event/hkdgp/en/exhibitor/1S005XJAN
DN Diamonds 2007 LTD,Israel,['Booth: AWE 11-B31   |   Precious Stone   |   Thailand Pavilion'],/event/hkdgp/en/exhibitor/1S005YH54
"Fancy Spinel Gems Co., Ltd.",Thailand,['Booth: AWE 11-B31   |   Precious Stone   |   Thailand Pavilion'],/event/hkdgp/en/exhibitor/1S005XIJX
"Gandhi Enterprises Co., Ltd.",Thailand,['Booth: AWE 11-B31   |   Precious Stone   |   Thailand Pavilion'],/event/hkdgp/en/exhibitor/1S005ZJZK
Gem Media Co Ltd,Thailand,['Booth: AWE 11-B31   |   Precious Stone   |   Thailand Pavilion'],/event/hkdgp/en/exhibitor/1S005YE4A
Gemmeco,India,['Booth: AWE 11-B31   |   Precious Stone   |   Thailand Pavilion'],/event/hkdgp/en/exhibitor/1S005YDQH
Gemsicon Private Limited,India,['Booth: AWE 11-B31   |   Precious Stone   |   Thailand Pavilion'],/event/hkdgp/en/exhibitor/1S005ZL29
"I.B. Thai Gems Co., Ltd.",Thailand,['Booth: AWE 11-B31   |   Precious Stone   |   Thailand Pavilion'],/event/hkdgp/en/exhibitor/1S005XINL
"KCT Impex Co., Ltd.",Thailand,['Booth: AWE 11-B31   |   Precious Stone   |   Thailand Pavilion'],/event/hkdgp/en/exhibitor/1S005XH8V
Kanchan Gems & Jewellery,India,['Booth: AWE 11-B31   |   Precious Stone   |   Thailand Pavilion'],/event/hkdgp/en/exhibitor/1S005YFOL
Karl Faller e.K.,Germany,['Booth: AWE 11-B31   |   Precious Stone   |   Thailand Pavilion'],/event/hkdgp/en/exhibitor/1S005YG7Z
Ko (Thai) Impex Co Ltd,Thailand,['Booth: AWE 11-B31   |   Precious Stone   |   Thailand Pavilion'],/event/hkdgp/en/exhibitor/1S005XJH2
L.J Diamonds Pr Ltd,Israel,['Booth: AWE 11-B31   |   Precious Stone   |   Thailand Pavilion'],/event/hkdgp/en/exhibitor/1S005ZL6X
"Lux Colours Jewelry Co., Ltd",Thailand,['Booth: AWE 11-B31   |   Precious Stone   |   Thailand Pavilion'],/event/hkdgp/en/exhibitor/1S005XJT2
"NN Thai Gems Co., Ltd.",Thailand,['Booth: AWE 11-B31   |   Precious Stone   |   Thailand Pavilion'],/event/hkdgp/en/exhibitor/1S005XGYQ
Nageena e.K.,Germany,['Booth: AWE 11-B31   |   Precious Stone   |   Thailand Pavilion'],/event/hkdgp/en/exhibitor/1S005YG55
New Suren Company Limited,Thailand,['Booth: AWE 11-B31   |   Precious Stone   |   Thailand Pavilion'],/event/hkdgp/en/exhibitor/1S005XIWU
"Njm Co., Ltd.",Thailand,['Booth: AWE 11-B31   |   Precious Stone   |   Thailand Pavilion'],/event/hkdgp/en/exhibitor/1S005XGT5
"Perfect Shine Global Co., Ltd.",Thailand,['Booth: AWE 11-B31   |   Precious Stone   |   Thailand Pavilion'],/event/hkdgp/en/exhibitor/1S005YH3A
"Qadri Gems Co., Ltd.",Thailand,['Booth: AWE 11-B06   |   Precious Stone   |   Tanzanite Foundation'],/event/hkdgp/en/exhibitor/1S005YE2G
Rahamath Colour Stone Co Ltd,Thailand,['Booth: AWE 11-B06   |   Precious Stone   |   Tanzanite Foundation'],/event/hkdgp/en/exhibitor/1S005XJF8
Ramkrishna Diamonds BVBA,Belgium,['Booth: AWE 11-B06   |   Precious Stone   |   Tanzanite Foundation'],/event/hkdgp/en/exhibitor/1S005YLVU
"S.R.Jewels Co., Ltd.",Thailand,['Booth: AWE 11-B06   |   Precious Stone   |   Tanzanite Foundation'],/event/hkdgp/en/exhibitor/1S005YM35
"SRS Gems Co., Ltd.",Thailand,['Booth: AWE 11-B06   |   Precious Stone   |   Tanzanite Foundation'],/event/hkdgp/en/exhibitor/1S005XI2C
"Sangmanee Gems Co., Ltd.",Thailand,['Booth: AWE 11-B06   |   Precious Stone   |   Tanzanite Foundation'],/event/hkdgp/en/exhibitor/1S005XI60
Thai Gems Export Ltd,Thailand,['Booth: AWE 11-B06   |   Precious Stone   |   Tanzanite Foundation'],/event/hkdgp/en/exhibitor/1S005XHBM
Uniglo Bv,Belgium,['Booth: AWE 11-B06   |   Precious Stone   |   Tanzanite Foundation'],/event/hkdgp/en/exhibitor/1S005YM8Q
West Africa Diamonds Ltd,Israel,['Booth: AWE 11-B06   |   Precious Stone   |   Tanzanite Foundation'],/event/hkdgp/en/exhibitor/1S005YLNI
"Charming Gems Co., Ltd.",Hong Kong,['Booth: AWE 11-B06   |   Precious Stone   |   Tanzanite Foundation'],/event/hkdgp/en/exhibitor/1S005YEI4
SJ Gems HK Ltd,Hong Kong,['Booth: AWE 11-B06   |   Precious Stone   |   Tanzanite Foundation'],/event/hkdgp/en/exhibitor/1S005ZKPD
A J Gems,India,['Booth: AWE 11-B06   |   Precious Stone   |   Tanzanite Foundation'],/event/hkdgp/en/exhibitor/1S005Y7OT
AG Gems Private Limited,India,['Booth: AWE 11-B06   |   Precious Stone   |   Tanzanite Foundation'],/event/hkdgp/en/exhibitor/1S005Y6SI
Aahana Gems Co Ltd,Thailand,['Booth: AWE 11-B06   |   Precious Stone   |   Tanzanite Foundation'],/event/hkdgp/en/exhibitor/1S005XJR8
"Ambition Colours Gems Co., Ltd.",Thailand,['Booth: AWE 11-B06   |   Precious Stone   |   Tanzanite Foundation'],/event/hkdgp/en/exhibitor/1S005Z4RN
Ariyan Gems,India,['Booth: AWE 11-B06   |   Precious Stone   |   Tanzanite Foundation'],/event/hkdgp/en/exhibitor/1S005Y76B
"Atiya Gems Co., Ltd.",Thailand,['Booth: AWE 11-B06   |   Precious Stone   |   Tanzanite Foundation'],/event/hkdgp/en/exhibitor/1S005Y6Y0
CHQ GmbH,Germany,['Booth: AWE 11-B06   |   Precious Stone   |   Tanzanite Foundation'],/event/hkdgp/en/exhibitor/1S005YG8W
Carats & Grams Company Limited,Thailand,['Booth: AWE 11-B06   |   Precious Stone   |   Tanzanite Foundation'],/event/hkdgp/en/exhibitor/1S005XI46
Chordia Gems Private Limited,India,['Booth: AWE 11-B06   |   Precious Stone   |   Tanzanite Foundation'],/event/hkdgp/en/exhibitor/1S005YFJ0
Claudia Hamann Edelstein GmbH,Germany,['Booth: AWE 11-B06   |   Precious Stone   |   Tanzanite Foundation'],/event/hkdgp/en/exhibitor/1S005YGG8
"Collection Gems Co., Ltd.",Thailand,['Booth: AWE 11-B06   |   Precious Stone   |   Tanzanite Foundation'],/event/hkdgp/en/exhibitor/1S005XJWT
"Color Master Co., Ltd.",Thailand,['Booth: AWE 11-B06   |   Precious Stone   |   Tanzanite Foundation'],/event/hkdgp/en/exhibitor/1S005XJOH
"Colour Stone Impex Co., Ltd",Thailand,['Booth: AWE 11-B06   |   Precious Stone   |   Tanzanite Foundation'],/event/hkdgp/en/exhibitor/1S005XJKT
Crest Gem Company Limited,Thailand,['Booth: AWE 11-B06   |   Precious Stone   |   Tanzanite Foundation'],/event/hkdgp/en/exhibitor/1S005XH61
D. Navinchandra Gems,Belgium,['Booth: AWE 11-B06   |   Precious Stone   |   Tanzanite Foundation'],/event/hkdgp/en/exhibitor/1S005YH1G
Dayagi Avraham Diamonds Ltd,Israel,['Booth: AWE 11-B06   |   Precious Stone   |   Tanzanite Foundation'],/event/hkdgp/en/exhibitor/1S005YGJZ
Devangi Crafts,India,['Booth: AWE 11-B06   |   Precious Stone   |   Tanzanite Foundation'],/event/hkdgp/en/exhibitor/1S005YF63
El. Eitany Trading Ltd,Israel,['Booth: AWE 11-B06   |   Precious Stone   |   Tanzanite Foundation'],/event/hkdgp/en/exhibitor/1S005YGI2
Emround International,India,['Booth: AWE 11-B06   |   Precious Stone   |   Tanzanite Foundation'],/event/hkdgp/en/exhibitor/1S005ZKF7
"GDH Gems Co., Ltd.",Thailand,['Booth: AWE 11-B06   |   Precious Stone   |   Tanzanite Foundation'],/event/hkdgp/en/exhibitor/1S005XHED
"Gem Kingdom Co., Ltd.",Thailand,['Booth: AWE 11-B06   |   Precious Stone   |   Tanzanite Foundation'],/event/hkdgp/en/exhibitor/1S005XJ9Q
"Gem Shoppe Co., Ltd.",Thailand,['Booth: AWE 11-B06   |   Precious Stone   |   Tanzanite Foundation'],/event/hkdgp/en/exhibitor/1S005XIEC
Gems Kite,India,['Booth: AWE 11-B06   |   Precious Stone   |   Tanzanite Foundation'],/event/hkdgp/en/exhibitor/1S005ZK37
Gopinathji Impex,India,['Booth: AWE 11-B06   |   Precious Stone   |   Tanzanite Foundation'],/event/hkdgp/en/exhibitor/1S005YFPI
Gss Thai Gems Co Ltd,Thailand,['Booth: AWE 11-B06   |   Precious Stone   |   Tanzanite Foundation'],/event/hkdgp/en/exhibitor/1S005XGG8
"J & Sons Gems Co., Ltd.",Thailand,['Booth: AWE 11-B06   |   Precious Stone   |   Tanzanite Foundation'],/event/hkdgp/en/exhibitor/1S005XJVW
Jaipur Gems & Jewels,India,['Booth: AWE 11-B06   |   Precious Stone   |   Tanzanite Foundation'],/event/hkdgp/en/exhibitor/1S005YH7Y
"K.R.B. Jewels Co., Ltd.",Thailand,['Booth: AWE 11-B06   |   Precious Stone   |   Tanzanite Foundation'],/event/hkdgp/en/exhibitor/1S005XLLO
"K.Stone Gems Co., Ltd",Thailand,['Booth: AWE 11-B06   |   Precious Stone   |   Tanzanite Foundation'],/event/hkdgp/en/exhibitor/1S005XIR9
Kaba Gemstones,Germany,['Booth: AWE 11-B06   |   Precious Stone   |   Tanzanite Foundation'],/event/hkdgp/en/exhibitor/1S005YGAQ
Kk Gems,India,['Booth: AWE 11-B06   |   Precious Stone   |   Tanzanite Foundation'],/event/hkdgp/en/exhibitor/1S005Y95C
"Kochai Gems International Co., Ltd.",Thailand,['Booth: AWE 11-B06   |   Precious Stone   |   Tanzanite Foundation'],/event/hkdgp/en/exhibitor/1S005ZEJ1
Krt Impex Company Limited,Thailand,['Booth: AWE 11-B06   |   Precious Stone   |   Tanzanite Foundation'],/event/hkdgp/en/exhibitor/1S005XH54
Kwality Emeralds,India,['Booth: AWE 11-B06   |   Precious Stone   |   Tanzanite Foundation'],/event/hkdgp/en/exhibitor/1S005ZKJV
Lawang Gems Co .Ltd,Thailand,['Booth: AWE 11-B06   |   Precious Stone   |   Tanzanite Foundation'],/event/hkdgp/en/exhibitor/1S005XJUZ
Limra Gems Co Ltd,Thailand,['Booth: AWE 11-B06   |   Precious Stone   |   Tanzanite Foundation'],/event/hkdgp/en/exhibitor/1S005XGVZ
"MNS Thai Co., Ltd.",Thailand,['Booth: AWE 11-B06   |   Precious Stone   |   Tanzanite Foundation'],/event/hkdgp/en/exhibitor/1S005XHCJ
"Man Gems Co., Ltd.",Thailand,['Booth: AWE 11-B06   |   Precious Stone   |   Tanzanite Foundation'],/event/hkdgp/en/exhibitor/1S005XGI2
Minerals Mania Gems Co Ltd,Thailand,['Booth: AWE 11-B06   |   Precious Stone   |   Tanzanite Foundation'],/event/hkdgp/en/exhibitor/1S005XJZK
Mital Mfg Company,India,['Booth: AWE 7-G17   |   Diamond   |   India Pavilion'],/event/hkdgp/en/exhibitor/1S005YEPJ
Nebert GmbH,Germany,['Booth: AWE 7-G17   |   Diamond   |   India Pavilion'],/event/hkdgp/en/exhibitor/1S005YGT5
Niru Diamonds Israel (1987) Ltd,Israel,['Booth: AWE 7-G17   |   Diamond   |   India Pavilion'],/event/hkdgp/en/exhibitor/1S005YGKW
"PMJ Gems Co., Ltd.",Thailand,['Booth: AWE 7-G17   |   Diamond   |   India Pavilion'],/event/hkdgp/en/exhibitor/1S005XJYN
Pace Group,Belgium,['Booth: AWE 7-G17   |   Diamond   |   India Pavilion'],/event/hkdgp/en/exhibitor/1S005YGU2
Parkhiya Brothers,India,['Booth: AWE 7-G17   |   Diamond   |   India Pavilion'],/event/hkdgp/en/exhibitor/1S005YFI3
Quality Gems,Thailand,['Booth: AWE 7-G17   |   Diamond   |   India Pavilion'],/event/hkdgp/en/exhibitor/1S005ZKOG
R.A Gems,India,['Booth: AWE 7-G17   |   Diamond   |   India Pavilion'],/event/hkdgp/en/exhibitor/1S005ZKG4
"R.H.S. Gems Co., Ltd.",Thailand,['Booth: AWE 7-G17   |   Diamond   |   India Pavilion'],/event/hkdgp/en/exhibitor/1S005XJS5
Rainbow Stones,India,['Booth: AWE 7-G17   |   Diamond   |   India Pavilion'],/event/hkdgp/en/exhibitor/1S005YFNO
Ratnakala Exports Pvt Ltd,India,['Booth: AWE 7-G17   |   Diamond   |   India Pavilion'],/event/hkdgp/en/exhibitor/1S005ZKKS
Red Exim Diamond LLP,India,['Booth: AWE 7-G17   |   Diamond   |   India Pavilion'],/event/hkdgp/en/exhibitor/1S005YL0F
Royal Gems Impex,India,['Booth: AWE 7-G17   |   Diamond   |   India Pavilion'],/event/hkdgp/en/exhibitor/1S005ZK8S
S.E. Barbi Diamonds Ltd,Israel,['Booth: AWE 7-G17   |   Diamond   |   India Pavilion'],/event/hkdgp/en/exhibitor/1S005YLQ9
Saaditri Creations Co Ltd,Thailand,['Booth: AWE 7-G17   |   Diamond   |   India Pavilion'],/event/hkdgp/en/exhibitor/1S005XJXQ
Saraff Manufacturer Belgium BVBA,Belgium,['Booth: AWE 7-G17   |   Diamond   |   India Pavilion'],/event/hkdgp/en/exhibitor/1S005ZKNJ
Shree Diamond,India,['Booth: AWE 7-G17   |   Diamond   |   India Pavilion'],/event/hkdgp/en/exhibitor/1S005YM7T
Shreenath Gems,India,['Booth: AWE 7-G17   |   Diamond   |   India Pavilion'],/event/hkdgp/en/exhibitor/1S005YL36
Shyam Craft,India,['Booth: AWE 7-G17   |   Diamond   |   India Pavilion'],/event/hkdgp/en/exhibitor/1S005ZKH1
"Success Gems Co., Ltd.",Thailand,['Booth: AWE 7-G17   |   Diamond   |   India Pavilion'],/event/hkdgp/en/exhibitor/1S005XGKW
Sun Diam,India,['Booth: AWE 7-G17   |   Diamond   |   India Pavilion'],/event/hkdgp/en/exhibitor/1S005YLYL
"Takiuddin Gems Co., Ltd.",Thailand,['Booth: AWE 7-G17   |   Diamond   |   India Pavilion'],/event/hkdgp/en/exhibitor/1S005XGFB
Treasure Gems Company Limited,Thailand,['Booth: AWE 7-G17   |   Diamond   |   India Pavilion'],/event/hkdgp/en/exhibitor/1S005XGDH
Udhrash Export,India,['Booth: AWE 7-G17   |   Diamond   |   India Pavilion'],/event/hkdgp/en/exhibitor/1S005YLWR
Unique Enterprises Holdings Co. Ltd,Thailand,['Booth: AWE 7-G17   |   Diamond   |   India Pavilion'],/event/hkdgp/en/exhibitor/1S005XJ6Z
V.I.P. Gem Revolution,Germany,['Booth: AWE 7-G17   |   Diamond   |   India Pavilion'],/event/hkdgp/en/exhibitor/1S005YLUX
Vaidehi Impex,India,['Booth: AWE 7-G17   |   Diamond   |   India Pavilion'],/event/hkdgp/en/exhibitor/1S005YKUY
Vijay Laxmi Gem Ltd,Thailand,['Booth: AWE 7-G17   |   Diamond   |   India Pavilion'],/event/hkdgp/en/exhibitor/1S005XGMQ
Yaasha Impex,India,['Booth: AWE 7-G17   |   Diamond   |   India Pavilion'],/event/hkdgp/en/exhibitor/1S005Z9AX
Yoel Deil Diamonds Ltd,Israel,['Booth: AWE 7-G17   |   Diamond   |   India Pavilion'],/event/hkdgp/en/exhibitor/1S005YLOF
"Sukhadia Stones Co., Ltd.",Thailand,['Booth: AWE 7-G17   |   Diamond   |   India Pavilion'],/event/hkdgp/en/exhibitor/1S005YI7X
Yee On Gems & Jewellery Factory Company Ltd,Hong Kong,['Booth: AWE 7-G17   |   Diamond   |   India Pavilion'],/event/hkdgp/en/exhibitor/1S005U5FM
"Pamir Gems Co., Ltd.",Thailand,['Booth: AWE 7-G17   |   Diamond   |   India Pavilion'],/event/hkdgp/en/exhibitor/1S005YF2F
Veerasak Gems Co Ltd,Thailand,['Booth: AWE 7-G17   |   Diamond   |   India Pavilion'],/event/hkdgp/en/exhibitor/1S005YJR8
Antwerp Cut (HK) Limited,Hong Kong,['Booth: AWE 7-G17   |   Diamond   |   India Pavilion'],/event/hkdgp/en/exhibitor/1S005Y62O
SM Gems Limited,Hong Kong,['Booth: AWE 7-G17   |   Diamond   |   India Pavilion'],/event/hkdgp/en/exhibitor/1S005YKLP
Tache Asia Ltd,Hong Kong,['Booth: AWE 7-G17   |   Diamond   |   India Pavilion'],/event/hkdgp/en/exhibitor/1S005YJ6Z
A G Color Inc,USA,['Booth: AWE 7-G17   |   Diamond   |   India Pavilion'],/event/hkdgp/en/exhibitor/1S005Y75E
Caram e.K.,Germany,['Booth: AWE 7-G17   |   Diamond   |   India Pavilion'],/event/hkdgp/en/exhibitor/1S005Y6ZX
Color Diamond Trading Co,USA,['Booth: AWE 7-G17   |   Diamond   |   India Pavilion'],/event/hkdgp/en/exhibitor/1S005Y8X1
Michael Gad Emerald,USA,['Booth: AWE 7-G17   |   Diamond   |   India Pavilion'],/event/hkdgp/en/exhibitor/1S005YCU6
Arihant Star (HK) Limited,Hong Kong,['Booth: AWE 7-G17   |   Diamond   |   India Pavilion'],/event/hkdgp/en/exhibitor/1S005Y6L3
Gemdiam,Hong Kong,['Booth: AWE 7-G17   |   Diamond   |   India Pavilion'],/event/hkdgp/en/exhibitor/1S005Y8RJ
Geminent Asia Limited,Hong Kong,['Booth: AWE 7-G17   |   Diamond   |   India Pavilion'],/event/hkdgp/en/exhibitor/1S005YBFG
Great Diam (HK) Limited,Hong Kong,['Booth: AWE 7-G17   |   Diamond   |   India Pavilion'],/event/hkdgp/en/exhibitor/1S005Y8K4
House of Gems Limited,Hong Kong,['Booth: AWE 7-G17   |   Diamond   |   India Pavilion'],/event/hkdgp/en/exhibitor/1S005YB0P
Kapu Gems Limited,Hong Kong,['Booth: AWE 7-G17   |   Diamond   |   India Pavilion'],/event/hkdgp/en/exhibitor/1S005UZC1
Kothari Trading (HK) Limited,Hong Kong,['Booth: AWE 7-G17   |   Diamond   |   India Pavilion'],/event/hkdgp/en/exhibitor/1S005Y9SF
P. V. Gems,Hong Kong,['Booth: AWE 7-G17   |   Diamond   |   India Pavilion'],/event/hkdgp/en/exhibitor/1S005UC59
Right Gems Supplier,Hong Kong,['Booth: AWE 7-G17   |   Diamond   |   India Pavilion'],/event/hkdgp/en/exhibitor/1S005YKVV
Wilds Company Limited,Hong Kong,['Booth: AWE 7-J10   |   Treasures of Nature   |   '],/event/hkdgp/en/exhibitor/1S005YIMO
Esmeralda Gems Inc,USA,['Booth: AWE 7-J10   |   Treasures of Nature   |   '],/event/hkdgp/en/exhibitor/1S005YF49
"Exelle Gems Co.,Ltd",Thailand,['Booth: AWE 7-J10   |   Treasures of Nature   |   '],/event/hkdgp/en/exhibitor/1S005VOD9
Gems Park,India,['Booth: AWE 7-J10   |   Treasures of Nature   |   '],/event/hkdgp/en/exhibitor/1S005YFV0
