"exhibitorName","exhibitorName href","boothLabel","boothLabel href","cf src"
"Shandong Keda Dingxin Electronic Technology Co.,Ltd","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=686&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=638413","4175","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=638413&MapItBooth=4175","https://expo.semi.org/china2026/Public/imgHandler.ashx?Task=1&ID=../CUSTOM/CustomField24.png"
"Shandong Liguan Micro Electronics Equipment Co., Ltd","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=687&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=649224","4239","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=649224&MapItBooth=4239","https://expo.semi.org/china2026/Public/imgHandler.ashx?Task=1&ID=../CUSTOM/CustomField24.png"
"SHANDONG MICFLON TECHNOLOGY CO., LTD","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=688&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=662516","T0341","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=662516&MapItBooth=T0341","https://expo.semi.org/china2026/Public/imgHandler.ashx?Task=1&ID=../CUSTOM/CustomField24.png"
"Shandong Shengquan Electronic Materials Co., Ltd","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=689&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=656067","2770","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=656067&MapItBooth=2770","https://expo.semi.org/china2026/Public/imgHandler.ashx?Task=1&ID=../CUSTOM/CustomField24.png"
"Shandong Wiskind Clean Technology Co., Ltd","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=690&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=662392","6383","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=662392&MapItBooth=6383","https://expo.semi.org/china2026/Public/imgHandler.ashx?Task=1&ID=../CUSTOM/CustomField24.png"
"Shandong Zhongshan Photoelectric Material Co., Ltd.","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=691&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=649275","T4431","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=649275&MapItBooth=T4431","https://expo.semi.org/china2026/Public/imgHandler.ashx?Task=1&ID=../CUSTOM/CustomField24.png"
"Shanghai AENI SEMI TECH Corporation Limited","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=692&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=641195","T1225","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=641195&MapItBooth=T1225","https://expo.semi.org/china2026/Public/imgHandler.ashx?Task=1&ID=../CUSTOM/CustomField24.png"
"Shanghai AfaPa Vacuum Equipment Co.,Ltd","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=693&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=649214","4242","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=649214&MapItBooth=4242",""
"Shanghai Aixinxiang Semiconductor Technology. Co., Ltd","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=694&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=677700","5413","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=677700&MapItBooth=5413","https://expo.semi.org/china2026/Public/imgHandler.ashx?Task=1&ID=../CUSTOM/CustomField24.png"
"SHANGHAI ATM PRECISION FASTENING TECHNOLOGY CO.,LTD","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=695&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=649443","T4309","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=649443&MapItBooth=T4309","https://expo.semi.org/china2026/Public/imgHandler.ashx?Task=1&ID=../CUSTOM/CustomField24.png"
"Shanghai Baitu Cryogenic Valve Co.,Ltd.","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=696&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=649358","T4117","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=649358&MapItBooth=T4117","https://expo.semi.org/china2026/Public/imgHandler.ashx?Task=1&ID=../CUSTOM/CustomField24.png"
"Shanghai BANGXIN semiconductor technology CO.，LTD","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=697&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=639749","6730","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=639749&MapItBooth=6730","https://expo.semi.org/china2026/Public/imgHandler.ashx?Task=1&ID=../CUSTOM/CustomField24.png"
"Shanghai Bestity Semiconductor Technology Co., Ltd","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=698&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=649207","4227","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=649207&MapItBooth=4227",""
"Shanghai Boilpeak Seals Technology Co,.Ltd","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=699&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=649397","T4430","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=649397&MapItBooth=T4430","https://expo.semi.org/china2026/Public/imgHandler.ashx?Task=1&ID=../CUSTOM/CustomField24.png"
"Shanghai Brother Microelectronics Technology Co., Ltd.","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=700&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=637468","2589","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=637468&MapItBooth=2589","https://expo.semi.org/china2026/Public/imgHandler.ashx?Task=1&ID=../CUSTOM/CustomField24.png"
"Shanghai Chang Ai Electronic Science & Technology Co.,Ltd","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=701&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=649320","T4246","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=649320&MapItBooth=T4246",""
"SHANGHAI CHELIC PNEUMATIC CO.,LTD","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=702&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=649374","T4221","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=649374&MapItBooth=T4221","https://expo.semi.org/china2026/Public/imgHandler.ashx?Task=1&ID=../CUSTOM/CustomField24.png"
"Shanghai CheYiTian Technology Ltd.","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=703&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=649229","4344","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=649229&MapItBooth=4344","https://expo.semi.org/china2026/Public/imgHandler.ashx?Task=1&ID=../CUSTOM/CustomField24.png"
"Shanghai CheYiTian Technology Ltd.","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=704&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=668354","4231","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=668354&MapItBooth=4231","https://expo.semi.org/china2026/Public/imgHandler.ashx?Task=1&ID=../CUSTOM/CustomField24.png"
"Shanghai CHUNY Measurement Technology Co.,Ltd.","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=705&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=649336","T4144","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=649336&MapItBooth=T4144",""
"Shanghai Companion Advanced Materials Technology Co., Ltd.","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=706&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=640087","6323","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=640087&MapItBooth=6323","https://expo.semi.org/china2026/Public/imgHandler.ashx?Task=1&ID=../CUSTOM/CustomField24.png"
"Shanghai DGT Co., Ltd.","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=707&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=642873","6231","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=642873&MapItBooth=6231","https://expo.semi.org/china2026/Public/imgHandler.ashx?Task=1&ID=../CUSTOM/CustomField24.png"
"Shanghai Dongxu Electronic Technology Co., Ltd","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=708&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=639655","5761","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=639655&MapItBooth=5761","https://expo.semi.org/china2026/Public/imgHandler.ashx?Task=1&ID=../CUSTOM/CustomField24.png"
"SHANGHAI DUKE ELECTRONICS CO., LTD","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=709&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=639578","5671","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=639578&MapItBooth=5671","https://expo.semi.org/china2026/Public/imgHandler.ashx?Task=1&ID=../CUSTOM/CustomField24.png"
"Shanghai Eaco Gases Co.,Ltd","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=710&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=639073","5171","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=639073&MapItBooth=5171","https://expo.semi.org/china2026/Public/imgHandler.ashx?Task=1&ID=../CUSTOM/CustomField24.png"
"Shanghai Ebara Precision Machinery Co., Ltd.","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=711&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=638950","4014","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=638950&MapItBooth=4014","https://expo.semi.org/china2026/Public/imgHandler.ashx?Task=1&ID=../CUSTOM/CustomField24.png"
"Shanghai Fairfield Electronic Technology Co., Ltd","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=712&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=643067","5181","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=643067&MapItBooth=5181","https://expo.semi.org/china2026/Public/imgHandler.ashx?Task=1&ID=../CUSTOM/CustomField24.png"
"Shanghai FeedliTech Co.,Ltd.","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=713&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=637523","2115","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=637523&MapItBooth=2115","https://expo.semi.org/china2026/Public/imgHandler.ashx?Task=1&ID=../CUSTOM/CustomField24.png"
"Shanghai Fortrend Technology Co. , Ltd","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=714&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=638231","3617","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=638231&MapItBooth=3617","https://expo.semi.org/china2026/Public/imgHandler.ashx?Task=1&ID=../CUSTOM/CustomField24.png"
"Shanghai Gantu Network Technology Ltd.","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=715&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=649308","T4342","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=649308&MapItBooth=T4342","https://expo.semi.org/china2026/Public/imgHandler.ashx?Task=1&ID=../CUSTOM/CustomField24.png"
"Shanghai Garnor seal technology Co.,Ltd","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=716&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=639007","4112","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=639007&MapItBooth=4112",""
"Shanghai Gentech Co., Ltd.","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=717&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=637186","2271","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=637186&MapItBooth=2271","https://expo.semi.org/china2026/Public/imgHandler.ashx?Task=1&ID=../CUSTOM/CustomField24.png"
"Shanghai GND eTech Co.,Ltd","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=718&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=639006","4108","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=639006&MapItBooth=4108",""
"Shanghai Gold Nice semiconductor Co. LTD","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=719&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=641701","T3333","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=641701&MapItBooth=T3333","https://expo.semi.org/china2026/Public/imgHandler.ashx?Task=1&ID=../CUSTOM/CustomField24.png"
"Shanghai GoNa Semiconductor Technology Co.,Ltd","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=720&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=649962","1501","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=649962&MapItBooth=1501","https://expo.semi.org/china2026/Public/imgHandler.ashx?Task=1&ID=../CUSTOM/CustomField24.png"
"Shanghai GOYE Optoelectronic Materials Co., Ltd.","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=721&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=641420","T2239","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=641420&MapItBooth=T2239","https://expo.semi.org/china2026/Public/imgHandler.ashx?Task=1&ID=../CUSTOM/CustomField24.png"
"SHANGHAI HANKOOM TECHNOLOGY CO.,LTD.","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=722&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=637104","2205","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=637104&MapItBooth=2205","https://expo.semi.org/china2026/Public/imgHandler.ashx?Task=1&ID=../CUSTOM/CustomField24.png"
"Shanghai hanyang clean tech co.,ltd","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=723&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=639651","5757","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=639651&MapItBooth=5757","https://expo.semi.org/china2026/Public/imgHandler.ashx?Task=1&ID=../CUSTOM/CustomField24.png"
"Shanghai Hengxin metal product manufacturing Co.,Ltd","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=724&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=649387","T4331","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=649387&MapItBooth=T4331","https://expo.semi.org/china2026/Public/imgHandler.ashx?Task=1&ID=../CUSTOM/CustomField24.png"
"Shanghai HIROKAWA Technology Co.,Ltd.","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=725&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=641320","T2311","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=641320&MapItBooth=T2311","https://expo.semi.org/china2026/Public/imgHandler.ashx?Task=1&ID=../CUSTOM/CustomField24.png"
"Shanghai Hitek Precision Machinery Co.,Ltd","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=726&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=641583","T3140","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=641583&MapItBooth=T3140",""
"ShangHai HongDuan Precision Machine Co,Ltd.","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=727&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=662378","6470","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=662378&MapItBooth=6470","https://expo.semi.org/china2026/Public/imgHandler.ashx?Task=1&ID=../CUSTOM/CustomField24.png"
"Shanghai HongTeng Intl Trading Co., Ltd.","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=728&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=639792","6776","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=639792&MapItBooth=6776",""
"Shanghai Huahong Grace Semiconductor Manufacturing Corporation","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=729&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=639335","5447","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=639335&MapItBooth=5447","https://expo.semi.org/china2026/Public/imgHandler.ashx?Task=1&ID=../CUSTOM/CustomField24.png"
"Shanghai Huali Microelectronics Corporation(Huahong Group)","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=730&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=639333","5443","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=639333&MapItBooth=5443","https://expo.semi.org/china2026/Public/imgHandler.ashx?Task=1&ID=../CUSTOM/CustomField24.png"
"Shanghai Huasong Enterprise","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=731&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=642653","3589","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=642653&MapItBooth=3589","https://expo.semi.org/china2026/Public/imgHandler.ashx?Task=1&ID=../CUSTOM/CustomField24.png"
"Shanghai HYI Electronic Technology Co.,LTD","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=732&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=641799","T3117","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=641799&MapItBooth=T3117","https://expo.semi.org/china2026/Public/imgHandler.ashx?Task=1&ID=../CUSTOM/CustomField24.png"
"Shanghai Icwiser communication Technology Co.,Ltd","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=733&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=639659","5779","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=639659&MapItBooth=5779","https://expo.semi.org/china2026/Public/imgHandler.ashx?Task=1&ID=../CUSTOM/CustomField24.png"
"Shanghai Ideaoptics Corp., Ltd.","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=734&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=677704","5514","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=677704&MapItBooth=5514","https://expo.semi.org/china2026/Public/imgHandler.ashx?Task=1&ID=../CUSTOM/CustomField24.png"
"Shanghai Institute of IC Materials Co.,Ltd.","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=735&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=649969","1601","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=649969&MapItBooth=1601","https://expo.semi.org/china2026/Public/imgHandler.ashx?Task=1&ID=../CUSTOM/CustomField24.png"
"Shanghai Integrated Circuit Industry Association","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=736&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=665917","7114","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=665917&MapItBooth=7114",""
"Shanghai Intelligent Sensor Industrial Park","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=737&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=640505","7377","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=640505&MapItBooth=7377","https://expo.semi.org/china2026/Public/imgHandler.ashx?Task=1&ID=../CUSTOM/CustomField24.png"
"Shanghai Jet Plasma Co.,Ltd","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=738&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=640236","6209","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=640236&MapItBooth=6209","https://expo.semi.org/china2026/Public/imgHandler.ashx?Task=1&ID=../CUSTOM/CustomField24.png"
"Shanghai Jheat Technology Co., Ltd.","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=739&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=637437","2527","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=637437&MapItBooth=2527","https://expo.semi.org/china2026/Public/imgHandler.ashx?Task=1&ID=../CUSTOM/CustomField24.png"
"Shanghai Jiangwei Semiconductor Equipment Co.,Ltd","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=740&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=649378","T4332","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=649378&MapItBooth=T4332","https://expo.semi.org/china2026/Public/imgHandler.ashx?Task=1&ID=../CUSTOM/CustomField24.png"
"Shanghai JianQi Technology Co., Ltd.","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=741&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=639677","5140","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=639677&MapItBooth=5140","https://expo.semi.org/china2026/Public/imgHandler.ashx?Task=1&ID=../CUSTOM/CustomField24.png"
"Shanghai Jianying Intelligent Technology Co.,Ltd.","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=742&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=649399","T4426","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=649399&MapItBooth=T4426","https://expo.semi.org/china2026/Public/imgHandler.ashx?Task=1&ID=../CUSTOM/CustomField24.png"
"SHANGHAI JINQIAO (GROUP) CO LTD","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=743&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=664181","T2106","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=664181&MapItBooth=T2106",""
"Shanghai Jufluorine Plastic Technolgy Co., Ltd","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=744&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=639759","6631","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=639759&MapItBooth=6631","https://expo.semi.org/china2026/Public/imgHandler.ashx?Task=1&ID=../CUSTOM/CustomField24.png"
"Shanghai Juker Valve Control Co., Ltd.","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=745&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=640039","6150","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=640039&MapItBooth=6150","https://expo.semi.org/china2026/Public/imgHandler.ashx?Task=1&ID=../CUSTOM/CustomField24.png"
"Shanghai Juliang Valve Group ., Ltd","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=746&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=639767","6746","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=639767&MapItBooth=6746","https://expo.semi.org/china2026/Public/imgHandler.ashx?Task=1&ID=../CUSTOM/CustomField24.png"
"Shanghai JUYA Technology Co.,Ltd","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=747&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=639264","5387","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=639264&MapItBooth=5387","https://expo.semi.org/china2026/Public/imgHandler.ashx?Task=1&ID=../CUSTOM/CustomField24.png"
"Shanghai Juyue Inspection Technology Co.,Ltd","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=748&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=640418","7271","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=640418&MapItBooth=7271","https://expo.semi.org/china2026/Public/imgHandler.ashx?Task=1&ID=../CUSTOM/CustomField24.png"
"Shanghai Kingstone Semiconductor Joint Stock Co., Ltd.","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=749&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=641267","T1335","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=641267&MapItBooth=T1335","https://expo.semi.org/china2026/Public/imgHandler.ashx?Task=1&ID=../CUSTOM/CustomField24.png"
"Shanghai Lasensor Photoelectric Technology Co., Ltd.","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=750&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=638332","3759","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=638332&MapItBooth=3759","https://expo.semi.org/china2026/Public/imgHandler.ashx?Task=1&ID=../CUSTOM/CustomField24.png"
"Shanghai Laser Bonding Semiconductor Equipment Co., Ltd.","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=751&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=640146","6130","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=640146&MapItBooth=6130","https://expo.semi.org/china2026/Public/imgHandler.ashx?Task=1&ID=../CUSTOM/CustomField24.png"
"Shanghai Leading Semiconductor Technology Development Co., Ltd.","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=752&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=640328","7159","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=640328&MapItBooth=7159","https://expo.semi.org/china2026/Public/imgHandler.ashx?Task=1&ID=../CUSTOM/CustomField24.png"
"SHANGHAI LEEQIU TECHNOLOGY DEVELOPMENT CO., LTD","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=753&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=649323","T4240","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=649323&MapItBooth=T4240",""
"Shanghai Liangli Technology Co.,Ltd","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=754&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=649369","T4231","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=649369&MapItBooth=T4231","https://expo.semi.org/china2026/Public/imgHandler.ashx?Task=1&ID=../CUSTOM/CustomField24.png"
"Shanghai Lieth Precision Equipment Co., Ltd","https://expo.semi.org/china2026/Public/eBooth.aspx?IndexInList=755&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=640407","7249","https://expo.semi.org/china2026/Public/eventmap.aspx?MapItBoothID=640407&MapItBooth=7249","https://expo.semi.org/china2026/Public/imgHandler.ashx?Task=1&ID=../CUSTOM/CustomField24.png"
