url,Nature of Business,Location,Year of Establishment,Main Categories,Major Markets,Total Employees,Brands,Contact Person,Position,Office Address,Country / Region,Annual Turnover
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hong-Kong-Brands-Protection-Alliance-Limited/1X09LLQJ?fairCode=hkwatchfair&locale=en,,Hong Kong,,,,,,Candy Mui,,,Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/ILG-Asia-Limited/1X00I8YE?fairCode=hkwatchfair&locale=en,Others,Hong Kong,2003.0,,Worldwide,26 - 50,,Mr Ricky Chan,,"Units 401-406, 4/F, New East Ocean Centre, 9 Science Museum Road, Tsim Sha Tsui, Kowloon, Hong Kong",Hong Kong,"US$ 10,000,000 - 49,999,999"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/JC-Universal-Group-Limited/1X0A3UD5?fairCode=hkwatchfair&locale=en,"Distributor, Export Agent, Import Agent, Service Company, Trade/Industrial Organisation, Wholesaler",Hong Kong,2006.0,"General Industrial Machinery, Health Care & Medical Supplies, Homeware & Lifestyle Essentials, Industrial Machinery, Parts & Raw Materials, Jewellery Machinery, Jewellery Parts & Tools, Raw Materials, Scientific, Testing & Laboratory Equipments, Testing Equipment","Australasia, Chinese Mainland, Hong Kong, Japan, Korea, Other Asian Countries, Taiwan",16 - 25,,Mr Kendall Chung,,"Flat A1, 10/F, Yeung Yiu Chung 6th Ind Bldg, 19 Cheung Shun St, Lai Chi Kok, Kln, Hong Kong",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Perfect-Hard-Development-HK-Limited/1X0AG5I3?fairCode=hkwatchfair&locale=en,,Hong Kong,,Watches & Clocks,,,,Tim Cheung,,"Room 903, 9/F, Billion Trade Centre, 31 Hung To Road, Kwun Tong, N.T., Hong Kong",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Prince-Jewellery-Watch-Co/1X05VMX9?fairCode=hkwatchfair&locale=en,"Import Agent, Retailer",Hong Kong,1985.0,"Jewellery & Watch, Watches & Clocks",Hong Kong,,Blancpain、BOVET、Breguet、BVLGARI、Chopard、CORUM、DeWitt、FRANCK MULLER、Glashütte Original、H. Moser & Cie、Jaeger-LeCoultre、Piaget、Zenith,Ms Annie Chan,,"Unit 1715-16, 17/F Star House 3 Salisbury Road Tsim Sha Tsui, Kowloon, Hong Kong",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Singar-Watch-Industrial-Limited/1X05SMDT?fairCode=hkwatchfair&locale=en,Manufacturer,Hong Kong,2009.0,"Jewellery & Watch, Watches & Clocks","Eastern Europe, Hong Kong, Korea, Middle East, Other Asian Countries, Southeast Asia, Taiwan, Western Europe ODM OEM",,,Mr Mos Chen,,"Room 707, 7/F, Fortress Tower, 250 King's Road, North Point, Hong Kong",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Sky-Winner-Asia-Ltd/1S00OQCFF?fairCode=hkwatchfair&locale=en,,Hong Kong,,,,,,Miss Mandy Wong,,,Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/BODERRY-WATCH-CO-LIMITED/1S00P0IG6?fairCode=hkwatchfair&locale=en,,Chinese Mainland,,,,,,Mr Jiayuan Hou,,,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Briston/1S00OG8NV?fairCode=hkwatchfair&locale=en,,France,,,,,,Marion Jacques,Export Manager,"6 rue de, Saint Pétersbourg, 75008 Paris, France",France,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/FUJIAN-ZHONGCHEN-PRECISION-INSTRUMENT-CO-LTD/1S00P0KZJ?fairCode=hkwatchfair&locale=en,,Chinese Mainland,,,,,,Mr JINTAO LUO,,,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangzhou-Pinlun-Watch-Co-Ltd-/1S00ORL7U?fairCode=hkwatchfair&locale=en,,Chinese Mainland,,,,,,Crystal Chen,,"Room 1407, Hengsha Business Building, Jinshazhou, Baiyun District, Guangzhou City, Guangdong Provinc China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Lucky-Harvey-Guangzhou-Commercial-Co-Ltd-/1S00ORL8R?fairCode=hkwatchfair&locale=en,,Chinese Mainland,,,,,,Xiaolin Lin,,"301, Block B, Junfu International, Huihua Street, Xicha Road, Baiyun District, Guangzhou , Guangdong, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/MAISON-DE-PRINCE-WATCHES-AND-SPARE-PARTS-TRADING/1S00OC28A?fairCode=hkwatchfair&locale=en,,United Arab Emirates,,,,,,Mr MOHAMED ELSAYED,,,United Arab Emirates,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/SMB-SAS-Lip/1S00OS9AX?fairCode=hkwatchfair&locale=en,,France,,,,,,Marie-Pierre Delage,Export manager,"Rue Des Maurapans, Zac Valentin BP 87504, Besancon Cedex 9, France",France,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shanghai-Jinghe-Industrial-Co-Ltd-/1S00OXEKY?fairCode=hkwatchfair&locale=en,,Chinese Mainland,,,,,,Mr Wenjing Wang,,,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Sun-Yin-Crystal-Industry-Co-Ltd/1X0A36WM?fairCode=hkwatchfair&locale=en,Manufacturer,Hong Kong,2010.0,"Agricultural Machinery & Equipment, Automobile Parts & Accessories, Beauty Supplies, Consumer Electronics, Costume & Fashion Jewellery, Decoration & Crafts, Engineering & Construction Machinery, Fine Jewellery, General Industrial Machinery, Gifts / Souvenirs, Health Care & Medical Supplies, Internet of Things, Jewellery & Watch, Jewellery & Watch, Jewellery Machinery, Jewellery Parts & Tools, Optical Equipment, Packaging & Displaying Materials, Parts, Components & Electrical Supplies, Parts, Components & Raw Materials, Party Supplies, Personal Care, Scientific, Testing & Laboratory Equipments, Watches & Clocks","Chinese Mainland, Eastern Europe, Hong Kong, Japan, Korea, North America, Western Europe, Worldwide",501 - 1000,SUN YIN watch case optical component sapphire crystal sapphire glass Lense ODM Smart Ring Sapphire Watch Crystal Certificate Name Issued By Certificate Type Valid Date Sapphire Glass Reach (Ching Yuen) SGS Others 28 Nov 2024 - 20 Nov 2025 Sapphire Glass RoHs (Ching Yuen) SGS Others 28 Nov 2024 - 27 Nov 2025 View Details Company Information Verified on 05 Jun 2026 by Disclaimer View details Factories & Facilities Quality Control SUN YIN CRYSTAL IND. CO LTD SUN YIN CRYSTAL SAPPHIRE PRODUCT SUN YIN CRYSTAL PRODUCT CATETORY SAPPHIRE PROTECTION SCREEN OPTICAL COMPONENTS QUALIFICATION SAPPHIRE IS YOUR FUTURE,Ms Mr. Dave Leung Yvette Ng&#x2F;,Business Development Manager,"Flat A, 13/F., 88 Kwai Cheong Road, Kwai Chung, New Territories, Hong Kong",Hong Kong,"US$ 10,000,000 - 49,999,999"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Foshan-Roerdum-Watch-Co-Ltd/1S00ORVST?fairCode=hkwatchfair&locale=en,,Chinese Mainland,,,,,,fang sun,,"Room 702-1, 7th Floor, No. 1, Education Road, Huangqi Baisha, Guangdong, Foshan, Mainland China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/2Win-Enterprise-HK-Co-Limited/1X0A3TK1?fairCode=hkwatchfair&locale=en,"Exporter, Importer, Manufacturer",Hong Kong,2012.0,Watches & Clocks,"Africa, Australasia, Central & South America, Eastern Europe, Scandinavia, Southeast Asia, Western Europe, Worldwide",16 - 25,,Miss Sam Wei,Manager,"Room 1902A, 19/F 38 Plaza 38 Shan Tung Street Mong Kok, Kowloon, Hong Kong",Hong Kong,"US$ 50,000 - 99,999 ODM Design View details Factories & Facilities Research & Development Quality Control"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/JCWATCH-HONG-KONG-LIMITED/1S00OAHPG?fairCode=hkwatchfair&locale=en,"Exporter, Manufacturer","Shenzhen, Guangdong, Chinese Mainland",2010.0,Watches & Clocks,"Central & South America, Eastern Europe, Hong Kong, Japan, Korea, Middle East, Other Asian Countries, Scandinavia, Western Europe",26 - 50,MAXMOVEN View details Factories & Facilities,Mr WILSON WU,Sales,,Chinese Mainland,"US$ 1,000,000 - 4,999,999"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Time-King-Industrial-Company-Limited/1X06OOII?fairCode=hkwatchfair&locale=en,"Exporter, Manufacturer",Hong Kong,1994.0,Watches & Clocks,"North America, Western Europe, Worldwide",201 - 500,"Red Star, Timein ODM OEM View details Factories & Facilities",Mr Thomas Leung,Director,"Room 2201, 22/F, Well Fung Industrial Centre, 58-76 Ta Chuen Ping Street, Kwai Chung, New Territories, Hong Kong",Hong Kong,"US$ 10,000,000 - 49,999,999"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Best-Power-HK-Enterprises-Ltd/1X00OFR0?fairCode=hkwatchfair&locale=en,"Exporter, Manufacturer",Hong Kong,2002.0,"Consumer Electronics, Costume & Fashion Jewellery, Eyewear & Accessories, Watches & Clocks",Worldwide,101 - 200,Best Power ODM OEM View details Factories & Facilities,Miss Kathy Liu,Merchandiser,"Unit E, 11/F, Wing Cheung Industrial Building, 109 How Ming Street, Kwun Tong, Kowloon, Hong Kong",Hong Kong,"US$ 250,000 - 499,999"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ching-Chi-Industrial-Co-Ltd-/1X0007HY?fairCode=hkwatchfair&locale=en,"Exporter, Manufacturer",Hong Kong,1995.0,Watches & Clocks,"Japan, Middle East, North America, Scandinavia, Western Europe",51 - 100,,Mr Tommy Chan,Salesman,"Unit 12, 17/Floor, Cheung Fung Industrial Building, 23-39 Pak Tin Par Street, Tsuen Wan, New Territories, Hong Kong.",Hong Kong,"US$ 5,000,000 - 9,999,999 ODM OEM 100 M / 100 ATM Diver Watch Custom made Quartz movement Tailor Made your quartz watche View details Factories & Facilities Research & Development Quality Control"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Morriss-Horological-Ltd/1X04LI4E?fairCode=hkwatchfair&locale=en,"Exporter, Manufacturer",Hong Kong,1991.0,"Jewellery & Watch, Watches & Clocks","Australasia, Eastern Europe, Japan, Korea, North America, Scandinavia, Western Europe, Worldwide",26 - 50,,Ms Celia Wong,Marketing Manager,"3/F Kwong Tai Factory Building, 750 Cheung Sha Wan Road, Cheung Sha Wan, Kowloon, Hong Kong",Hong Kong,"US$ 5,000,000 - 9,999,999 ODM OEM Certificate Name Issued By Certificate Type Valid Date SMETA - - - View details Factories & Facilities Research & Development Quality Control"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Accendo-Hong-Kong-Ltd/1X00IWWG?fairCode=hkwatchfair&locale=en,Manufacturer,Hong Kong,1987.0,Watches & Clocks,Worldwide,101 - 200,,Mr Kishoo Melwani,Director,"Unit 1501, 15/F, Remington Centre,23 Hung To Road, Kwun Tong, Kowloon, Hong Kong.",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Allied-Asia-Enterprise-PVT-Ltd/1X000BFO?fairCode=hkwatchfair&locale=en,Manufacturer,Hong Kong,1998.0,"Jewellery & Watch, Watches & Clocks","Australasia, Central & South America, North America, Western Europe, Worldwide",11 - 15,"OEM , N:U ODM OEM View details Factories & Facilities",Mr - Agarwal,Chairman,"Unit 18B, Sing Teck Factory Building 44 Wong Chuk Hang Road, Wong Chuk Hang, Hong Kong.",Hong Kong,"US$ 10,000,000 - 49,999,999"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/BLM-Int-l-Ltd/1X07FNNG?fairCode=hkwatchfair&locale=en,"Exporter, Manufacturer",Hong Kong,2000.0,"Gift Sets, Watches & Clocks, Wedding Gifts & Accessories","Central & South America, Chinese Mainland, North America, Western Europe",6 - 10,,Mr Lokesh Sabnani,Director,"Unit A, 8/F, Ka Nin Wah Commercial Bldg, 423-425 Hennessy Rd, Causeway Bay, Hong Kong",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/BM-TIME-DESIGN-LIMITED/1S00OC7PQ?fairCode=hkwatchfair&locale=en,"Exporter, Wholesaler",Hong Kong,2023.0,Watches & Clocks,Western Europe,1 - 5,BM,Ms Novem Leung,General Manager,"Flat 16, 33/F Tower A Southmark 11 Yip HIng Street Wong Chuk Hang Aberdeen",Hong Kong,"US$ 250,000 - 499,999"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Bridgestone-Watch-Limited/1X08P7YH?fairCode=hkwatchfair&locale=en,Manufacturer,Hong Kong,1974.0,"Jewellery & Watch, Watches & Clocks",Worldwide,101 - 200,,Mr Louis Wong,Sales Manager,"Rm 2004, 20/F, Nanyang Plaza, 57 Hung To Rd, Kwun Tong, Kowloon.",Hong Kong,"US$ 10,000,000 - 49,999,999 analog chronograph smart watch quartz bluetooth band wrist View details Factories & Facilities"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Como-Milano-International-Ltd-/1X0AIDP8?fairCode=hkwatchfair&locale=en,"Exporter, Manufacturer",Hong Kong,2018.0,"Bags, Handbags & Accessories, Jewellery & Watch, Watches & Clocks",Worldwide,26 - 50,COMO MILANO WATCHES Fashion watches Italian leather Fashion brand Fashion watch Fashion Brandname Brand watches Lady watches World of Como Milano Express Yourself Timeless fashion Italian style,Mr International Sales Department,,"Unit 109, 1/F, Mirror Tower, 61 Mody Rd, Tsimshatsui, Kln, Hong Kong",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Creative-Choice-Ltd/1X00IXNM?fairCode=hkwatchfair&locale=en,Manufacturer,Hong Kong,1986.0,"Jewellery & Watch, Watches & Clocks","Central & South America, Eastern Europe, Japan, North America, Western Europe, Worldwide",,TACS ODM OEM MANUFACTURER WATCH FACTORY BRAND BUSINESS OWN BRAND View details Factories & Facilities Quality Control View All Factory Vedio Company Profile Special model catalog Ladies model catalog-1,Mr TACS Team,Marketing Executive,"Room 605, 6/F, Goodluck Industrial Centre, 808 Lai Chi Kok Road, Cheung Sha Wan, Kowloon, Hong Kong",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Grand-Lion-Ind-Ltd/1X001ARF?fairCode=hkwatchfair&locale=en,"Exporter, Manufacturer",Hong Kong,1996.0,"Jewellery & Watch, Watches & Clocks","Japan, Korea, Middle East, North America, Western Europe, Worldwide",,Hennex ODM OEM,Mr Hennex Choi,Director,"Unit B, 4/Floor, Century Centre, 33-35 Au Pui Wan Street, Fo Tan, New Territories, Hong Kong.",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/HK-Dualtime-Int-l-Co-Ltd/1X06OLIR?fairCode=hkwatchfair&locale=en,"Exporter, Manufacturer",Hong Kong,,"Jewellery & Watch, Watches & Clocks","North America, Western Europe ODM OEM",,,John Chen,General Manager,"Flat B, 8/F, Cheung Ming Building, 72 Cheung Sha Wan Road, Kowloon, Hong Kong",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/HK-WATCHBANDS-CORP-LIMITED/1X003WQM?fairCode=hkwatchfair&locale=en,Exporter,Hong Kong,1973.0,"Jewellery & Watch, Watches & Clocks",Taiwan,,alpha-ALFA ODM OEM,Mr Ashish AHUJA,Manager,"15/F, Hart House, 12-14 Hart Avenue, Tsim Sha Tsui, Kowloon, Hong Kong",Hong Kong,"US$ 1,000,000 - 4,999,999"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hoiking-Int-l-Corporation-Ltd/1X07FMPH?fairCode=hkwatchfair&locale=en,"Exporter, Manufacturer",Hong Kong,,"Jewellery & Watch, Watches & Clocks",Worldwide ODM OEM,,,Mr Samuel Au-Yeuung,,"Flat L1, 14/F, On Wah Indsutrial Building, 41 Au Pui Wan Street, Fo Tan, Shatin, N.T., Hong Kong",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hongkong-Honesty-Chronometer-Int-l-Co-Limited/1X09QNEP?fairCode=hkwatchfair&locale=en,,Hong Kong,,Watches & Clocks,,,,Celine Xia,Marketing Manager,"Flat C, 23/F, Lucky Plaza, 315-321 Lockhart Rd, Wanchai, Hong Kong",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/National-Electronics-Watch-Co-Ltd/1X000963?fairCode=hkwatchfair&locale=en,"Exporter, Importer, Manufacturer",Hong Kong,1975.0,"Consumer Electronics, Health Care & Medical Supplies, Jewellery & Watch, Sports Supplies, Watches & Clocks","Africa, Australasia, Central & South America, Chinese Mainland, Eastern Europe, Hong Kong, Japan, Korea, Middle East, North America, Scandinavia, Western Europe, Worldwide",201 - 500,"NEWCO, OUTBOUND ODM OEM Certificate Name Issued By Certificate Type Valid Date ISO9001:2000 - - - TUV Rheinland - - - BSCI (Business Social Compliance Initiative) - - - View details Factories & Facilities",Mr Barry Tse,General Manager,"15/F, Shing Dao Ind. Bldg., 232 Aberdeen Main Road, Aberdeen, Hong Kong. Hong Kong.",Hong Kong,"US$ 10,000,000 - 49,999,999"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Owago-Limited/1X03RJIX?fairCode=hkwatchfair&locale=en,"Exporter, Manufacturer",Hong Kong,2001.0,"Jewellery & Watch, Watches & Clocks","North America, Other Asian Countries, Scandinavia, Western Europe, Worldwide",11 - 15,,Miss Annisa Kwong,General Manager,"Unit D, 22/F., Mai Luen Industrial Building, 23-31 Kung Yip Street, Kwai Chung, N.T. Hong Kong.",Hong Kong,"US$ 10,000,000 - 49,999,999 ODM OEM We develop a significant numbe View details Factories & Facilities Research & Development Quality Control"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/PBF-Limited/1X0A3TXO?fairCode=hkwatchfair&locale=en,"Manufacturer, Wholesaler",Hong Kong,1989.0,"Jewellery & Watch, Watches & Clocks",,501 - 1000 stainless steel watch oem watch watch manufacturer private label watch automatic watch mechanical watch iso low moq View details Factories & Facilities Research & Development Quality Control,,Mrs Angel Wu,,"Flat B, 10/F, Black 1 Wah Fung Industrial Centre, 33-39 Kwai Fung Crescent, Kwai Chung, NT, Hong Kong",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Perriland-Timepieces-Limited/1X0AG5G5?fairCode=hkwatchfair&locale=en,Manufacturer,Hong Kong,,"Jewellery & Watch, Watches & Clocks ODM OEM",,,,Miss On Yi Chan,,"Rm.9, 7/F, Blk.C, HK Ind'l Ctr, 489-491 Castle Peak Rd, Lai Chi Kok, Kln, Hong Kong",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Phoebus-Time-HK-Co-Ltd-/1X08NXLO?fairCode=hkwatchfair&locale=en,"Exporter, Manufacturer",Hong Kong,2010.0,"Jewellery & Watch, Watches & Clocks",Worldwide,51 - 100,ELEGANGS,Mr ALLEN HAN,Sales Manager,"Phoebus Time (HK) Co., Ltd. ROOM 05,9/F THE RAINBOW,No.22 WANG YIP STR REET SOUTH YUE LONG,NEW TER RITORIES HK",Hong Kong,"US$ 1,000,000 - 4,999,999"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Pioneer-Tech-Industrial-Limited/1X00IZZ4?fairCode=hkwatchfair&locale=en,Manufacturer,Hong Kong,1997.0,"Jewellery & Watch, Watches & Clocks","Chinese Mainland, Hong Kong, North America, Western Europe",201 - 500,,Mr Freddy Ng,Director,"Room 2601, 26/F, Trend Centre, 29 Cheung Lee Street, Chai Wan, Hong Kong.",Hong Kong,"US$ 1,000,000 - 4,999,999 Blue steel hands Diamond cut hand"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Prosver-Dani-Watch-Industry-HK-Limited/1X082L81?fairCode=hkwatchfair&locale=en,"Exporter, Manufacturer",Hong Kong,2011.0,"Jewellery & Watch, Watches & Clocks","Africa, Australasia, Central & South America, Eastern Europe, Japan, Korea, Middle East, North America, Other Asian Countries, Southeast Asia, Western Europe, Worldwide",16 - 25,"DEBOLON,PROSVERDANI ODM OEM Certificate Name Issued By Certificate Type Valid Date SGS Audited Supplier - - - View details Factories & Facilities Research & Development Quality Control",Ms Lisa Lu,Sales Manager,"Flat 1612, 16/F, Tai Yau Bldg, Johnston Rd, Causeway Bay, Hong Kong",Hong Kong,"US$ 50,000 - 99,999"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ri-Tech-Rubber-Chemical-Co-Ltd/1X03RK75?fairCode=hkwatchfair&locale=en,Manufacturer,Hong Kong,2006.0,"Home Products, Lights & Constructions, Homeware & Lifestyle Essentials, Industrial Machinery, Parts & Raw Materials, Jewellery & Watch, Raw Materials, Watches & Clocks","Eastern Europe, Hong Kong, Japan, North America, Western Europe",101 - 200,,Mr Wang Kwong Wong,Marketing Director,"Room 7, 7/F, Block A, Hi-Tech Ind. Ctr 5-21 Pak Tin Par St, Tsuen Wan, N.T., Hong Kong",Hong Kong,"US$ 1,000,000 - 4,999,999 ODM OEM View details Factories & Facilities"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Cheng-Hui-Wu-Jin-Shi-Ye-Co-Limited/1X0AGT6F?fairCode=hkwatchfair&locale=en,,Hong Kong,,"Jewellery & Watch, Watches & Clocks",,,,Tina Leung,Sales Manager,"Flat F, 12/F, Summit Bldg, 30 Man Yue St, Hunghom, Kln, Hong Kong",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Solar-Time-Ltd/1X00J0S8?fairCode=hkwatchfair&locale=en,Manufacturer,Hong Kong,1977.0,"Jewellery & Watch, Watches & Clocks",Worldwide,51 - 100,,Mr Anirudh Datt,Marketing Executive,"15/F, Kowloon Centre, 29-39 Ashley Road, Tsim Sha Tsui, Kowloon, Hong Kong",Hong Kong,"US$ 50,000,000 - 99,999,999 ODM OEM"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Somal-Industrial-HK-Ltd/1X00GKRL?fairCode=hkwatchfair&locale=en,"Exporter, Manufacturer",Hong Kong,1983.0,"Industrial Machinery, Parts & Raw Materials, Jewellery & Watch, Scientific, Testing & Laboratory Equipments, Testing Equipment, Watches & Clocks",,,,Mr Johnny Somal,Managing Director,"Unit C, 8/F Hang Cheung Fty Bldg 1 Wing Ming St, Cheung Sha Wan, Kowloon Hong Kong",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Stingmars-Limited/1X00J0X3?fairCode=hkwatchfair&locale=en,Manufacturer,Hong Kong,,Watches & Clocks,Worldwide,,,Ms Patty Choi,,"Unit 604, 6/F., Eastern Harbour Centre, 28 Hoi Chak Street, Quarry Bay, Hong Kong",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/THEA-INTERNATIONAL-HK-LIMITED/1S00P0AK2?fairCode=hkwatchfair&locale=en,"Distributor, Exporter, Importer, Manufacturer, Wholesaler",Hong Kong,2014.0,Watches & Clocks,"Central & South America, Chinese Mainland, Eastern Europe, Hong Kong, Middle East, Taiwan, Worldwide",1 - 5,Asiswatches Innovators Product Designer ODM Patent & Design Registrations Diamond & Gemstone Service Collection based Design Collection based Manufacturing,Mr Gandhi Nikhil,Director,"1301, 13 Floor, Hart house, 12 Hart Avenue, Tsim Sha Tsui Kowloon",Hong Kong,"US$ < 50,000"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Time-Deluxe-Company-Limited/1X097NIL?fairCode=hkwatchfair&locale=en,"Exporter, Manufacturer",Hong Kong,1989.0,"Jewellery & Watch, Watches & Clocks","Central & South America, Middle East, Western Europe, Worldwide",101 - 200 ODM OEM,,Mr Danny Wong,Director,"Room 1, 22/F Well Fung Industrial Centre 58-76 Ta Chuen Ping Street Kwai Chung, New Territories, Hong Kong",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Top-Hero-Enterprise-Limited/1X03862G?fairCode=hkwatchfair&locale=en,Manufacturer,Hong Kong,1978.0,Watches & Clocks,"Eastern Europe, North America, Southeast Asia, Western Europe, Worldwide",101 - 200,"XONIX, OEM 10 ATM Japan movement Japan battery long life battery super accurate water resistant 10 year lithium battery",Miss Cato Leung,Manager,"Unit 1, 8/F, Perfect Ind Bldg, 31 Tai Yau St, San Po Kong, Kowloon, Hong Kong",Hong Kong,"US$ 1,000,000 - 4,999,999"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/W-Y-ASIA-COMPANY-LIMITED/1X06R1T4?fairCode=hkwatchfair&locale=en,Manufacturer,Hong Kong,,"Jewellery & Watch, Watches & Clocks",Worldwide ODM OEM,,,Miss Eiman Tin,Marketing Manager,"4/F, Chinabest International Centre, 8 Kwai On Road, Kwai Chung, NT, Hong Kong",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Mavlian-International-Co-/1X0A3U6C?fairCode=hkwatchfair&locale=en,"Manufacturer, Wholesaler",Lebanon,2002.0,Watches & Clocks,"Eastern Europe, Middle East, Western Europe, Worldwide",6 - 10,"ClaudiaKoch , Alexusy Christy Imperial Flame Harmony Chronomaster CK4322TTRG Alexus Curisty , Claudia Koch Catalogue",Mr Razmig Mavlian,CEO,"Bourj Hamoud Armenia Str, Sradarabad Bldg, Ground Flr, Beirut 00961, Lebanon",Lebanon,"US$ 100,000 - 249,999"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Gordon-C-Co-Ltd/1X00IYKM?fairCode=hkwatchfair&locale=en,Manufacturer,Hong Kong,1972.0,"Design Services, Jewellery & Watch, Jewellery & Watch, Watches & Clocks","Central & South America, Eastern Europe, Middle East, North America, Other Asian Countries, Worldwide",51 - 100,,Mr Mike Lam,Executive Vice President,"Rm1-4, 18/F., Tower 2, Metro Plaza, 223 Hing Fong Rd., Kwai Chung, New Territories, Hong Kong.",Hong Kong,"US$ 10,000,000 - 49,999,999 Certificate Name Issued By Certificate Type Valid Date ISO 9001:2000 - - - Q-Mark License - - - View details Factories & Facilities Quality Control"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hanfeng-Watch-Accessories-Co-Ltd-/1X08NXRI?fairCode=hkwatchfair&locale=en,"Exporter, Manufacturer",Hong Kong,2012.0,"Jewellery & Watch, Watches & Clocks","Central & South America, Japan, Korea, Middle East, North America, Western Europe",26 - 50,EVERCLEAR OEM/OEM Automatic watch Solar Power watch 200 meter ATM Diving watch ECO friendly watch Free Artwork Diamonds/Zircon inlay View details Factories & Facilities Research & Development Quality Control,Mr Johnny Fan,,"Room 803B, 8/F 290-296 Un Chau Street West Coast International Building Cheung Sha Wan,Kowloon,Hong Kong",Hong Kong,"US$ 250,000 - 499,999"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hong-Kong-Hing-Yip-Development-Limited/1X0AG5XO?fairCode=hkwatchfair&locale=en,Manufacturer,Hong Kong,2018.0,"Gifts / Souvenirs, Jewellery & Watch, Watches & Clocks","Australasia, Hong Kong, Middle East, North America, Western Europe, Worldwide",6 - 10,Hong Kong Hing Yip ODM OEM OBM vegan material watch strap sustainable watch bands high quality leather strap View Details Company Information Verified on 08 Aug 2025 by Disclaimer Racing strap Pilot strap Horween leather strap Water resistant leather strap Vegetable tanned leather embossed with croco grains Hybrid strap: water resistant leather and silicone lining Colourful water resistant leather strap Strap in vegan materials : Apple Skin,Mr Herman Leung,General Manager,"Unit 905, Western Centre, 48 Des Voeux Rd West, Sai Ying Pun, Hong Kong",Hong Kong,"US$ 1,000,000 - 4,999,999"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/MEIKO-WATCH-INDUSTRY-CO-LTD/1X0AUMVB?fairCode=hkwatchfair&locale=en,Exporter,Hong Kong,,"Jewellery & Watch, Watches & Clocks",,,,Miss Lydia Chang,,"Unit 4, 6/F 9 Wing Hong St Cheung Sha Wan, Kowloon, Hong Kong",Hong Kong,
