Reference No.,Tendering Procedure,Title or Scope,Contractor(s) and Address(es),Item/Quantity,Awarded Amount,Date Awarded,Contractor Name,Address,Month
Q107990,Selective,Provision of Underframe Inspection Robot for Rolling Stocks at PHD,"CRRC QINGDAO SIFANG CO., LTD.No. 88, Jinhondong Road, Chengyang District, Qingdao, China",1 Job,"HK$4,100,000",8 May 2026,CRRC QINGDAO SIFANG CO.,"LTD.No. 88, Jinhondong Road, Chengyang District, Qingdao, China",2026-05-01
