"card-image href","logourl src","card-title","card-title 3","info-item 2","info-item 4","info-item 6","info-item 8","info-item 10","info-item 11","info-item 12"
"https://exhibitors.informamarkets-info.com/event/2026JGW/en-US/exhibitor/491181/","https://jewellerynet.com/api/profile/company/605898/logo/20251105234638A301.jpg","''Your Amber''","''Your Amber''","POLAND","HKCEC","Hall 5FG Concourse","5M309","Children Jewellery, Silver Jewellery : Others, Coloured Gemstone Jewellery : Amber Jewellery, Men Jewellery","",""
"https://exhibitors.informamarkets-info.com/event/2026JGW/en-US/exhibitor/490111/00-le-stephanie-s-limited","https://jgw.exhibitions.jewellerynet.com/wp-content/uploads/2026/07/JGW-September_Exh_list_logo.png","00 Le Stephanie S Limited","00 Le Stephanie S Limited","Hong Kong,S.A.R.,China","AWE","Hall 3","3G35","Coloured Gemstones : Opal, Coloured Gemstones : Emerald, Coloured Gemstones : Fei Cui, Coloured Gemstones : Garnet, Coloured Gemstones : Coral,","Coloured Gemstones : Jade, Diamonds : Fancy Colour : Below 1 ct., Coloured Gemstones : Ruby, Coloured Gemstones : Sapphire, Coloured Gemstones : Tourmaline","etc..."
"https://exhibitors.informamarkets-info.com/event/2026JGW/en-US/exhibitor/497761/01-jewelry-limited","https://jewellerynet.com/admin-api/profile/company/604324/cda86164.jpeg","01 Jewelry Limited","广州市浩文珠宝首饰有限公司","CHINA","HKCEC","Hall 5FG","5G616","Silver Jewellery : Sterling Silver","",""
"https://exhibitors.informamarkets-info.com/event/2026JGW/en-US/exhibitor/488705/4g","https://jgw.exhibitions.jewellerynet.com/wp-content/uploads/2026/07/JGW-September_Exh_list_logo.png","4G's Trading Corp","4G's Trading Corp","USA","AWE","Hall 7","7R02","Coloured Gemstones : Emerald","",""
"https://exhibitors.informamarkets-info.com/event/2026JGW/en-US/exhibitor/490291/5c-hong-kong-limited","https://jewellerynet.com/admin-api/profile/company/603902/5ecf78c2.JPG","5C Hong Kong Limited","5C Hong Kong Limited","Hong Kong,S.A.R.,China","HKCEC","Hall 3B-E","3E602","Diamond Jewellery : White, Wedding Jewellery : Wedding Bands","",""
"https://exhibitors.informamarkets-info.com/event/2026JGW/en-US/exhibitor/490128/88-diam-(hk)-limited","https://jgw.exhibitions.jewellerynet.com/wp-content/uploads/2026/07/JGW-September_Exh_list_logo.png","88 Diam (Hk) Limited","88 Diam (Hk) Limited","Hong Kong,S.A.R.,China","AWE","Hall 10","10Q33","Lab-grown Diamonds : Fancy Colour, Lab-grown Diamonds : White","",""
"https://exhibitors.informamarkets-info.com/event/2026JGW/en-US/exhibitor/501557/a-concept-group-limited","https://exhibitors.informamarkets-info.com/layout-fresh/assets/images/ads/2022JGW/2026JGW_empty.png","A Concept Group Limited","槢薩投資有限公司","Hong Kong,S.A.R.,China","AWE","Hall 9","9F24","Jewellery Mfg Services : Silver Jewellery, Pearls : Cultured Freshwater : Others, Pearls : Cultured Saltwater : South Sea, Jewellery Mfg Services : Pearl Jewellery, Pearls : Cultured Saltwater : Akoya (J),","Pearls : Cultured Freshwater : Beaded, Pearls : Cultured Saltwater : Tahitian, Pearls : Natural Freshwater : Round, Pearls : Natural Freshwater : Baroque","etc..."
"https://exhibitors.informamarkets-info.com/event/2026JGW/en-US/exhibitor/504237/a-d-diamond","https://exhibitors.informamarkets-info.com/layout-fresh/assets/images/ads/2022JGW/2026JGW_empty.png","A D Diamond","A D Diamond","INDIA","AWE","Hall 5","5J33","","",""
"https://exhibitors.informamarkets-info.com/event/2026JGW/en-US/exhibitor/488551/a-g-color-inc","https://jewellerynet.com/admin-api/profile/company/606730/9638d75f.jpeg","A G Color Inc","A G Color Inc","USA","AWE","Hall 8","8G02","Coloured Gemstones : Emerald, Coloured Gemstones : Tourmaline, Coloured Gemstones : Others","",""
"https://exhibitors.informamarkets-info.com/event/2026JGW/en-US/exhibitor/501568/a-j-gems","https://exhibitors.informamarkets-info.com/layout-fresh/assets/images/ads/2022JGW/2026JGW_empty.png","A J Gems","A J Gems","INDIA","AWE","Hall 10","10N19","Coloured Gemstones : Opal, Coloured Gemstones : Garnet, Coloured Gemstones : Ruby, Coloured Gemstones : Sapphire, Coloured Gemstones : Tourmaline","",""
"https://exhibitors.informamarkets-info.com/event/2026JGW/en-US/exhibitor/490425/a-k-export","https://jewellerynet.com/admin-api/profile/company/606358/42af24c8.png","A K Export","A K 出口","Hong Kong,S.A.R.,China","AWE","Hall 9","9C38","Jewellery Mfg Services : Diamond Jewellery, Jewellery Mfg Services : Plain Precious Metal Jewellery, Diamonds : Fancy Colour : Below 1 ct., Diamonds : White : Below 1 ct., Jewellery Processing Services : Polishing,","Jewellery Processing Services : Refining, Jewellery Mfg Services : Other Finished Jewellery","etc..."
"https://exhibitors.informamarkets-info.com/event/2026JGW/en-US/exhibitor/490145/a-kleiman---co-inc","https://jgw.exhibitions.jewellerynet.com/wp-content/uploads/2026/07/JGW-September_Exh_list_logo.png","A Kleiman & Co Inc","A Kleiman & Co Inc","USA","AWE","Hall 7","7T03","Coloured Gemstones : Opal, Diamonds : Fancy Colour : 1 ct. or above, Coloured Gemstones : Emerald, Coloured Gemstones : Garnet, Diamonds : Fancy Colour : Below 1 ct.,","Coloured Gemstones : Ruby, Coloured Gemstones : Sapphire, Coloured Gemstones : Tourmaline, Coloured Gemstones : Others","etc..."
"https://exhibitors.informamarkets-info.com/event/2026JGW/en-US/exhibitor/490862/a-d-silver-jewelry-co-ltd","https://jgw.exhibitions.jewellerynet.com/wp-content/uploads/2026/07/JGW-September_Exh_list_logo.png","A&D Silver Jewelry Co Ltd","广州铵达银饰有限公司","CHINA","HKCEC","Hall 5FG","5G208","Silver Jewellery : Sterling Silver","",""
"https://exhibitors.informamarkets-info.com/event/2026JGW/en-US/exhibitor/489587/a-1-jewelry-manufactory-limited","https://jewellerynet.com/admin-api/profile/company/607086/c7dbfb2e.jpeg","A-1 Jewelry Manufactory Limited","致佳首飾廠有限公司","Hong Kong,S.A.R.,China","HKCEC","Hall 3B-E","3E302","Coloured Gemstone Jewellery : Ruby Jewellery, Diamond Jewellery : Fancy Colour, Diamond Jewellery : White, Coloured Gemstone Jewellery : Others, Wedding Jewellery : Wedding Bands,","Coloured Gemstone Jewellery : Sapphire Jewellery, Wedding Jewellery : Engagement Jewellery, Pearl Jewellery : Natural Freshwater : Round, Coloured Gemstone Jewellery : Emerald Jewellery, Clearance Jewellery","etc..."
"https://exhibitors.informamarkets-info.com/event/2026JGW/en-US/exhibitor/489251/a-one-stones","https://jgw.exhibitions.jewellerynet.com/wp-content/uploads/2026/07/JGW-September_Exh_list_logo.png","A-One Stones","A-One Stones","Hong Kong,S.A.R.,China","AWE","Hall 9","9G14","Coloured Gemstones : Coral, Pearls : Cultured Freshwater : Beaded, Pearls : Natural Freshwater : Round, Coloured Gemstones : Others","",""
"https://exhibitors.informamarkets-info.com/event/2026JGW/en-US/exhibitor/488498/a-one-stones-(hk)-limited","https://jewellerynet.com/admin-api/profile/company/606426/052ac1a7.jpeg","A-One Stones (HK) Limited","A-One Stones","Hong Kong,S.A.R.,China","AWE","Hall 3","3C01","Coloured Gemstones : Opal, Pearls : Natural Freshwater : Others, Coloured Gemstones : Emerald, Coloured Gemstones : Garnet, Coloured Gemstones : Coral,","Coloured Gemstones : Ruby, Coloured Gemstones : Sapphire, Coloured Gemstones : Tourmaline, Coloured Gemstones : Others","etc..."
"https://exhibitors.informamarkets-info.com/event/2026JGW/en-US/exhibitor/489504/a--a--rachminov-diamonds-asia-ltd","https://jgw.exhibitions.jewellerynet.com/wp-content/uploads/2026/07/JGW-September_Exh_list_logo.png","A. A. Rachminov Diamonds Asia Ltd","A. A. Rachminov Diamonds Asia Ltd","Hong Kong,S.A.R.,China","AWE","Hall 7","7T02","Diamonds : Fancy Colour : 1 ct. or above, Diamonds : White : 1 ct. or above, Diamonds : Fancy Colour : Below 1 ct., Diamonds : White : Below 1 ct.","",""
"https://exhibitors.informamarkets-info.com/event/2026JGW/en-US/exhibitor/495012/a--g--japan-ltd","https://jgw.exhibitions.jewellerynet.com/wp-content/uploads/2026/07/JGW-September_Exh_list_logo.png","A. G. Japan Ltd","A. G. Japan Ltd","JAPAN","AWE","Hall 3","3B32","Coloured Gemstones : Amber, Coloured Gemstones : Emerald, Coloured Gemstones : Garnet, Coloured Gemstones : Coral, Coloured Gemstones : Jade,","Coloured Gemstones : Ruby, Coloured Gemstones : Sapphire, Coloured Gemstones : Tourmaline","etc..."
"https://exhibitors.informamarkets-info.com/event/2026JGW/en-US/exhibitor/490415/a--hakimi---sons--inc-","https://jewellerynet.com/admin-api/profile/company/603726/bf5cb672.png","A. Hakimi & Sons, Inc.","A. Hakimi & Sons, Inc.","USA","AWE","Hall 7","7R14","Coloured Gemstones : Ruby","",""
"https://exhibitors.informamarkets-info.com/event/2026JGW/en-US/exhibitor/489254/a--j--mehta---co-llp","https://jewellerynet.com/admin-api/profile/company/603844/68424d00.png","A. J. Mehta & Co LLP","A. J. Mehta & Co LLP","INDIA","AWE","Hall 9","9A06","Diamonds : Fancy Colour : 1 ct. or above, Diamonds : White : 1 ct. or above, Diamonds : Fancy Colour : Below 1 ct., Diamonds : White : Below 1 ct.","",""
"https://exhibitors.informamarkets-info.com/event/2026JGW/en-US/exhibitor/495442/a--k-diamond","https://jgw.exhibitions.jewellerynet.com/wp-content/uploads/2026/07/JGW-September_Exh_list_logo.png","A. K Diamond","A. K Diamond","INDIA","AWE","Hall 10","10N38","Lab-grown Diamonds : Fancy Colour, Lab-grown Diamonds : White","",""
"https://exhibitors.informamarkets-info.com/event/2026JGW/en-US/exhibitor/489501/a-j--jewellery-international-limited","https://jgw.exhibitions.jewellerynet.com/wp-content/uploads/2026/07/JGW-September_Exh_list_logo.png","A.J. Jewellery International Limited","A.J. Jewellery International Limited","Hong Kong,S.A.R.,China","HKCEC","Hall 3B-E","3E324","Plain Precious Metal Jewellery : Gold Jewellery : White, Plain Precious Metal Jewellery : Gold Jewellery : Yellow, Precious Metals : Gold, Plain Precious Metal Jewellery : Gold Jewellery : Rose","",""
"https://exhibitors.informamarkets-info.com/event/2026JGW/en-US/exhibitor/492522/aahana-gems-co-ltd","https://jgw.exhibitions.jewellerynet.com/wp-content/uploads/2026/07/JGW-September_Exh_list_logo.png","Aahana Gems Co Ltd","Aahana Gems Co Ltd","THAILAND","AWE","Hall 8","8D32","Diamonds : Fancy Colour : 1 ct. or above, Lab-grown Gemstones : Gemstones, Synthetic Mtrls/Imitation Stones : Others, Coloured Gemstones : Ruby, Ornamentals : Shell Products","",""
"https://exhibitors.informamarkets-info.com/event/2026JGW/en-US/exhibitor/502469/aarna-international","https://exhibitors.informamarkets-info.com/layout-fresh/assets/images/ads/2022JGW/2026JGW_empty.png","Aarna International","Aarna International","INDIA","HKCEC","Hall 3B-E","3C412","Coloured Gemstone Jewellery : Ruby Jewellery, Diamond Jewellery : White, Coloured Gemstone Jewellery : Sapphire Jewellery, Plain Precious Metal Jewellery : Gold Jewellery : White, Plain Precious Metal Jewellery : Gold Jewellery : Yellow,","Coloured Gemstone Jewellery : Emerald Jewellery, Plain Precious Metal Jewellery : Gold Jewellery : Rose","etc..."
"https://exhibitors.informamarkets-info.com/event/2026JGW/en-US/exhibitor/489593/aaron-shum-jewelry-limited","https://jewellerynet.com/admin-api/profile/company/607084/73e25184.jpeg","Aaron Shum Jewelry Limited","古珀行珠寶有限公司","Hong Kong,S.A.R.,China","HKCEC","Hall 1A-E","1C718","Coloured Gemstone Jewellery : Opal Jewellery, Diamond Jewellery : White, Coloured Gemstone Jewellery : Ruby Jewellery, Pearl Jewellery : Cultured Saltwater : South Sea, Pearl Jewellery : Cultured Saltwater : Tahitian,","Coloured Gemstone Jewellery : Sapphire Jewellery, Jewellery Watches : Diamond Watches, Pearl Jewellery : Cultured Freshwater : Others, Pearl Jewellery : Natural Saltwater : South Sea","etc..."
"https://exhibitors.informamarkets-info.com/event/2026JGW/en-US/exhibitor/499091/aarta-limited","https://jewellerynet.com/admin-api/profile/company/604294/8374d3e8.png","Aarta Limited","Aarta Limited","Hong Kong,S.A.R.,China","HKCEC","Hall 1A-E","1E335","Diamond Jewellery : White","",""
"https://exhibitors.informamarkets-info.com/event/2026JGW/en-US/exhibitor/488390/aarush-diam-hk-limited","https://jgw.exhibitions.jewellerynet.com/wp-content/uploads/2026/07/JGW-September_Exh_list_logo.png","Aarush Diam HK Limited","Aarush Diam HK Limited","Hong Kong,S.A.R.,China","AWE","Hall 10","10S23","Lab-grown Diamonds : Fancy Colour, Lab-grown Diamonds : White","",""
"https://exhibitors.informamarkets-info.com/event/2026JGW/en-US/exhibitor/488882/aarya-creations","https://jgw.exhibitions.jewellerynet.com/wp-content/uploads/2026/07/JGW-September_Exh_list_logo.png","Aarya Creations","Aarya Creations","Hong Kong,S.A.R.,China","HKCEC","Grand Hall","GHF11","Coloured Gemstone Jewellery : Ruby Jewellery, Coloured Gemstone Jewellery : Others, Coloured Gemstone Jewellery : Tourmaline Jewellery, Coloured Gemstone Jewellery : Sapphire Jewellery, Coloured Gemstone Jewellery : Emerald Jewellery","",""
"https://exhibitors.informamarkets-info.com/event/2026JGW/en-US/exhibitor/498347/aarya-diam","https://jgw.exhibitions.jewellerynet.com/wp-content/uploads/2026/07/JGW-September_Exh_list_logo.png","Aarya Diam","Aarya Diam","Hong Kong,S.A.R.,China","AWE","Hall 10","10S38","","",""
"https://exhibitors.informamarkets-info.com/event/2026JGW/en-US/exhibitor/489313/aashi-facets-(hk)-limited","https://jewellerynet.com/admin-api/profile/company/605262/601afac1.jpg","Aashi Facets (HK) Limited","Aashi Facets (HK) Limited","Hong Kong,S.A.R.,China","AWE","Hall 7","7L36","Diamonds : Fancy Colour : 1 ct. or above, Diamonds : White : 1 ct. or above, Diamonds : Fancy Colour : Below 1 ct., Diamonds : White : Below 1 ct.","",""
"https://exhibitors.informamarkets-info.com/event/2026JGW/en-US/exhibitor/490390/aayu-hk-limited","https://jgw.exhibitions.jewellerynet.com/wp-content/uploads/2026/07/JGW-September_Exh_list_logo.png","AAYU HK Limited","AAYU HK Limited","Hong Kong,S.A.R.,China","AWE","Hall 9","9D32","Diamonds : White : Below 1 ct.","",""
"https://exhibitors.informamarkets-info.com/event/2026JGW/en-US/exhibitor/490318/ab-impex-co-ltd","https://jgw.exhibitions.jewellerynet.com/wp-content/uploads/2026/07/JGW-September_Exh_list_logo.png","AB Impex Co Ltd","AB Impex Co Ltd","THAILAND","AWE","Hall 7","7V31","Coloured Gemstones : Emerald","",""
"https://exhibitors.informamarkets-info.com/event/2026JGW/en-US/exhibitor/489953/abe-jewelry-co-ltd","https://jewellerynet.com/admin-api/profile/company/603128/8766e8c3.png","Abe Jewelry Co Ltd","Abe Jewelry Co Ltd","JAPAN","HKCEC","Hall 3FG","3G610","Diamond Jewellery : White, Wedding Jewellery : Wedding Bands, Wedding Jewellery : Engagement Jewellery","",""
"https://exhibitors.informamarkets-info.com/event/2026JGW/en-US/exhibitor/491902/abee-impex-ltd","https://jewellerynet.com/admin-api/profile/company/607124/logo/20251028153554A136.png","Abee Impex Ltd","Abee Impex Ltd","Hong Kong,S.A.R.,China","HKCEC","Hall 1A-E","1E719","Diamond Jewellery : White, Diamond Jewellery : Fancy Colour, Wedding Jewellery : Wedding Bands, Wedding Jewellery : Engagement Jewellery, Jewellery Watches : Diamond Watches,","Men Jewellery, Jewellery Watches : Watches w/ Coloured Gemstones, Jewellery Watches : Watches w/ Gold Cases","etc..."
"https://exhibitors.informamarkets-info.com/event/2026JGW/en-US/exhibitor/490138/abher%C3%AF---abheri-corp","https://jgw.exhibitions.jewellerynet.com/wp-content/uploads/2026/07/JGW-September_Exh_list_logo.png","AbHerï - Abheri Corp","AbHerï - Abheri Corp","JAPAN","HKCEC","Hall 3B-E Concourse","3M231","Diamond Jewellery : White, Coloured Gemstone Jewellery : Ruby Jewellery, Wedding Jewellery : Wedding Bands, Wedding Jewellery : Engagement Jewellery, Coloured Gemstone Jewellery : Sapphire Jewellery,","Plain Precious Metal Jewellery : Gold Jewellery : Others, Plain Precious Metal Jewellery : Gold Jewellery : Yellow, Plain Precious Metal Jewellery : Platinum Jewellery, Coloured Gemstone Jewellery : Emerald Jewellery, Pearl Jewellery : Cultured Saltwater : Akoya (J)","etc..."
"https://exhibitors.informamarkets-info.com/event/2026JGW/en-US/exhibitor/489113/abhinav-gems-co-ltd","https://jewellerynet.com/api/profile/company/606600/logo/20260331102404A613.png","Abhinav Gems Co Ltd","Abhinav Gems Co Ltd","JAPAN","AWE","Hall 11","11R13","Pearls : Cultured Saltwater : South Sea, Pearls : Cultured Saltwater : Akoya (J), Pearls : Cultured Saltwater : Tahitian","",""
"https://exhibitors.informamarkets-info.com/event/2026JGW/en-US/exhibitor/488983/able-jewelry-mfg-ltd","https://jgw.exhibitions.jewellerynet.com/wp-content/uploads/2026/07/JGW-September_Exh_list_logo.png","Able Jewelry Mfg Ltd","藝寶珠寶製造有限公司","Hong Kong,S.A.R.,China","HKCEC","Hall 1A-E","1B602","Diamond Jewellery : White, Coloured Gemstone Jewellery : Ruby Jewellery, Diamond Jewellery : Fancy Colour, Coloured Gemstone Jewellery : Others, Coloured Gemstone Jewellery : Sapphire Jewellery,","Wedding Jewellery : Wedding Bands, LGD Jewellery : Fancy Colour, LGD Jewellery : Gemstone, Coloured Gemstone Jewellery : Emerald Jewellery, Men Jewellery","etc..."
"https://exhibitors.informamarkets-info.com/event/2026JGW/en-US/exhibitor/490141/abouchar-sa","https://jgw.exhibitions.jewellerynet.com/wp-content/uploads/2026/07/JGW-September_Exh_list_logo.png","Abouchar SA","Abouchar SA","SWITZERLAND","AWE","Hall 7","7R32","Coloured Gemstones : Opal, Coloured Gemstones : Emerald, Coloured Gemstones : Garnet, Coloured Gemstones : Ruby, Coloured Gemstones : Sapphire,","Coloured Gemstones : Tourmaline, Coloured Gemstones : Others","etc..."
"https://exhibitors.informamarkets-info.com/event/2026JGW/en-US/exhibitor/489695/ace-jewelry-ltd","https://jewellerynet.com/admin-api/profile/company/603642/logo/20251028153924A137.png","ACE Jewelry Ltd","歐特爾珠寶有限公司","Hong Kong,S.A.R.,China","HKCEC","Hall 1A-E","1D330","Diamond Jewellery : White, Diamond Jewellery : Fancy Colour, Wedding Jewellery : Engagement Jewellery","",""
"https://exhibitors.informamarkets-info.com/event/2026JGW/en-US/exhibitor/490208/ach---co-hk-limited","https://jewellerynet.com/admin-api/profile/company/606540/73aa197a.png","ACH & Co HK Limited","ACH & Co HK Limited","Hong Kong,S.A.R.,China","HKCEC","Hall 5FG","5F702","Precious Metals : Silver, Silver Jewellery : Others, Silver Jewellery : Sterling Silver, Jewellery Findings : Chains, Jewellery Findings : Charms","",""
"https://exhibitors.informamarkets-info.com/event/2026JGW/en-US/exhibitor/489091/acpl-exports-pvt-ltd","https://jgw.exhibitions.jewellerynet.com/wp-content/uploads/2026/07/JGW-September_Exh_list_logo.png","ACPL Exports Pvt Ltd","ACPL Exports Pvt Ltd","INDIA","HKCEC","Hall 5FG","5F211","Jewellery Findings : Bails, Precious Metals : Silver, Jewellery Findings : Bracelet Blanks, Silver Jewellery : Sterling Silver, Jewellery Findings : Bead Caps,","Cones,  Tips, Jewellery Findings : Chains, Jewellery Findings : Charms, Jewellery Findings : Clasps, Jewellery Findings : Components, Jewellery Findings : End Bars,  End Caps,  Separator Bars","etc..."
"https://exhibitors.informamarkets-info.com/event/2026JGW/en-US/exhibitor/502496/adelisa","https://exhibitors.informamarkets-info.com/layout-fresh/assets/images/ads/2022JGW/2026JGW_empty.png","ADELISA","ADELISA","TÜRKİYE","HKCEC","Hall 3B-E","3C415","","",""
"https://exhibitors.informamarkets-info.com/event/2026JGW/en-US/exhibitor/489521/aditya-gems","https://jgw.exhibitions.jewellerynet.com/wp-content/uploads/2026/07/JGW-September_Exh_list_logo.png","Aditya Gems","Aditya Gems","INDIA","AWE","Hall 5","5B01","Diamonds : Fancy Colour : 1 ct. or above, Diamonds : White : 1 ct. or above, Diamonds : Fancy Colour : Below 1 ct., Diamonds : White : Below 1 ct.","",""
"https://exhibitors.informamarkets-info.com/event/2026JGW/en-US/exhibitor/489179/adiva-creation-limited","https://jgw.exhibitions.jewellerynet.com/wp-content/uploads/2026/07/JGW-September_Exh_list_logo.png","Adiva Creation Limited","Adiva Creation Limited","Hong Kong,S.A.R.,China","AWE","Hall 6","6K28","Coloured Gemstones : Emerald, Coloured Gemstones : Ruby, Coloured Gemstones : Sapphire","",""
"https://exhibitors.informamarkets-info.com/event/2026JGW/en-US/exhibitor/489987/adornet-jewels-co-ltd","https://jgw.exhibitions.jewellerynet.com/wp-content/uploads/2026/07/JGW-September_Exh_list_logo.png","Adornet Jewels Co Ltd","Adornet Jewels Co Ltd","THAILAND","HKCEC","Hall 3B-E","3C137","LGD Jewellery : Fancy Colour, LGD Jewellery : White, Packaging Materials : Jewellery/Watch Boxes, Packaging Materials : Tissue & Wrapping Paper, LGD Jewellery : Gemstone,","Packaging Materials : Cases/Boxes, Packaging Materials : Pouches, Packaging Materials : Ribbons/Bows, Packaging Materials : Totes & Bags","etc..."
"https://exhibitors.informamarkets-info.com/event/2026JGW/en-US/exhibitor/499075/adstar","https://jgw.exhibitions.jewellerynet.com/wp-content/uploads/2026/07/JGW-September_Exh_list_logo.png","ADstar","ADstar","KOREA","HKCEC","Hall 3B-E","3B418","Jewellery Findings : Bails, LGD Jewellery : Fancy Colour, LGD Jewellery : White, Jewellery Mountings : Gold, E&S : Finishing and Polishing Equipment,","Tools and Supplies, Precious Metals : Gold, Display Materials : Display Components, LGD Jewellery : Gemstone, Jewellery Processing Services : Polishing","etc..."
"https://exhibitors.informamarkets-info.com/event/2026JGW/en-US/exhibitor/491920/advan-jewelry-limited","https://jewellerynet.com/admin-api/profile/company/606146/61d08856.png","Advan Jewelry Limited","卓越珠宝有限公司","Hong Kong,S.A.R.,China","HKCEC","Hall 1A-E","1B512","Coloured Gemstone Jewellery : Ruby Jewellery, Coloured Gemstone Jewellery : Sapphire Jewellery, Precious Metals : Silver, Plain Precious Metal Jewellery : Gold Jewellery : White, Plain Precious Metal Jewellery : Gold Jewellery : Yellow,","Precious Metals : Gold","etc..."
"https://exhibitors.informamarkets-info.com/event/2026JGW/en-US/exhibitor/490447/advance-industrial","https://jgw.exhibitions.jewellerynet.com/wp-content/uploads/2026/07/JGW-September_Exh_list_logo.png","Advance Industrial","毅華實業","Hong Kong,S.A.R.,China","HKCEC","Hall 5C-E","5E617","","",""
"https://exhibitors.informamarkets-info.com/event/2026JGW/en-US/exhibitor/490264/advance-manufacturers-co-ltd","https://jewellerynet.com/admin-api/profile/company/604010/ea815ea6.jpg","Advance Manufacturers Co Ltd","Advance Manufacturers Co Ltd","THAILAND","HKCEC","Hall 5FG","5F101","Diamond Jewellery : White, Children Jewellery, Seasonal Jewellery, LGD Jewellery : White, Pearl Jewellery : Natural Freshwater : Round,","Pearl Jewellery : Natural Freshwater : Baroque, Plain Precious Metal Jewellery : Gold Jewellery : White, Silver Jewellery : Sterling Silver, Plain Precious Metal Jewellery : Gold Jewellery : Yellow, Men Jewellery","etc..."
"https://exhibitors.informamarkets-info.com/event/2026JGW/en-US/exhibitor/489509/afri-gems","https://jgw.exhibitions.jewellerynet.com/wp-content/uploads/2026/07/JGW-September_Exh_list_logo.png","Afri Gems","Afri Gems","GERMANY","AWE","Hall 8","8E18","Coloured Gemstones : Garnet, Coloured Gemstones : Ruby, Coloured Gemstones : Sapphire, Coloured Gemstones : Tourmaline, Coloured Gemstones : Others","",""
"https://exhibitors.informamarkets-info.com/event/2026JGW/en-US/exhibitor/498037/afuhi-jewelry-(hk)-limited","https://jgw.exhibitions.jewellerynet.com/wp-content/uploads/2026/07/JGW-September_Exh_list_logo.png","Afuhi Jewelry (HK) Limited","Afuhi Jewelry (HK) Limited","Hong Kong,S.A.R.,China","HKCEC","Hall 3B-E","3E618","Diamond Jewellery : White, LGD Jewellery : White","",""
"https://exhibitors.informamarkets-info.com/event/2026JGW/en-US/exhibitor/489735/ag-gems-pvt-ltd","https://jgw.exhibitions.jewellerynet.com/wp-content/uploads/2026/07/JGW-September_Exh_list_logo.png","AG Gems Pvt Ltd","AG Gems Pvt Ltd","INDIA","AWE","Hall 3","3B27","Coloured Gemstones : Garnet, Coloured Gemstones : Tourmaline, Coloured Gemstones : Others","",""
"https://exhibitors.informamarkets-info.com/event/2026JGW/en-US/exhibitor/488739/ag-point-co-ltd","https://jgw.exhibitions.jewellerynet.com/wp-content/uploads/2026/07/JGW-September_Exh_list_logo.png","Ag Point Co Ltd","Ag Point Co Ltd","JAPAN","HKCEC","Hall 3FG","3G732","Diamond Jewellery : White, Precious Metals : Silver, Pearl Jewellery : Natural Saltwater : Akoya, Plain Precious Metal Jewellery : Gold Jewellery : Yellow, Silver Jewellery : Sterling Silver,","Precious Metals : Gold, Pearl Jewellery : Cultured Saltwater : Akoya (J)","etc..."
"https://exhibitors.informamarkets-info.com/event/2026JGW/en-US/exhibitor/489015/agra-products-pvt-ltd","https://jgw.exhibitions.jewellerynet.com/wp-content/uploads/2026/07/JGW-September_Exh_list_logo.png","Agra Products Pvt Ltd","Agra Products Pvt Ltd","INDIA","HKCEC","Hall 5FG","5F118","Antique & Vintage : Antique Jewellery, Children Jewellery, Wedding Jewellery : Wedding Bands, LGD Jewellery : White, Silver Jewellery : Sterling Silver,","E&S : Chain-making Machines and Supplies, Jewellery Findings : Chains, Men Jewellery, Jewellery Findings : Components, Jewellery Processing Services : Refining","etc..."
"https://exhibitors.informamarkets-info.com/event/2026JGW/en-US/exhibitor/488936/aigs-lab-co-ltd","https://jgw.exhibitions.jewellerynet.com/wp-content/uploads/2026/07/JGW-September_Exh_list_logo.png","AIGS Lab Co Ltd","宝石鉴定所","THAILAND","AWE","Hall 8","8B00","Coloured Gemstones : Ruby, Coloured Gemstones : Sapphire","",""
"https://exhibitors.informamarkets-info.com/event/2026JGW/en-US/exhibitor/498022/aiyune-jewelry-co-ltd","https://jgw.exhibitions.jewellerynet.com/wp-content/uploads/2026/07/JGW-September_Exh_list_logo.png","Aiyune Jewelry Co Ltd","广州爱韵珠宝有限公司","CHINA","HKCEC","Hall 5FG","5F243","Coloured Gemstone Jewellery : Garnet Jewellery, Diamond Jewellery : White, 3D Printed Jewellery, Coloured Gemstone Jewellery : Tourmaline Jewellery, Coloured Gemstone Jewellery : Others,","Synthetic Gemstone Jewellery, Silver Jewellery : Others, Silver Jewellery : Sterling Silver, Diamond/ Coloured Gemstone Simulants Jewellery, Plain Precious Metal Jewellery : Platinum Jewellery","etc..."
"https://exhibitors.informamarkets-info.com/event/2026JGW/en-US/exhibitor/488679/aj-collection-co-ltd","https://jgw.exhibitions.jewellerynet.com/wp-content/uploads/2026/07/JGW-September_Exh_list_logo.png","AJ Collection Co Ltd","AJ Collection Co Ltd","JAPAN","HKCEC","Hall 3FG","3G741","Diamond Jewellery : Fancy Colour, Coloured Gemstone Jewellery : Ruby Jewellery, Diamond Jewellery : White, Coloured Gemstone Jewellery : Tourmaline Jewellery, Coloured Gemstone Jewellery : Sapphire Jewellery","",""
"https://exhibitors.informamarkets-info.com/event/2026JGW/en-US/exhibitor/488567/ajal-(hk)-limited","https://jgw.exhibitions.jewellerynet.com/wp-content/uploads/2026/07/JGW-September_Exh_list_logo.png","AJAL (HK) Limited","AJAL (HK) Limited","Hong Kong,S.A.R.,China","HKCEC","Hall 1A-E","1D533","Diamond Jewellery : White","",""
