"item href","cover src","title","desc 2","desc 4","desc 6"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=12984&menuId=335","https://h5.chinainternationalbeauty.com/profile/upload/2022/08/26/34268f90529de236eb03a95ff7c768b5.jpg","广州市白云区三元里尔坚化妆品商行","Professional beauty","Nail Products","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=12986&menuId=335","https://h5.chinainternationalbeauty.com/App/h5/static/icon/logo.png","广州市中源世纪健康管理有限公司","Professional beauty","Medical cosmetology","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=12987&menuId=335","https://h5.chinainternationalbeauty.com/App/h5/static/icon/logo.png","深圳市源能电器有限公司","Retail beauty","other","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=12988&menuId=335","https://h5.chinainternationalbeauty.com/profile/upload/2022/08/16/a9c9742227c5af97fa3041f4ec8ef704.png","深圳市大剑哥科技有限公司","Retail beauty","Makeup Tools & Accessories","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=12990&menuId=335","https://h5.chinainternationalbeauty.com/App/h5/static/icon/logo.png","Harbin Meizijian Food Technology Co.,Ltd.","Supply chain","Health Supplement OEM/ODM","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=12991&menuId=335","https://h5.chinainternationalbeauty.coma3c124fd47.png/","Liangdang Qinxiangyi Rose Biotechnology Co.,Ltd","Supply chain","Color Cosmetics/Fragrance OEM/ODM","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=12992&menuId=335","https://h5.chinainternationalbeauty.com/profile/upload/2022/08/08/5d1431be61f2756423506e2e38b9323c.jpg","Grandone Packaging Technology (Danyang) Co.,Ltd.","Supply chain","Packaging Machinery,Filling Machines","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=12993&menuId=335","https://h5.chinainternationalbeauty.com/App/h5/static/icon/logo.png","西安金芳名妆贸易有限公司","Retail beauty","Personal Care,Color Cosmetics","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=12994&menuId=335","https://h5.chinainternationalbeauty.com/profile/upload/2022/08/19/c4fdbbbe915b8dea402a1e642eefaab2.png","Ruijiete Trading (Shanghai) Co.,Ltd","Professional beauty","Skin care","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=12996&menuId=335","https://h5.chinainternationalbeauty.com/profile/upload/2023/05/11/904598298d64ed49ea78e311c56174fd.jpg","Lotus International Co.,Ltd","Professional beauty","Wellness","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=12997&menuId=335","https://h5.chinainternationalbeauty.com/App/h5/static/icon/logo.png","苏州纤泽美恩生物科技有限公司","Professional beauty","Skin care","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=12998&menuId=335","https://h5.chinainternationalbeauty.com/profile/upload/2022/08/17/0bd0737b655945ef58593689fc60b759.png","东莞市皓乐科技有限公司","Retail beauty","Oral Care","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=12999&menuId=335","https://h5.chinainternationalbeauty.com/App/h5/static/icon/logo.png","Shenzhen Leyou Technology Co.,LTD","Retail beauty","other","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13000&menuId=335","https://h5.chinainternationalbeauty.com/App/h5/static/icon/logo.png","金好康（上海）生物医药技术有限公司","Professional beauty","other","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13001&menuId=335","https://h5.chinainternationalbeauty.com/App/h5/static/icon/logo.png","广州韩涩粉扑有限公司","Retail beauty","Makeup Tools & Accessories","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13002&menuId=335","https://h5.chinainternationalbeauty.comdbffcda25dcc8daee20ec879114657.jpg/","Foshan Youwei Technology Co.,Ltd.","Supply chain","General Merchandise OEM/ODM,Nail Product OEM/ODM","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13003&menuId=335","https://h5.chinainternationalbeauty.com/App/h5/static/icon/logo.png","正心仁德（深圳）医疗连锁有限公司","Professional beauty","Wellness","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13004&menuId=335","https://h5.chinainternationalbeauty.com/profile/upload/2023/06/05/1cc27580793b8c70f8c99693da68222d.png","Hunan Amethyst Huikang Biomedical Group Co.,LTD","Supply chain","Toiletries & Laundry Product OEM/ODM,Skin Care/Mask OEM/ODM,Health Supplement OEM/ODM","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13005&menuId=335","https://h5.chinainternationalbeauty.com/profile/upload/2023/03/16/3014fbff282da9ff9a5ee7af2d7f58ad.jpg","北京倬妍思雯科技有限公司","Professional beauty","Skin care","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13006&menuId=335","https://h5.chinainternationalbeauty.com/App/h5/static/icon/logo.png","杭州创诚美业有限公司","Professional beauty","Nail Products","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13007&menuId=335","https://h5.chinainternationalbeauty.com/profile/upload/2022/08/09/3dc749d17f9d16d98a2dea097550dae9.jpg","深圳市途拉科技有限公司","Retail beauty","other","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13009&menuId=335","https://h5.chinainternationalbeauty.com/App/h5/static/icon/logo.png","广州市森岚纸制品印刷有限公司","Supply chain","Outer Packaging & Graphic Design","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13010&menuId=335","https://h5.chinainternationalbeauty.comd3eebdd25c15c8288354.jpg/","广州市蓝莓光电技术有限公司","Professional beauty","other","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13011&menuId=335","https://h5.chinainternationalbeauty.com/App/h5/static/icon/logo.png","Guangdong Jiuaitang Traditional Chinese Medicine limited company","Professional beauty","Wellness","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13012&menuId=335","https://h5.chinainternationalbeauty.com/profile/upload/2022/08/16/75522f1c745a83a2da1486a240046cd7.jpg","广东精彩岭南本草科技有限公司","Supply chain","Raw Materials","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13013&menuId=335","https://h5.chinainternationalbeauty.com/App/h5/static/icon/logo.png","亿柏（河北）新材料科技有限公司","Supply chain","Raw Materials","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13014&menuId=335","https://h5.chinainternationalbeauty.com2fd.png/","广州信如实业有限公司","Supply chain","Toiletries & Laundry Product OEM/ODM,Skin Care/Mask OEM/ODM","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13015&menuId=335","https://h5.chinainternationalbeauty.com/profile/upload/2022/08/19/35ff253fb5be57ed7aed3ea7126b8a07.png","广东微研生物科技有限公司","Professional beauty","Skin care","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13016&menuId=335","https://h5.chinainternationalbeauty.com/profile/upload/2022/08/17/6067c285fb2432ff42e798cc7c1a6b66.jpg","Huizhou Bliss Commodity Co.,Ltd.","Retail beauty","other","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13017&menuId=335","https://h5.chinainternationalbeauty.com/App/h5/static/icon/logo.png","上海茹彼光电科技有限公司","Professional beauty","Medical cosmetology","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13018&menuId=335","https://h5.chinainternationalbeauty.com/App/h5/static/icon/logo.png","悦一美（广州）科技有限公司","Professional beauty","Professional Beauty Equipment","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13019&menuId=335","https://h5.chinainternationalbeauty.com/App/h5/static/icon/logo.png","Guangzhou Meidaixi Biotechnology Co.,Ltd.","Professional beauty","Skin care,Slimming","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13020&menuId=335","https://h5.chinainternationalbeauty.com/App/h5/static/icon/logo.png","广州市普瑞技术有限公司","Professional beauty","Professional Beauty Equipment","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13021&menuId=335","https://h5.chinainternationalbeauty.com/profile/upload/2022/08/19/5b60c0ba56c82d23f35c3e727365d466.png","智美生物科技（深圳）有限公司","Professional beauty","Skin care","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13022&menuId=335","https://h5.chinainternationalbeauty.com/profile/upload/2022/08/26/3dd75805aa4b1a970c341a4e8f9f6778.png","陕西佰傲再生医学有限公司","Supply chain","Skin Care/Mask OEM/ODM,Toiletries & Laundry Product OEM/ODM,Material Supply + OEM/ODM","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13023&menuId=335","https://h5.chinainternationalbeauty.com/App/h5/static/icon/logo.png","安徽康弘医疗器械股份有限公司","Retail beauty","Makeup Tools & Accessories","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13024&menuId=335","https://h5.chinainternationalbeauty.com/App/h5/static/icon/logo.png","北京粉红丝带国际文化发展中心","Professional beauty","other","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13025&menuId=335","https://h5.chinainternationalbeauty.com/App/h5/static/icon/logo.png","北京希遇商贸有限公司","Professional beauty","Wellness","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13026&menuId=335","https://h5.chinainternationalbeauty.com/App/h5/static/icon/logo.png","江西速健药业有限公司","Supply chain","Toiletries & Laundry Product OEM/ODM,Skin Care/Mask OEM/ODM,Baby Care Product OEM/ODM","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13027&menuId=335","https://h5.chinainternationalbeauty.com/App/h5/static/icon/logo.png","FOSHAN MEIYIXIN TECH CO.,LTD","Retail beauty","other","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13028&menuId=335","https://h5.chinainternationalbeauty.com/profile/upload/2023/03/02/1934ee0615eace6ce6343ef1d161c9b0.jpg","美颜秘笈（广东）化妆品研究开发有限公司","Retail beauty","Personal Care,Color Cosmetics","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13029&menuId=335","https://h5.chinainternationalbeauty.com/App/h5/static/icon/logo.png","CHANGSHA JINGGONG PACKAGING MACHINERY CO.,LTD","Supply chain","Filling Machines","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13030&menuId=335","https://h5.chinainternationalbeauty.com/App/h5/static/icon/logo.png","广州美蓝尔化妆品有限公司","Professional beauty","Medical cosmetology,Skin care","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13031&menuId=335","https://h5.chinainternationalbeauty.com/profile/upload/2022/08/06/2fa6cbb03f8233f68d80329de83b1653.jpg","辽宁益草慧健康管理集团有限公司","Professional beauty","Wellness","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13032&menuId=335","https://h5.chinainternationalbeauty.com/profile/upload/2022/08/16/e9369062cfb7ca32b3fc589f35289bb4.png","佛山市万盈化妆品有限公司","Retail beauty","Personal Care,Facial Masks","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13034&menuId=335","https://h5.chinainternationalbeauty.com/App/h5/static/icon/logo.png","Guangzhou Xinlong Packaging Technology Co.,Ltd","Professional beauty","Nail Products","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13035&menuId=335","https://h5.chinainternationalbeauty.com5ce8c5124c4838dcb0ff390ae.jpg/","JINHUA FENGSHUO TOILETRIES CO.,LTD","Retail beauty","Makeup Tools & Accessories","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13036&menuId=335","https://h5.chinainternationalbeauty.com/profile/upload/2022/08/17/ea6952d1eadc18c5a4f0d0f55c857300.jpg","乐康嘉润生物医药科技（杭州）有限公司","Professional beauty","Medical cosmetology","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13037&menuId=335","https://h5.chinainternationalbeauty.com/profile/upload/2022/08/11/6fafb5274f17c24cdbb438cbde0bd6fe.png","广州市金栢丽保健品有限公司","Professional beauty","Wellness,Skin care,Hair Care Products","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13038&menuId=335","https://h5.chinainternationalbeauty.com/App/h5/static/icon/logo.png","天津炫彩工艺品有限公司","Professional beauty","Nail Products","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13039&menuId=335","https://h5.chinainternationalbeauty.com/App/h5/static/icon/logo.png","湖北千年艾养生服务有限公司","Professional beauty","Wellness","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13040&menuId=335","https://h5.chinainternationalbeauty.com85255a79aa3901318c3.png/","恩玺湖北医疗器械有限公司","Professional beauty","Medical cosmetology","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13041&menuId=335","https://h5.chinainternationalbeauty.com/profile/upload/2022/08/30/c59e85fc0037b5f1797c8e50ea33664d.jpg","北京明格美医疗技术有限公司","Professional beauty","Professional Beauty Equipment","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13042&menuId=335","https://h5.chinainternationalbeauty.com/App/h5/static/icon/logo.png","西安黑马乳业有限公司","Professional beauty","Wellness","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13043&menuId=335","https://h5.chinainternationalbeauty.com/App/h5/static/icon/logo.png","Shenzhen Jiefeng Environmental Protection Equipment Co.,Ltd.","Supply chain","Purification Systems","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13044&menuId=335","https://h5.chinainternationalbeauty.com/App/h5/static/icon/logo.png","京宇跃（北京）生物科技有限公司","Professional beauty","Skin care","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13045&menuId=335","https://h5.chinainternationalbeauty.com/profile/upload/2022/08/16/c03fdd339aeda2f8519604bedc80009a.jpg","广东艾慕生物科技有限公司","Supply chain","Skin Care/Mask OEM/ODM,Oral Care Product OEM/ODM","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13046&menuId=335","https://h5.chinainternationalbeauty.com/profile/upload/2023/03/06/2a755ba82a42b771f68aa77fa32f53f6.jpg","广州市晨曦健康产业科技有限公司","Professional beauty","Underwear","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13049&menuId=335","https://h5.chinainternationalbeauty.com/App/h5/static/icon/logo.png","黑龙江宗道堂文化交流有限公司","Professional beauty","Slimming","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13050&menuId=335","https://h5.chinainternationalbeauty.com/App/h5/static/icon/logo.png","Guangzhou Yiyuan Investment Consulting Co.,Ltd.","Professional beauty","Professional Beauty Equipment","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13051&menuId=335","https://h5.chinainternationalbeauty.com/profile/upload/2022/08/19/645dbebeff65db1e147b85209a8313c1.png","Hongmai Information Technology (Guangzhou) Co.,Ltd","Professional beauty","Medical cosmetology","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13053&menuId=335","https://h5.chinainternationalbeauty.com/profile/upload/2022/08/19/a505d30bd0b19d9f15fdd4c0a7822d06.png","南京泓图人工智能技术研究院有限公司","Professional beauty","Professional Beauty Equipment","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13054&menuId=335","https://h5.chinainternationalbeauty.com/profile/upload/2022/08/11/eaecce2d698a35b2c6a3c6e4405ea559.png","广州美钥康生物科技有限公司","Professional beauty","Skin care","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13055&menuId=335","https://h5.chinainternationalbeauty.com/profile/upload/2022/08/26/3f077909d540d358099a895d3bffca2a.png","Lingkou(shanghai) Biotechnology Co.,Ltd","Retail beauty","Personal Care","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13056&menuId=335","https://h5.chinainternationalbeauty.com/profile/upload/2022/08/26/ba84ec3ed6567fd28d010ad0771354d0.jpg","Guangzhou RONIKI Beauty Supplies Co.，Ltd","Professional beauty","Nail Products","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13057&menuId=335","https://h5.chinainternationalbeauty.com/App/h5/static/icon/logo.png","ANCORS（SHANGHAI）COSMETICS CO.,LTD.","Supply chain","Skin Care/Mask OEM/ODM","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13058&menuId=335","https://h5.chinainternationalbeauty.coma301dca3a4c2c051.png/","杭州傲兰科技有限公司","Retail beauty","Perfume","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13059&menuId=335","https://h5.chinainternationalbeauty.com/App/h5/static/icon/logo.png","丝艾特（广州）医疗科技有限公司","Professional beauty","Skin care,Make-up","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13060&menuId=335","https://h5.chinainternationalbeauty.com/App/h5/static/icon/logo.png","YANGZHOU CHENHUA NEW MATERIAL CO.,LTD","Professional beauty","other","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13061&menuId=335","https://h5.chinainternationalbeauty.com/profile/upload/2022/08/26/f11b6fef73e6f54a22b5a9076342ac0b.png","GUANGZHOU FERRNYCO COSMETICS FACTORY","Professional beauty","Nail Products","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13062&menuId=335","https://h5.chinainternationalbeauty.com/App/h5/static/icon/logo.png","厦门狄耐克智能科技股份有限公司","Professional beauty","Medical cosmetology,Wellness","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13063&menuId=335","https://h5.chinainternationalbeauty.com/profile/upload/2022/08/26/622d36698fd03834b0014a2ce832965d.png","健码制药（广东）有限公司","Supply chain","Health Supplement OEM/ODM","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13064&menuId=335","https://h5.chinainternationalbeauty.com/profile/upload/2022/08/19/463399fcee83d020c19436e089bf4927.png","Beijing Yuwei Laser Technology Co., Ltd.","Professional beauty","Professional Beauty Equipment","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13065&menuId=335","https://h5.chinainternationalbeauty.com/profile/upload/2022/08/26/b54d958e5c03fe28d02a7bbf500fa43c.png","广州市美策化妆用具有限公司","Retail beauty","Makeup Tools & Accessories","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13066&menuId=335","https://h5.chinainternationalbeauty.com/profile/upload/2022/08/17/3a6fd9f75868467774b5dfb5d7e9df30.png","BPC Holdings Company Limited","Retail beauty","Personal Care,Facial Masks","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13067&menuId=335","https://h5.chinainternationalbeauty.com/profile/upload/2023/05/11/92619ff7b2a25497d3fda7bc3041d0f1.jpg","深圳市德壹医疗科技有限公司","Professional beauty","Professional Beauty Equipment","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13068&menuId=335","https://h5.chinainternationalbeauty.com/profile/upload/2022/08/17/395959b9bac84e4d8d8676bf3f454b62.png","LEZIM TECHNOLOGY (shenzhen)  CO.,LIMITED","Retail beauty","Personal Care","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13069&menuId=335","https://h5.chinainternationalbeauty.com/profile/upload/2022/08/30/54735934c9cbff5647ca35f7585b5039.png","初美人（北京）企业管理咨询有限公司","Retail beauty Solutions","Multi-brand Store Design / Chain Store Design / Display Cabinets,Franchise Chain / Mono-brand Stores / Turnkey Store Solutions / Retail-Service Integrated Model / Management & Support Services","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13070&menuId=335","https://h5.chinainternationalbeauty.com/profile/upload/2023/03/03/f23d100ad1f3ccaeca969e5300821c82.png","Ijen (Dongguan) Paper Products Co Ltd","Supply chain","Outer Packaging & Graphic Design","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13071&menuId=335","https://h5.chinainternationalbeauty.com/App/h5/static/icon/logo.png","广州隆洁日用品有限公司","Supply chain","other","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13072&menuId=335","https://h5.chinainternationalbeauty.com/profile/upload/2022/08/27/70edf5886b03ecf3f01668baf2802448.jpg","广州市白云区靓丽化妆品厂","Professional beauty","Wellness","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13073&menuId=335","https://h5.chinainternationalbeauty.com/profile/upload/2022/08/19/3b18e18021b3d9dc0d28f20c6e9b7dae.png","广东亿云付科技有限公司","Professional beauty","Professional Beauty Equipment","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13074&menuId=335","https://h5.chinainternationalbeauty.com/profile/upload/2022/08/17/9009bad231c0d1b51f4529ae6603068f.png","广东汇乐实业有限公司","Supply chain","Toiletries & Laundry Product OEM/ODM","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13075&menuId=335","https://h5.chinainternationalbeauty.com/App/h5/static/icon/logo.png","深圳市凯顺新成科技有限公司","Professional beauty","Professional Beauty Equipment","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13076&menuId=335","https://h5.chinainternationalbeauty.com/profile/upload/2022/08/17/4d69e649ecd930dd2365dd976f652874.png","吉林省尚氏企业管理咨询有限公司","Professional beauty","other","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13077&menuId=335","https://h5.chinainternationalbeauty.com/App/h5/static/icon/logo.png","珠海市科美生物科技有限公司","Professional beauty","Skin care","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13078&menuId=335","https://h5.chinainternationalbeauty.com/App/h5/static/icon/logo.png","西藏艾加互动文化传媒有限公司","Professional beauty","other","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13079&menuId=335","https://h5.chinainternationalbeauty.com/profile/upload/2023/03/01/ae872ac9a4752248dc8d5536e959d101.png","GUANGZHOU CITY KOREE COSMETICS CO.,LTD","Supply chain","Toiletries & Laundry Product OEM/ODM,Baby Care Product OEM/ODM","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13080&menuId=335","https://h5.chinainternationalbeauty.com/profile/upload/2023/05/24/0677afa1e3216871c1f86b6f583e6cd8.jpg","广州清妃医疗设备有限公司","Professional beauty","Professional Beauty Equipment","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13081&menuId=335","https://h5.chinainternationalbeauty.com/App/h5/static/icon/logo.png","常德市一诺生物医药有限公司","Professional beauty","Skin care,Medical cosmetology","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13082&menuId=335","https://h5.chinainternationalbeauty.com/App/h5/static/icon/logo.png","安徽隐克医疗企业管理有限公司","Professional beauty","Skin care","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13083&menuId=335","https://h5.chinainternationalbeauty.com/profile/upload/2022/08/17/f7bd1d163ec77b0d71c3b3a88b87e4ef.png","防城港郝氏康道堂商贸有限公司","Professional beauty","Wellness","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13084&menuId=335","https://h5.chinainternationalbeauty.com/App/h5/static/icon/logo.png","深圳市玖玖营销科技有限公司","Professional beauty","Wellness","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13085&menuId=335","https://h5.chinainternationalbeauty.com/App/h5/static/icon/logo.png","Beijing Puuieyin Bio-chromatographic Technology Co.,Ltd.","Professional beauty","other","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13086&menuId=335","https://h5.chinainternationalbeauty.com/App/h5/static/icon/logo.png","都江堰市琥珀家庭农场","Retail beauty","Personal Care","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13087&menuId=335","https://h5.chinainternationalbeauty.com/profile/upload/2022/08/30/545a621d16886cf95fec8fcdeb85894a.png","郑州三诺激光科技有限公司","Professional beauty","Professional Beauty Equipment","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13088&menuId=335","https://h5.chinainternationalbeauty.com/App/h5/static/icon/logo.png","印客（佛山）包装科技有限公司","Professional beauty","other","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13089&menuId=335","https://h5.chinainternationalbeauty.com/App/h5/static/icon/logo.png","Pingdu RunMin Arts&Crafts Products Company","Professional beauty","Nail Products","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13090&menuId=335","https://h5.chinainternationalbeauty.com/App/h5/static/icon/logo.png","GUANGDONG GUFANG TRADITIONAL CHINESE MEDICINE TECHNOLOGY CO.,LTD","Professional beauty","Wellness","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13091&menuId=335","https://h5.chinainternationalbeauty.com/App/h5/static/icon/logo.png","鸿邮包装（常州）有限公司","Supply chain","Outer Packaging & Graphic Design","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13092&menuId=335","https://h5.chinainternationalbeauty.com/App/h5/static/icon/logo.png","泰缇凯化妆品有限公司","Professional beauty","other","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13093&menuId=335","https://h5.chinainternationalbeauty.com/App/h5/static/icon/logo.png","广东玖玖米歌新材料科技有限公司","Professional beauty","other","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13094&menuId=335","https://h5.chinainternationalbeauty.com/App/h5/static/icon/logo.png","深圳蜜爱西医妇科诊所","Professional beauty","other","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13096&menuId=335","https://h5.chinainternationalbeauty.com/profile/upload/2022/08/19/8d65ecb60fc4f092d98c2da1019ce149.png","Breju (JiangSu) Medical Technology Co.,Ltd","Professional beauty","Make-up,Skin care,Medical cosmetology,Anti-aging","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13097&menuId=335","https://h5.chinainternationalbeauty.com/App/h5/static/icon/logo.png","贵阳市沙玛药业有限公司","Professional beauty","Wellness","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13098&menuId=335","https://h5.chinainternationalbeauty.com/App/h5/static/icon/logo.png","Tongze(Hunan) Medical Technology Co.,LTD","Professional beauty","other","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13099&menuId=335","https://h5.chinainternationalbeauty.com/profile/upload/2023/03/01/eac8b0a5b9770453068d19b55ca80431.jpg","广州丽馨医药科技有限公司","Professional beauty","Skin care","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13100&menuId=335","https://h5.chinainternationalbeauty.com/App/h5/static/icon/logo.png","广州市琪骥美化妆品有限公司","Retail beauty","Perfume","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13101&menuId=335","https://h5.chinainternationalbeauty.com/App/h5/static/icon/logo.png","吉林省橙心电子商务有限公司","Retail beauty","other","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13102&menuId=335","https://h5.chinainternationalbeauty.com/profile/upload/2023/03/02/c8c7b08f6a4d5455759ab820adfbe93c.png","Shenzhen Melinda Biotechnology Co.,Ltd","Professional beauty","Skin care","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13103&menuId=335","https://h5.chinainternationalbeauty.com/profile/upload/2022/08/26/9702ccfbfbfe049d236c3a24b0646f50.png","广州莱倩化妆品有限公司","Retail beauty","Color Cosmetics","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13104&menuId=335","https://h5.chinainternationalbeauty.com/profile/upload/2022/08/19/916bbd245d3132eaab3cdeeb8f2f6738.png","安徽众臣医疗科技有限公司","Professional beauty","Medical cosmetology","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13105&menuId=335","https://h5.chinainternationalbeauty.com/App/h5/static/icon/logo.png","广州酷思化妆品有限公司","Professional beauty","Nail Products","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13106&menuId=335","https://h5.chinainternationalbeauty.com/App/h5/static/icon/logo.png","中山睿康医疗科技有限公司","Professional beauty","Medical cosmetology","No"
"https://en.chinainternationalbeauty.com/exhibitor/detail?id=13107&menuId=335","https://h5.chinainternationalbeauty.com/App/h5/static/icon/logo.png","深圳市俪人生物科技有限公司","Professional beauty","Skin care","No"
