"tablescraper-selected-row","tablescraper-selected-row 2","shenzhen","tablescraper-selected-row 3","shopUrl href","shopUrl src"
"Hangzhou Invertin Biopharma Co., Ltd","7F17","China Mainland","Natural Supply","https://www.pharmasources.com/company-home/hangzhou-invertin-biopharma-co-ltd-userId-147464.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Hangzhou Johncan Mushroom Bio-technology Co.,LTD","7D35","China Mainland","Natural Supply","https://www.pharmasources.com/company-home/hangzhou-johncan-mushroom-bio-technology-userId-140707.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Haohong (Qihe) Pharmaceutical Technology Co., Ltd.","9H89","China Mainland","Pharma Ingredients","https://www.pharmasources.com/company-home/haohong-qihe-pharmaceutical-technology-c-userId-147122.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Haotai Health Jisheng (Jilin) Biotechnology Co., Ltd","7C39","China Mainland","Beauty & Cosmetics Supply Chain","https://www.pharmasources.com/company-home/haotai-health-jisheng-jilin-biotechnolog-userId-148311.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"ChemExpress","9I33","China Mainland","AI Tech & Contract Service","https://www.pharmasources.com/company-home/chemexpress-userId-146619.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Hefei Fushan Yuansheng Biotechnology Co., LTD","7D60","China Mainland","Natural Supply","https://www.pharmasources.com/company-home/hefei-fushan-yuansheng-biotechnology-co--userId-157470.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Hefei Lifeon Pharmaceutical Co., Ltd.","9H96","China Mainland","Pharma Ingredients","https://www.pharmasources.com/company-home/hefei-lifeon-pharmaceutical-co-ltd-userId-146758.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"HEBEI CHANGHAO BIOTECHNOLOGY CO., LTD","9M11","China Mainland","Pharma Ingredients","https://www.pharmasources.com/company-home/hebei-changhao-biotechnology-co-ltd-userId-140720.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Hebei Granray Bioproducts CO.,LTD.","9H79","China Mainland","Pharma Ingredients","https://www.pharmasources.com/company-home/hebei-granray-bioproducts-coltd-userId-141879.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"HEBEI SUNCO BIOTECH CO., LTD.","9C65","China Mainland","Pharma Ingredients","https://www.pharmasources.com/company-home/hebei-sunco-biotech-co-ltd-userId-144953.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Hebei Huaheng Biological Technology Co., Ltd.","9A75","China Mainland","Pharma Ingredients","https://www.pharmasources.com/company-home/hebei-huaheng-biological-technology-co-l-userId-140667.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"HEBEI HUAYANG BIOLOGICAL TECHNOLOGY CO., LTD","9G88","China Mainland","Pharma Ingredients","https://www.pharmasources.com/company-home/hebei-huayang-biological-technology-co-l-userId-139983.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Hebei LiWellso Biotech Co Limited","7F18","China Mainland","Natural Supply","https://www.pharmasources.com/company-home/hebei-liwellso-biotech-co-limited-userId-146243.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Hebei Meishen Technology Co., Ltd","9J17","China Mainland","Pharma Ingredients","https://www.pharmasources.com/company-home/hebei-meishen-technology-co-ltd-userId-146237.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Hebei Summedchenm Co.,Ltd","9D96","China Mainland","Pharma Ingredients","https://www.pharmasources.com/company-home/hebei-summedchenm-coltd-userId-142677.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Hebei First Rubber Medical Technology Co., Ltd.","7B20","China Mainland","Beauty & Cosmetics Supply Chain","https://www.pharmasources.com/company-home/hebei-first-rubber-medical-technology-co-userId-141915.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Hebei Xinranyu Pharmaceutical Co., Ltd","9A55","China Mainland","Pharma Ingredients","https://www.pharmasources.com/company-home/hebei-xinranyu-pharmaceutical-co-ltd-userId-156692.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Hebei ZhouZyme Biotechnology Co.,LTD","7F65","China Mainland","Natural Supply","https://www.pharmasources.com/company-home/hebei-zhouzyme-biotechnology-coltd-userId-146747.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Henan Dongtai Pharm Co., Ltd.","9H88","China Mainland","Pharma Ingredients","https://www.pharmasources.com/company-home/henan-dongtai-pharm-co-ltd-userId-146516.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Healthy (Henan) Biotech Co., Ltd","9I62","China Mainland","Pharma Excipients","https://www.pharmasources.com/company-home/healthy-henan-biotech-co-ltd-userId-145388.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"HENAN LIWEI BIOLOGICAL PHARMACEUTICAL CO., LTD","9I76","China Mainland","Pharma Excipients","https://www.pharmasources.com/company-home/henan-liwei-biological-pharmaceutical-co-userId-146643.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Henan Pengfei New Materials Co., Ltd.","9H70","China Mainland","Pharma Excipients","https://www.pharmasources.com/company-home/henan-pengfei-new-materials-co-ltd-userId-146666.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Henan Purui Pharmaceutical Co., Ltd.","9J98","China Mainland","Pharma Ingredients","https://www.pharmasources.com/company-home/henan-purui-pharmaceutical-co-ltd-userId-140507.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Henan Realmus Healthy Food Co., Ltd.","7E65","China Mainland","Natural Supply","https://www.pharmasources.com/company-home/henan-realmus-healthy-food-co-ltd-userId-143357.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Henan Weichuang Bio-tech Co., Ltd","7E27","China Mainland","Natural Supply","https://www.pharmasources.com/company-home/henan-weichuang-bio-tech-co-ltd-userId-156845.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"HS Nutra Co., Ltd.","7H11","China Mainland","Natural Supply","https://www.pharmasources.com/company-home/hs-nutra-co-ltd-userId-140400.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"HUBEI BAOSHENGDE PHARMACEUTICAL CO.,LTD","9E89","China Mainland","Pharma Ingredients","https://www.pharmasources.com/company-home/hubei-baoshengde-pharmaceutical-coltd-userId-145656.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"HUBEI TRUEVITA PHARMACEUTICAL CO., LTD","9J89","China Mainland","Pharma Ingredients","https://www.pharmasources.com/company-home/hubei-truevita-pharmaceutical-co-ltd-userId-145233.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"HUBEI GUANGJI PHARMACEUTICAL CO., LTD","9C67","China Mainland","Pharma Ingredients","https://www.pharmasources.com/company-home/hubei-guangji-pharmaceutical-co-ltd-userId-139768.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Hubei HONCH Pharmaceutical Co., Ltd.","9G98","China Mainland","Pharma Ingredients","https://www.pharmasources.com/company-home/hubei-honch-pharmaceutical-co-ltd-userId-140937.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"HUBEI LONGXIANG PHARMACEUTICAL TECH.CO.,LTD.","9E65","China Mainland","Pharma Ingredients","https://www.pharmasources.com/company-home/hubei-longxiang-pharmaceutical-techcoltd-userId-147161.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"HuBei Masteam BIO-TECH CO., LTD.","9G69","China Mainland","Pharma Ingredients","https://www.pharmasources.com/company-home/hubei-masteam-bio-tech-co-ltd-userId-140354.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"HUBEI XINJING TECHNOLOGY CO.,LTD","9F80","China Mainland","Pharma Ingredients","https://www.pharmasources.com/company-home/hubei-xinjing-technology-coltd-userId-139746.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Hubei Enoray Biopharmaceutical Co., Ltd.","7E60","China Mainland","Natural Supply","https://www.pharmasources.com/company-home/hubei-enoray-biopharmaceutical-co-ltd-userId-140697.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"HUBEI YITAIPHARMACEUTICAL CO,.LTD","9F15","China Mainland","Pharma Ingredients","https://www.pharmasources.com/company-home/hubei-yitaipharmaceutical-coltd-userId-140212.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Hubei YongBang Technical Engineering PTY.,LTD","8Q07","China Mainland","Pharma Machinery & Packaging Machinery","https://www.pharmasources.com/company-home/hubei-yongbang-technical-engineering-pty-userId-157457.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Hunan Beibeisheng Biotechnology Co., Ltd","7E17","China Mainland","Natural Supply","https://www.pharmasources.com/company-home/hunan-beibeisheng-biotechnology-co-ltd-userId-146638.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Hunan New Mstar Biotechnology Co.,Ltd","7E68","China Mainland","Natural Supply","https://www.pharmasources.com/company-home/hunan-new-mstar-biotechnology-coltd-userId-145321.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Hunan HUART Technology Co.,Ltd","8A15","China Mainland","Pharma Machinery & Packaging Machinery","https://www.pharmasources.com/company-home/hunan-huart-technology-coltd-userId-144734.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Hunan Warrant Chiral Pharmaceutical Co., LTD","9G82","China Mainland","Pharma Ingredients","https://www.pharmasources.com/company-home/hunan-warrant-chiral-pharmaceutical-co-l-userId-156419.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Hunan HuaTeng Pharmaceutical Co., Ltd.","9G50","China Mainland","AI Tech & Contract Service","https://www.pharmasources.com/company-home/hunan-huateng-pharmaceutical-co-ltd-userId-141570.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"HUNAN JIAYI BIOTECHNOLOGY CO., LTD","7F51","China Mainland","Natural Supply","https://www.pharmasources.com/company-home/hunan-jiayi-biotechnology-co-ltd-userId-156915.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Hunan Naturext Biotech Co., Ltd","7F53","China Mainland","Natural Supply","https://www.pharmasources.com/company-home/hunan-naturext-biotech-co-ltd-userId-157417.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"HN LANGYUE BIOTECH CO LTD","7C26","China Mainland","Natural Supply","https://www.pharmasources.com/company-home/hn-langyue-biotech-co-ltd-userId-146264.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"HUNAN LOOP PHARMACEUTICAL CO.,LTD.","9C75","China Mainland","Pharma Ingredients","https://www.pharmasources.com/company-home/hunan-loop-pharmaceutical-coltd-userId-156159.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Maya pharma engineering Co.,Ltd","8A01","China Mainland","Pharma Machinery & Packaging Machinery","https://www.pharmasources.com/company-home/maya-pharma-engineering-coltd-userId-143594.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Hunan Nanmo Biotechnology Co.,Ltd","7D26","China Mainland","Natural Supply","https://www.pharmasources.com/company-home/hunan-nanmo-biotechnology-coltd-userId-156505.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Hunan Nuoz Biological Technology Co.,Ltd.","7E35","China Mainland","Natural Supply","https://www.pharmasources.com/company-home/hunan-nuoz-biological-technology-coltd-userId-140944.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Hunan OUYA Pharmaceutical Co., Ltd","9H62","China Mainland","Pharma Excipients","https://www.pharmasources.com/company-home/hunan-ouya-pharmaceutical-co-ltd-userId-146556.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Hunan Yuxin Pharmaceutical Co., Ltd.","9F81","China Mainland","Pharma Ingredients","https://www.pharmasources.com/company-home/hunan-yuxin-pharmaceutical-co-ltd-userId-139846.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Z-ZONE (HUNAN ZHENGZHONG PHARMACEUTICAL CO.,LTD）","8A12","China Mainland","Pharma Machinery & Packaging Machinery","https://www.pharmasources.com/company-home/z-zone-hunan-zhengzhong-pharmaceutical-c-userId-143622.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Hunan Ziing Huikang Biopharmaceutical Group Co., Ltd","7C11-B1","China Mainland","Beauty & Cosmetics Supply Chain","https://www.pharmasources.com/company-home/hunan-ziing-huikang-biopharmaceutical-gr-userId-157529.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Huzhou Haipu Chemical Industry Co.,Ltd","7A35","China Mainland","Beauty & Cosmetics Supply Chain","https://www.pharmasources.com/company-home/huzhou-haipu-chemical-industry-coltd-userId-157120.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"North China Pharmaceutical Co.,Ltd.","9H12","China Mainland","Pharma Ingredients","https://www.pharmasources.com/company-home/north-china-pharmaceutical-coltd-userId-139724.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Hualan Biological Engineering Inc.","9K36","China Mainland","Biotech","https://www.pharmasources.com/company-home/hualan-biological-engineering-inc-userId-147083.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Huapu Shijiazhuang Pharmaceutical Co., Ltd.","9K33","China Mainland","Biotech","https://www.pharmasources.com/company-home/huapu-shijiazhuang-pharmaceutical-co-ltd-userId-156287.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Bloomage Biotechnology Corp., Ltd.","7C01","China Mainland","Beauty & Cosmetics Supply Chain","https://www.pharmasources.com/company-home/bloomage-biotechnology-corp-ltd-userId-146402.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"SCCU","7B25","China Mainland","Beauty & Cosmetics Supply Chain","https://www.pharmasources.com/company-home/sccu-userId-157394.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"HUAZHONG PHARMACEUTICAL CO., LTD","9J82","China Mainland","Finished Dosage","https://www.pharmasources.com/company-home/huazhong-pharmaceutical-co-ltd-userId-140650.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"www.chem17.com","7N08","China Mainland","Laboratory Instruments & Equipment","",""
"Honeywell Technologies Building Automation","8C12b","China Mainland","Smart Manufacturing","https://www.cphi.cn/s-honeywellchina","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"GENEDART Biotechnology Co., Ltd.","7F31","China Mainland","Natural Supply","https://www.pharmasources.com/company-home/genedart-biotechnology-co-ltd-userId-148232.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Ji’an Zhongxiang Natural Plants Co.,Ltd.","7C56","China Mainland","Natural Supply","https://www.pharmasources.com/company-home/jian-zhongxiang-natural-plants-coltd-userId-146684.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"GL Biochem (Shanghai) Co., Ltd.","7A28","China Mainland","Beauty & Cosmetics Supply Chain","https://www.pharmasources.com/company-home/gl-biochem-shanghai-co-ltd-userId-139824.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Jilin Baili Packaging Co., Ltd.","9C09","China Mainland","Packaging & Drug Delivery","https://www.pharmasources.com/company-home/jilin-baili-packaging-co-ltd-userId-157293.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"TOP BIOTECH CO.,LTD","8B26","China Mainland","Pharma Machinery & Packaging Machinery","https://www.pharmasources.com/company-home/top-biotech-coltd-userId-146372.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"EOS MED CHEM CO.,LTD","9I36","China Mainland","AI Tech & Contract Service","https://www.pharmasources.com/company-home/eos-med-chem-coltd-userId-142363.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Jinan Yinghua Yongye Biotechnology Co., Ltd.","7N16","China Mainland","Natural Supply","https://www.pharmasources.com/company-home/jinan-yinghua-yongye-biotechnology-co-lt-userId-140598.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Pubtester Instruments Co., Ltd.","8G75","China Mainland","Laboratory Instruments & Equipment","https://www.pharmasources.com/company-home/pubtester-instruments-co-ltd-userId-156396.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"JIAXING FOCONVITA BIOTECHNOLOGY CO.,LTD.","9M07","China Mainland","Pharma Ingredients","https://www.pharmasources.com/company-home/jiaxing-foconvita-biotechnology-coltd-userId-144551.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Health-decode Pharmacy (Guangdong) Co.,Ltd.","7E18","China Mainland","Natural Supply","https://www.pharmasources.com/company-home/health-decode-pharmacy-guangdong-coltd-userId-156960.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Jiangsu Baozong & Baoda Pharmachem Co., Ltd.","9H39","China Mainland","AI Tech & Contract Service","https://www.pharmasources.com/company-home/jiangsu-baozong-baoda-pharmachem-co-ltd-userId-139800.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Jiangsu Poly Pharmaceutical Co.,Ltd.","9I80","China Mainland","Pharma Excipients","https://www.pharmasources.com/company-home/jiangsu-poly-pharmaceutical-coltd-userId-156798.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Jiangsu Botao Intelligent Thermal Engineering Co., Ltd.","8E88","China Mainland","Pharma Machinery & Packaging Machinery","https://www.pharmasources.com/company-home/jiangsu-botao-intelligent-thermal-engine-userId-147488.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Rugao City Jiangsu info a round fluorine plastic anti-corrosion Co.Ltd","8Q05","China Mainland","Pharma Machinery & Packaging Machinery","https://www.pharmasources.com/company-home/rugao-city-jiangsu-info-a-round-fluorine-userId-143005.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Jiangsu AlcoEn Sciences Co., Ltd.","8G17","China Mainland","Laboratory Instruments & Equipment","https://www.pharmasources.com/company-home/jiangsu-alcoen-sciences-co-ltd-userId-156664.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Jiangsu Delfu Medical Devices Co., Ltd","9D15","China Mainland","Packaging & Drug Delivery","https://www.pharmasources.com/company-home/jiangsu-delfu-medical-devices-co-ltd-userId-143960.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Jiangsu Dongbang Machinery.Co.Ltd","8G80","China Mainland","Pharma Machinery & Packaging Machinery","https://www.pharmasources.com/company-home/jiangsu-dongbang-machinerycoltd-userId-141685.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Jiangsu Pharmasys Intelligent Equipment Co., Ltd.","8A21","China Mainland","Pharma Machinery & Packaging Machinery","https://www.pharmasources.com/company-home/jiangsu-pharmasys-intelligent-equipment--userId-145617.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Jiangsu Gongtang Chemical Equipments Co., Ltd.","8B06","China Mainland","Pharma Machinery & Packaging Machinery","https://www.pharmasources.com/company-home/jiangsu-gongtang-chemical-equipments-co--userId-146576.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Jiangsu Guotai Guomian Trading Co.,Ltd.","9N51","China Mainland","Pharma Ingredients","https://www.pharmasources.com/company-home/jiangsu-guotai-guomian-trading-coltd-userId-139778.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"JIANGSU GTIG HUATAI CO., LTD.","9F20","China Mainland","Pharma Ingredients","https://www.pharmasources.com/company-home/jiangsu-gtig-huatai-co-ltd-userId-146310.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"JIANGSU HANYOO PHARMATECH CO.,LTD.","8C26","China Mainland","Smart Manufacturing","https://www.pharmasources.com/company-home/jiangsu-hanyoo-pharmatech-coltd-userId-142729.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Jiangsu Hanlin Pharmaceutical Packaging Technology Co., Ltd","9B37","China Mainland","Packaging & Drug Delivery","https://www.pharmasources.com/company-home/jiangsu-hanlin-pharmaceutical-packaging--userId-146977.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Jiangsu Hansoh Pharmaceutical Group Co., Ltd.","9J76","China Mainland","Finished Dosage","https://www.pharmasources.com/company-home/jiangsu-hansoh-pharmaceutical-group-co-l-userId-147046.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Horwath Biotechnological","7A19","China Mainland","Beauty & Cosmetics Supply Chain","https://www.pharmasources.com/company-home/horwath-biotechnological-userId-146282.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Jiangsu Hengrui Pharmaceuticals Co., Ltd","9L62","China Mainland","Finished Dosage","https://www.pharmasources.com/company-home/jiangsu-hengrui-pharmaceuticals-co-ltd-userId-139765.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Jiangsu Hengxing New Material Technology Co.,Ltd.","9G96","China Mainland","Pharma Ingredients","https://www.pharmasources.com/company-home/jiangsu-hengxing-new-material-technology-userId-156543.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Jiangsu Huazhao Purification Technology Co., Ltd.","8B77","China Mainland","Clean Technology","https://www.pharmasources.com/company-home/jiangsu-huazhao-purification-technology--userId-143086.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Wisdom Pharmaceutical Co.,Ltd.","9K55","China Mainland","Finished Dosage","https://www.pharmasources.com/company-home/wisdom-pharmaceutical-coltd-userId-140874.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Acerblend Ingredients Co.,Ltd.","9C76","China Mainland","Pharma Ingredients","https://www.pharmasources.com/company-home/acerblend-ingredients-coltd-userId-140676.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Jiangsu Jingye Pharmaceutical Co., Ltd.","9N75","China Mainland","Pharma Ingredients","https://www.pharmasources.com/company-home/jiangsu-jingye-pharmaceutical-co-ltd-userId-139671.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"JIANGSU COBEN PHARMACEUTICAL CO., LTD.","9L67","China Mainland","Finished Dosage","https://www.pharmasources.com/company-home/jiangsu-coben-pharmaceutical-co-ltd-userId-147405.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"JIANGSU KOLOD FOOD INGREDIENTS CO.,LTD.","9D95","China Mainland","Pharma Ingredients","https://www.pharmasources.com/company-home/jiangsu-kolod-food-ingredients-coltd-userId-143361.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Oukai Medical Device Technology Co., Ltd., Jiangsu, China","9B06","China Mainland","Packaging & Drug Delivery","https://www.pharmasources.com/company-home/oukai-medical-device-technology-co-ltd-j-userId-145795.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Jiangsu Pengduo Machinery Technology Co., Ltd.","8G01","China Mainland","Pharma Machinery & Packaging Machinery","https://www.pharmasources.com/company-home/jiangsu-pengduo-machinery-technology-co--userId-140605.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Jiangsu Qingquan Chemical Co., Ltd.","9I95","China Mainland","Pharma Ingredients","https://www.pharmasources.com/company-home/jiangsu-qingquan-chemical-co-ltd-userId-140391.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"JIANGSU SAIDELI PHARMACEUTICAL MACHINERY CO.,LTD.","8Q02","China Mainland","Pharma Machinery & Packaging Machinery","https://www.pharmasources.com/company-home/jiangsu-saideli-pharmaceutical-machinery-userId-140257.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Cidic Co.,Ltd.","9E79","China Mainland","Pharma Ingredients","https://www.pharmasources.com/company-home/cidic-coltd-userId-141353.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"CHINA JIANGSU INTERNATIONAL CHEMICAL CO., LTD","9M36","China Mainland","Pharma Ingredients","https://www.pharmasources.com/company-home/china-jiangsu-international-chemical-co--userId-144158.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"CJI Overseas Import and Export Ltd.","9N17","China Mainland","Pharma Ingredients","https://www.pharmasources.com/company-home/cji-overseas-import-and-export-ltd-userId-143418.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"JIANGSU TIANSHENG PHARMACEUTICAL CO.,LTD.","7A30","China Mainland","Beauty & Cosmetics Supply Chain","https://www.pharmasources.com/company-home/jiangsu-tiansheng-pharmaceutical-coltd-userId-140402.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Jiangsu Tasly Diyi Pharmaceutical Co.,Ltd.","9F59","China Mainland","Pharma Ingredients","https://www.pharmasources.com/company-home/jiangsu-tasly-diyi-pharmaceutical-coltd-userId-141288.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Jiangsu Tohope Pharmaceutical Co.,Ltd.","9E75","China Mainland","Pharma Ingredients","https://www.pharmasources.com/company-home/jiangsu-tohope-pharmaceutical-coltd-userId-139853.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Jiangsu Tuofeng Environmental Protection Technology Co., Ltd","8G43","China Mainland","Laboratory Instruments & Equipment","https://www.pharmasources.com/company-home/jiangsu-tuofeng-environmental-protection-userId-157413.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"SINCHAO METALS TECH CO., LTD","9B46","China Mainland","Pharma Machinery & Packaging Machinery","https://www.pharmasources.com/company-home/sinchao-metals-tech-co-ltd-userId-157521.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"JIANGSU YANXIN ENVIRONMENTAL SCIENCE & TECHNOLOGY CO.,LTD.","8B76","China Mainland","Clean Technology","https://www.pharmasources.com/company-home/jiangsu-yanxin-environmental-science-tec-userId-143209.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Jiangsu Yutian Pharmaceutical Co.,Ltd","9G70","China Mainland","Pharma Ingredients","https://www.pharmasources.com/company-home/jiangsu-yutian-pharmaceutical-coltd-userId-140538.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Jiangsu Yutong Drying Engineering Co.,Ltd","9M76","China Mainland","Pharma Machinery & Packaging Machinery","https://www.pharmasources.com/company-home/jiangsu-yutong-drying-engineering-coltd-userId-140280.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Jiangsu Zhongbang Pharmaceutical Co., Ltd.","9C82","China Mainland","Pharma Ingredients","https://www.pharmasources.com/company-home/jiangsu-zhongbang-pharmaceutical-co-ltd-userId-140610.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Jiangxi Angshi New Material Technology Co., Ltd","9B01","China Mainland","Packaging & Drug Delivery","https://www.pharmasources.com/company-home/jiangxi-angshi-new-material-technology-c-userId-143710.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Jiangxi Baicao Pharmaceutical Co.,Ltd","7E23","China Mainland","Natural Supply","https://www.pharmasources.com/company-home/jiangxi-baicao-pharmaceutical-coltd-userId-147422.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
"Jiangxi Chuangxian Fine Calcium Co.,LtD","9I70","China Mainland","Pharma Excipients","https://www.pharmasources.com/company-home/jiangxi-chuangxian-fine-calcium-coltd-userId-146744.html","https://exhibitors.cphi-china.cn/assets/imgs/sp_mob.png"
