company_name,description,exhibit loc,url,full_url
Changzhou Lang Nuo Auto Parts Manufacturing Co Ltd,,"B2, F118",/beijing/en/exhibitor-search.detail.html/changzhou-lang-nuo-auto-parts-manufacturing-co-ltd.html#exhibitorheadline,https://auto-maintenance.cn.messefrankfurt.com/beijing/en/exhibitor-search.detail.html/changzhou-lang-nuo-auto-parts-manufacturing-co-ltd.html#exhibitorheadline
Changzhou Leshun Vehicle Parts Factory,,"B2, F104",/beijing/en/exhibitor-search.detail.html/changzhou-leshun-vehicle-parts-factory.html#exhibitorheadline,https://auto-maintenance.cn.messefrankfurt.com/beijing/en/exhibitor-search.detail.html/changzhou-leshun-vehicle-parts-factory.html#exhibitorheadline
Changzhou Liye Automobile Technology Co Ltd,,"B2, D100",/beijing/en/exhibitor-search.detail.html/changzhou-liye-automobile-technology-co-ltd.html#exhibitorheadline,https://auto-maintenance.cn.messefrankfurt.com/beijing/en/exhibitor-search.detail.html/changzhou-liye-automobile-technology-co-ltd.html#exhibitorheadline
Jiangsu Oulang Automotive Technology Co Ltd,"江苏欧朗汽车科技股份有限公司成立于2017年,现座落于常州市新北区河海西路398号。是一家专业从事乘用车冷却系统用金属管研发、生产及销售的汽车管路行业领军企业,公司产品广泛应用于新能源汽车冷却系统用管、发动机系统用管等，配套汽车相关产业链,主...","B3, F06",/beijing/en/exhibitor-search.detail.html/changzhou-oulang-auto-parts-co-ltd.html#exhibitorheadline,https://auto-maintenance.cn.messefrankfurt.com/beijing/en/exhibitor-search.detail.html/changzhou-oulang-auto-parts-co-ltd.html#exhibitorheadline
Changzhou Pinsen Automotive Technology Co Ltd,,"B2, E25",/beijing/en/exhibitor-search.detail.html/changzhou-pinsen-automotive-technology-co-ltd.html#exhibitorheadline,https://auto-maintenance.cn.messefrankfurt.com/beijing/en/exhibitor-search.detail.html/changzhou-pinsen-automotive-technology-co-ltd.html#exhibitorheadline
Changzhou Pullo Vehicle Accessories Co Ltd,,"B2, D42",/beijing/en/exhibitor-search.detail.html/changzhou-pullo-vehicle-accessories-co-ltd.html#exhibitorheadline,https://auto-maintenance.cn.messefrankfurt.com/beijing/en/exhibitor-search.detail.html/changzhou-pullo-vehicle-accessories-co-ltd.html#exhibitorheadline
Changzhou Remember Vehicle Accessories Co Ltd,,"B2, G100",/beijing/en/exhibitor-search.detail.html/changzhou-remember-vehicle-accessories-co-ltd.html#exhibitorheadline,https://auto-maintenance.cn.messefrankfurt.com/beijing/en/exhibitor-search.detail.html/changzhou-remember-vehicle-accessories-co-ltd.html#exhibitorheadline
Changzhou Runzhibo Vehicle Indeustry Co Ltd,,"B2, B113",/beijing/en/exhibitor-search.detail.html/changzhou-runzhibo-vehicle-indeustry-co-ltd.html#exhibitorheadline,https://auto-maintenance.cn.messefrankfurt.com/beijing/en/exhibitor-search.detail.html/changzhou-runzhibo-vehicle-indeustry-co-ltd.html#exhibitorheadline
Changzhou Shuanglian Shunda Plastic Parts Co Ltd,,"B2, A08",/beijing/en/exhibitor-search.detail.html/changzhou-shuanglian-shunda-plastic-parts-co-ltd.html#exhibitorheadline,https://auto-maintenance.cn.messefrankfurt.com/beijing/en/exhibitor-search.detail.html/changzhou-shuanglian-shunda-plastic-parts-co-ltd.html#exhibitorheadline
CHANGZHOU SHUOCHI VEHICLE PARTS CO LTD,,"B2, A62",/beijing/en/exhibitor-search.detail.html/changzhou-shuochi-vehicle-parts-co-ltd.html#exhibitorheadline,https://auto-maintenance.cn.messefrankfurt.com/beijing/en/exhibitor-search.detail.html/changzhou-shuochi-vehicle-parts-co-ltd.html#exhibitorheadline
Changzhou Taiyu Refinishing Technology Co Ltd,,"B1, C65",/beijing/en/exhibitor-search.detail.html/changzhou-taiyu-refinishing-technology-co-ltd.html#exhibitorheadline,https://auto-maintenance.cn.messefrankfurt.com/beijing/en/exhibitor-search.detail.html/changzhou-taiyu-refinishing-technology-co-ltd.html#exhibitorheadline
Changzhou Tongjia AutoParts Co Ltd,,"B2, C25",/beijing/en/exhibitor-search.detail.html/changzhou-tongjia-autoparts-co-ltd.html#exhibitorheadline,https://auto-maintenance.cn.messefrankfurt.com/beijing/en/exhibitor-search.detail.html/changzhou-tongjia-autoparts-co-ltd.html#exhibitorheadline
Changzhou VORUI Auto Parts Co Ltd,,"B2, D01",/beijing/en/exhibitor-search.detail.html/changzhou-vorui-auto-parts-co-ltd.html#exhibitorheadline,https://auto-maintenance.cn.messefrankfurt.com/beijing/en/exhibitor-search.detail.html/changzhou-vorui-auto-parts-co-ltd.html#exhibitorheadline
Changzhou Weiruoden Vehicle Parts Co Ltd,,"B2, G95",/beijing/en/exhibitor-search.detail.html/changzhou-weiruoden-vehicle-parts-co-ltd.html#exhibitorheadline,https://auto-maintenance.cn.messefrankfurt.com/beijing/en/exhibitor-search.detail.html/changzhou-weiruoden-vehicle-parts-co-ltd.html#exhibitorheadline
Changzhou Xinbei District Xiaohe Fulian molding factory,,"B2, H50",/beijing/en/exhibitor-search.detail.html/changzhou-xinbei-district-xiaohe-fulian-molding-factory.html#exhibitorheadline,https://auto-maintenance.cn.messefrankfurt.com/beijing/en/exhibitor-search.detail.html/changzhou-xinbei-district-xiaohe-fulian-molding-factory.html#exhibitorheadline
Changzhou Xinweike light speed auto parts Co LTD,,"B2, B07",/beijing/en/exhibitor-search.detail.html/changzhou-xinweike-light-speed-auto-parts-co-ltd.html#exhibitorheadline,https://auto-maintenance.cn.messefrankfurt.com/beijing/en/exhibitor-search.detail.html/changzhou-xinweike-light-speed-auto-parts-co-ltd.html#exhibitorheadline
Changzhou Xinzhituo New Energy Technology Co Ltd,,"B2, B02",/beijing/en/exhibitor-search.detail.html/changzhou-xinzhituo-new-energy-technology-co-ltd.html#exhibitorheadline,https://auto-maintenance.cn.messefrankfurt.com/beijing/en/exhibitor-search.detail.html/changzhou-xinzhituo-new-energy-technology-co-ltd.html#exhibitorheadline
