company name,location,Company Background,Nature of Business,Product / Service Range,Exhibit / Brand / Service Description,Product Strategy,Brand Name,,HKTDC Events,supplier_url,exhibitor_url,Certificates,Other Certificates,Booth: 1C-B34   |   Electronic & Remote Control Toys   |   ,Booth: 5E-H02   |   Group Pavilion   |   ,Booth: 5E-F16   |   Group Pavilion   |   ,Booth: 1CON-023   |   Educational Toys & Games   |   Green Toy Exhibitors,Booth: 1B-D41   |   Educational Toys & Games   |   Green Toy Exhibitors,Booth: 5E-E07   |   Group Pavilion   |   ,Booth: 1A-D42   |   Educational Toys & Games   |   ,Booth: 3B-B08   |   Multiple Toys Products   |   Green Toy Exhibitors,"Booth: SA-09, 5E-D19   |   Group Pavilion, Group Pavilion   |   ",Booth: 5G-C21   |   Group Pavilion   |   Cantonese Business Go Global,Booth: 5E-E23   |   Group Pavilion   |   ,Booth: 5E-C06   |   Group Pavilion   |   ,Booth: 3B-C38   |   Multiple Toys Products   |   Green Toy Exhibitors,Verified Certificates,Booth: 1E-A02   |   Brand Name Gallery   |   Green Toy Exhibitors,Booth: 1D-D20   |   Brand Name Gallery   |   Cantonese Business Go Global,Booth: 1D-B10   |   Brand Name Gallery   |   Cantonese Business Go Global,Booth: 1E-A20   |   Brand Name Gallery   |   Cantonese Business Go Global,Booth: 1E-E36   |   Brand Name Gallery   |   Green Toy Exhibitors,Booth: 3D-C20   |   Soft Toys & Dolls   |   Green Toy Exhibitors,Booth: 5C-D02   |   Group Pavilion   |   Green Toy Exhibitors,Booth: 5C-C02   |   Group Pavilion   |   Cantonese Business Go Global,Booth: 1C-D35   |   Green Toys   |   Green Toy Exhibitors,Booth: 5E-G24   |   Group Pavilion   |   ,"Booth: 5G-E16, SA-12   |   Group Pavilion, Group Pavilion   |   Green Toy Exhibitors, Green Toy Exhibitors",Booth: 1D-B20   |   Brand Name Gallery   |   ,Booth: 5G-B22   |   Group Pavilion   |   Green Toy Exhibitors,Booth: 1E-E23   |   Brand Name Gallery   |   ,Booth: 1E-E08   |   Brand Name Gallery   |   Green Toy Exhibitors,Booth: 1C-D14   |   Green Toys   |   Green Toy Exhibitors,Booth: 5E-E37   |   Group Pavilion   |   Green Toy Exhibitors,Booth: 5E-E17   |   Group Pavilion   |   Cantonese Business Go Global,Booth: 5CON-022   |   Group Pavilion   |   ,Booth: 1B-C24   |   Educational Toys & Games   |   ,Booth: 3C-E24   |   World of Outdoor & Sporting Goods   |   Green Toy Exhibitors,Booth: 3D-C06   |   Soft Toys & Dolls   |   Green Toy Exhibitors,Booth: 1C-C12   |   Electronic & Remote Control Toys   |   Green Toy Exhibitors,Booth: 5E-H08   |   Group Pavilion   |   Green Toy Exhibitors,Booth: 1D-D26   |   Brand Name Gallery   |   Green Toy Exhibitors,Booth: 1E-D40   |   Brand Name Gallery   |   Green Toy Exhibitors,Booth: 1D-E36   |   Brand Name Gallery   |   Cantonese Business Go Global
Guangdong Shengxiong Toys Industry Co Ltd,Chinese Mainland    |    Factory in Chinese Mainland,"This is ShengXiong Toys Factory , we are professional manufacturer of R/C Car more than 20 years in Shantou city .",Manufacturer,"Plastic Toys,Augmented Reality Game","Main Series: Remote Control Intelligent Product Series, Remote Control Vehicle Series, Engineering Vehicle Series, Water Bomb Vehicle Series, and Off road Vehicle Series.","Others, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong Toys & Games Fair 2020 HKTDC Hong Kong Toys & Games Fair 2019 HKTDC Hong Kong Toys & Games Fair 2018 HKTDC Hong Kong Toys & Games Fair 2017 HKTDC Hong Kong Toys & Games Fair 2016 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangdong-Shengxiong-Toys-Industry-Company-Limited/1X08VB6X,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005TGH5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Elephant Industrial Limited,Hong Kong,"Our HK office for customers inquiry,and we have office located in Chenghai district, Shantou City, Guangdong Province. Chenghai is famous as ""Toys City"" in the world. our main products are radio control car and battery operated railway car,main markets are Middle East,Europe,Usa, South America. They are very popular in countries of these area.ans as we get the good business relation with many factories here,so that we can supply more of toys,like toy animal, toy cars ,toy trucks, toy helicopters, dolls, education toys, sports set toys, EVA toys, intellectual toys, holiday items,etc. All our toys are updated every day. So far we have more than thousands toys for your selection.Welcome all clients to visit our company for business negotiation. We have professional staff for each different toy market area. We know each toy market feature very well. For more information about our company, please contact us any time. Our staff will be available any time.","Retailer, Wholesaler","Blinking Toy,Battery Operated Toy","Rc toys,Battery operated toys,Educational toys,baby toys","OEM, ODM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Toys & Games Fair 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Asian-Elephant-Industrial-Limited/1S00ODO9L,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005S5NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HK Olee Toys Trading Co., Limited",Hong Kong    |    Factory in France,"HK OLEE TOYS TRADING CO.LTD is a manufactuer and exporter specializing in toys more than 20 years,main items have BO train tracks, kitchens. toys sports... Olee toys has enjoyed a great fame both at home and abroad with its high quality products and good services.We are welcome foreign customers to visit us and discuss business face to face.","Import Agent, Private Individual, Chain Store, Buying Cooperative, Charity / Welfare Organisation, Mail Order Co., Distributor, Shopping Mall, Retailer, Religious Group, Wholesaler, Service Company, Government, Statutory Body, Consulate and Trade Commission, Buying Office, Department Store, Importer, Professional Association, Trade/Industrial Organisation, Others","Sound Control Toy,Wooden Toys,Battery Operated Toy,Green Material,Green Toy",BO train track sets. railway train. toy train,"OEM, ODM",AUTREE,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Toys & Games Fair 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/HK-Olee-Toys-Trading-Co-Limited/1X0F09EV,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005SASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Angela Toys Co., Limited",Hong Kong,"Angela toys develops lots of 3D assemble toys to develop the kids imagination, and motor skills.","Exporter, Manufacturer","Toy Brick,STEAM Toy,Action & Skill Game",3d DIY toys,"OBM, ODM, OEM","angela toys,xinlong",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Angela-Toys-Co-Limited/1S00OULAL,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005SPLK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hongkong Jason Toys Co., Limited",Hong Kong,,"Distributor, Exporter",Recycled Material Toy,MODEL CAR,"OEM, ODM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong Toys & Games Fair 2023,https://sourcing.hktdc.com/en/Supplier-Store/Profile/HONGKONG-JASON-TOYS-CO-LIMITED/1X0F09WD,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005T14N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amy And Benton Toys Industrial Co., Limited",Hong Kong,"Amy and Benton Toys Industrial Co., Limited was establish in 2014, located in Chenghai District, Shantou City, which famous for toys and gift all over the word. Amy & Benton has grown progressively and our associated factory produce an extensive range of promotional toys, novelties, party favors and festival toys. We continue to create new products with enduring appeal to children and a satisfied return for our customers. Amy & Benton has a brilliant service and quality record, with our customers telling us that the service we offer is unrivalled. We also ensure the product we deliver is of good quality with our professional quality control team checking and testing each products before shipment. Our customers are from United States, Canada, Britain, France, Spain, Italy, Netherlands, Australia. Our products meet testing requirement among these countries. We have products testing reports. Please send us your inquiries and contact our sales team. They are experienced and knowledgeable and in depth for the industry. They know the market very well and have a great selection of hot selling products. They can give you the latest products information, and help you to choose products which are the best for your business.","Wholesaler, Manufacturer","STEAM Toy,Water Gun,Bubble Toy,Toy Vehicle,Novelty,Kids Drawing Kit,Halloween Product,Festival Item & Party Favour","Amy&Benton produce an extensive range of promotional toys, novelties, party favors, educational toys.","ODM, OBM, OEM",Amy&Benton,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Amy-And-Benton-Toys-Industrial-Co-Limited/1S00O4RO9,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005R099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AR Leite Plastic Industry Co., Limited",Hong Kong,,Exporter,Baby Toys,"specialize in research, design, manufacture and sale of baby products. We have a very strong developing and producing capability with the adoption of the advanced production techniques",OEM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Toys & Games Fair 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ar-Leite-Plastic-Industry-Co-Ltd/1X0F06YK,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005RW7J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisdom Bright Inc. Limited,Hong Kong    |    Factory in Chinese Mainland,"Wisdom Bright Inc. Limited is a leading manufacturer and exporter of radio control model cars. We are a modern enterprise which integrates research and development, production and sale of various kinds of electric remote control toys. We specialize in the production of R/C cars. Our own plant, He Tai Toys Manufactory is located in Guangdong Province of China. Currently, our integrated operation including product design, tooling, engineering, production and showroom is accommodated in our 15000 square meter plant. We own over 10 years experience in radio control toys production. All of our models meet the international safety standards with CE, ROHS, ASTM AND FCC certificate. We assure to offer high quality product with competitive price at the recent market.",Manufacturer,Battery Operated Toy,"Specialize in the production of electric remote control toys. Mainly including: Remote Control Car, B/O Car. We also offer the OEM service.","OEM, OBM, ODM",HETAI TOYS,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong Toys & Games Fair 2023 HKTDC Hong Kong Toys & Games Fair 2020,https://sourcing.hktdc.com/en/Supplier-Store/Profile/WISDOM-BRIGHT-INC-LIMITED/1X061Z12,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005QYVH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Unirise Int'l Co., Limited",Hong Kong,,"Manufacturer, Wholesaler, Retailer","Toy Brick,STEAM Toy,Battery Operated Toy,Dolls,Bubble Toy,Toy Vehicle,Travel Game,Baby Toys,Model Toy,Green Toy",Electric toys Puzzle toys Inertial toys Children's kitchen toys Remote control toys Dolls Water gun Sound and light gun Children's building blocks Sports toys girls toys and so on,"OEM, OBM, ODM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong Toys & Games Fair 2023,https://sourcing.hktdc.com/en/Supplier-Store/Profile/UNIRISE-INT-L-CO-LIMITED/1S00O4YM8,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005SVHQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macro-Star (HK) Trading Limited,Hong Kong    |    Factory in Chinese Mainland,,"Distributor, Buying Cooperative, Department Store",STEAM Toy,玩具積木及早教玩具,OEM,XINBIDA,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong Toys & Games Fair 2023 HKTDC Hong Kong Toys & Games Fair 2020 HKTDC Hong Kong Toys & Games Fair 2019,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Macro-Star-HK-Trading-Limited/1X0AL30R,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005QZ2V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nocy Import and Export Co., Limited",Hong Kong,,Manufacturer,"Mathematic Toy / Science Kit,Battery Operated Toy,Toy Vehicle,Plastic Toys,Hobby & Collector's Item,Festival Item & Party Favour","Fidget Toys,Educational toys,STEM toys,Remote control toys,Blocks,Stretch toys","ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Nocy-Import-and-Export-Co-Ltd/1S00OEKR7,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005RPBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.A (HK) International Limited,Hong Kong,,"Manufacturer, Wholesaler",Green Toy,Professional for doll toys ODM and OEM service,"ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/J-A-HK-International-Limited/1S00OHQ8M,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005RP4Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Magin Group Co., Limited",Hong Kong,,"Distributor, Exporter","App Controlled Toy Part,Software Game",Remote-controlled drone,"OEM, ODM",Magin,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025,https://sourcing.hktdc.com/en/Supplier-Store/Profile/MAGIN-GROUP-CO-LIMITED/1S00O5SZB,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005SFCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HongKong James Toys Co., Limited",Hong Kong,,"Wholesaler, Exporter","STEAM Toy,Interactive Tech Toy,Kids Craft Kit,Action & Skill Game",House play set General tools set,"ODM, Others, OEM","James Toys,HongChuangSheng",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Toys & Games Fair 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/HONG-KONG-JAMES-TOYS-CO-LTD/1S00OE8X1,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005RPAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"High Sun Toys Trade Co., Limited",Hong Kong    |    Factory in Chinese Mainland,,"Exporter, Manufacturer","Green Material,Green Toy","PAPER FLOOR PUZZLE,3D PUZZLE,LEARNING TABLE,WOODEN TOYS","ODM, OEM","haoxiang,playful mario",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Toys & Games Fair 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/High-Sun-Toys-Trade-Co-Limited/1S00OIWIM,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005SV4T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HK Sunmir Innovation Technology Co., Limited",Hong Kong,"HK Sunmir Innovation Technology Co., Limited is a leading manufacturer specializing in high-quality remote control dinosaur toys, combining innovative design, advanced technology, and child-safe materials. With 10 years of experience in the toy industry, we are committed to delivering educational, interactive, and durable robotic toys that inspire children's imagination and creativity.","Manufacturer, Exporter","Sound Control Toy,Blinking Toy,Battery Operated Toy",plastic toy,"OEM, OBM",Sunmir,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025,https://sourcing.hktdc.com/en/Supplier-Store/Profile/HK-SUNMIR-INNOVATION-TECHNOLOGY-CO-LIMITED/1S00OPAGE,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005S8AY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fast Champ Industrial Limited,Hong Kong,Baby item,Manufacturer,"STEAM Toy,Soft Toy,Plastic Toys,Baby Toys,Hobby & Collector's Item",Increase intelligence of children via a series of games and toys,Others,"The Nature Zone/Animal Classic,Kaichi",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong Toys & Games Fair 2023 HKTDC Hong Kong Toys & Games Fair 2020 HKTDC Hong Kong Toys & Games Fair 2019 HKTDC Hong Kong Toys & Games Fair 2018 HKTDC Hong Kong Toys & Games Fair 2017 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Fast-Champ-Industrial-Limited/1X00LUE4,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005QYUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Universe Hongkong Trading Limited,Hong Kong,"New Universe HongKong Trading Limited was established in 2018,we are one toy enterprise which well integrating with production and sales and specializing mainly in manufacturing the remote control tank,remote control ,battery operated and DIY dinosaur toys.","Wholesaler, Exporter, Manufacturer",Battery Operated Toy,"Battery Operated Dinosaur,Remote Control Dinosaur,Remote Control Tank Toys/Trading","ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Toys & Games Fair 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/NEW-UNIVERSE-HONGKONG-TRADING-LIMITED/1S00OEAYW,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005SFBO,,EN71 Issued By BUREAU VERITAS Type OTHERS Valid Date 08 Dec 2021 - 08 Dec 2024 ASTM Issued By BUREAU VERITAS Type OTHERS Valid Date 08 Dec 2021 - 08 Dec 2024 Show More,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chaoyue Electronic Company,Hong Kong,"Chaoyue Electronic Company.Founded in 2015,We specialize in the production of electronic toys,Educational toys,We have our own factory and R & D personnel.Our products can inspire children's strong,Children grow up while learning and playing","Exporter, Manufacturer","Sound Control Toy,Blinking Toy,Battery Operated Toy","Electronic music toy,Electronic Organ,Microphone","ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Chaoyue-Electronic-Company/1S00OU7TE,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005SEPJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cheng Mei Toys Industrial Co., Limited",Hong Kong,,"Exporter, Wholesaler",,压铸系列，停车场系列，专注生产各类玩具，提升孩子创造性思维。我们是一家提供生产、销售和服务的一站式公司。,"Others, OEM, ODM, OBM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/CHENG-MEI-TOYS-INDUSTRIAL-CO-LIMITED/1S00ODDFE,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005RP0B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dynamic Scientific Limited,Hong Kong    |    Factory in Chinese Mainland,"We are a major of 2 manufacturers who both have over 18 years experience in manufacturing of optical, science and educational toys. We provide only quality product and enjoy our good reputation for reliability in OEM and ODM supply.","Exporter, Manufacturer","Mathematic Toy / Science Kit,STEAM Toy,Toy Walkie-Talkie,Battery Operated Toy,Optical Toy,Goggles","Our product line includes Telescopes, Microscopes, Binoculars, Features Globe, Metal Detectors, Listening Devices, Science lab kits, Long Range Walkie Talkies, and Electronic Gadgets.","ODM, OEM, OBM",Kontiki,,"Exhibited in HKTDC Event(s) in recent years Spielwarenmesse®, Nuremberg, Germany HKTDC Hong Kong Toys & Games Fair 2026 Vietnam International Trade Fair (Vietnam Expo HCMC 2025) Spielwarenmesse®, Nuremberg, Germany HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Gifts & Premium Fair 2024 Spielwarenmesse®, Nuremberg, Germany Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dynamic-Scientific-Ltd/1X06Y9YB,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005QI39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Funmuch Co Ltd,Hong Kong    |    Factory in Chinese Mainland,"FUNMUCH factory is focuses on baby toys for more than 15 years.Today, FUNMUCH has become a professional baby toy enterprise integrating R&D,production and sales. FUNMUCH is committed to developing ""safe, healthy and fun""baby product to meet the needs of an increasingly diverse family.","Retailer, Exporter, Department Store, Wholesaler, Manufacturer, Mail Order Co., Charity / Welfare Organisation, Shopping Mall, Religious Group, Distributor, Export Agent, Trade/Industrial Organisation, Government, Buying Cooperative, Import Agent, Professional Association, Buying Office, Statutory Body","STEAM Toy,Sound Control Toy,Interactive Tech Toy,Board Game,Blinking Toy,Battery Operated Toy,Baby Toys,Action & Skill Game","Our products are diversified, with sound, light and multiple game modes, which can better improve children's learning ability and interactivity, and the product certificates are complete.","ODM, OEM, Others, OBM",funmuch,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/FUNMUCH-CO-LIMITED/1S00ODIDF,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005SYO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HongKong Bolida Toy Industry Co., Limited",Hong Kong,"BOLIDA TOY IS A TOYS MANUFACTURER, SPECIALIZED IN KINDS OF DIY BABY TOYS.",Manufacturer,"Talking Toy,Dolls,Flocked Toy,Plush Toy,Soft Toy,Doll House,Plastic Toys,Baby Toys",TOYS,"OEM, Others, OBM, ODM","BOLIDA,KAIBIBI",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong Toys & Games Fair 2023,https://sourcing.hktdc.com/en/Supplier-Store/Profile/HONGKONG-BOLIDA-TOY-INDUSTRY-CO-LIMITED/1S00O4ET7,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005S42Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
