,Company Name,Location,Booth,url
147,"Linhai Changshuo Decorative Lighting Co.,Ltd",Chinese Mainland,['Booth: 1C-E18   |   Hall of Aurora   |   Mainland China (Guangdong) - Lighting'],/event/hklightingfairse/en/exhibitor/1S005L3HI
148,"Dong Guan ZHS Home Co., Ltd",Chinese Mainland,['Booth: 1C-E18   |   Hall of Aurora   |   Mainland China (Guangdong) - Lighting'],/event/hklightingfairse/en/exhibitor/1S005K2CY
149,"Foshan Chenhong Lighting Electrical Applicance Co., Ltd.",Chinese Mainland,['Booth: 1C-E18   |   Hall of Aurora   |   Mainland China (Guangdong) - Lighting'],/event/hklightingfairse/en/exhibitor/1S005JWSS
150,"Foshan Hongwei Electronic Technology Co.,Ltd.",Chinese Mainland,['Booth: 1C-F07   |   Hall of Aurora   |   Mainland China (Guangdong) - Lighting'],/event/hklightingfairse/en/exhibitor/1S005K2DV
151,"Foshan Hongzhu Plastic Hardware Mould Co., Ltd.",Chinese Mainland,['Booth: 1C-F07   |   Hall of Aurora   |   Mainland China (Guangdong) - Lighting'],/event/hklightingfairse/en/exhibitor/1S005KXD0
152,"Foshan IRD Lighting Co., Ltd.",Chinese Mainland,['Booth: 1C-F07   |   Hall of Aurora   |   Mainland China (Guangdong) - Lighting'],/event/hklightingfairse/en/exhibitor/1S005LFNO
153,"Foshan Lanteng Smart Home Co., Ltd",Chinese Mainland,['Booth: 1C-F07   |   Hall of Aurora   |   Mainland China (Guangdong) - Lighting'],/event/hklightingfairse/en/exhibitor/1S005JZEV
154,"Foshan Yuedeng Light Technology Co., Ltd.",Chinese Mainland,['Booth: 1C-F07   |   Hall of Aurora   |   Mainland China (Guangdong) - Lighting'],/event/hklightingfairse/en/exhibitor/1S005JZUJ
155,"GRIN Industrial Co., Ltd.",Chinese Mainland,['Booth: 1C-F07   |   Hall of Aurora   |   Mainland China (Guangdong) - Lighting'],/event/hklightingfairse/en/exhibitor/1S005KDYT
156,"Guangzhou Tuorui Technology Co., Ltd.",Chinese Mainland,['Booth: 1C-F07   |   Hall of Aurora   |   Mainland China (Guangdong) - Lighting'],/event/hklightingfairse/en/exhibitor/1S005JZDY
157,"Haining Ruidisheng Optoelectronics Co., Ltd.",Chinese Mainland,['Booth: 1C-F07   |   Hall of Aurora   |   Mainland China (Guangdong) - Lighting'],/event/hklightingfairse/en/exhibitor/1S005K0QU
158,"Hangzhou GoodMoon Import&Export CO.,LTD",Chinese Mainland,['Booth: 1C-F07   |   Hall of Aurora   |   Mainland China (Guangdong) - Lighting'],/event/hklightingfairse/en/exhibitor/1S005K1B2
159,"Hangzhou Xineng Electric Technology Co., Ltd.",Chinese Mainland,['Booth: 1C-F07   |   Hall of Aurora   |   Mainland China (Guangdong) - Lighting'],/event/hklightingfairse/en/exhibitor/1S005L4ZZ
160,"Huizhou Ecos Opto Co., Ltd",Chinese Mainland,['Booth: 1C-F07   |   Hall of Aurora   |   Mainland China (Guangdong) - Lighting'],/event/hklightingfairse/en/exhibitor/1S005K1FQ
161,"Jiangmen Continue Lighting Co., Ltd.",Chinese Mainland,['Booth: 1C-F07   |   Hall of Aurora   |   Mainland China (Guangdong) - Lighting'],/event/hklightingfairse/en/exhibitor/1S005LMZH
162,"Linhai Noshado Industrial and Trading Co., Ltd.",Chinese Mainland,['Booth: 1C-F07   |   Hall of Aurora   |   Mainland China (Guangdong) - Lighting'],/event/hklightingfairse/en/exhibitor/1S005L3W9
163,Linhai Yongte Crafts Co Ltd,Chinese Mainland,['Booth: 1C-F07   |   Hall of Aurora   |   Mainland China (Guangdong) - Lighting'],/event/hklightingfairse/en/exhibitor/1S005L3IF
164,"Lionway Electronics Co., Limited",Chinese Mainland,['Booth: 1C-F07   |   Hall of Aurora   |   Mainland China (Guangdong) - Lighting'],/event/hklightingfairse/en/exhibitor/1S005JZTM
165,Lumi Legend Corporation,Chinese Mainland,['Booth: 1C-F07   |   Hall of Aurora   |   Mainland China (Guangdong) - Lighting'],/event/hklightingfairse/en/exhibitor/1S005KA0Q
166,"Mindhand Lighting (Suzhou) Technology Co., Ltd.",Chinese Mainland,['Booth: 1C-F07   |   Hall of Aurora   |   Mainland China (Guangdong) - Lighting'],/event/hklightingfairse/en/exhibitor/1S005K9HC
167,"Ningbo Huanya Electronics Co., Ltd.",Chinese Mainland,['Booth: 1C-F07   |   Hall of Aurora   |   Mainland China (Guangdong) - Lighting'],/event/hklightingfairse/en/exhibitor/1S005K1N2
168,"SC Tech Co., Ltd.",Chinese Mainland,['Booth: 1C-F07   |   Hall of Aurora   |   Mainland China (Guangdong) - Lighting'],/event/hklightingfairse/en/exhibitor/1S005JZKD
169,"SD Intelligent Technology Co.,LTD",Chinese Mainland,['Booth: 1C-F07   |   Hall of Aurora   |   Mainland China (Guangdong) - Lighting'],/event/hklightingfairse/en/exhibitor/1S005KDMT
170,Shenzhen Bylen Tech Co Ltd,Chinese Mainland,['Booth: 1C-F07   |   Hall of Aurora   |   Mainland China (Guangdong) - Lighting'],/event/hklightingfairse/en/exhibitor/1S005KXO3
171,"Shenzhen Sail Electric Technology Co., Ltd.",Chinese Mainland,['Booth: 1C-F07   |   Hall of Aurora   |   Mainland China (Guangdong) - Lighting'],/event/hklightingfairse/en/exhibitor/1S005K18B
172,"Shenzhen Tunnu Innovation Co., Ltd.",Chinese Mainland,['Booth: 1C-F07   |   Hall of Aurora   |   Mainland China (Guangdong) - Lighting'],/event/hklightingfairse/en/exhibitor/1S005K0Z3
173,"Suqian Taiyu Electric Appliance Co., Ltd.",Chinese Mainland,['Booth: 1C-F07   |   Hall of Aurora   |   Mainland China (Guangdong) - Lighting'],/event/hklightingfairse/en/exhibitor/1S005K0X9
174,"Waltek Testing Group (Foshan) Co., Ltd.",Chinese Mainland,['Booth: 1C-F07   |   Hall of Aurora   |   Mainland China (Guangdong) - Lighting'],/event/hklightingfairse/en/exhibitor/1S005KXC3
175,"Wenzhou Sunny Electrical Co., Ltd.",Chinese Mainland,['Booth: 1C-F07   |   Hall of Aurora   |   Mainland China (Guangdong) - Lighting'],/event/hklightingfairse/en/exhibitor/1S005L2L7
176,"Xiamen LED Show Co., Ltd.",Chinese Mainland,['Booth: 1C-F07   |   Hall of Aurora   |   Mainland China (Guangdong) - Lighting'],/event/hklightingfairse/en/exhibitor/1S005LFMR
177,"Xinqi Aluminum Co., Ltd",Chinese Mainland,['Booth: 1C-F07   |   Hall of Aurora   |   Mainland China (Guangdong) - Lighting'],/event/hklightingfairse/en/exhibitor/1S005KXJI
178,Ying Fu (H.K.) Industrial Limited,Hong Kong,['Booth: 1C-F07   |   Hall of Aurora   |   Mainland China (Guangdong) - Lighting'],/event/hklightingfairse/en/exhibitor/1S005JJMN
179,"ZheJiang HuaTai Electronics Co., Ltd.",Chinese Mainland,['Booth: 1C-F07   |   Hall of Aurora   |   Mainland China (Guangdong) - Lighting'],/event/hklightingfairse/en/exhibitor/1S005K1VE
180,"Zhongshan City Rui Ting Lighting Technology Co., Ltd",Chinese Mainland,['Booth: 1C-F07   |   Hall of Aurora   |   Mainland China (Guangdong) - Lighting'],/event/hklightingfairse/en/exhibitor/1S005K1JE
181,"Zhongshan City Suntec Optical Co., Ltd",Chinese Mainland,['Booth: 1C-F07   |   Hall of Aurora   |   Mainland China (Guangdong) - Lighting'],/event/hklightingfairse/en/exhibitor/1S005L6ZX
182,"Zhongshan GD Lighting Co., Ltd",Chinese Mainland,['Booth: 1C-F07   |   Hall of Aurora   |   Mainland China (Guangdong) - Lighting'],/event/hklightingfairse/en/exhibitor/1S005KDU5
183,"Zhongshan Qilu Electric Appliance Co., Ltd.",Chinese Mainland,['Booth: 1C-F07   |   Hall of Aurora   |   Mainland China (Guangdong) - Lighting'],/event/hklightingfairse/en/exhibitor/1S005K4BZ
184,"Zhongshan Tuoming Lighting Technology Co., Ltd.",Chinese Mainland,['Booth: 1C-F07   |   Hall of Aurora   |   Mainland China (Guangdong) - Lighting'],/event/hklightingfairse/en/exhibitor/1S005JQR1
185,"Zhongshan Xingqite Lighting Technology Co. , Ltd.",Chinese Mainland,['Booth: 1C-F07   |   Hall of Aurora   |   Mainland China (Guangdong) - Lighting'],/event/hklightingfairse/en/exhibitor/1S005KXLC
186,Hong Kong Council For Testing and Certification,Hong Kong,['Booth: 1C-F07   |   Hall of Aurora   |   Mainland China (Guangdong) - Lighting'],/event/hklightingfairse/en/exhibitor/1S005JTE1
187,"Changzhou Fuxing Electrical Appliance Co., Ltd.",Chinese Mainland,['Booth: 1C-F07   |   Hall of Aurora   |   Mainland China (Guangdong) - Lighting'],/event/hklightingfairse/en/exhibitor/1S005LA3H
188,"Cosun Technology (Shenzhen) Co., Ltd.",Chinese Mainland,['Booth: 1C-F07   |   Hall of Aurora   |   Mainland China (Guangdong) - Lighting'],/event/hklightingfairse/en/exhibitor/1S005KZIJ
189,"Fuzhou Guonzhou Electronic Co., Ltd.",Chinese Mainland,['Booth: 1C-F07   |   Hall of Aurora   |   Mainland China (Guangdong) - Lighting'],/event/hklightingfairse/en/exhibitor/1S005K9DO
190,Imigy Lighting Electric Company Ltd,Chinese Mainland,['Booth: 1C-F07   |   Hall of Aurora   |   Mainland China (Guangdong) - Lighting'],/event/hklightingfairse/en/exhibitor/1S005LA1N
191,"Shaoxing Shangyu Jinghua Background Lighting Co., Ltd.",Chinese Mainland,['Booth: 1C-F07   |   Hall of Aurora   |   Mainland China (Guangdong) - Lighting'],/event/hklightingfairse/en/exhibitor/1S005JZVG
192,"Shenzhen Hua Yu Lighting Manufacture Co., Ltd.",Chinese Mainland,['Booth: 1C-F07   |   Hall of Aurora   |   Mainland China (Guangdong) - Lighting'],/event/hklightingfairse/en/exhibitor/1S005L2N1
193,"V-Trust Inspection Service Co., Ltd.",Chinese Mainland,['Booth: 1C-F07   |   Hall of Aurora   |   Mainland China (Guangdong) - Lighting'],/event/hklightingfairse/en/exhibitor/1S005K1TK
194,Xiamen Simons Lighting Co Ltd,Chinese Mainland,['Booth: 1C-F07   |   Hall of Aurora   |   Mainland China (Guangdong) - Lighting'],/event/hklightingfairse/en/exhibitor/1S005K9CR
195,"Xiamen Superlighting Technology Co., Ltd.",Chinese Mainland,['Booth: 1C-F07   |   Hall of Aurora   |   Mainland China (Guangdong) - Lighting'],/event/hklightingfairse/en/exhibitor/1S005KA2K
196,"Zhejiang Era Solar Technology Co., Ltd.",Chinese Mainland,['Booth: 1C-F07   |   Hall of Aurora   |   Mainland China (Guangdong) - Lighting'],/event/hklightingfairse/en/exhibitor/1S005K1RQ
197,Bellco International,Hong Kong,['Booth: 1C-F07   |   Hall of Aurora   |   Mainland China (Guangdong) - Lighting'],/event/hklightingfairse/en/exhibitor/1S005JJH2
198,"TOSEO Lighting Co., Ltd.",Hong Kong,['Booth: 1C-F07   |   Hall of Aurora   |   Mainland China (Guangdong) - Lighting'],/event/hklightingfairse/en/exhibitor/1S005JN1A
199,Zohnson Limited,Hong Kong,['Booth: 1C-F07   |   Hall of Aurora   |   Mainland China (Guangdong) - Lighting'],/event/hklightingfairse/en/exhibitor/1S005JJOH
200,"Bluevision Optoelectronics Co.,Limited",Hong Kong,['Booth: 3C-E15   |   Commercial Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005JJPE
201,Chi Bon Lighting Technology Limited,Hong Kong,['Booth: 3C-E15   |   Commercial Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005JJIZ
202,Diluce Lighting (Hong Kong) Limited,Hong Kong,['Booth: 3C-E15   |   Commercial Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005JQND
203,Done Luen Enterprises Limited,Hong Kong,['Booth: 3C-E15   |   Commercial Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005JJJW
204,Free Lighting Limited,Hong Kong,['Booth: 3C-E15   |   Commercial Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005JJG5
205,Fu Bong Lighting,Hong Kong,['Booth: 3C-E15   |   Commercial Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005JJS5
206,Hongkong Brightsun Limited,Hong Kong,['Booth: 3C-E15   |   Commercial Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005JTHS
207,"Qml Green World International (H.K.) Co., Limited",Hong Kong,['Booth: 3C-E15   |   Commercial Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005JQIS
208,Shine Glory Lighting Limited,Hong Kong,['Booth: 3C-E15   |   Commercial Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005JTFY
209,TWD Technology Limited,Hong Kong,['Booth: 3C-E15   |   Commercial Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005JQJP
210,"Xavier LED Lighting Co., LTD",Hong Kong,['Booth: 3C-E15   |   Commercial Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005LFH6
211,Xin Guang Yuan (HK) Electronic Limited,Hong Kong,['Booth: 3C-E15   |   Commercial Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005JN34
212,"Dongguan Xinrui Lighting Co., Ltd.",Chinese Mainland,['Booth: 3C-E15   |   Commercial Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005K9L0
213,"Essence Sanitary Wares Co., Limited",Chinese Mainland,['Booth: 3C-E15   |   Commercial Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005K488
214,"Guangdong Jishengke Industrial Co., Ltd.",Chinese Mainland,['Booth: 3C-E15   |   Commercial Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005K6OU
215,"Guangxi Suntime Household Products Co., Ltd.",Chinese Mainland,['Booth: 3C-E15   |   Commercial Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005LA2K
216,"Ninghai Yong Zheng Electronic Co., Ltd.",Chinese Mainland,['Booth: 3C-E15   |   Commercial Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005JZXA
217,"Shanghai Bublux Lighting Technology Co., Ltd.",Chinese Mainland,['Booth: 3C-E15   |   Commercial Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005K9GF
218,"Shenzhen Brilloop Lighting Co., Ltd.",Chinese Mainland,['Booth: 3C-E15   |   Commercial Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005JZZ4
219,"Shenzhen Keyingtong Electronic Technology Co., Ltd.",Chinese Mainland,['Booth: 3C-E15   |   Commercial Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005L3FO
220,"Shenzhen Ottima Technology Co., Ltd.",Chinese Mainland,['Booth: 3C-E15   |   Commercial Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005K1SN
221,"Yuyao Amber Lamp Co., Ltd.",Chinese Mainland,['Booth: 3C-E15   |   Commercial Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005L56D
222,"Zhejiang Tao's Electric Co., Ltd.",Chinese Mainland,['Booth: 3C-E15   |   Commercial Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005K0UI
223,"Zhongshan Wosen Lighting Technology Co., Ltd.",Chinese Mainland,['Booth: 3C-E15   |   Commercial Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005L70T
224,"Zhongshan Zenlea Lighting Technology Co., Ltd.",Chinese Mainland,['Booth: 3C-E15   |   Commercial Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005KZA7
225,Anji Ruyi Crafts Factory,Chinese Mainland,['Booth: 3C-E15   |   Commercial Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005KAAW
226,"Berdis Lighting (Jiangmen) Co., Ltd.",Chinese Mainland,['Booth: 3C-E15   |   Commercial Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005LFLU
227,"Changzhou J & H Import & Export Co., Ltd.",Chinese Mainland,['Booth: 3C-E15   |   Commercial Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005K1UH
228,"Cixi City Shengyi Lighting Electric Appliance Co., Ltd.",Chinese Mainland,['Booth: 3C-E15   |   Commercial Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005L3OX
229,"Cixi City Superstarlux Co., Ltd.",Chinese Mainland,['Booth: 3C-E15   |   Commercial Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005L3M3
230,Cixi Yuanhui Lighting Electric Co.. Ltd,Chinese Mainland,['Booth: 3C-E15   |   Commercial Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005LMXN
231,"Easttop Technology Co., Ltd",Chinese Mainland,['Booth: 3C-E15   |   Commercial Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005KDSB
232,Foshan Nanhai Shangge Hardware Electrical Applicance Factory,Chinese Mainland,['Booth: 3C-E15   |   Commercial Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005LMYK
233,"Foshan Shining Lighting Technology CO., Ltd",Chinese Mainland,['Booth: 3C-E15   |   Commercial Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005LA82
234,"Foshan Weina Lighting Appliance Co., Ltd",Chinese Mainland,['Booth: 3C-E15   |   Commercial Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005L3UF
235,"Foshan X Fun Silicone Technology Co., Ltd",Chinese Mainland,['Booth: 3C-E15   |   Commercial Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005K9BU
236,"Guangdong MF Lighting Co., Ltd.",Chinese Mainland,['Booth: 3C-E15   |   Commercial Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005L55G
237,"Hangzhou Jurong Electronic Technology Co., Ltd",Chinese Mainland,['Booth: 3C-E15   |   Commercial Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005K1Y5
238,Jiangmen City Pengjiang District Qihui Lighting Electrical Appliances Co. Ltd.,Chinese Mainland,['Booth: 3C-E15   |   Commercial Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005K2GM
239,"Jiangmen ZR Lighting Co., Ltd.",Chinese Mainland,['Booth: 3C-E15   |   Commercial Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005LCI6
240,"Jiangsu Liangfeng Lighting Co., Ltd.",Chinese Mainland,['Booth: 3C-E15   |   Commercial Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005K297
241,"Nantong Nanyang Lighting Technology Co., Ltd.",Chinese Mainland,['Booth: 3C-E15   |   Commercial Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005K28A
242,"Ningbo Bec Lighting Co., Ltd.",Chinese Mainland,['Booth: 3C-E15   |   Commercial Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005L3RO
243,"Ningbo Deamak Star Intelligent TechnologY Co., Ltd.",Chinese Mainland,['Booth: 3C-E15   |   Commercial Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005KZJG
244,"Ningbo Exquisite Electrical Appliance Co., Ltd.",Chinese Mainland,['Booth: 3C-E15   |   Commercial Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005KZEV
245,"Ningbo Oe Lighting Manufacturing Co., Ltd.",Chinese Mainland,['Booth: 3C-E15   |   Commercial Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005L3VC
246,"Ningbo Tianhan Electrical Appliance Co., Ltd.",Chinese Mainland,['Booth: 3C-E15   |   Commercial Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005KA5B
247,"Ningbo Yixincheng Electrical Appliances Co., Ltd.",Chinese Mainland,['Booth: 3C-E15   |   Commercial Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005K11W
248,"Shaoxing Kaisheng Lighting Co., Ltd.",Chinese Mainland,['Booth: 3C-E15   |   Commercial Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005KXTO
249,"Shaoxing Ledme Electronics Co., Ltd.",Chinese Mainland,['Booth: 3C-E15   |   Commercial Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005KXSR
250,"Shaoxing Shangyu Oudi Electrical Co., Ltd.",Chinese Mainland,['Booth: 3D-E19   |   Residential Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005KA75
251,"Shenzhen BrighterLite Lighting Co.,Ltd",Chinese Mainland,['Booth: 3D-E19   |   Residential Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005KA1N
252,"Shenzhen C-Fox Optoelectronics Technology Co., Ltd.",Chinese Mainland,['Booth: 3D-E19   |   Residential Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005L3X6
253,"Shenzhen Daybetter Optoelectronics Co., Ltd.",Chinese Mainland,['Booth: 3D-E19   |   Residential Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005LA5B
254,"Shenzhen ECO-NEWLEAF Co., Ltd.",Chinese Mainland,['Booth: 3D-E19   |   Residential Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005L57A
255,"Taixing Nilan Electrical Co., Ltd.",Chinese Mainland,['Booth: 3D-E19   |   Residential Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005LA9Z
256,"Taizhou Biumart E-Tech Co., Ltd.",Chinese Mainland,['Booth: 3D-E19   |   Residential Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005K1Z2
257,"Taizhou Deco-Maker Arts & Crafts Co., Ltd.",Chinese Mainland,['Booth: 3D-E19   |   Residential Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005L2KA
258,"Taizhou Shangyuan Plastic & Illumination Co., Ltd.",Chinese Mainland,['Booth: 3D-E19   |   Residential Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005K9V6
259,"Guangzhou Weinspection Co., Ltd",Chinese Mainland,['Booth: 3D-E19   |   Residential Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005K08C
260,"Xiamen JYG Optoelectronic Co., Ltd.",Chinese Mainland,['Booth: 3D-E19   |   Residential Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005LFEF
261,"Yuyao Shunrong Optronics Technology Co., Ltd.",Chinese Mainland,['Booth: 3D-E19   |   Residential Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005L74H
262,"Zhejiang Feide Electric Technology Co., Ltd.",Chinese Mainland,['Booth: 3D-E19   |   Residential Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005K05L
263,"Zhongshan City S.Par Optoelectronics Technology Co., Ltd.",Chinese Mainland,['Booth: 3D-E19   |   Residential Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005L51S
264,"Zhongshan Hangsheng Electronics Co., Ltd",Chinese Mainland,['Booth: 3D-E19   |   Residential Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005L5FM
265,"Zhongshan Jingxin Photoelectric Co., Ltd.",Chinese Mainland,['Booth: 3D-E19   |   Residential Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005LN0D
266,"Zhongshan Ledemo Lighting Co.,Ltd",Chinese Mainland,['Booth: 3D-E19   |   Residential Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005KXUL
267,"Zhongshan Mobosi Lighting Co., Ltd.",Chinese Mainland,['Booth: 3D-E19   |   Residential Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005KXHO
268,"Zhongshan Shangdong Lighting Technology Co., Ltd.",Chinese Mainland,['Booth: 3D-E19   |   Residential Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005K22S
269,"Zhongshan TECO Lighting Co.,Ltd",Chinese Mainland,['Booth: 3D-E19   |   Residential Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005K1WB
270,"Zhongshan Xianda Lighting Co.,Ltd",Chinese Mainland,['Booth: 3D-E19   |   Residential Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005K23P
271,"Adision Lighting (HK) Co., Limited",Hong Kong,['Booth: 3D-E19   |   Residential Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005JP5W
272,"Cononlux Technology Co., Limited",Hong Kong,['Booth: 3D-E19   |   Residential Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005JJUZ
273,"HongKong SSVE Electronics Co., Limited",Hong Kong,['Booth: 3D-E19   |   Residential Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005JQF1
274,Kooman (HongKong) International Limited,Hong Kong,['Booth: 3D-E19   |   Residential Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005JJLQ
275,"Romanso Electronic Co., Limited",Hong Kong,['Booth: 3D-E19   |   Residential Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005JQGY
276,Global Trade Promotions Limited,Hong Kong,['Booth: 3D-E19   |   Residential Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005JJNK
277,Hong Kong A.A. Electronics Ltd,Hong Kong,['Booth: 3D-E19   |   Residential Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005JJT2
278,J & M Timber Industrial Limited,Hong Kong,['Booth: 3D-E19   |   Residential Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005JJQB
279,MLM Lighting Limited,Hong Kong,['Booth: 3D-E19   |   Residential Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005JN5Y
280,Ningbo Bestparts Limited,Hong Kong,['Booth: 3D-E19   |   Residential Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005JN41
281,"Rocalux Technology Co., Limited",Hong Kong,['Booth: 3D-E19   |   Residential Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005JP6T
282,Saco Lighting Limited,Hong Kong,['Booth: 3D-E19   |   Residential Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005JP8N
283,"Shenzhen Ledway Lighting Co., Limited",Hong Kong,['Booth: 3D-E19   |   Residential Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005JP7Q
284,Top East Electronic Tech Ltd,Hong Kong,['Booth: 3D-E19   |   Residential Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005JN27
285,"Zhongshan Lbt Lighting Co., Limited",Hong Kong,['Booth: 3D-E19   |   Residential Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005JQKM
286,DPPUL Imp & Exp Co Ltd Zhuhai,Chinese Mainland,['Booth: 3D-E19   |   Residential Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005L71Q
287,Elyxwork Electronics Company Limited,Chinese Mainland,['Booth: 3D-E19   |   Residential Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005K9K3
288,"Foshan Innovative Lighting Technologies Co., Ltd.",Chinese Mainland,['Booth: 3D-E19   |   Residential Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005KXN6
289,"Foshan King Lanca Lighting Technology Co., Ltd.",Chinese Mainland,['Booth: 3D-E19   |   Residential Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005K9W3
290,"Guangdong Chenghong Lighting Technology Co., Ltd.",Chinese Mainland,['Booth: 3D-E19   |   Residential Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005L5DS
291,Hangzhou Lighting Import & Export Ltd.,Chinese Mainland,['Booth: 3D-E19   |   Residential Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005L3K9
292,"JIANGMEN JJH LIGHTING TECH CO.,LTD",Chinese Mainland,['Booth: 3D-E19   |   Residential Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005M5UD
293,"UMI Lighting Technology Co., Ltd",Chinese Mainland,['Booth: 3D-E19   |   Residential Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005LFFC
294,"ZHONGSHAN HOUSETON LIGHTING CO., LIMITED",Chinese Mainland,['Booth: 3D-E19   |   Residential Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005L3JC
295,"Zhongshan Civi Lighting Technology Co.,Ltd.",Chinese Mainland,['Booth: 3D-E19   |   Residential Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005LA68
296,"ALOTOF Co.,Limited",Chinese Mainland,['Booth: 3D-E19   |   Residential Lighting   |   '],/event/hklightingfairse/en/exhibitor/1S005L3PU
