exhibitor_id,application_id,company_name,booth_no,show_area,profile_url,source_url,source_position
19630A1A40E92D033594366242312630,251259,CTCI CORPARATION,"Taipei Nangang Exhibition Center, Hall 1 (TaiNEX 1) AI Technology & Applications J0817a","Taipei Nangang Exhibition Center, Hall 1 (TaiNEX 1) AI Technology & Applications",https://www.taitronics.tw/en/exhibitor/19630A1A40E92D03918321404C719C8F2605680E9E44D119/info.html?lt=data&vt=company-name&cr=43,https://www.taitronics.tw/en/exhibitor/company-name-data/index.html?currentPage=5&pageSize=10,43
35E0B27C4A6ABB3CE2C3E66B7396AC62,250786,CTIMES,"Taipei Nangang Exhibition Center, Hall 1 (TaiNEX 1) Media I1118","Taipei Nangang Exhibition Center, Hall 1 (TaiNEX 1) Media",https://www.taitronics.tw/en/exhibitor/35E0B27C4A6ABB3CE975558E87F50CE62605680E9E44D119/info.html?lt=data&vt=company-name&cr=44,https://www.taitronics.tw/en/exhibitor/company-name-data/index.html?currentPage=5&pageSize=10,44
230D95B9B792A88796F6ACF547D9859B,176069,Calnex Solultions Ltd.,"Taipei Nangang Exhibition Center, Hall 1 (TaiNEX 1) Advanced Meters & Instruments J0911","Taipei Nangang Exhibition Center, Hall 1 (TaiNEX 1) Advanced Meters & Instruments",https://www.taitronics.tw/en/exhibitor/230D95B9B792A88706C79A983D1F7009D0636733C6861689/info.html?lt=data&vt=company-name&cr=45,https://www.taitronics.tw/en/exhibitor/company-name-data/index.html?currentPage=5&pageSize=10,45
7D9E180D989C0291D0636733C6861689,176005,Center Technology Corp.,"Taipei Nangang Exhibition Center, Hall 1 (TaiNEX 1) Advanced Meters & Instruments I0829a","Taipei Nangang Exhibition Center, Hall 1 (TaiNEX 1) Advanced Meters & Instruments",https://www.taitronics.tw/en/exhibitor/7D9E180D989C02914D5A74F48445475C/info.html?lt=data&vt=company-name&cr=46,https://www.taitronics.tw/en/exhibitor/company-name-data/index.html?currentPage=5&pageSize=10,46
A2920F6AC7D1DD7ED0636733C6861689,176016,Cherng Weei Technology Corp.,"Taipei Nangang Exhibition Center, Hall 1 (TaiNEX 1) Electronic Components & Parts J0503a","Taipei Nangang Exhibition Center, Hall 1 (TaiNEX 1) Electronic Components & Parts",https://www.taitronics.tw/en/exhibitor/A2920F6AC7D1DD7E4D5A74F48445475C/info.html?lt=data&vt=company-name&cr=47,https://www.taitronics.tw/en/exhibitor/company-name-data/index.html?currentPage=5&pageSize=10,47
C0B5CC8EDF7666E5D0636733C6861689,176028,"Chia Shin Knobs Co., Ltd.","Taipei Nangang Exhibition Center, Hall 1 (TaiNEX 1) Electronic Components & Parts I1125","Taipei Nangang Exhibition Center, Hall 1 (TaiNEX 1) Electronic Components & Parts",https://www.taitronics.tw/en/exhibitor/C0B5CC8EDF7666E54D5A74F48445475C/info.html?lt=data&vt=company-name&cr=48,https://www.taitronics.tw/en/exhibitor/company-name-data/index.html?currentPage=5&pageSize=10,48
B68669C1D56380E0436246646BAD42EB,249972,Chihuahua State Government,"Taipei Nangang Exhibition Center, Hall 1 (TaiNEX 1) Electronic Components & Parts I0623","Taipei Nangang Exhibition Center, Hall 1 (TaiNEX 1) Electronic Components & Parts",https://www.taitronics.tw/en/exhibitor/B68669C1D56380E05E931CE1B486DC24BFB422A6A801970E/info.html?lt=data&vt=company-name&cr=49,https://www.taitronics.tw/en/exhibitor/company-name-data/index.html?currentPage=5&pageSize=10,49
B5A8E5FE9A955E97D0636733C6861689,176017,"Chyng Hong Electronic Co., Ltd.","Taipei Nangang Exhibition Center, Hall 1 (TaiNEX 1) Advanced Meters & Instruments J0518","Taipei Nangang Exhibition Center, Hall 1 (TaiNEX 1) Advanced Meters & Instruments",https://www.taitronics.tw/en/exhibitor/B5A8E5FE9A955E974D5A74F48445475C/info.html?lt=data&vt=company-name&cr=50,https://www.taitronics.tw/en/exhibitor/company-name-data/index.html?currentPage=5&pageSize=10,50
1EDA02AABB05C1BF339D9D46AAA6E409,249730,"Comart System Co., Ltd.","Taipei Nangang Exhibition Center, Hall 1 (TaiNEX 1) AI Technology & Applications I0323","Taipei Nangang Exhibition Center, Hall 1 (TaiNEX 1) AI Technology & Applications",https://www.taitronics.tw/en/exhibitor/1EDA02AABB05C1BF4A5EA360D89F2DB8BFB422A6A801970E/info.html?lt=data&vt=company-name&cr=51,https://www.taitronics.tw/en/exhibitor/company-name-data/index.html?currentPage=6&pageSize=10,51
5A94D34ECF8C0D05D0636733C6861689,179503,"Combogic Technology Co., Ltd.","Taipei Nangang Exhibition Center, Hall 1 (TaiNEX 1) Big Bang Startups J1316","Taipei Nangang Exhibition Center, Hall 1 (TaiNEX 1) Big Bang Startups",https://www.taitronics.tw/en/exhibitor/5A94D34ECF8C0D054D5A74F48445475C/info.html?lt=data&vt=company-name&cr=52,https://www.taitronics.tw/en/exhibitor/company-name-data/index.html?currentPage=6&pageSize=10,52
