Company Name,Location,Booth,url
Markham Limited,Hong Kong,"['Booth: 5C-D22   |   Health, Green & Organic Food   |   Chinese Mainland (Ningxia Goji)']",/event/foodexpopro/en/exhibitor/1S0064B0P?fairCode=foodexpopro&locale=en
P & J Food HK Limited,Hong Kong,"['Booth: 5C-D22   |   Health, Green & Organic Food   |   Chinese Mainland (Ningxia Goji)']",/event/foodexpopro/en/exhibitor/1S0065E8Y?fairCode=foodexpopro&locale=en
Pack Rite Company Limited,Hong Kong,"['Booth: 5B-D10   |   Health, Green & Organic Food   |   ']",/event/foodexpopro/en/exhibitor/1S0063PKN?fairCode=foodexpopro&locale=en
Sun Cheong Hong Stationery & Paper,Hong Kong,"['Booth: 5B-D10   |   Health, Green & Organic Food   |   ']",/event/foodexpopro/en/exhibitor/1S0065EMS?fairCode=foodexpopro&locale=en
"ARAM CO., LTD.","Korea, Republic Of","['Booth: 5B-D10   |   Health, Green & Organic Food   |   ']",/event/foodexpopro/en/exhibitor/1S0064VUN?fairCode=foodexpopro&locale=en
Agro Export DV LLC,Russia,"['Booth: 5B-D10   |   Health, Green & Organic Food   |   ']",/event/foodexpopro/en/exhibitor/1S006636F?fairCode=foodexpopro&locale=en
Akita Prefecture,Japan,"['Booth: 5B-D10   |   Health, Green & Organic Food   |   ']",/event/foodexpopro/en/exhibitor/1S0065F0L?fairCode=foodexpopro&locale=en
Bossa Consulting,Brazil,"['Booth: 5B-D10   |   Health, Green & Organic Food   |   ']",/event/foodexpopro/en/exhibitor/1S0065F49?fairCode=foodexpopro&locale=en
"Black Dragon River North Jixing Ecological Agriculture Development Group Co., Ltd",Chinese Mainland,"['Booth: 5B-D10   |   Health, Green & Organic Food   |   ']",/event/foodexpopro/en/exhibitor/1S00668AY?fairCode=foodexpopro&locale=en
"Bluefactory Co., Ltd.","Korea, Republic Of","['Booth: 5B-D10   |   Health, Green & Organic Food   |   ']",/event/foodexpopro/en/exhibitor/1S0064W7J?fairCode=foodexpopro&locale=en
COMPANHIA BARRA PRODUAO DE ALIMENTOS E COMERCIO LIMITADA,Macao,"['Booth: 5B-D10   |   Health, Green & Organic Food   |   ']",/event/foodexpopro/en/exhibitor/1S0065F2F?fairCode=foodexpopro&locale=en
"Chungui Health Care Technology Co., Ltd.",Chinese Mainland,"['Booth: 5B-D10   |   Health, Green & Organic Food   |   ']",/event/foodexpopro/en/exhibitor/1S0065VVK?fairCode=foodexpopro&locale=en
Chungwoo Food Co Ltd,"Korea, Republic Of","['Booth: 5B-D10   |   Health, Green & Organic Food   |   ']",/event/foodexpopro/en/exhibitor/1S0064X6L?fairCode=foodexpopro&locale=en
"Dujiangyan Tianci Miyuan Agriculture Co., Ltd.",Chinese Mainland,"['Booth: 5B-D10   |   Health, Green & Organic Food   |   ']",/event/foodexpopro/en/exhibitor/1S0065LCF?fairCode=foodexpopro&locale=en
EXP-DV LLC,Russia,"['Booth: 5B-D10   |   Health, Green & Organic Food   |   ']",/event/foodexpopro/en/exhibitor/1S006635I?fairCode=foodexpopro&locale=en
"Momono Trading Co., Ltd.",Japan,"['Booth: 5B-D10   |   Health, Green & Organic Food   |   ']",/event/foodexpopro/en/exhibitor/1S00650B3?fairCode=foodexpopro&locale=en
"Euphoria Fruitage (Jiaxing) Import&Export Co., Ltd.",Chinese Mainland,"['Booth: 5B-D10   |   Health, Green & Organic Food   |   ']",/event/foodexpopro/en/exhibitor/1S0065FS9?fairCode=foodexpopro&locale=en
"Foshoushan Food Co., Ltd., Guang'an District, Guang'an City",Chinese Mainland,"['Booth: 5B-D10   |   Health, Green & Organic Food   |   ']",/event/foodexpopro/en/exhibitor/1S0065L43?fairCode=foodexpopro&locale=en
Fukuoka Small and Medium Enterprise Promotion Center,Japan,"['Booth: 5B-D10   |   Health, Green & Organic Food   |   ']",/event/foodexpopro/en/exhibitor/1S00656UC?fairCode=foodexpopro&locale=en
