,Reference,Subject,Subject_link,Closing Date
0,Contract No.: ED/2025/18,Smart and Green Mass Transit System in Kai Tak,/eng/tender-notices/contracts/tender-notices/index-id-2393.html,"12:00 noon, Friday, 14 Aug 2026
                      *"
1,Contract No.: CV/2026/01,"Site Formation and Infrastructure Works at Tai Kei Leng and Shap Pat Heung, Yuen Long",/eng/tender-notices/contracts/tender-notices/index-id-2421.html,"12:00 noon, Friday, 17 Jul 2026"
2,Contract No.: CV/2026/02,CEDD Maintenance Contract for Seawalls and Navigation Channels (2026-2031),/eng/tender-notices/contracts/tender-notices/index-id-2423.html,"12:00 noon, Friday, 10 Jul 2026"
3,Contract No.: GE/2026/14,"Ground Investigation Works for Study of Groundwater, Sub-surface Moisture and Surface Drainage Water Associated with Man-made Slopes in Hong Kong",/eng/tender-notices/contracts/tender-notices/index-id-2420.html,"12:00 noon, Friday, 26 Jun 2026
                      *"
4,Contract No.: GE/2026/03,"Landslip Prevention and Mitigation Programme, Kowloon and New Territories East, Phase 1, Contract A",/eng/tender-notices/contracts/tender-notices/index-id-2422.html,"12:00 noon, Friday, 26 Jun 2026
                      *"
5,Contract No.: YL/2026/01,Road Works for Smart and Green Mass Transit System Phase 1 in Hung Shui Kiu/Ha Tsuen New Development Area,/eng/tender-notices/contracts/tender-notices/index-id-2418.html,"12:00 noon, Friday, 26 Jun 2026"
6,Contract No.: GE/2026/28,Provision of Time Domain Reflectometry Testing Services for the Public Works Laboratories – North Eastern and South-Eastern Areas (Term Contract),/eng/tender-notices/contracts/tender-notices/index-id-2416.html,"12:00 noon, Wednesday, 17 Jun 2026"
