,Reference,Subject,Subject_link,Closing Date
1044,1553EM15T,36-month Term Contract for Comprehensive Maintenance of Pumping Installations at CSD Venues,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_247.html,10.7.2015
1045,1178EM15T,Triennial Term Contract for the Comprehensive Maintenance and Repair of Lift Installations at Various Premises of the Government of the Hong Kong Special Administrative Region and Hospital Authority (Package One of OT15),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_246.html,10.7.2015
1046,1575EM15S,Maintenance of Target Retrieval System at CSD STI Indoor Shooting Range,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_245.html,3.7.2015
1047,1117EM15T,"Triennial Term Contract for Maintenance of Heating, Ventilation and Air-conditioning Installations in TSCSD Venues for the Government of HKSAR",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_244.html,3.7.2015
1048,1080EM15T,"42-month Term Contract for Comprehensive Maintenance, Examination and Testing of Lifting Appliances and Lifting Gear for Sewage Treatment Facilities in New Territories",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_243.html,3.7.2015
1049,1249EM15T,Triennial Term Contract for the Comprehensive Maintenance and Repair of Lift Installations at Various Premises of the Government of the Hong Kong Special Administrative Region and Hospital Authority (Package One of SG15),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_242.html,26.6.2015
1050,1118EM15T,"Triennial Term Contract for Maintenance of Heating, Ventilation and Air-conditioning Installations in TSCSD Venues (Closed Area) for the Government of HKSAR",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_241.html,26.6.2015
1051,2566EM14T,"Triennial Term Contract for the Maintenance and Repair of, Alterations and Additions to, Fire Service Installations for Venues of Customs and Excise Department, Fire Services Department, and Immigration Department for the Government of HKSAR",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_240.html,26.6.2015
1052,1609EM15S,Maintenance of Gas Lamps in Central. Contract Duration of 24 months.,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_239.html,5.6.2015
1053,1002EM15W,Replacement of LED Display System with Video Projection System at Hong Kong Coliseum,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_238.html,5.6.2015
1054,2164EM14T,Triennial Term Contract for the Comprehensive Maintenance and Repair of Lift Installations at Various Premises of the Government of the Hong Kong Special Administrative Region (Package One of FT14),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_237.html,22.5.2015
1055,1033EM15T,Triennial Term Contract for Maintenance of Security and Electronic Systems at Lo Wu Correctional Institution,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_236.html,8.5.2015
1056,EMSD_PD_001_2015,Provision of Energy Audit Services for Government Buildings to the Electrical and Mechanical Services Trading Fund,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_235.html,7.5.2015
1057,1029EM10,Triennial Term Contract for the Comprehensive Maintenance and Repair of Lift and Escalator Installations at Various Premises of the Government of the Hong Kong Special Administrative Region (Package Eight),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_6.html,6.5.2015
1058,1028EM10,Triennial Term Contract for the Comprehensive Maintenance and Repair of Lift and Escalator Installations at Various Premises of the Government of the Hong Kong Special Administrative Region (Package Seven),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5.html,6.5.2015
1059,1021EM10,Replacement of Tunnel Ventilation Supply Fan System at Lion Rock Tunnel,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4.html,6.5.2015
1060,1047EM10,Replacement of Air-conditioning Equipment at North Point Government Offices,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_3.html,6.5.2015
1061,1020EM15W,Supply and Installation of Sea Water Cooled Air-conditioning Installations at Air Mail Centre,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_234.html,10.4.2015
1062,2249EM14T,"36-month Term Contract for Maintenance of Air-conditioning and Electrical Installations at Ruttonjee Hospital, Tung Wah Eastern Hospital and Cheshire Home Chung Hom Kok",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_233.html,10.4.2015
1063,2003EM14T,Triennial Term Contract for Maintenance of Digital Red Light Camera System (Phase III) for Hong Kong Police Force,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_232.html,27.3.2015
1064,1887EM14T,Triennial Term Contract for Maintenance of Speed Enforcement Camera System (Phase II) for Hong Kong Police Force,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_231.html,27.3.2015
1065,2617EM14T,Biennial Term Contract for Operation and Maintenance of Data Centre Infrastructure at Siu Ho Wan Maintenance Depot,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_230.html,13.3.2015
1066,2246EM14T,"Quadrennial Term Contract for Provision of Maintenance, Modification and Installation works on Tai Po and North District Area Traffic Control System",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_229.html,13.3.2015
1067,EMSD BSSD/ISC/5-25/08,Contract for the Provision of Call Centre Service for the Information Service Centre (ISC) of the Electrical and Mechanical Services Department (EMSD),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_228.html,12.3.2015
1068,2087EM14W,Bulk Replacement of Air-cooled Chillers in Hospital Authority Venues (Batch 1),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_227.html,6.3.2015
1069,2487EM14W,District Cooling System (DCS) at Kai Tak Development (KTD) Phase III (Package B) – Electrical and Mechanical Installation,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_226.html,27.2.201510.4.2015
1070,2477EM14A,District Cooling System (DCS) at Kai Tak Development (KTD) Phase III (Package B) – Water Pipe Laying Works,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_225.html,27.2.201510.4.2015
1071,2266EM14T,Triennial Term Contract for Operation and Maintenance of Air-conditioning Installations and Other Facilities for Unattended Municipal Venues in Kowloon,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_224.html,27.2.2015
1072,1185EM14T,Triennial Term Contract for Maintenance of Electrical Installations and Domestic Appliances at Various Staff Quarters of the Government of the Hong Kong Special Administrative Region (NEC TSC OPTION A),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_223.html,13.2.201513.5.2015
1073,EMSD BSSD/ISC/5-25/07,Contract for the Provision of Call Centre Service for the Information Service Centre (ISC) of the Electrical and Mechanical Services Department (EMSD),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_222.html,12.2.2015
1074,2540EM14M,Supply and Installation of Video Shooting Range System at Staff Training Institute for Correctional Services Department,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_221.html,6.2.2015
1075,1488EM14W,Replacement of Air-conditioning Systems at Cheung Sha Wan Government Offices Building,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_220.html,6.2.2015
1076,2434EM14T,"Triennial Contract for the Operation and Maintenance of Electrical, Mechanical and Other Installations for Unattended Municipal Venues in New Territories of the Government of the Hong Kong Special Administrative Region",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_219.html,30.1.2015
1077,1939EM14T,Triennial Term Contract for Operation and Maintenance of Air-conditioning Installations and Other Facilities for Attended Municipal Venues in Kowloon,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_218.html,30.1.2015
1078,1965EM14T,"Triennial Contract for the Operation and Maintenance of Electrical, Mechanical and Other Installations for Municipal Venues in Kowloon of the Government of the Hong Kong Special Administrative Region [Package II]",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_217.html,23.1.2015
1079,1914EM14T,Triennial Contract for Operation and Maintenance of Air-conditioning Installations at Attended Municipal Venues in Hong Kong Region,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_216.html,23.1.2015
