url,Nature of Business,Location,Year of Establishment,Main Categories,Major Markets,Total Employees,Annual Turnover,Contact Person,Office Address,Country/Region,Brands,Position
https://sourcing.hktdc.com/en/Supplier-Store/Profile/A-S-F-A-LIMITED/1S00O6GT5,"Retailer, Wholesaler",Hong Kong,2014.0,"Bags, Handbags & Accessories, Clothing/ Garments, Costume & Fashion Jewellery, Decoration & Crafts, Eyewear & Accessories, Fashion Accessories, Loose Stones & Raw Materials, Shoes & Accessories","Eastern Europe, Japan, Middle East, Scandinavia, Southeast Asia, Western Europe, Worldwide",11 - 15,"US$ 100,000 - 249,999",Miss Bibian Wong,"Unit H, 23/F, Twr 2, Ma On Shan Ctr, 1 On Chun St, Ma On Shan, New Territories, Hong Kong",Hong Kong,A.S.F.A. Certificate Name Issued By Certificate Type Valid Date OEKO-TEX OEKO-TEX Others 22 Aug 2025 - 22 Aug 2026 Hot fix rhinestons Hot fix motif,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Trust-Time-Co-o-b-Lead-Shine-Limited/1X0AG5E7,Manufacturer,Hong Kong,2017.0,"Fashion Accessories, Gifts / Souvenirs, Jewellery & Watch, Watches & Clocks","Japan, North America, Western Europe",16 - 25,"US$ 1,000,000 - 4,999,999",Ms Jamie Lau,"Unit 1401, 14/F, Vanta Ind'l Ctr, 21 Tai Lin Pai Rd, Kwai Chung, NT, Hong Kong",Hong Kong,LIGHT-&-SALT ODM OEM,Marketing Manager
https://sourcing.hktdc.com/en/Supplier-Store/Profile/DD-Nature-Craft-Co-Ltd/1X0AFG7H,Manufacturer,Thailand,2003.0,"Arts & Crafts, Clothing/ Garments, Decoration & Crafts, Fashion Accessories, Textiles, Fabrics & Yarns","Hong Kong, Japan, Middle East, Southeast Asia, Western Europe",1 - 5,,Ms Daungruthai Pumipichet,"4 Soi 1 Trok 3, Rama 2 Road, Samedum, Bangkhunthian, Bangkok 10150, Thailand",Thailand,"Hempthai Hand loom weaving and knitting Hand loom weaving Hemp fibre 100% Natural color dye and print zero waste products carbon neuter chemical free Certificate Name Issued By Certificate Type Valid Date Daungruthai Pumipichet FDA License 24 Jan 2023 - 24 Jan 2027 View details Factory & Facility Research & Development Quality Control 2021 Japan Design, Idea & Invention expo MATIÈRES À PENSER eco-material library",Production Manager
https://sourcing.hktdc.com/en/Supplier-Store/Profile/G-E-P-Spinning-Co-Ltd/1S00NZ0C0,Manufacturer,Thailand,2014.0,"Clothing/ Garments, Health Care & Medical Supplies, Homeware & Lifestyle Essentials, Socks, Legwears & Hosiery, Textiles, Fabrics & Yarns","Hong Kong, Japan, Taiwan",6 - 10,,Ms BENCHAWAN NEANNATSAKUL,"2/29 Bangna Complex Tower, 7 th Floor, Soi Bangna-Trad 25, Bangna, Bangkok 10260, Thailand",Thailand,LSH or FILAGEN,Marketing & Sale Manager
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangdong-Jinshannu-Underwear-Co-Ltd/1S00P125J,,Chinese Mainland,,Clothing/ Garments,,,,karl Ms,"Shiyanyang,Shenxi, Xiancheng Town,Chaonan Dist, Shantou city Guangdong,China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Nano-and-Advanced-Materials-Institute-Limited/1X06Y0GK,Others,Hong Kong,2006.0,"Automobile Electronics, Consumer Electronics, Parts, Components & Electrical Supplies, Textiles, Fabrics & Yarns","Chinese Mainland, Hong Kong",201 - 500 Advanced Materials Nanotechnology Construction Electronics Energy Environmental Healthcare Nanomaterials International Technology Awards Commercialized Technologies,,Ms Business Development Manager,"Units 515-516 Lakeside One Phase Two No. 8 Science Park West Avenue, Hong Kong Science Park, Shatin, New Territories, Hong Kong",Hong Kong,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/NEW-EPOCH-SHANGHAI-CO-LTD/1X0AG29L,"Buying Office, Exporter, Importer, Manufacturer","Shanghai Shi, Shanghai, Chinese Mainland",2009.0,"Clothing/ Garments, Fashion Accessories, Textiles, Fabrics & Yarns","Australasia, Eastern Europe, Hong Kong, Middle East, Western Europe",16 - 25,"US$ 50,000 - 99,999",Ms Hélène Han,"Rm 108, No. 26, Jiafeng Road, Free Trade Zone Dis.(FTZ) Pudong New Area, Shanghai 200120, China",Chinese Mainland,L'yazhou digital printing Green fashion sustainable development,Market Director
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Smith-Garment-Factory-Company-Limited/1X0AG3FC,"Exporter, Manufacturer, Wholesaler",Thailand,2016.0,"Clothing/ Garments, Fashion, Eyewear & Accessories, Textiles, Fabrics & Yarns","Africa, Chinese Mainland, Eastern Europe, Hong Kong",11 - 15,,Mr Thanagorn Sittiwongnanich,"No.9 Chockchai4 Soi 14 Junction 1, Chockchai Rd., Ladprao Distric, Bangkok 10230, Thailand",Thailand,SAAMU,Managing Director
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhuhai-Print-Rite-New-Materials-Corporation-Limited/1S00P0BYV,"Manufacturer, Others","Zhuhai, Guangdong, Chinese Mainland",2004.0,Clothing/ Garments,"Chinese Mainland, Other Asian Countries, Southeast Asia, Worldwide",,,Ms Yi Zeng,"Room 805-806 Building 7 Hengqin International Science and Technology Innovation Cent Guangdong, China",Chinese Mainland,Print-Rite,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Global-Link-Int-l-Group-Ltd/1X07CW93,"Exporter, Manufacturer",Hong Kong,2011.0,Fashion Accessories,"Eastern Europe, Western Europe",26 - 50 ODM OEM,,Mr Kenneth Ho,"Room 716B, 7/F., TCL Tower, 8 Tai Chung Road, Tsuen Wan, N.T., Hong Kong.",Hong Kong,,Marketing Manager
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hong-Kong-Shindo-Ltd/1X03YHZM,"Exporter, Manufacturer",Hong Kong,1970.0,"Clothing/ Garments, Fashion Accessories, Fashion, Eyewear & Accessories, Gift Packaging, Gifts, Toys & Sports Supplies, Packaging Materials, Sports Supplies, Stationery, Textiles, Fabrics & Yarns","Australasia, Central & South America, Chinese Mainland, Eastern Europe, Hong Kong, Japan, Korea, Middle East, North America, Western Europe",11 - 15,"US$ 1,000,000 - 4,999,999",Mr Daniel Chang,"UNIT 512, 5/F TOWER 1 CHEUNG SHA WAN PLAZA, 833 CHEUNG SHA WAN PLAZA, KOWLOON, HONG KONG",Hong Kong,S.I.C / S-Collection ODM OEM Certificate Name Issued By Certificate Type Valid Date Okeo-Tex - - - ISO14001:2004 - ISO 14001 - GRS Control Union - (N/A) - 30 Aug 2022 View details Factory & Facility,Sales Supervisor
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Bethel/1X0A7839,"Manufacturer, Retailer, Wholesaler",Hong Kong,2013.0,"Bags, Handbags & Accessories, Clothing/ Garments, Consumer Electronics, Fashion Accessories, Homeware & Lifestyle Essentials","Hong Kong, Taiwan",,,Miss Annie Hung,"FLAT14, Blk C, 5/F , Hong Kong Industrial Centre 489-491 Castle Peak Road, Lai Chi Kok Cheung Sha Wan, Kowloon, Hong Kong",Hong Kong,Bethel,Manager
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Chak-Bo-Trading-Company/1X08EEFF,"Exporter, Manufacturer, Retailer, Wholesaler",Hong Kong,2013.0,"Costume & Fashion Jewellery, Fashion Accessories, Fashion, Eyewear & Accessories, Fine Jewellery, Jewellery & Watch","Australasia, Central & South America, Chinese Mainland, Eastern Europe, Hong Kong, Japan, Korea, Middle East, North America, Southeast Asia, Taiwan, Western Europe, Worldwide",6 - 10,"US$ 250,000 - 499,999",Miss bobo chan,"Shop No.34, G/F., Loong King Mansion, 23-35 Ma Tau Wai Rd, Hunghom, Kln., Hong Kong",Hong Kong,MOOD JEWELLERY ODM OEM,Manager
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Charlie-K-Chan-International-Ltd-/1X07VKSK,Manufacturer,Hong Kong,1980.0,"Bags, Handbags & Accessories","Australasia, Hong Kong, Japan, Korea, North America, Western Europe, Worldwide",6 - 10,"US$ 500,000 - 999,999",Mr Daniel Chan,"39A, Tower 5, Bel-Air On the Peak Pokfulam Hong Kong",Hong Kong,Coat Tote ODM OEM Smart Design Judge Award 2020 Smart design Merit Award 2020,Manager
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Earth-Rich-Ind-Ltd/1X03WRI9,"Export Agent, Import Agent, Wholesaler",Hong Kong,1997.0,"Costume & Fashion Jewellery, Jewellery & Watch, Loose Stones & Raw Materials",Hong Kong,,,Mr Wong Tat Yan Kevin,"Unit N, 18/F., Shield Industrial Centre, 84-92 Chai Wan Kok Street, Tsuen Wan, New Territories, Hong Kong",Hong Kong,,Manager
https://sourcing.hktdc.com/en/Supplier-Store/Profile/FUNRICH-IND-L-CO-LTD/1X00GZ6X,Manufacturer,Hong Kong,2001.0,"Bags, Handbags & Accessories, Beauty Supplies, Building Materials & Supplies, Fashion, Eyewear & Accessories, Health, Beauty and Baby Care","Hong Kong, Japan, Korea, North America, Western Europe",101 - 200,"US$ 1,000,000 - 4,999,999 ODM OEM Certificate Name Issued By Certificate Type Valid Date ISO 9001 - - - View details Factory & Facility",Ms Farrar Ho,"Unit 608, 6/F, Kwong Sang Hong Centre 151-153 Hoi Bun Road, Kwun Tong, Kowloon, Hong Kong.",Hong Kong,,Sales Manager
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hong-Kong-Haiyuan-Limited/1S00O9IJX,"Manufacturer, Others, Service Company",Hong Kong,2017.0,"Clothing/ Garments, Fashion Accessories","Australasia, Central & South America, Chinese Mainland, Eastern Europe, Hong Kong, Japan, Korea, Middle East, North America, Other Asian Countries, Scandinavia, Southeast Asia, Taiwan, Western Europe",11 - 15,"US$ 1,000,000 - 4,999,999",Miss Pamela Li,"Unit 3 17/F. International Trade Centre, 11 Sha Tsui Road, Tsuen Wan, New Hong Kong",Hong Kong,S.Oliver，Comma，Tommy Bahama View All Breast Flower Breast Flower Chinese Knot Chinese Knot,Manager
https://sourcing.hktdc.com/en/Supplier-Store/Profile/IP-AXIS-INDUSTRIAL-STUDIO/1S00O6X6L,"Manufacturer, Private Individual",Hong Kong,2023.0,Clothing/ Garments,"Chinese Mainland, Hong Kong, Japan, Korea, Taiwan",1 - 5,"US$ < 50,000",Mr Chi Fung Tsang,"Room2502, Ching Yi House, Tsz Ching Estate, Tsz Wan Shan, Wong Tai Sin, KL, Hong Kong Hong Kong",Hong Kong,IP-AXIS-STUDIO,Brand Founder
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Kind-Chan-Enterprises-Limited/1X06L6I0,"Exporter, Manufacturer",Hong Kong,2005.0,"Clothing/ Garments, Fashion, Eyewear & Accessories",Worldwide,51 - 100,"US$ 1,000,000 - 4,999,999",Ms Rita Chen,"Flat I, 3/F, Haribest Industrial Building, 45-47 Aui Pui Wan St., Fo Tan, Sha Tin NT, Hong Kong",Hong Kong,"CSC, Easy Classics ODM OEM Design & Development Experience in women clothing View details Factory & Facility Research & Development Quality Control",Vice General Manager
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Lacess-Limited/1S00NP0TL,"Manufacturer, Retailer",Hong Kong,2019.0,Shoes & Accessories,"Hong Kong, Southeast Asia",1 - 5,,Mr Simon Chow,"917A, Block B, Seaview Estate, 2 Watson Road",Hong Kong,"KIBO, Light Treads Shoe manufacturing Sustainable material Slip and Oil Resistant (SR-C R Water Repellent Ergonomic Design Orthopaedic Insoles Certificate Name Issued By Certificate Type Valid Date SDG Certificate Baguio iRecycle Ltd Others 14 Jul 2023 - 13 Jul 2024 View details Factory & Facility",Co-Founder
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Lee-Ing-Global-Limited/1X0ANBDQ,Service Company,Hong Kong,2004.0,"Bags, Handbags & Accessories, Building Materials & Supplies, Clothing/ Garments, Consumer Electronics, Fashion Accessories, Fashion, Eyewear & Accessories, Gifts / Souvenirs, Gifts, Toys & Sports Supplies, Hardwares (Tools & Parts), Homeware & Lifestyle Essentials, Shoes & Accessories, Sports Supplies, Telecommunication","Australasia, Chinese Mainland, Hong Kong, Other Asian Countries, Southeast Asia, Taiwan, Worldwide",,,Ms Shuky Lee,"Unit 2002 20/F International Enterprise Centre 1 11 Chai Wan Kok Street Tsuen Wan, New Territories, Hong Kong",Hong Kong,FIDLOCK Magnetic Fasteners,Director
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Mei-Sing-Collections-Ltd/1X03WDO9,"Exporter, Manufacturer",Hong Kong,2003.0,"Bags, Handbags & Accessories","Central & South America, Hong Kong, Middle East OEM ODM Manufacturer Exporter Brand Development",,,Mrs Mina Daswani,"Suite 1102 Hollywood Commercial House, 3-5 Old Bailey Street, Central, Hong Kong",Hong Kong,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Mode-Creation-Limited/1X096A15,"Retailer, Service Company, Wholesaler",Hong Kong,2010.0,"Clothing/ Garments, Fashion, Eyewear & Accessories","Hong Kong, Worldwide",,,Ms Kelly Chow,"Unit 603, 6/F, The Galaxy, 313 Castle Peak Road, Kwai Chung N.T.",Hong Kong,MODEMENT,Sales and Marketing Officer
https://sourcing.hktdc.com/en/Supplier-Store/Profile/NONOBO/1S00O9HT4,Private Individual,Hong Kong,2023.0,Clothing/ Garments,"Hong Kong, Japan, Korea",1 - 5,"US$ < 50,000",Miss wing yin christy fok,"Room C11， 14/F Fully Industrial Building, 6 Tsun Yip Lane Kwun Tong",Hong Kong,NONOBO,Fashion Designer
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Sam-Lung-Products-Ltd/1X03SIG2,"Exporter, Mail Order Co., Manufacturer, Wholesaler",Hong Kong,2007.0,"Clothing/ Garments, Fashion, Eyewear & Accessories, Textiles, Fabrics & Yarns",Worldwide,51 - 100,"US$ 10,000,000 - 49,999,999",Ms Joyce&#x2F; Ms Jojo,"Rm.13 ,21/F, New Tech Plaza, No.34 Tai Yau Street, San Po Kong, Kowloon, Hong Kong",Hong Kong,"SUNCOCO ® , GLEAM ®, ANGEL KING ®, LUMEYA ®, Lame-Session ® ODM OEM Certificate Name Issued By Certificate Type Valid Date Lead content for SL-54, Gold - - - Lead content for SL-16, Silver - - - Lead content for SL-2, Silver - - - Oeko-Tex Standard 100 - - - View details Factory & Facility",SalesTeam
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Sunny-Age-Ltd/1X0046LX,"Exporter, Importer, Manufacturer, Wholesaler",Hong Kong,1992.0,"Bags, Handbags & Accessories, Building Materials & Supplies, Consumer Electronics, Furniture & Parts, Gifts / Souvenirs, Home Products, Lights & Constructions, Homeware & Lifestyle Essentials, Jewellery & Watch, Lights, Parts, Components & Electrical Supplies, Parts, Components & Raw Materials, Stationery, Watches & Clocks","Australasia, Chinese Mainland, Japan, North America, Western Europe",16 - 25,"US$ 5,000,000 - 9,999,999",Mr Tim Lau,"Unit A, 10/F., Hyde Centre, 223 Gloucester Road, Wanchai, H.K.",Hong Kong,Sunny Age ODM OEM View details Factory & Facility,General Manager
https://sourcing.hktdc.com/en/Supplier-Store/Profile/tutulamb-limited/1S00OQJBK,Wholesaler,Hong Kong,2009.0,Clothing/ Garments,"Chinese Mainland, Hong Kong, Japan, Korea, Southeast Asia, Taiwan",6 - 10,,Ms Trazy Wong,"17/F, Unit A Yally Industial Building, 6 Yip Fat Street, Wong Chuk Hang",Hong Kong,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/WEIFENG-GARMENT-LIMITED/1S00OYHVY,Manufacturer,Hong Kong,2014.0,Clothing/ Garments,"Australasia, Central & South America, Eastern Europe, Japan, Korea, Middle East, North America, Other Asian Countries, Scandinavia, Southeast Asia, Taiwan, Western Europe, Worldwide",51 - 100,"US$ 50,000 - 99,999",Mr Mervyn Xiao,"Unit 8, 15/F, Two Grand Twr, Grand Twr, 625 Nathan Rd, Mong Kok, Kowloon, Hong Kong",Hong Kong,,Manager
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Weaver-Studio-Limited/1S00OYZ8D,"Others, Service Company",Hong Kong,2022.0,Clothing/ Garments,"Hong Kong, Worldwide",,,Ms Kelly Chow,"G.P.O. Box 611, General Post Office, Central, Hong Kong",Hong Kong,MODEMENT crochet weaving art installation craft atelier haute couture handcrafts heritage crafts,Sales manager
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dishang-Group/1X05NQ4Q,Others,"Weihai, Shandong, Chinese Mainland",1993.0,"Clothing/ Garments, Fashion, Eyewear & Accessories","Japan, Korea, North America, Western Europe",10001 - 50000,"US$ > 250,000,000 ODM OEM Certificate Name Issued By Certificate Type Valid Date ISO 9001 - - - ISO 14001 - - -",Miss LiLi Xu,"NO.16 ShiChang Road, Weihai City, Shandong, China",Chinese Mainland,,Office Manager
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shishi-Kaisiya-Garments-Co-Ltd-/1X08X6YK,Manufacturer,"Quanzhou, Fujian, Chinese Mainland",,"Clothing/ Garments, Fashion, Eyewear & Accessories Certificate Name Issued By Certificate Type Valid Date BSCI - - - ISO9001 - - -",,,,Ms Joy tung,"Litong Building, Pengtian Industrial Zone, Lingxiu Town, Shishi City, Quanzhou",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/QuanZhou-Toptex-Garments-Co-Ltd/1X071OND,"Exporter, Manufacturer","Quanzhou, Fujian, Chinese Mainland",2016.0,"Clothing/ Garments, Fashion, Eyewear & Accessories, Gifts, Toys & Sports Supplies, Health Care & Medical Supplies, Sports Supplies","Australasia, Central & South America, Middle East, North America, Other Asian Countries, Scandinavia, Southeast Asia, Western Europe, Worldwide",201 - 500,"US$ 10,000,000 - 49,999,999",Mr Fuhou Wu,"Tanhuashan Industrial zone, Yongchun Country, Quanzhou City, Fujian Province, China.",Chinese Mainland,Yese ODM OEM Certificate Name Issued By Certificate Type Valid Date Oeko-Tex standard 100 - - - SA 8000 - SA8000 - ISO 9001 - ISO 9001 - ISO14001 - - - View details Factory & Facility,Human Resources
https://sourcing.hktdc.com/en/Supplier-Store/Profile/SHISHI-FLYING-WHEEL-THREAD-CO-LTD/1X0B06C6,,Chinese Mainland,,"Clothing/ Garments, Fashion, Eyewear & Accessories, Textiles, Fabrics & Yarns",,,,Sunny Chen,,Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhejiang-Michuang-Trading-Co-Ltd/1S00OAJPE,,Chinese Mainland,,Fashion Accessories,,,,vivi wang,"1203 Juxing Building, No.669 Jiefang Road, Shaoxing, Zhejiang China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/COLORSHOW-FASHION-CO-LTD/1S00P1K8S,,Chinese Mainland,,Clothing/ Garments,,,,David Wang,"Room 610, 2# Block, Yajing Qingchuang Industrial A No.9 Jinkeng Industry Road, Nancun Town, Panyu District, Guangzhou City, Guangdong, China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/COLORIFIX/1S00OZN7S,Manufacturer,United Kingdom,2018.0,,"Central & South America, Southeast Asia, Western Europe",51 - 100,,Ms Georgina Gilmore,"Norwich Research Park Innovation Centre, Colney Lane Norwich United Kingdom",United Kingdom,"H&M, Pangaia, Vollebak Biological Dyeing Sustainability Textiles Certificate Name Issued By Certificate Type Valid Date ISO 9001 BSI ISO 9001 06 Jun 2024 - 25 Jun 2027 OEKO-TEX - ECO PASSPORT Hohenstein Laboratories Ltd Others 31 Jan 2025 - 31 Jan 2026 The Earthshot Finalist 2023 Sustainable Textile Innovation Award Our Process Pangaia Launch Colorifix Trailer",Commercial Lead
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-HaoSen-Metal-Jewelry-Ltd/1S00OACH9,Manufacturer,"Dongguan, Guangdong, Chinese Mainland",2008.0,"Costume & Fashion Jewellery, Fashion Accessories, Gifts / Souvenirs","Australasia, North America, Scandinavia, Western Europe",26 - 50,"US$ 250,000 - 499,999 Customized Fashion Jewelry Gif OEM Fashion Jewelry Stainless Steel Earrings Gold plated Bracelet Chain Necklace 3D drawing Fashion Jewelry Certificate Name Issued By Certificate Type Valid Date CAPR_ZAA600033450 BUREAU VERITAS SEDEX 06 Nov 2023 - 06 Nov 2024 View details Factory & Facility Research & Development Quality Control 2023 HK Jewelry Show 2024 HK jewelry Show View All SS2024 Necklace Earrings Jan. 2024 AW2024 Bracelet AW2024 Earrings",Mr Jasper Jiang,"101, 2nd Buliding, No. 2, Zhen Rong Road, Wu Sha, Chang An T, Mainland China",Chinese Mainland,,Manager
https://sourcing.hktdc.com/en/Supplier-Store/Profile/FABRIC-FUTURE/1S00P1DSB,,Russia,,"Clothing/ Garments, Homeware & Lifestyle Essentials, Textiles, Fabrics & Yarns",,,,Daniil Kostyshin,"Leninskii prospect, 143k2, 196247 St Petersburg, Russia",Russia,,owner
https://sourcing.hktdc.com/en/Supplier-Store/Profile/GRAND-SIGHT-ACCESSORIES-CO-LTD/1S00OZ7AZ,,Chinese Mainland,,Clothing/ Garments,,,,Chris Mo,"No.16, Fengming Road, Fengde Ling, Fenggang Town, Dongguan, Guangdong, China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangzhou-Melten-Textile-Co-LTD/1S00OJDWZ,"Exporter, Manufacturer","Guangzhou, Guangdong, Chinese Mainland",2017.0,Clothing/ Garments,"Central & South America, Eastern Europe, Western Europe",201 - 500,"US$ 5,000,000 - 9,999,999 Certificate Name Issued By Certificate Type Valid Date certificate HIGG FEM SELF-ASSESSMENT MELTEN Cascale Others 30 Apr 2024 - (N/A) certificate HIGG FEM VERIFICATION MELTEN Cascale Others 29 Aug 2024 - (N/A) SMETA_ZAA600085648 LRQA SEDEX 03 Sep 2024 - 03 Sep 2025 View details Factory & Facility Research & Development Quality Control Melten Factory E book Flag Product Factory Image",Mrs Sophie hou,"1st Floor, NO 28,Xixiang 2nd Road,Nanpu Luopu Str,Panyu,Guangzhou,Guangdong China",Chinese Mainland,,sales manager
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangzhou-Zhengxi-Trading-Co-Ltd-/1S00P0BV4,,Chinese Mainland,,Clothing/ Garments,,,,jiayun liang,"Room J335, Room 499, No. 89, Yanling Road, Tianhe District, Guangzhou, China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Heelbo-International-Trading-Company-Limited/1X0AQ7E1,"Exporter, Manufacturer","Yangzhou, Jiangsu, Chinese Mainland",2015.0,"Clothing/ Garments, Fashion, Eyewear & Accessories, Gifts, Toys & Sports Supplies, Socks, Legwears & Hosiery","Australasia, Central & South America, Chinese Mainland, Japan, Middle East, North America",6 - 10,"US$ 100,000 - 249,999 Manufacturer Exporter Socks Comfortable",Mr Bin Yu,"3/F,NO.10 BUILDING, VOICE PARK, YANGZHOU,JIANGSU, CHINA",Chinese Mainland,,MANAGer
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Heyuan-City-Yi-Xuan-Tai-clothing-Co-Ltd/1S00OZE2G,Manufacturer,"Heyuan, Guangdong, Chinese Mainland",2008.0,"Clothing/ Garments, Fashion Accessories","Chinese Mainland, Hong Kong, North America",26 - 50,"US$ 100,000 - 249,999 aje DION LEE CAMILLA AND MARC ACIER Certificate Name Issued By Certificate Type Valid Date SEDEX SEDEX SEDEX 05 Mar 2024 - 16 Apr 2025 View details Factory & Facility Research & Development Quality Control",Ms FEIYAN YE,"Right side, No. 14, Xinjiang 3rd Road, Yuancheng District, China",Chinese Mainland,,MANAGER
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Impani-Limited-Partnership/1S00NYZVG,Manufacturer,Thailand,2012.0,,"Australasia, Eastern Europe, Hong Kong, Japan, Middle East, North America, Scandinavia, Southeast Asia, Taiwan, Western Europe",6 - 10,,Mr Ekasit Komolkittipong,"20/5 Udomsiri Rd Na Mueang, Mueang Ratchaburi, 70000 Thailand",Thailand,IMPANI,Owner
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jarum-Hijau/1S00OWSYE,,Indonesia,,Clothing/ Garments,,,,Mrs Siti Marissa Ulfah,,Indonesia,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Minhou-Bo-Yi-Textile-Co-Ltd/1X0A12WY,"Exporter, Manufacturer","Fuzhou, Fujian, Chinese Mainland",2010.0,,,,,Mr David Bao,"No.5,Tieling Industrial Zone, Minhou County, Fuzhou City, Fujian Province, China.",Chinese Mainland,,General Manager
https://sourcing.hktdc.com/en/Supplier-Store/Profile/MycoWorks/1S00P1DT8,,USA,,"Homeware & Lifestyle Essentials, Textiles, Fabrics & Yarns",,,,Isabelle Nicolay,1300 64th Street,USA,,Producer
https://sourcing.hktdc.com/en/Supplier-Store/Profile/NANYANG-HM-IMPORT-AND-EXPORT-CO-LTD-/1S00O6E2G,"Export Agent, Exporter","Nanyang, Henan, Chinese Mainland",2019.0,"Baby Care & Nursery, Clothing/ Garments","Africa, Australasia, Central & South America, Chinese Mainland, Eastern Europe, Hong Kong, Japan, Korea, Middle East, North America, Other Asian Countries, Scandinavia, Southeast Asia, Taiwan, Western Europe, Worldwide",101 - 200,"US$ 500,000 - 999,999",Mr jiao haihong,"17th,Industrial west road,TangHe County, NANYANG CITY HENAN provinc CHINA,P.R",Chinese Mainland,HM Certificate Name Issued By Certificate Type Valid Date EN-1888 ITS Others 26 Apr 2021 - (N/A) View details Factory & Facility Research & Development Quality Control,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/PANYA-SOLUTIONS-COMPANY-LIMITED/1S00P0Z01,,Thailand,,"Clothing/ Garments, Fashion Accessories, Fashion, Eyewear & Accessories, Textiles, Fabrics & Yarns Certificate Name Issued By Certificate Type Valid Date Standard Mark on the Community Product (s) of Thailand - - -",,,,Wanida Khunpromketsara,"79/264, Chalong, Mueang, Phuket, Thailand",Thailand,,Manager
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Perma-Corporation-Co-Ltd/1S00O4396,"Exporter, Manufacturer, Others",Thailand,2016.0,"Baby Care & Nursery, Clothing/ Garments, Health Care & Medical Supplies, Homeware & Lifestyle Essentials, Personal Care, Socks, Legwears & Hosiery, Textiles, Fabrics & Yarns",Worldwide,,,Mr Chaiyos Rungcharoenchai,"311 2nd Fl Soi Choke Chai Jong Jum Roen Rama 3 rd., Bang Pong Pang Yannawa Bangkok 10120, Thailand",Thailand,PERMA,Chief Executive Officer
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Pim-Collection-Co-Ltd/1S00O4297,Manufacturer,Thailand,1970.0,"Bags, Handbags & Accessories, Stationery, Textiles, Fabrics & Yarns","Central & South America, Hong Kong, Korea, Taiwan, Worldwide",1 - 5,,Ms Pimpun Jaiwong,"88 Moo3 San Pra Nade San Sai, Chiang Mai 50210 Thailand",Thailand,Pim Collection,General Manager
https://sourcing.hktdc.com/en/Supplier-Store/Profile/QUANZHOU-BOOMING-FIRE-CLOTHING-CO-LTD/1S00NXYWE,,Chinese Mainland,,Clothing/ Garments,,,,Yasi Cai,,Chinese Mainland,,Sales
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Raegita-Zoro/1X0A9ZBS,"Others, Retailer, Wholesaler",Indonesia,2014.0,"Clothing/ Garments, Fashion Accessories, Fashion, Eyewear & Accessories",Other Asian Countries,6 - 10,,Mrs Raegita Oktora,"Apartemen Pavilion Jl.K.H Mas Mansyur Kav.24 Jakata, Indonesia",Indonesia,,Creative Director
https://sourcing.hktdc.com/en/Supplier-Store/Profile/MAULI-CASHMERE-a-registered-trademark-of-RED-OCHRE-STUDIO-LLP-/1S00OYULF,,India,,Fashion Accessories View details Factory & Facility,,,,Mr Puneet Gupta,,India,,
