"card-image href","logourl src","card-title","card-title 2","info-item","info-item 2","info-item 3","info-item 4","info-item 5","info-item 6","info-item 7","info-item 8"
"https://exhibitors.informamarkets-info.com/event/2026CPHIK/en-US/exhibitor/485288/aifchem-an-xtalpi-company","https://oemfile.informamarkets-info.com/FileUpload/2026CPHIK_44126/20260617140345199.jpg","AiFChem an XtalPi Company","AiFChem an XtalPi Company","Country/Region:","USA","Stand No.							 	:","N38","Category:","Custom Manufacturing (General Category), Advanced Intermediates, Chiral Intermediates, Fine Chemicals (general category), Heterogeneous Catalysts,","Homogeneous Catalysts, Specialty Chemicals","etc..."
"https://exhibitors.informamarkets-info.com/event/2026CPHIK/en-US/exhibitor/485281/ajoah-co---ltd","https://oemfile.informamarkets-info.com/FileUpload/2026CPHIK_44126/20260528133950171.JPG","AJOAH Co., Ltd","AJOAH Co., Ltd","Country/Region:","KOREA","Stand No.							 	:","U30","Category:","Other","",""
"https://exhibitors.informamarkets-info.com/event/2026CPHIK/en-US/exhibitor/485428/alcedo-pharmachem","https://oemfile.informamarkets-info.com/FileUpload/2026CPHIK_44126/20260708192023716.jpg","ALCEDO PHARMACHEM","ALCEDO PHARMACHEM","Country/Region:","INDIA","Stand No.							 	:","J05","Category:","Antimicrobial Preservatives, Coating Agents, Colour and Dispersions, Emulsifying/ Solubilising Agents, Glidants,","Suspending/ Viscosity increasing Agents, Tablet Filler-Binders, Packaging Accessories, Packaging Materials & Components, Primary Packaging","etc..."
"https://exhibitors.informamarkets-info.com/event/2026CPHIK/en-US/exhibitor/486357/alembic-pharmaceuticals-ltd","https://oemfile.informamarkets-info.com/FileUpload/2026CPHIK_44126/20260701182521302.jpg","ALEMBIC PHARMACEUTICALS LTD","ALEMBIC PHARMACEUTICALS LTD","Country/Region:","INDIA","Stand No.							 	:","S36","Category:","Generic Antibiotics, Generic Antineoplastic / Chemotherapeutic Agent / Anthracyclines, Generic Peptides, Other Generic APIs","",""
"https://exhibitors.informamarkets-info.com/event/2026CPHIK/en-US/exhibitor/485313/allsino-pharmaceutical-co---ltd-","https://oemfile.informamarkets-info.com/FileUpload/2026CPHIK_44126/20260629175050092.jpg","Allsino Pharmaceutical Co., Ltd.","Allsino Pharmaceutical Co., Ltd.","Country/Region:","CHINA","Stand No.							 	:","L24","Category:","Contract Manufacturing/Exclusive Synthesis of Fine Chemicals, Powders, Amino Acids, Antineoplastic / Chemotherapeutic agent / Anthracyclines, Other APIs,","Peptides, Advanced Intermediates, Fine Chemicals (general category), Antineoplastics and Immunomodulating Agents, Cardiovascular System","etc..."
"https://exhibitors.informamarkets-info.com/event/2026CPHIK/en-US/exhibitor/485359/almac","https://oemfile.informamarkets-info.com/FileUpload/2026CPHIK_44126/20260605152402127.jpg","Almac","Almac","Country/Region:","SINGAPORE","Stand No.							 	:","K26","Category:","Analytical Development, Blending, Contract Manufacturing of Dosage Form Drugs, Contract Packaging, Formulation Development,","Contract Manufacturing Services, Contract Packing Services, Contract Services, Small Molecule Development_Drug Discovery and Development, Clinical Development","etc..."
"https://exhibitors.informamarkets-info.com/event/2026CPHIK/en-US/exhibitor/485312/amadis-chemical-company-limited","https://oemfile.informamarkets-info.com/FileUpload/2026CPHIK_44126/2026052813391725.jpg","Amadis Chemical Company Limited","Amadis Chemical Company Limited","Country/Region:","CHINA","Stand No.							 	:","K39","Category:","Contract Manufacturing of Dosage Form Drugs, Contract Manufacturing/Exclusive Synthesis of Fine Chemicals, Custom Manufacturing (General Category), Generic Antineoplastic / Chemotherapeutic Agent / Anthracyclines, Generic Phospholipids,","Antineoplastic / Chemotherapeutic agent / Anthracyclines, Carbohydrates, Phospholipids, Advanced Intermediates, Fine Chemicals (general category)","etc..."
"https://exhibitors.informamarkets-info.com/event/2026CPHIK/en-US/exhibitor/485595/amar-aquatic","https://oemfile.informamarkets-info.com/FileUpload/2026CPHIK_44126/20260617191842701.jpg","Amar Aquatic","Amar Aquatic","Country/Region:","INDIA","Stand No.							 	:","ED01","Category:","Other, Powders, Generic Peptides, Animal Extracts, Cosmeceutical Ingredients,","Dietary Supplement Ingredients, Functional Food Ingredients, Amino acids, Proteins - Animal, Musculo Skeletal-system","etc..."
"https://exhibitors.informamarkets-info.com/event/2026CPHIK/en-US/exhibitor/485353/ambe-phytoextracts-pvt--ltd-","https://oemfile.informamarkets-info.com/FileUpload/2026CPHIK_44126/20260605124915735.jpeg","Ambe Phytoextracts Pvt. Ltd.","Ambe Phytoextracts Pvt. Ltd.","Country/Region:","INDIA","Stand No.							 	:","C19","Category:","Other, Custom Manufacturing (General Category), Cosmeceutical Ingredients, Dietary Supplement Ingredients, Functional Food Ingredients,","Other Natural Extracts, Plant Extracts, Botanical & Herbs, Carotenoids, Vitamins","etc..."
"https://exhibitors.informamarkets-info.com/event/2026CPHIK/en-US/exhibitor/485267/ami-lifesciences-private-limited","https://oemfile.informamarkets-info.com/FileUpload/2026CPHIK_44126/20260629141509469.jpg","AMI LIFESCIENCES PRIVATE LIMITED","AMI LIFESCIENCES PRIVATE LIMITED","Country/Region:","INDIA","Stand No.							 	:","M15","Category:","API Contract Manufacturing, Custom Manufacturing (General Category), Other Generic APIs, Other APIs, Advanced Intermediates","",""
"https://exhibitors.informamarkets-info.com/event/2026CPHIK/en-US/exhibitor/485478/anhui-heryi-pharmaceutical-co--ltd-","https://oemfile.informamarkets-info.com/FileUpload/2026CPHIK_44126/20260707092415117.jpg","Anhui Heryi Pharmaceutical Co.,Ltd.","Anhui Heryi Pharmaceutical Co.,Ltd.","Country/Region:","CHINA","Stand No.							 	:","N28","Category:","Advanced Intermediates, Alimentary Tract and Metabolism, Antineoplastics and Immunomodulating Agents, Cardiovascular System, Respiratory System","",""
"https://exhibitors.informamarkets-info.com/event/2026CPHIK/en-US/exhibitor/485289/anmol-chemicals-pvt-ltd","https://oemfile.informamarkets-info.com/FileUpload/2026CPHIK_44126/20260723195326597.jpg","ANMOL CHEMICALS PVT LTD","ANMOL CHEMICALS PVT LTD","Country/Region:","INDIA","Stand No.							 	:","S19","Category:","Other Generic APIs, Amino Acids, Fine Chemicals (general category), Specialty Chemicals, Amino acids,","Vitamins","etc..."
"https://exhibitors.informamarkets-info.com/event/2026CPHIK/en-US/exhibitor/485322/anupam-rasayan-india-limited","https://oemfile.informamarkets-info.com/FileUpload/2026CPHIK_44126/20260629221111377.jpg","Anupam Rasayan India Limited","Anupam Rasayan India Limited","Country/Region:","INDIA","Stand No.							 	:","J11","Category:","Custom Manufacturing (General Category), Advanced Intermediates, Fine Chemicals (general category), Specialty Chemicals, Custom Manufacturing (General Category)","",""
"https://exhibitors.informamarkets-info.com/event/2026CPHIK/en-US/exhibitor/485348/bio-gen-extracts-private-limited","https://oemfile.informamarkets-info.com/FileUpload/2026CPHIK_44126/2026062318040408.jpg","Bio-gen Extracts Private Limited","Bio-gen Extracts Private Limited","Country/Region:","INDIA","Stand No.							 	:","C39","Category:","Cosmeceutical Ingredients, Dietary Supplement Ingredients, Functional Food Ingredients, Other Natural Extracts, Algae,","Antioxidants, Carotenoids, Colours, Mushrooms, Other Bioactives","etc..."
"https://exhibitors.informamarkets-info.com/event/2026CPHIK/en-US/exhibitor/485935/bioactives(essenbio)","https://oemfile.informamarkets-info.com/FileUpload/2026CPHIK_44126/20260630094604445.jpg","BIOACTIVES(ESSENBIO)","BIOACTIVES(ESSENBIO)","Country/Region:","KOREA","Stand No.							 	:","ED26","Category:","Cosmeceutical Ingredients, Dietary Fiber, Dietary Supplement Ingredients, Food Additive, Functional Food Ingredients,","Other Natural Extracts, Plant Extracts, Colours, Proteins - Plant, Specialised Finished Food Products","etc..."
"https://exhibitors.informamarkets-info.com/event/2026CPHIK/en-US/exhibitor/485604/biobetta-pharmacutical(shanghai)-co--ltd","https://oemfile.informamarkets-info.com/FileUpload/2026CPHIK_44126/20260701185628865.jpg","BIOBETTA PHARMACUTICAL(SHANGHAI) CO.,LTD","BIOBETTA PHARMACUTICAL(SHANGHAI) CO.,LTD","Country/Region:","CHINA","Stand No.							 	:","EG12","Category:","API Contract Manufacturing, Contract Manufacturing of Dosage Form Drugs, Custom Manufacturing (General Category), Colour and Dispersions, Injectables,","Generic Antibiotics, Peptides, Advanced Intermediates, Animal Extracts, Alimentary Tract and Metabolism","etc..."
"https://exhibitors.informamarkets-info.com/event/2026CPHIK/en-US/exhibitor/485244/bioextract","https://oemfile.informamarkets-info.com/FileUpload/2026CPHIK_44126/20260528134351325.jpg","BIOEXTRACT","BIOEXTRACT","Country/Region:","INDIA","Stand No.							 	:","B25","Category:","Amino Acids, Cosmeceutical Ingredients, Dietary Supplement Ingredients, Functional Food Ingredients, Other Natural Extracts,","Plant Extracts, Algae, Botanical & Herbs, Carotenoids","etc..."
"https://exhibitors.informamarkets-info.com/event/2026CPHIK/en-US/exhibitor/485264/bioneer-corporation","https://oemfile.informamarkets-info.com/FileUpload/2026CPHIK_44126/20260626152226795.jpg","BIONEER CORPORATION","BIONEER CORPORATION","Country/Region:","KOREA","Stand No.							 	:","PB01","Category:","Nanobiotechnology, Synthetic Biology, Analytical Consumables, Analytical Equipment, Bioanalysis,","Biochemicals, Laboratory Equipment/ Supplies","etc..."
"https://exhibitors.informamarkets-info.com/event/2026CPHIK/en-US/exhibitor/485306/bionutrigen-co---ltd-","https://oemfile.informamarkets-info.com/FileUpload/2026CPHIK_44126/20260529130737185.jpg","Bionutrigen Co., Ltd.","Bionutrigen Co., Ltd.","Country/Region:","KOREA","Stand No.							 	:","Q28","Category:","ODM (Original Development Manufacturing), OEM (Original Equipment Manufacturing), Biopharmaceutical Development, Other APIs, Dietary Supplement Ingredients,","Functional Food Ingredients, Other Natural Extracts, Plant Extracts","etc..."
"https://exhibitors.informamarkets-info.com/event/2026CPHIK/en-US/exhibitor/485510/biosolution-co---ltd-","https://oemfile.informamarkets-info.com/FileUpload/2026CPHIK_44126/20260617120826004.jpg","Biosolution Co., Ltd.","Biosolution Co., Ltd.","Country/Region:","KOREA","Stand No.							 	:","E30","Category:","Other, Bio Analytical Services, Stability Testing of Drugs, Analysis/ Testing, Preclinical Development","",""
"https://exhibitors.informamarkets-info.com/event/2026CPHIK/en-US/exhibitor/485625/biovivo-science","https://oemfile.informamarkets-info.com/FileUpload/2026CPHIK_44126/20260611010736445.jpg","BioVivo Science","BioVivo Science","Country/Region:","USA","Stand No.							 	:","EF11","Category:","Cosmeceutical Ingredients, Dietary Supplement Ingredients, Food Additive, Functional Food Ingredients, Other Natural Extracts,","Plant Extracts, Antioxidants, Botanical & Herbs, Fruit, Preservatives","etc..."
"https://exhibitors.informamarkets-info.com/event/2026CPHIK/en-US/exhibitor/485621/bioworkshops","https://oemfile.informamarkets-info.com/FileUpload/2026CPHIK_44126/20260629155238917.jpg","Bioworkshops","Bioworkshops","Country/Region:","CHINA","Stand No.							 	:","EG07","Category:","Biosimilars & Biobetters, API Contract Manufacturing, Cell-culture Development, Contract Manufacturing, Contract Packaging,","Drug Discovery, Vial/Syringe Filling, Other Generic APIs, Antibodies, Other APIs","etc..."
"https://exhibitors.informamarkets-info.com/event/2026CPHIK/en-US/exhibitor/485385/bision-corporation","https://oemfile.informamarkets-info.com/FileUpload/2026CPHIK_44126/20260701161201119.jpg","Bision Corporation","Bision Corporation","Country/Region:","KOREA","Stand No.							 	:","C11","Category:","Probiotics, Dietary Supplement Ingredients, Food Additive, Functional Food Ingredients, Botanical & Herbs,","Enzymes, Microorganisms & Probiotics, Minerals, Other Additives, Vitamins","etc..."
"https://exhibitors.informamarkets-info.com/event/2026CPHIK/en-US/exhibitor/488353/bkbio","https://oemfile.informamarkets-info.com/FileUpload/2026CPHIK_44126/20260728084737807.jpg","BKbio","BKbio","Country/Region:","KOREA","Stand No.							 	:","ED06","Category:","Custom Manufacturing (General Category), Probiotics, Dietary Fiber, Dietary Supplement Ingredients, Food Additive,","Functional Food Ingredients, Other Natural Extracts, Plant Extracts, Microorganisms & Probiotics, Oligo- and polysaccharides","etc..."
"https://exhibitors.informamarkets-info.com/event/2026CPHIK/en-US/exhibitor/485597/blis-technologies-limited","https://oemfile.informamarkets-info.com/FileUpload/2026CPHIK_44126/20260623051244524.jpg","BLIS Technologies Limited","BLIS Technologies Limited","Country/Region:","NEW ZEALAND","Stand No.							 	:","EE30","Category:","Drops, Powders, Tablets, Probiotics","",""
"https://exhibitors.informamarkets-info.com/event/2026CPHIK/en-US/exhibitor/485215/bloomage-biotechnology-corp---ltd-","https://oemfile.informamarkets-info.com/FileUpload/2026CPHIK_44126/20260629093359882.jpg","Bloomage Biotechnology Corp., Ltd.","Bloomage Biotechnology Corp., Ltd.","Country/Region:","CHINA","Stand No.							 	:","N01","Category:","Biomaterials, Stem Cells & Regenerative Medicine, Synthetic Biology, Generic Amino Acids, Generic Carbohydrates,","Other Generic APIs, Amino Acids, Cosmeceutical Ingredients, Oligo- and polysaccharides, Other Bioactives","etc..."
"https://exhibitors.informamarkets-info.com/event/2026CPHIK/en-US/exhibitor/485457/bolak","https://oemfile.informamarkets-info.com/FileUpload/2026CPHIK_44126/20260623104140495.JPG","Bolak","Bolak","Country/Region:","KOREA","Stand No.							 	:","E38","Category:","Custom Manufacturing (General Category), Colour and Dispersions, Suspending/ Viscosity increasing Agents, Cosmeceutical Ingredients, Dietary Supplement Ingredients,","Food Additive, Plant Extracts, Flavourings, Extracting, Spray Drying","etc..."
"https://exhibitors.informamarkets-info.com/event/2026CPHIK/en-US/exhibitor/485382/botanic-healthcare-pvt--ltd-","https://oemfile.informamarkets-info.com/FileUpload/2026CPHIK_44126/20260630191442525.jpg","Botanic Healthcare Pvt. Ltd.","Botanic Healthcare Pvt. Ltd.","Country/Region:","INDIA","Stand No.							 	:","E01","Category:","Cosmeceutical Ingredients, Dietary Supplement Ingredients, Functional Food Ingredients, Other Natural Extracts, Plant Extracts,","Antioxidants, Botanical & Herbs, Carotenoids, Flavonoids, Other Bioactives","etc..."
"https://exhibitors.informamarkets-info.com/event/2026CPHIK/en-US/exhibitor/485379/btc-corporation","https://oemfile.informamarkets-info.com/FileUpload/2026CPHIK_44126/20260706135046401.jpg","BTC Corporation","BTC Corporation","Country/Region:","KOREA","Stand No.							 	:","D11","Category:","Cosmeceutical Ingredients, Dietary Fiber, Dietary Supplement Ingredients, Functional Food Ingredients, Other Natural Extracts,","Plant Extracts, Algae, Dietary Fibres, Fats & Oils - Animal, Fats & Oils - Plant","etc..."
"https://exhibitors.informamarkets-info.com/event/2026CPHIK/en-US/exhibitor/485408/c-g-unity","https://oemfile.informamarkets-info.com/FileUpload/2026CPHIK_44126/20260622143958163.jpg","C&G Unity","C&G Unity","Country/Region:","KOREA","Stand No.							 	:","A07","Category:","Analytical Equipment, Cleanroom technology, Laboratory Equipment/ Supplies, API Production Machinery, Equipment Installation and Commissioning,","Facility Design and Construction, Filtration/ Separation/ Purification, Maintenance and Calibration Services, Validation and Qualification Services","etc..."
"https://exhibitors.informamarkets-info.com/event/2026CPHIK/en-US/exhibitor/485343/caltron-clays---chemicals-pvt-ltd","https://oemfile.informamarkets-info.com/FileUpload/2026CPHIK_44126/20260617161657604.jpeg","Caltron Clays & Chemicals Pvt Ltd","Caltron Clays & Chemicals Pvt Ltd","Country/Region:","INDIA","Stand No.							 	:","B15","Category:","Other, Custom Manufacturing (General Category), Specialty Chemicals, Cosmeceutical Ingredients, Other Natural Extracts,","Algae, Botanical & Herbs, Emulsifiers/ Stabilisers/ Thickeners, Minerals, Other Bioactives","etc..."
"https://exhibitors.informamarkets-info.com/event/2026CPHIK/en-US/exhibitor/485316/capsugel-lonza","https://oemfile.informamarkets-info.com/FileUpload/2026CPHIK_44126/20260624185702155.jpg","Capsugel Lonza","Capsugel Lonza","Country/Region:","JAPAN","Stand No.							 	:","K15","Category:","API Contract Manufacturing, Contract Manufacturing, Capsules, Dietary Supplement Ingredients, Functional Food Ingredients,","Capsules, Capsule Fillers","etc..."
"https://exhibitors.informamarkets-info.com/event/2026CPHIK/en-US/exhibitor/485380/caregen-co---ltd-","https://oemfile.informamarkets-info.com/FileUpload/2026CPHIK_44126/20260629144952286.jpg","CAREGEN CO., LTD.","CAREGEN CO., LTD.","Country/Region:","KOREA","Stand No.							 	:","Q01","Category:","Generic Peptides, Other APIs, Peptides, Capsules, Power blends,","Specialised Finished Food Products","etc..."
"https://exhibitors.informamarkets-info.com/event/2026CPHIK/en-US/exhibitor/485475/ccpit-sub-council-of-chemical-industry","https://oemfile.informamarkets-info.com/FileUpload/2026CPHIK_44126/2026070916034154.jpg","CCPIT Sub-Council of Chemical Industry","CCPIT Sub-Council of Chemical Industry","Country/Region:","CHINA","Category:","","","","",""
"https://exhibitors.informamarkets-info.com/event/2026CPHIK/en-US/exhibitor/485224/cellmark-korea-co---ltd-","https://oemfile.informamarkets-info.com/FileUpload/2026CPHIK_44126/20260630151027773.jpg","CellMark Korea Co., Ltd.","CellMark Korea Co., Ltd.","Country/Region:","KOREA","Stand No.							 	:","A03","Category:","Dietary Supplement Ingredients, Functional Food Ingredients, Plant Extracts, Capsules, Chewables,","Food bars, Gummies, Liquid, Tablets, Botanical & Herbs","etc..."
"https://exhibitors.informamarkets-info.com/event/2026CPHIK/en-US/exhibitor/486845/changbai-korean-autonomous-county-changzhikang-pharmaceutical-co---ltd-","https://oemfile.informamarkets-info.com/FileUpload/2026CPHIK_44126/20260630164203524.jpg","CHANGBAI KOREAN AUTONOMOUS COUNTY CHANGZHIKANG PHARMACEUTICAL CO., LTD.","CHANGBAI KOREAN AUTONOMOUS COUNTY CHANGZHIKANG PHARMACEUTICAL CO., LTD.","Country/Region:","CHINA","Stand No.							 	:","T01","Category:","Analytical Development, Consulting Services, Contract Packaging, Custom Manufacturing (General Category), E-Business,","Other APIs, Dietary Supplement Ingredients, Plant Extracts, Custom Manufacturing (General Category), Licensing & Partnership","etc..."
"https://exhibitors.informamarkets-info.com/event/2026CPHIK/en-US/exhibitor/486848/changchun-genescience-pharmaceutical-co---ltd-","https://oemfile.informamarkets-info.com/FileUpload/2026CPHIK_44126/20260630231315504.jpg","Changchun GeneScience Pharmaceutical Co., Ltd.","Changchun GeneScience Pharmaceutical Co., Ltd.","Country/Region:","CHINA","Stand No.							 	:","T01","Category:","Injectables, Powders, Tablets, Generic Hormones & Synthetic Substances, Antineoplastic / Chemotherapeutic agent / Anthracyclines,","Hormones & Synthetic Substances, Other APIs, Alimentary Tract and Metabolism, Antineoplastics and Immunomodulating Agents, Systemic Hormonal Preparations,  excl. Sex Hormones","etc..."
"https://exhibitors.informamarkets-info.com/event/2026CPHIK/en-US/exhibitor/486843/changchun-people-pharmaceutical-group-bio-tech-co--ltd-","https://oemfile.informamarkets-info.com/FileUpload/2026CPHIK_44126/20260701144219243.jpg","Changchun People Pharmaceutical Group Bio-Tech Co.,Ltd.","Changchun People Pharmaceutical Group Bio-Tech Co.,Ltd.","Country/Region:","CHINA","Stand No.							 	:","V03","Category:","Dietary Supplement Ingredients, Other Natural Extracts, Plant Extracts","",""
"https://exhibitors.informamarkets-info.com/event/2026CPHIK/en-US/exhibitor/485233/changzhou-newway-polymer-materials-co--ltd","https://oemfile.informamarkets-info.com/FileUpload/2026CPHIK_44126/20260623151448381.jpg","Changzhou Newway Polymer Materials Co.,Ltd","Changzhou Newway Polymer Materials Co.,Ltd","Country/Region:","CHINA","Stand No.							 	:","R30","Category:","Custom Manufacturing (General Category), Generic Amino Acids, Other APIs, Advanced Intermediates, Cosmeceutical Ingredients,","Antineoplastics and Immunomodulating Agents, Custom Manufacturing (General Category)","etc..."
"https://exhibitors.informamarkets-info.com/event/2026CPHIK/en-US/exhibitor/485310/changzhou-sunlight-pharmaceutical-co---ltd-","https://oemfile.informamarkets-info.com/FileUpload/2026CPHIK_44126/20260629164155373.jpg","Changzhou Sunlight Pharmaceutical Co., Ltd.","Changzhou Sunlight Pharmaceutical Co., Ltd.","Country/Region:","CHINA","Stand No.							 	:","H20","Category:","Contract Manufacturing, Contract Manufacturing of Dosage Form Drugs, Coating Agents, Generic Amino Acids, Other Generic APIs,","Advanced Intermediates, Fine Chemicals (general category), Specialty Chemicals, Amino acids, Vitamins","etc..."
"https://exhibitors.informamarkets-info.com/event/2026CPHIK/en-US/exhibitor/485452/changzhou-united-chemical-co--ltd-","https://oemfile.informamarkets-info.com/FileUpload/2026CPHIK_44126/20260629160409184.jpg","CHANGZHOU UNITED CHEMICAL CO.,LTD.","CHANGZHOU UNITED CHEMICAL CO.,LTD.","Country/Region:","CHINA","Stand No.							 	:","N26","Category:","Amino Acids, Antibiotics, Enzymes, Advanced Intermediates, Fine Chemicals (general category)","",""
"https://exhibitors.informamarkets-info.com/event/2026CPHIK/en-US/exhibitor/485476/cheil-corporation","https://oemfile.informamarkets-info.com/FileUpload/2026CPHIK_44126/2026052811015673.jpg","CHEIL corporation","CHEIL corporation","Country/Region:","KOREA","Stand No.							 	:","C36","Category:","Dietary Supplement Ingredients, Food Additive, Functional Food Ingredients, Other Natural Extracts, Plant Extracts,","Botanical & Herbs, Carotenoids, Flavonoids, Fungi & Yeasts, Other Bioactives","etc..."
"https://exhibitors.informamarkets-info.com/event/2026CPHIK/en-US/exhibitor/493834/chemat","https://oemfile.informamarkets-info.com/FileUpload/2026CPHIK_44126/20260724143845777.jpg","Chemat","Chemat","Country/Region:","POLAND","Stand No.							 	:","EG13","Category:","Other, Custom Manufacturing (General Category), Contract Research, Biochemicals, Laboratory Equipment/ Supplies,","Small Molecule Development_Drug Discovery and Development","etc..."
"https://exhibitors.informamarkets-info.com/event/2026CPHIK/en-US/exhibitor/485287/chemex-global","https://oemfile.informamarkets-info.com/FileUpload/2026CPHIK_44126/20260630130419245.jpg","Chemex Global","Chemex Global","Country/Region:","INDIA","Stand No.							 	:","U28","Category:","API Contract Manufacturing, Other Generic APIs, Advanced Intermediates","",""
"https://exhibitors.informamarkets-info.com/event/2026CPHIK/en-US/exhibitor/485337/chempro-pharma-pvt--ltd-","https://oemfile.informamarkets-info.com/FileUpload/2026CPHIK_44126/2026061515023452.jpg","Chempro Pharma Pvt. Ltd.","Chempro Pharma Pvt. Ltd.","Country/Region:","INDIA","Stand No.							 	:","H26","Category:","API Contract Manufacturing, Contract Manufacturing, Custom Manufacturing (General Category), Other Generic APIs, Other APIs,","Advanced Intermediates, Chiral Intermediates, Fine Chemicals (general category), Cosmeceutical Ingredients, Plant Extracts","etc..."
