url,Nature of Business,Location,Year of Establishment,Main Categories,Contact Person,Position,Office Address,Country/Region,Major Markets,Total Employees,Annual Turnover,Brands
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yiwu-Tecai-Import-Export-Co-Ltd-/1S00OBZ1Y,"Exporter, Manufacturer","Jinhua, Zhejiang, Chinese Mainland",2021,Fashion Accessories View Details Company Information Verified on 06 Feb 2026 by Disclaimer,Mr Rufeng Ren,Legal representative,"Room101, Second Building, First Floor, A District, No.158,Tongbao Road, Jiangdong Street, Yiwu, Jinhua, Zhejiang, Mainland China",Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yiwu-Xuyi-Import-Export-Co-Ltd-/1X08HJXI,"Exporter, Manufacturer","Jinhua, Zhejiang, Chinese Mainland",2013,,Mr Anfu Pan,Sales Manager,"No. 26 Dashi Road, Yinan Indl Zone, Yiwu Yiwu, Zhejiang, China Jinhua",Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/YIWU-ZENPER-CRAFTS-CO-LTD/1X098XTG,"Exporter, Manufacturer","Jinhua, Zhejiang, Chinese Mainland",2015,"Arts & Crafts, Bags, Handbags & Accessories, Costume & Fashion Jewellery, Gifts / Souvenirs, Lights",Ms Joy Shen,Sales Manager,"5/F, Bldg No.2 NO.335 Yangcun Rd Yiwu, Zhejiang, China China",Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yiwu-Anjiu-Imp-Exp-Co-Ltd-/1S00OL6EO,Exporter,"Jinhua, Zhejiang, Chinese Mainland",,,Mr feng li,,"2nd Floor, Building 1 No. 88 Pinghu Road, Jiangdong Street Yiwu City, Jinhua City, Zhejiang Province China",Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Nice-Paper-Stationery-Co-Ltd-/1S00OJVB8,Exporter,"Jinhua, Zhejiang, Chinese Mainland",2020 View Details Company Information Verified on 06 Feb 2026 by Disclaimer,,DONGMEI MENG,Legal representative,"Room 1015A, No.328, Wandao road, Yiwu, Zhejiang, Mainland China",Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/China-Pearl-HK-Co-Ltd/1X003BY5,"Distributor, Exporter, Manufacturer",Hong Kong,,"Festive Supplies, Gifts / Souvenirs, Homeware & Lifestyle Essentials",Ms Anna Lam,General Manager,"Room 1606, 16/F, Tower 3, Enterprise Square, 9 Sheung Yuet Road, Kowloon Bay, Hong Kong",Hong Kong,Worldwide,1001 - 2000,"US$ 10,000,000 - 49,999,999","Thomson Pottery, China Pearl ODM OEM Stoneware Dinnerware Porcelain Tableware Solid Color Pad Printing View Details Company Information Verified on 23 Dec 2025 by Disclaimer"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Max-Concept-Enterprises-Limited/1X0AFJZG,"Exporter, Manufacturer",Hong Kong,,"Bags, Handbags & Accessories, Beauty Supplies, Consumer Electronics, Eyewear & Accessories, Fashion Accessories, Fashion, Eyewear & Accessories, Gifts / Souvenirs, Gifts, Toys & Sports Supplies, Hardwares (Tools & Parts), Health Care & Medical Supplies, Health, Beauty and Baby Care, Home Appliances, Home Products, Lights & Constructions, Homeware & Lifestyle Essentials, Lights, Personal Care, Shoes & Accessories, Sports Supplies",Ms Karen Hung,Sales Director,"Room 1601, Kodak House II, No.39 Healthy Street East, North Point, Hong Kong",Hong Kong,"Australasia, Central & South America, Eastern Europe, Japan, Korea, Middle East, Southeast Asia, Western Europe, Worldwide",201 - 500,"US$ 100,000,000 - 249,999,999 30,000 sqm Dongguan Factory 30 years MFG & EXP experience BSCI, ISO9001,ISO 13485 cert 50 R&D experienced Engineer 500 skilled workers Provide CE, ROHS certifcate OEM/ODM Project welcome EXW/CFS/FOB Terms Certification Verified by Certificate Name Issued By Certificate Type Valid Date CE STC (Dongguan) Company Limited CE - Test Report STC (Dongguan) Company Limited Others - Test Report STC (Dongguan) Company Limited Others - ISO 9001 TÜV NORD (Hangzhou) Co., Ltd. Shanghai Branch ISO 9001 08 Sep 2027 Other Certification Certificate Name Issued By Certificate Type Valid Date ISO13485:2016 nqa ISO 13485 (N/A) - 26 Oct 2024 Show More View Details Company Information Verified on 19 Dec 2025 by Disclaimer Certification(s) Verified on 22 Aug 2025 by Disclaimer View details Factory & Facility Research & Development Quality Control Company contact info MC0573C MC0557 Relief Shiatsu Body Massage Pillow MC0559 3D-Tri Perfect Support Massage Cushion MC0586 Cordless Airwrap Arm/Leg MC0568 MC0360C Slim Belle C00827 - Ultrasonic Facial Scraper Cleanser Massager Series Full Product Catalogue Special recommendation",
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangdong-Woodsun-Housewares-Co-Ltd/1S00O7MPB,"Exporter, Manufacturer","Yangjiang, Guangdong, Chinese Mainland",,Homeware & Lifestyle Essentials View Details Company Information Verified on 02 Jan 2026 by Disclaimer,Ms Yuxin Tan,,"Guangdong Woodsun Housewares Co., Ltd. (Smart Factory) New Industrial Avenue Yangdong District Yangjiang City, Guangdong Mainland China",Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hangzhou-Guangzhong-Imp-Exp-co-Ltd/1S00OOLE9,,Chinese Mainland,,"Gifts / Souvenirs, Stationery",Apollo Liu,,"Tianying Industrial Park, Fenshui Town Tonglu Country, Hangzhou, Zhejiang, Mainland China",Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Matrix-Promotion-Limited/1X0033I9,"Distributor, Exporter, Mail Order Co., Service Company, Trade/Industrial Organisation, Wholesaler, e-tailer",Hong Kong,2006,"Art & Collectibles, Arts & Crafts, Bags, Handbags & Accessories, Consumer Electronics, Educational Toys, Fashion Accessories, Gift Packaging, Gift Sets, Gifts / Souvenirs, Gifts, Toys & Sports Supplies, Hand Tools, Home Appliances, Home Products, Lights & Constructions, Homeware & Lifestyle Essentials, Office Equipment, Paper Packaging, Parts, Components & Electrical Supplies, Parts, Components & Raw Materials, Parts, Electrical Electronic Supplies, Party Supplies, Sports Supplies, Stationery, Telecommunication",Mr Mark Tse,Senior Project Executive,"3/F., The Rays, 71 Hung To Road, Kwun Tong, Kowloon, Hong Kong",Hong Kong,"Eastern Europe, Hong Kong, Japan, Korea, North America, Scandinavia, Southeast Asia, Western Europe, Worldwide",51 - 100,"US$ 5,000,000 - 9,999,999","XD Design, Swiss Peak, Premec, BrandCharger Certification Verified by Certificate Name Issued By Certificate Type Valid Date ISO 9001 Hong Kong Quality Assurance Agency ISO 9001 29 Oct 2026 Other Certification Certificate Name Issued By Certificate Type Valid Date EMC Test Report for ME-EMC-1108 - - (N/A) - 06 Oct 2020 FCC Test Report for ME-EMC-1108 - - (N/A) - 06 Oct 2020 SDS Report for ME-EMC-1108 - - (N/A) - 06 Oct 2020 RoHS Test Report for ME-EMC-1108 - - (N/A) - 06 Oct 2020 Show More View Details Company Information Verified on 27 Feb 2026 by Disclaimer Certification(s) Verified on 10 Sep 2025 by Disclaimer ISO90012015 Certificate - Matrix HKQAA Awards 2023 Best SME's Partner Award 10 Years + Caring Company Ecommas 2017 Excellence Brand Award Enterprising HK Awards Marketing Award"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Weaver-Industrial-Europe-Company-Limited/1X0B3JWJ,"Exporter, Manufacturer",Hong Kong,1989,"Bags, Handbags & Accessories, Clothing/ Garments, Consumer Electronics, Fashion Accessories",Ms Eva Wong,Director,"Unit A1C, 10/F., Blk 2, Golden Dragon Ind Ctr., 162-170 Tai Lin Pai Rd., Kwai Chung, New Territories, Hong Kong",Hong Kong,"Australasia, Eastern Europe, Hong Kong, North America, Western Europe, Worldwide",6 - 10,"US$ 1,000,000 - 4,999,999",WEAVER OEM ODM Computer Bag Shoulder Bag Backpack Briefcase School Bag Tote Bag View Details Company Information Verified on 27 Feb 2026 by Disclaimer
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Win-Seng-Manufacturing-Factory-Limited/1X000WIU,"Exporter, Manufacturer, Wholesaler",Hong Kong,1998,"Art & Collectibles, Arts & Crafts, Baby Care & Nursery, Bags, Handbags & Accessories, Beauty Supplies, Clothing/ Garments, Consumer Electronics, Costume & Fashion Jewellery, Decoration & Crafts, Eyewear & Accessories, Fashion Accessories, Fashion, Eyewear & Accessories, Festive Supplies, Fine Jewellery, Gift Packaging, Gift Sets, Gifts / Souvenirs, Gifts, Toys & Sports Supplies, Health Care & Medical Supplies, Health, Beauty and Baby Care, Home Products, Lights & Constructions, Homeware & Lifestyle Essentials, Jewellery & Watch, Lights, Packaging & Displaying Materials, Paper Packaging, Personal Care, Religious Items & Crafts, Smokers' Accessories, Sports Supplies, Stationery, Synthetic Diamonds & Gemstones Jewellery, Telecommunication, Toy Vehicles, Watches & Clocks, Wedding Gifts & Accessories",Miss Joyce Cheng,Sales Manager,"Rm 501, 5/F, Honour Industrial Centre, 6 Sun Yip Street, Chai Wan, HongKong",Hong Kong,"Australasia, Central & South America, Chinese Mainland, Eastern Europe, Hong Kong, Japan, Middle East, North America, Other Asian Countries, Scandinavia, Southeast Asia, Western Europe, Worldwide",101 - 200,"US$ 1,000,000 - 4,999,999","VICACCI ODM OEM Certification Verified by Certificate Name Issued By Certificate Type Valid Date Hong Kong Star Brand Award Hong Kong Small and Medium Enterprises Association Others - Identification Certificate Of Gems & Jewelry National Gems & Jewelry Testing Group Co., Ltd. Others - Identification Certificate Of Gems & Jewelry National Gems & Jewelry Testing Group Co., Ltd. Others - Identification Certificate Of Gems & Jewelry National Gems & Jewelry Testing Group Co., Ltd. Others - Other Certification Certificate Name Issued By Certificate Type Valid Date GSV GLOBAL SECURITY VERIFICATION - GSV - Show More View Details Company Information Verified on 28 Mar 2025 by Disclaimer Certification(s) Verified on 03 Sep 2025 by Disclaimer View details Factory & Facility Quality Control The 27th East China Fair Gift Show 2018 中小企業獎 尋夢基地 Gift Show Booth 互聯網+外貿電商 Our factory 香港傺出網商大賽 汇丰营商新动力"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Top-Orient-Enterprise-Limited/1X09RQHD,"Buying Office, Export Agent, Exporter, Importer, Manufacturer, Wholesaler",Hong Kong,2016,"Consumer Electronics, Electronics, Environmental Protection, Festive Supplies, Gift Sets, Gifts / Souvenirs, Gifts, Toys & Sports Supplies, Home Appliances, Homeware & Lifestyle Essentials, Internet of Things, Lights, Office Equipment, Parts, Components & Electrical Supplies, Parts, Electrical Electronic Supplies, Party Supplies, Sports Supplies, Telecommunication, Video Games & Accessories",Mr Daniel Hu,Sales Manager,"15B, Long To Building, 654-656 Castle Peak Road, Cheung Sha Wan, Hong Kong",Hong Kong,Worldwide,6 - 10,"US$ 5,000,000 - 9,999,999 ODM OEM Certification Verified by Certificate Name Issued By Certificate Type Valid Date CE Shenzhen CCTI Technology Co., Ltd EMC - RoHS Shenzhen CCTI Technology Co., Ltd RoHS - View Details Company Information Verified on 12 Dec 2025 by Disclaimer Certification(s) Verified on 02 Jul 2025 by Disclaimer",
https://sourcing.hktdc.com/en/Supplier-Store/Profile/King-Young-Enterprise-Co-Ltd/1X00ASXR,"Exporter, Manufacturer",Taiwan,1991,"Costume & Fashion Jewellery, Fashion Accessories, Fashion, Eyewear & Accessories, Festive Supplies, Gift Packaging, Gifts / Souvenirs, Gifts, Toys & Sports Supplies, Packaging Materials, Stationery",Ms Tiffany Wu,Sales Representative,"No.33-2, Ln. 320, Sec. 1, Shatian Rd., Dadu Dist., Taichung City, 43247, Taiwan.",Taiwan,"Central & South America, Chinese Mainland, Eastern Europe, Japan, North America, Other Asian Countries, Scandinavia, Southeast Asia, Taiwan, Western Europe, Worldwide",101 - 200,"US$ 10,000,000 - 49,999,999",King Young ODM OEM Christmas Ribbon Ribbon Weaving Custom Woven Ribbon Custom Printed Ribbon Wired Ribbon Cut Edge Ribbon Certificate Name Issued By Certificate Type Valid Date REACH test approval Certificate. - - - The Higg Index - - - View details Factory & Facility Research & Development Quality Control 2019.10 HK Show 2020.01 HK TOY SHOW 2022.04 HK Gift & Premium Show Polyester Satin Ribbon Grosgrain Ribbon Nylon Satin Ribbon
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jet-Print-Technology-Corporation/1X00BTRU,"Exporter, Manufacturer","New Taipei City, Taiwan",2000,"Arts & Crafts, Beauty Supplies, Fashion Accessories, Festive Supplies, Gift Sets, Gifts / Souvenirs, Gifts, Toys & Sports Supplies, Health, Beauty and Baby Care, Party Supplies, Personal Care, Stationery",Mr Chin-Tang Chi,Sales Manager,"Lane 133, No. 3 Tianwei St., Shulin District, New Taipei City, 238, Taiwan.",Taiwan,Worldwide,26 - 50 ODM OEM,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/King-Char-Co-Ltd/1X007VOR,"Exporter, Manufacturer","Taichung City, Taiwan",1998,"Clothing/ Garments, Costume & Fashion Jewellery, Fashion Accessories, Fashion, Eyewear & Accessories, Gift Packaging, Gift Sets, Gifts / Souvenirs, Gifts, Toys & Sports Supplies, Jewellery & Watch, Sports Supplies",Ms Tina King,Manager,"7F-9 No. 258 Lien-Chen Road Chung Ho City 23553 Taipei Hsien, Taiwan",Taiwan,Worldwide,16 - 25,"US$ 1,000,000 - 4,999,999",
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Maduro-Limited/1X00I8B1,"Exporter, Manufacturer",Hong Kong,2007,"Costume & Fashion Jewellery, Jewellery & Watch, Watches & Clocks",Mr Jason Chan,Assistant Sales Manager,"Unit 06, 16/F, Tower One, Ever Gain Plaza, 88 Container Port Road, Kwai Chung, N.T., HongKong",Hong Kong,"Hong Kong, North America, Other Asian Countries, Southeast Asia, Western Europe",1 - 5,"US$ 1,000,000 - 4,999,999 ODM OEM Fashion View Details Company Information Verified on 10 Oct 2025 by Disclaimer 1003-0843-D51 1001-0782-154 1001-0788-02F1 1001-0832-152 1001-0832-D91 1001-1032-031 1003-1028-182 1003-0905-633",
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Pro-Mark-International/1X05S857,"Export Agent, Exporter, Manufacturer, Wholesaler",Hong Kong,2004,"Clothing/ Garments, Costume & Fashion Jewellery, Fashion Accessories, Fashion, Eyewear & Accessories, Fine Jewellery, Gift Sets, Gifts / Souvenirs, Jewellery & Watch, Stationery, Synthetic Diamonds & Gemstones Jewellery, Watches & Clocks, Wedding Gifts & Accessories",Ms Shirley Hsu,Sales Manager,"Unit 1112, 11/F, Wing On Plaza, 62 Mody Road, Tsim Sha Tsui East, Kowloon, Hong Kong",Hong Kong,"Australasia, Eastern Europe, Middle East, North America, Other Asian Countries, Southeast Asia, Western Europe",51 - 100,,Pro-mark Fashion Watches Stainless Steel Jewellery Gift Sets Ladies Watches Men's Watches Gift Boxes Ladies Jewellery Men's Jewellery View Details Company Information Verified on 05 Dec 2025 by Disclaimer View details Factory & Facility Research & Development Quality Control View All Ladies Fashion Watch Ladies Gift Set Gent's Watches Ladies Watch & Jewellery Set
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Manova-International-Ltd/1X00EWEY,"Export Agent, Exporter, Manufacturer, Wholesaler",Hong Kong,2001,"Consumer Electronics, Environmental Protection, Gifts / Souvenirs, Gifts, Toys & Sports Supplies, Health Care & Medical Supplies, Health, Beauty and Baby Care, Home Appliances, Homeware & Lifestyle Essentials, Lights, Personal Care, Telecommunication",Mr Man Wayne,Assistant to Director,"Flat A, 13/F, Century Industrial Centre, 33-35 Au Pui Wan Street, Fotan, Sha Tin, New Territories, Hong Kong",Hong Kong,"Africa, Eastern Europe, Japan, Middle East, North America, Scandinavia, Southeast Asia, Western Europe, Worldwide",101 - 200,"US$ 1,000,000 - 4,999,999 ODM OEM Certificate Name Issued By Certificate Type Valid Date N/A - - - BH-089 CE - - - View details Factory & Facility",
https://sourcing.hktdc.com/en/Supplier-Store/Profile/PANLEY-HK-LTD/1X03Y2R3,"Exporter, Manufacturer",Hong Kong,2002,"Baby Toys, Educational Toys",Mr Peter Law,Senior Sales Manager,"Flat 407, 4/F, Tower 2, Harbour Centre, 8 Hok Cheung Street, Hung Hom, Kowloon, Hong Kong.",Hong Kong,"North America, Western Europe",201 - 500,,"Toy Town, Learning Kitds ODM OBM View details Factory & Facility Research & Development Quality Control 2020 Tillywig Brain Child Award Creative Child Magazine Awards Program Creative Child Magazine Awards Program"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/S-O-I-Hong-Kong-Limited/1X0BBITP,"Manufacturer, Wholesaler",Hong Kong,2011,"Bags, Handbags & Accessories, Fashion Accessories, Gifts / Souvenirs",Ms Emily Choi,Director,"Unit 1, 9/F., Lemmi Ctr., 50 Hoi Yuen Rd., Kwun Tong, Kowloon, Hong Kong",Hong Kong,"Korea, North America, Western Europe, Worldwide",51 - 100,"US$ 5,000,000 - 9,999,999",De' Emilia Concept Handbags Stylish Backpacks Cosmetic Bags & Cases Waist Bags Messenger Bags Seasonal Handbags Leather Handbags Fashion Handbags Certificate Name Issued By Certificate Type Valid Date BSCI Amfori BSCI (N/A) - 09 Oct 2022 View Details Company Information Verified on 21 Nov 2025 by Disclaimer View details Factory & Facility Research & Development Quality Control
https://sourcing.hktdc.com/en/Supplier-Store/Profile/China-Packaging-Union-Guangzhou-Co-Ltd/1X00AGK4,"Exporter, Manufacturer","Guangzhou, Guangdong, Chinese Mainland",2000,"Bags, Handbags & Accessories",Mr Bo Lai,Managing Director,"7/F, Rm 701, No. 776 Dongfengdong Road, Guangzhou Guangdong",Chinese Mainland,"Central & South America, North America, Scandinavia, Western Europe",201 - 500,"US$ 10,000,000 - 49,999,999",UNION ODM OEM Certificate Name Issued By Certificate Type Valid Date BSCI - - - Sedex 4-pillar - - - 2020 SCAN Security Audit - - - Disney FAMA - - - View details Factory & Facility
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Syloon-Global-Limited/1X09YDX0,Manufacturer,Hong Kong,2004,"Bags, Handbags & Accessories, Homeware & Lifestyle Essentials, Stationery",Mr Jerry Zhang,Director,"Unit E, 11/F, Tower B Billion Centre,1 Wang Kwong RD Kowloon Bay KL",Hong Kong,Worldwide,501 - 1000,"US$ 100,000,000 - 249,999,999",SYLOON View details Factory & Facility Research & Development Quality Control
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ecoline-Exim-Pvt-Ltd-/1X04AHF6,"Exporter, Manufacturer",India,2008,"Bags, Handbags & Accessories",Mr Sudarshan Saraogi,Partner,"8 G.C Ghosh Road Kolkata 700 048, India Calcutta 700001, India India.",India,"Japan, North America, Western Europe",101 - 200,"US$ 250,000 - 499,999",Ecoline View details Factory & Facility
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Purple-Parrot-Xiamen-Trading-Co-Ltd/1X069Z12,"Exporter, Manufacturer","Xiamen, Fujian, Chinese Mainland",2010,"Gifts / Souvenirs, Gifts, Toys & Sports Supplies, Home Products, Lights & Constructions, Homeware & Lifestyle Essentials, Religious Items & Crafts",Mr Tyler Chen,Sales Manager,"Unit 1104, Floor 11, Building 6, Xinglin Bay Business Center, Jimei District Xiamen City, Fujian Province, China.",Chinese Mainland,"Australasia, Eastern Europe, Middle East, North America, Western Europe, Worldwide",11 - 15,"US$ 100,000 - 249,999",Purple Parrot ODM OEM Packaging Design View details Research & Development Quality Control
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yongkang-Xinduo-Cups-Co-Ltd/1X06X3M5,"Exporter, Manufacturer, Wholesaler, e-tailer","Zhejiang, Chinese Mainland",2000,Homeware & Lifestyle Essentials,Mr Tony Guo,Sales Manager,"Zhiying Second Industrial Zone, No.57 Xinya Road, Yongkang City, Zhejiang Province, China",Chinese Mainland,"Africa, Japan, Korea, Middle East, North America, Southeast Asia",201 - 500 ODM OEM Certificate Name Issued By Certificate Type Valid Date EU / LFGB - - - USA/FDA - - -,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhejiang-Lebei-Children-s-Products-Company-Limited/1X09W5J2,,Chinese Mainland,,"Baby Toys, Gifts, Toys & Sports Supplies, Ride-On Toys, Sports Supplies, Toy Sporting Goods Certificate Name Issued By Certificate Type Valid Date EN71 Intertek - (N/A) - 27 Oct 2021 ASTMF963 Intertek - (N/A) - 24 Nov 2021 EN71 Intertek - -",Min Pan,,"111#, Jinchuan Road, Huangyan,Taizhou, Zhejiang, China",Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Bontex-Corporation-Ltd/1X0B3K39,Manufacturer,Hong Kong,1992,"Baby Care & Nursery, Bags, Handbags & Accessories, Beauty Supplies, Clothing/ Garments, Consumer Electronics, Environmental Protection, Eyewear & Accessories, Fashion Accessories, Fashion, Eyewear & Accessories, Food & Beverage, Furniture & Parts, Gift Sets, Gifts / Souvenirs, Gifts, Toys & Sports Supplies, Health Care & Medical Supplies, Health, Beauty and Baby Care, Home Products, Lights & Constructions, Homeware & Lifestyle Essentials, Packaging Materials, Personal Care, Sports Supplies, Telecommunication, Textiles, Fabrics & Yarns",Mr Donny Ho,Marketing Director,"Flat 16, 5/F., Worldwide Industrial Centre, 43-47 Shan Mei Street, Fo Tan, Sha Tin, New Territories, Hong Kong",Hong Kong,Worldwide,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Magic-Glow-Limited/1X00EP3U,Exporter,Hong Kong,2005,"Arts & Crafts, Baby Toys, Educational Toys, Gift Sets, Gifts, Toys & Sports Supplies, Jewellery & Watch, Packaging & Displaying Materials, Stationery",Maggie Chow,Secretary,"Room 1403, West Tower, Shun Tak Centre, 168 Connaught Road Central, Hong Kong",Hong Kong,"Australasia, Central & South America, Eastern Europe, Japan, Middle East, North America, Scandinavia, Western Europe",16 - 25,"US$ 5,000,000 - 9,999,999",Hot Focus ODM OEM
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Marche-Label-Printing-Limited/1X02UPR6,"Exporter, Manufacturer, Wholesaler",Hong Kong,2001,"Gift Packaging, Packaging Materials, Paper Packaging, Printing & Publishing Service, Stationery",Ms Sammi Chui,Market Director,"Unit K, 6/F., Ph 2, Kwun Tong Ind Ctr., 460-470 Kwun Tong Rd., Kwun Tong, Kowloon, Hong Kong",Hong Kong,"Hong Kong, Worldwide",26 - 50,"US$ 10,000,000 - 49,999,999",Marche Name Card Paper bag Labels Paper box Booklet Hang tag Calendar Corporate /Professional Client View details Factory & Facility G7 HKTDC Yearbook 2021 HKTDC Yearbook 2021
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Marushin-Sun-Heart-HK-Limited/1X09Z5UR,"Exporter, Wholesaler",Hong Kong,2014,"Fashion Accessories, Gifts / Souvenirs, Homeware & Lifestyle Essentials, Textiles, Fabrics & Yarns",Mr Takuto Teraoka,,"Room 1104B, Tower2 Cheung Sha Wan Plaza 833 Cheung Sha Wan Road Cheung Sha Wan, Kowloon, Hong Kong",Hong Kong,"Chinese Mainland, Hong Kong, Japan, Korea, North America, Southeast Asia, Taiwan, Western Europe",,"US$ 50,000,000 - 99,999,999","Disney,Moomin,Sanrio ODM OEM"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Pyoneer-Co-Limited/1S00NUEZP,"Exporter, Manufacturer",Hong Kong,2019,"Gifts / Souvenirs, Homeware & Lifestyle Essentials",Ms Jeanie Kuan,Sales Manager,"Units 21-24, 8/F, Block B, Proficient Industrial Centre, 6 Wang Kwun Road, Kowloon Bay, Kowloon",Hong Kong,"Chinese Mainland, Eastern Europe, Hong Kong, Japan, North America, Western Europe, Worldwide",101 - 200,"US$ 5,000,000 - 9,999,999",OEM OEM MANUFACTURER EXPORTER UMBRELLA PROMOTIONAL UMBRELLA GIFT UMBRELLA CORPORATE UMBRELLA LOGO PRINT UMBRELLA Certificate Name Issued By Certificate Type Valid Date BSCI REPORT SGS BSCI 28 Nov 2023 - 14 Aug 2025 View details Factory & Facility Research & Development Quality Control Umbrella-2 Umbrella
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Safe-Power-Printing-Box-Mfg-Co-Ltd/1X0AL796,"Export Agent, Exporter, Manufacturer",Hong Kong,1993,"Arts & Crafts, Educational Toys, Festive Supplies, Food & Beverage, Furniture & Parts, Gambling Games, Gift Packaging, Gift Sets, Gifts / Souvenirs, Gifts, Toys & Sports Supplies, Packaging Materials, Paper Packaging, Stationery",Ms Cecilia Cheng,Marketing Manager,"ROOM 1, 2/F., HEWLETT CENTRE, 52-54 HOI YUEN ROAD, KWUN TONG, KOWLOON, HONG KONG.",Hong Kong,"Eastern Europe, Hong Kong, Japan, Korea, North America, Taiwan, Western Europe, Worldwide",1001 - 2000,"US$ 50,000,000 - 99,999,999",Blow Creation & A&J ODM OEM Desige Printing G7 Colour Management FSC ICTI ISO9001 Certificate Name Issued By Certificate Type Valid Date FSC - - - ICTI - - - ISO9001 - - - ISO14001 - - - Universal - - - Show More View details Factory & Facility Research & Development Quality Control Red Dot Pentawards Hong Kon Smart Design Awards Print Awards Print Awarda
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Savewo-Limited/1S00NW785,"Manufacturer, Retailer",Hong Kong,2020,"Health Care & Medical Supplies, Personal Care",Mr Yin Tai Chan,,"1/F, 266-270 Texaco Road, Tsuen Wan, New Territories, Hong Kong",Hong Kong,"Hong Kong, Worldwide",101 - 200,"US$ 10,000,000 - 49,999,999",Savewo ASTM LEVEL3 KF94 FFP2 NR EN14683 TYPEIIR EN149 EN ISO 13485:2016 ISO14644-1:1999 Class7 Certificate Name Issued By Certificate Type Valid Date ISO13485 Bureau Veritas ISO 13485 (N/A) - 09 Nov 2020 ISO14644-1:1999 Class7 Cleanroom FUGRO ISO (others) (N/A) - 26 Jun 2020 CE Module B SGS - (N/A) - 01 Feb 2021 CE Module C2 FFP2 SGS - (N/A) - 08 Feb 2021 ASTM F2100-2019 BFE VFE>99.9% STC - (N/A) - 10 Dec 2020 Show More View details Factory & Facility Research & Development Quality Control
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Solos-Technology-Limited/1X0B9W2A,"Exporter, Manufacturer, Retailer, e-tailer",Hong Kong,2019,Consumer Electronics,Mr Jacky Tse,Marketing Manager,"Unit 211, 2/F, Phase 1, Photonics Centre, Hong Kong Science Park, 2 Science Park East Avenue, Sha Tin, New Territories, Hong Kong",Hong Kong,"North America, Worldwide",16 - 25,"US$ 250,000 - 499,999",SOLOS Directional Stereo Speakers motion sensing Whisper Audio Technnology Bluetooth Smart Glasses OBM Health Gadget posture monitor Solos Smartglasses Video Smart Design Award 2020
https://sourcing.hktdc.com/en/Supplier-Store/Profile/CHONGQING-JIANLI-GLASSWARE-CO-LTD/1X0B2MY8,"Exporter, Manufacturer","Chongqing Shi, Chongqing, Chinese Mainland",1997,"Home Products, Lights & Constructions, Homeware & Lifestyle Essentials",Mr Peter -,General Manager,"Commune 3, Yangliuba Village, Qingping Town, Hechuan District, Chongqing, China",Chinese Mainland,"Australasia, Eastern Europe, Hong Kong, Korea, North America, Other Asian Countries, Scandinavia",51 - 100,"US$ 10,000,000 - 49,999,999",NOVARE CUSTOMIZED DESIGN Certificate Name Issued By Certificate Type Valid Date LFGB SGS Others 18 May 2023 - 20 Jul 2023
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Bossing-Int-l-Co-Limited/1S00ODVP2,"Buying Office, Export Agent, Exporter",Hong Kong,2014,"Educational Toys, Game Tables, Stationery",Miss Carine Fung,Merchandising Manager,"Rm 5B, 5/F, Tower A, Hunghom Commercial Center, 39 Ma Tau Wai Road, HUNG HOM Kowloon",Hong Kong,"Australasia, Central & South America, North America, Western Europe",26 - 50,"US$ 10,000,000 - 49,999,999","wecharm kids, Bossing kids View details Factory & Facility Research & Development Quality Control View All 3D paper puzzle Clothes Button Planet Light 3D Traffic Origami"
