url,Nature of Business,Location,Year of Establishment,Main Categories,Contact Person,Position,Office Address,Country/Region,Major Markets,Total Employees,Annual Turnover,Brands
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Fujian-Quanzhou-Zhenyue-Arts-Crafts-Co-Ltd/1X09GW84,"Exporter, Manufacturer","Quanzhou, Fujian, Chinese Mainland",2013,"Festive Supplies, Gifts / Souvenirs, Gifts, Toys & Sports Supplies, Home Products, Lights & Constructions, Homeware & Lifestyle Essentials Certificate Name Issued By Certificate Type Valid Date Monitoring result for Fujian Quanzhou Zhenyue Arts & Crafts Co., Ltd. on site Fujian Quanzhou Zhenyu amfori BSCI 13 Mar 2023 - 13 Mar 2024 FACILITY AND MERCHANDISE AUTHORIZATION Eaglemoss Ltd. Others 28 Dec 2020 - 28 Dec 2023 L'Oreal Supplier Social Responsibility Audit L'Oreal Others 30 Nov 2022 - 30 Nov 2023",Mr Chong Yang Yu,General Manager,"No.69 Fuqiao Village, Heyang Industrial Zone, Luojiang District, Quanzhou City, Fujian Province, China.",Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Fuzhou-Fly-Electronic-Co-Ltd/1X09ENHM,"Exporter, Manufacturer","Fuzhou, Fujian, Chinese Mainland",2005,"Consumer Electronics, Gifts, Toys & Sports Supplies, Jewellery & Watch, Lights, Sports Supplies, Watches & Clocks",Ms Jocna Yang,General Manager,"Room 8007, 1st Floor of the New Village Yangqiao Road, Guxi Street, Gulou District, Fuzhou, Fujian, China.",Chinese Mainland,"Central & South America, Eastern Europe, Hong Kong, Japan, Korea, North America, Scandinavia, Southeast Asia, Taiwan, Western Europe",26 - 50,"US$ 1,000,000 - 4,999,999",Ytime ODM OEM
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jiangmen-Pengjiang-Kedong-Electric-Technology-Co-Ltd-/1S00O9SUQ,Manufacturer,"Jiangmen, Guangdong, Chinese Mainland",2012,"Environmental Protection, Homeware & Lifestyle Essentials, Lights, Personal Care",Ms Maggie Wu,Manager,"No.6 Jiaotou Industrial Park, Jianghai District, Jiangmen, Guangdong, 529000, China",Chinese Mainland,"Central & South America, Eastern Europe, Other Asian Countries, Western Europe, Worldwide",6 - 10,"US$ 10,000,000 - 49,999,999",Kedong/Shenghui Thermoforming OEM ODM Punching and cutting View details Factory & Facility Research & Development Quality Control
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhangping-TK-Toys-Gifts-Co-Ltd/1X05FMGQ,"Exporter, Manufacturer","Longyan, Fujian, Chinese Mainland",2006,"Arts & Crafts, Baby Toys, Beach Toys, Bubble Guns & Water Guns, Educational Toys, Fidget Spinners, Gift Sets, Gifts / Souvenirs, Gifts, Toys & Sports Supplies, Homeware & Lifestyle Essentials, Party Supplies, Sports Supplies, Toy Sporting Goods, Toy Vehicles",Ms Kate Zeng,Sales Manager,"Fushan Indl Area, Zhangping City, Longyan City, Fujian Province, China.",Chinese Mainland,"North America, Western Europe",501 - 1000,"US$ 5,000,000 - 9,999,999",TK
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhuhai-Elmer-Technology-Co-Ltd/1X0A903X,"Exporter, Manufacturer","Zhuhai, Guangdong, Chinese Mainland",2013,"Consumer Electronics, Gift Sets, Gifts / Souvenirs, Office Equipment, Printing & Packaging Equipment, Printing Consumables",Ms Holly Zhang,Sales Manager,"No.1, Cui Zhu 4th Street, Qianshan, Zhuhai City, Guangdong Province, 519000, China.",Chinese Mainland,"Africa, Chinese Mainland, Eastern Europe, Hong Kong, Japan, Korea, Middle East, North America, Taiwan, Western Europe",501 - 1000,,AIMO
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Fengcai-Co-Ltd-/1X0ALBFO,Manufacturer,Hong Kong,2013,"Baby Toys, Bags, Handbags & Accessories, Consumer Electronics, Gift Packaging, Gift Sets, Gifts / Souvenirs, Homeware & Lifestyle Essentials, Personal Care",Ms Pucca Liu,Manager,NO.2-309 2/F CHUNGKING EXPRESS NOS.36 NATHAN ROAD KOWLOON Hong Kong,Hong Kong,"Chinese Mainland, Eastern Europe, Hong Kong, Japan, Korea, Middle East, North America, Scandinavia, Southeast Asia, Taiwan, Western Europe, Worldwide",26 - 50,"US$ 500,000 - 999,999",SUPERCUTE Mold develop OEM ODM Original design View details Factory & Facility Research & Development Quality Control
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Premiere-Collections-Ltd/1X001V1E,Exporter,Hong Kong,1992,"Awards, Gifts, Toys & Sports Supplies, Home Products, Lights & Constructions, Homeware & Lifestyle Essentials, Stationery",Mr Roland Guettler,Director,"2011-2012, Peninsula Tower, 538 Castle Peak Road, Lai Chi Kok, Kowloon, Hong Kong",Hong Kong,"Australasia, Eastern Europe, Japan, North America, Other Asian Countries, Western Europe",6 - 10,"US$ 1,000,000 - 4,999,999 ODM OEM",
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Star-Ind-l-Co-Ltd/1X000PLC,Manufacturer,Hong Kong,1961,"Baby Care & Nursery, Gifts, Toys & Sports Supplies, Home Products, Lights & Constructions, Homeware & Lifestyle Essentials, Packaging Materials, Stationery",Miss Jessica Leung,Business Development Director,"25 Tai Yau Street, San Po Kong, Kowloon, Hong Kong.",Hong Kong,"Hong Kong, Worldwide",201 - 500,"US$ 10,000,000 - 49,999,999",RED A Certificate Name Issued By Certificate Type Valid Date FDA - - - ASTM - - - View details Factory & Facility Research & Development Quality Control
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Taskwin-GP-Industry-HK-Co-Ltd/1X06E5UR,"Manufacturer, Wholesaler",Hong Kong,2008,"Awards, Clothing/ Garments, Costume & Fashion Jewellery, Fashion Accessories, Fashion, Eyewear & Accessories, Gifts / Souvenirs, Gifts, Toys & Sports Supplies, Home Products, Lights & Constructions, Homeware & Lifestyle Essentials, Jewellery & Watch",Mr Andy Dai,GM,"FLAT/RM 803 8F EASEY COMMERCIAL BUILDING 253-261 HENNESSY ROAD WAN CHAI, HONGKONG",Hong Kong,"North America, Western Europe",1 - 5,"US$ 50,000 - 99,999",TASKWIN OEM Factory price Manufacturer Certificate Authentication Custom Medals Custom Medals Custom Medals Custom Enamel Pins
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Advance-Packaging-Mfg-Ltd/1X008H9C,"Exporter, Manufacturer",Hong Kong,2005,"Arts & Crafts, Bags, Handbags & Accessories, Beauty Supplies, Clothing/ Garments, Educational Toys, Fashion Accessories, Fashion, Eyewear & Accessories, Festive Supplies, Food, Food & Beverage, Furniture & Parts, Gift Packaging, Gift Sets, Gifts / Souvenirs, Gifts, Toys & Sports Supplies, Health, Beauty and Baby Care, Home Products, Lights & Constructions, Homeware & Lifestyle Essentials, Jewellery & Watch, Metal Packaging, Office Equipment, Packaging & Displaying Materials, Packaging Materials, Paper Packaging, Party Supplies, Personal Care, Plastic Packaging, Printing & Packaging, Stationery & Office Equipment, Printing Consumables, Smokers' Accessories, Socks, Legwears & Hosiery, Sports Supplies, Stationery, Wedding Gifts & Accessories",Mr Swing Chan,Director,"Rm 12, 6/F., New City Centre, 2 Lei Yue Mun Road, Kwun Tong, Kln., HK.",Hong Kong,Worldwide,201 - 500,"US$ 10,000,000 - 49,999,999","Coca Cola, Gap, Disney, Nivea, Mitsubishi, Lindt, Campbells, Sesame Street, Snickers, Lego etc. ODM OEM DESIGN PROMOTION PRINTING FOOD SAFETY PACKAGING TIN & ALUMINUM Certificate Name Issued By Certificate Type Valid Date ISO9001 - ISO 9001 - WBA - Ethical Sourcing TUV - (N/A) - 20 Dec 2021 View details Factory & Facility Research & Development Quality Control"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Artigifts-Premium-Co-Ltd/1X08FNSB,"Exporter, Manufacturer",Hong Kong,2009,"Art & Collectibles, Awards, Consumer Electronics, Fashion Accessories, Gifts / Souvenirs, Gifts, Toys & Sports Supplies, Homeware & Lifestyle Essentials, Telecommunication",Mr Gavin Xiong,Sales manager,"UNIT C, 8/F, LIN FUNG CENTRE, 184 TEXACO ROAD, TSUEN WAN, N.T.,HONG KONG",Hong Kong,"Australasia, Central & South America, Chinese Mainland, Eastern Europe, Hong Kong, Japan, Korea, Middle East, North America, Other Asian Countries, Scandinavia, Southeast Asia, Taiwan, Western Europe",101 - 200,"US$ 5,000,000 - 9,999,999",Artigifts ODM OEM Certificate Name Issued By Certificate Type Valid Date Facility And Merchandise Authorization - - - Alibaba.com Assessed Supplier - - - Sedex - - - View details Factory & Facility Quality Control Zinc Alloy Sport Medal Keychain Bdge Bottle Opener
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Connecta-International-Ltd/1X06BFED,"Exporter, Manufacturer",Hong Kong,,"Bags, Handbags & Accessories, Clothing/ Garments, Fashion, Eyewear & Accessories, Gifts / Souvenirs, Home Products, Lights & Constructions, Homeware & Lifestyle Essentials, Party Supplies, Shoes & Accessories, Socks, Legwears & Hosiery, Sports Supplies, Wedding Gifts & Accessories",Mr Chi Poh Wong,Director,"Flat A 15/F, Hody Commercial Building, 6-6A Hart Ave, Tsim Sha Tsui, Hong Kong",Hong Kong,Worldwide ODM OEM,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Etas-and-Company/1X002I0I,"Exporter, Manufacturer",Hong Kong,1988,"Arts & Crafts, Automobile & Transport, Automobile Electronics, Baby Toys, Bags, Handbags & Accessories, Beauty Supplies, Clothing/ Garments, Consumer Electronics, Educational Toys, Eyewear & Accessories, Fashion Accessories, Fashion, Eyewear & Accessories, Festive Supplies, Food & Beverage, Gifts / Souvenirs, Gifts, Toys & Sports Supplies, Health Care & Medical Supplies, Health, Beauty and Baby Care, Home Appliances, Home Products, Lights & Constructions, Homeware & Lifestyle Essentials, Internet of Things, Jewellery & Watch, Lights, Packaging Materials, Party Supplies, Personal Care, Plush & Stuffed Toys, Stationery, Telecommunication, Toy Vehicles, Watches & Clocks",Mr Edward Chan,General Manager,"Unit I, 24/F, Block 4, Golden Dragon Industrial Centre, 182-190 Tai Lin Pai Road, Kwai Chung, New Territories, Hong Kong",Hong Kong,"Eastern Europe, Hong Kong, Japan, Middle East, North America, Western Europe",6 - 10,"US$ 500,000 - 999,999 ODM OEM View details Factory & Facility",
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hong-Kong-Magnetic-Products-Ltd/1X0049OL,Manufacturer,Hong Kong,2002,"Clothing/ Garments, Gift Sets, Gifts / Souvenirs, Homeware & Lifestyle Essentials, Office Equipment, Stationery, Wedding Gifts & Accessories",Mr Norbert Lai,Director,"Unit B, 4/F, China Fen Hin Building, 5 Cheung Yue Street, Cheung Sha Wan, Kowloon, Hong Kong",Hong Kong,"Australasia, Central & South America, Eastern Europe, Hong Kong, Japan, North America, Scandinavia, Southeast Asia, Western Europe",16 - 25,"US$ 5,000,000 - 9,999,999 ODM OEM",
https://sourcing.hktdc.com/en/Supplier-Store/Profile/KC-Trading-Company/1X0AZE3R,Manufacturer,Hong Kong,2007,"Automobile Security & Safety, Clothing/ Garments, Health Care & Medical Supplies, Motorcycle Parts & Accessories, Ride-On Toys, Sports Supplies",Mr Kelvin Choi,Director,"Room 810, Well Fung Ind. Center, No. 68 Ta Chuen Ping Street, Kwai Chung, N.T., Hong Kong",Hong Kong,"North America, Scandinavia, Western Europe, Worldwide",26 - 50,"US$ 1,000,000 - 4,999,999 ODM OEM View details Factory & Facility",
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Lee-Tat-Handbags-Mfy-o-b-Lexsun-Ltd/1X00023R,"Exporter, Manufacturer",Hong Kong,1993,"Bags, Handbags & Accessories, Beauty Supplies, Consumer Electronics, Eyewear & Accessories, Gifts, Toys & Sports Supplies, Health, Beauty and Baby Care, Home Products, Lights & Constructions, Homeware & Lifestyle Essentials, Sports Supplies, Stationery, Telecommunication",Mr H.F. Chan,Managing Director,"Unit G, 13/F, Kaiser Estate, Phase 2, 47-53 Man Yue Street, Hung Hom, Kowloon, Hong Kong",Hong Kong,"Central & South America, Japan, North America, Southeast Asia, Western Europe, Worldwide",51 - 100,"US$ 10,000,000 - 49,999,999",Leetat，Richanvol ODM OEM Certificate Name Issued By Certificate Type Valid Date ISO9001:2015 SGS - (N/A) - 01 Jan 2024 SMETA Sedex - (N/A) - 09 Jan 2022 View details Factory & Facility Research & Development Quality Control
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Pin-Pin-Mfy-Ltd/1X00NV69,"Exporter, Manufacturer",Hong Kong,1992,"Action Figures, Art & Collectibles, Arts & Crafts, Automobile & Transport, Automobile Parts & Accessories, Awards, Bags, Handbags & Accessories, Beauty Supplies, Clothing/ Garments, Consumer Electronics, Costume & Fashion Jewellery, Fashion Accessories, Fashion, Eyewear & Accessories, Festive Supplies, Fine Jewellery, Gift Sets, Gifts / Souvenirs, Gifts, Toys & Sports Supplies, Health, Beauty and Baby Care, Home Products, Lights & Constructions, Homeware & Lifestyle Essentials, Jewellery & Watch, Metal Packaging, Packaging & Displaying Materials, Party Supplies, Religious Items & Crafts, Smokers' Accessories, Sports Supplies, Stationery, Telecommunication, Video Games & Accessories, Watches & Clocks, Wedding Gifts & Accessories",Mr Forrest Yung,Marketing Manager,"Flat D, 4/F, Century Centre， 33-35 Au Pui Wan Street, Fo Tan, NT, Hong Kong",Hong Kong,Worldwide,16 - 25,"US$ 100,000 - 249,999 ODM OEM View details Factory & Facility Research & Development Quality Control pin key tap golf MONEY CLIP keychain Token Key Chain",
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Power-Guard-Ind-l-Co-Ltd/1X0017TM,Manufacturer,Hong Kong,1991,"Gifts / Souvenirs, Gifts, Toys & Sports Supplies, Home Products, Lights & Constructions, Homeware & Lifestyle Essentials",Mr Raymond Lam,Marketing Manager,"Flat 7, 19/F., Lucida Industrial Building, 43-47 Wang Lung Street, Tsuen Wan, New Territories,",Hong Kong,Western Europe,501 - 1000,"US$ 10,000,000 - 49,999,999 View details Factory & Facility",
https://sourcing.hktdc.com/en/Supplier-Store/Profile/R-C-Printing-Products-Solutions-Ltd/1X07LW1B,"Exporter, Manufacturer",Hong Kong,2011,"Bags, Handbags & Accessories, Building Materials & Supplies, Food & Beverage, Gift Packaging, Gifts, Toys & Sports Supplies, Home Products, Lights & Constructions, Homeware & Lifestyle Essentials, Packaging Materials, Paper Packaging, Plastic Packaging, Printed Matters, Printing Consumables, Stationery",Mr Ricky Cheung,Director,"Unit 1-3, 10/F Prosperity Millennia Plaza 663 King's Rd North Point, Hong Kong",Hong Kong,"Chinese Mainland, Hong Kong, North America, Western Europe",1 - 5,"US$ 500,000 - 999,999 ODM OEM offset printing hot stamping new product development constructional development mock-up sample making template initiation Certificate Name Issued By Certificate Type Valid Date FSC - FSC - ISO9001 - ISO 9001 - ISO14001 - ISO 14001 - View details Factory & Facility Research & Development Quality Control",
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Sunford-Corp-Ltd/1X004FN4,"Exporter, Manufacturer",Hong Kong,2002,"Gambling Games, Gift Packaging, Gifts / Souvenirs, Gifts, Toys & Sports Supplies, Homeware & Lifestyle Essentials, Jewellery & Watch, Packaging & Displaying Materials, Packaging Materials, Religious Items & Crafts, Smokers' Accessories, Stationery",Mrs Priscilla Law,Manager,"Unit A 5, Block A, 6/F., Universal Industrial Center, 19-25 Shan Mei Street, Fotan, Shatin, NT, Hong Kong",Hong Kong,"Chinese Mainland, Eastern Europe, Hong Kong, Japan, Middle East, North America, Other Asian Countries, Southeast Asia, Taiwan, Western Europe, Worldwide",101 - 200,"US$ 50,000,000 - 99,999,999",SC Manufacturer Packaging Manufacturer HK Funded Direct Manufacturer Direct Factory Wooden Box Manufacturer Jewelry Box Manufacturer Tea Box Manufacturer Urn Manufacturer View details Factory & Facility Research & Development Quality Control
https://sourcing.hktdc.com/en/Supplier-Store/Profile/T-Stamp-Int-l-Co-Ltd/1X03TBCR,Manufacturer,Hong Kong,1995,"Arts & Crafts, Educational Toys, Gift Sets, Gifts / Souvenirs, Stationery",Ms - Ng,Sales Manager,"Unit 1210B, 12/F,Tower 2, Cheung Sha Wan Plaza, 833 Cheung Sha Wan Road, Cheung Sha Wan, Kowloon, Hong Kong",Hong Kong,"Australasia, Eastern Europe, Hong Kong, Japan, Korea, North America, Southeast Asia, Taiwan, Western Europe, Worldwide",1 - 5 ODM OEM Specialize in the design Good quality of products Inks not easy dry out & Leak Own formula of inks Delivery on time Stamping Certificate Name Issued By Certificate Type Valid Date ISO9001 - - - View details Factory & Facility,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Victory-Link-Enterprises-Limited/1X00B963,"Exporter, Manufacturer",Hong Kong,2000,"Beauty Supplies, Clothing/ Garments, Costume & Fashion Jewellery, Fashion Accessories, Fashion, Eyewear & Accessories, Gifts / Souvenirs, Gifts, Toys & Sports Supplies, Health, Beauty and Baby Care, Home Products, Lights & Constructions, Homeware & Lifestyle Essentials, Jewellery & Watch, Sports Supplies",Ms Jan Huang,Marketing Supervisor,"Room 1313, 13/F., Harbour Centre, Tower 1, No. 1, Hok Cheung Street, Hung Hom, Kowloon, Hong Kong.",Hong Kong,"Chinese Mainland, Hong Kong, Japan, North America, Worldwide",201 - 500,"US$ 5,000,000 - 9,999,999 ODM OEM Certificate Name Issued By Certificate Type Valid Date ISO 9001 - ISO 9001 - ISO14001 - ISO 14001 - View details Factory & Facility",
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Wide-Ocean-Printing-Co-Ltd/1X00DLIR,"Exporter, Manufacturer",Hong Kong,1994,"Food & Beverage, Gift Packaging, Gift Sets, Gifts / Souvenirs, Gifts, Toys & Sports Supplies, Metal Packaging, Packaging & Displaying Materials, Packaging Materials, Paper Packaging, Printed Matters, Printing & Publishing Service, Printing Consumables, Stationery",Mr Patrick Mak,Business Development Director,"Flat/Rm B, 12/F, Wing Cheung Ind Bldg 109 How Ming Street Kwun Tong, KL",Hong Kong,"Hong Kong, Japan, North America, Western Europe, Worldwide",101 - 200,"US$ 1,000,000 - 4,999,999 All-in-One printing service OEM Worldwide Delivery Service View details Factory & Facility HKPA-Champion-Kent Redemption Booklet HKPA-Champion-The future of TIME begins now Gold Ink-Gold-Pingri Paper Guide PIA-BOC-WO Garden Box Set with Paper Bag PIA-BOC-WO Red Packet Promotional Box Set",
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yiu-Wah-Printing-Products-Co-Ltd/1X000YAW,"Exporter, Manufacturer",Hong Kong,1989,"Eyewear & Accessories, Food & Beverage, Gift Packaging, Gifts / Souvenirs, Gifts, Toys & Sports Supplies, Home Products, Lights & Constructions, Homeware & Lifestyle Essentials, Jewellery & Watch, Office Equipment, Packaging & Displaying Materials, Packaging Materials, Paper Packaging, Printed Matters, Stationery, Wedding Gifts & Accessories",Ms Kara Tsang,Marketing Manager,"Flat B, 11/F, Capital Trade Centre, 62 Tsun Yip Street Kwun Tong, Kowloon, Hong Kong.",Hong Kong,Worldwide,11 - 15,"US$ 1,000,000 - 4,999,999",
https://sourcing.hktdc.com/en/Supplier-Store/Profile/AP-Group-China-Co-Ltd/1X00QF7K,"Exporter, Manufacturer","Quanzhou, Fujian, Chinese Mainland",2002,"Arts & Crafts, Gifts / Souvenirs, Gifts, Toys & Sports Supplies, Printing & Packaging, Stationery & Office Equipment, Stationery",Ms Kevin Ke,Senior Manager,"AP Industrial Garden, Quetang East-District, Jinjiang City, Fujian Province, China.",Chinese Mainland,"Africa, Australasia, Central & South America, Chinese Mainland, Eastern Europe, Hong Kong, Japan, Middle East, North America, Other Asian Countries, Scandinavia, Southeast Asia, Western Europe",1001 - 2000,"US$ 10,000,000 - 49,999,999",ANNIOR PASTIN ODM OEM OBM Certificate Name Issued By Certificate Type Valid Date ISO 9001 方圆标志认证集团 - - ISO 14001 方圆标志认证集团 - (N/A) - 13 Apr 2022 FSC SGS - (N/A) - 05 Jul 2025 PEFC BV - (N/A) - 09 Sep 2025 View details Factory & Facility REACH BSCI SEDEX Walmart Disney
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Fujian-Challenge-Wolves-Tech-Co-Ltd/1X0APV1E,"Exporter, Manufacturer","Quanzhou, Fujian, Chinese Mainland",2009,"Bags, Handbags & Accessories, Gifts / Souvenirs, Gifts, Toys & Sports Supplies, Homeware & Lifestyle Essentials, Packaging Materials, Sports Supplies",Mr Tony Zeng,Manager,"No.163, North Corner, Chenguang Village, Jintao Town, Nan’an City, Quanzhou Fujian Provine, China.",Chinese Mainland,"Central & South America, Hong Kong, Japan, Korea, North America, Scandinavia, Southeast Asia",501 - 1000,"US$ 10,000,000 - 49,999,999",CHALLENGE WOLVES Certificate Name Issued By Certificate Type Valid Date ISO9001:2015 TIRT ISO 9001 - ISO14001:2015 URS ISO 14001 - BSCI ELEVATE BSCI - SEDEX ELEVATE - - Disney Disney - - Show More View details Factory & Facility Research & Development Quality Control
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Liling-Life-Word-Trading-Co-Ltd/1X0AE1YZ,Exporter,"Zhuzhou, Hunan, Chinese Mainland",2017,"Festive Supplies, Gift Sets, Gifts / Souvenirs, Gifts, Toys & Sports Supplies, Home Products, Lights & Constructions, Homeware & Lifestyle Essentials",Mr Cong Jun Zhu,Director,"C23 Ceramic & Fire Work Market, Liling, Zhuzhou, Hunan, China",Chinese Mainland,North America,16 - 25,"US$ 500,000 - 999,999 ODM OEM",
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Wenzhou-Huari-Stationery-Co-Ltd/1X079XFU,"Exporter, Manufacturer","Wenzhou, Zhejiang, Chinese Mainland",2002,Stationery,Mr - Shen,Manager,"No. 1-88 HuangJinhe Road, JinXiang Town, Wenzhou, Zhejiang, China China.",Chinese Mainland,Worldwide,201 - 500,,YiYuan View details Factory & Facility
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Wenzhou-Xinchao-Stationery-Co-Ltd/1X06GPAN,"Exporter, Manufacturer","Wenzhou, Zhejiang, Chinese Mainland",2007,"Gifts, Toys & Sports Supplies, Homeware & Lifestyle Essentials, Paper Packaging, Printed Matters, Stationery",Ms Maggie Chi,President,"Gaoxiang Industrial Area, No. 2 Fudebao Road, Wenzhou City, Zhejiang Province, China.",Chinese Mainland,"North America, Western Europe",101 - 200,"US$ 1,000,000 - 4,999,999 View details Factory & Facility",
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Xiamen-Ason-Products-Co-Ltd/1X07WP7Q,"Exporter, Manufacturer, Wholesaler","Xiamen, Fujian, Chinese Mainland",2007,"Bags, Handbags & Accessories, Gifts / Souvenirs, Gifts, Toys & Sports Supplies, Sports Supplies",Mr Zhenhuang Lv,Manager,"9/F, No.2362 Fangzhong Rd., Xiamen City, Fujian Province, China.",Chinese Mainland,"Africa, Australasia, Eastern Europe, Middle East, North America, Scandinavia, Western Europe",201 - 500,"US$ 10,000,000 - 49,999,999 ODM OEM View details Factory & Facility",
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yangzhou-Kovic-Arts-Co-Ltd/1X0A1ID5,"Exporter, Manufacturer","Yangzhou, Jiangsu, Chinese Mainland",2014,"Art & Collectibles, Arts & Crafts, Homeware & Lifestyle Essentials",Mr Ace Wang,Sales Manager,"448 Zhonggang Road, Baoying County, Yangzhou City, Jiangsu Province, China.",Chinese Mainland,"North America, Western Europe, Worldwide",26 - 50,"US$ 500,000 - 999,999 Glass cutting Screen printing Glass polishing UV printing Hot bending View details Factory & Facility Research & Development Quality Control",
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Boluo-Shiwan-Skyringe-Craft-Factory/1X0ACT7E,"Exporter, Manufacturer","Huizhou, Guangdong, Chinese Mainland",2014,"Gifts, Toys & Sports Supplies, Health Care & Medical Supplies, Health, Beauty and Baby Care, Home Products, Lights & Constructions, Homeware & Lifestyle Essentials, Jewellery & Watch, Personal Care, Toy Sporting Goods, Watches & Clocks ODM OEM",Ms Vency Yang,Sales,"Luangang Dahu Industrial Park, Shiwan Town, Boluo County, Huizhou City, Guangdong Province, China",Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dehua-Jiaxiang-Porcelain-Co-Ltd/1X09FXAZ,"Exporter, Manufacturer","Quanzhou, Fujian, Chinese Mainland",2007,"Home Products, Lights & Constructions, Homeware & Lifestyle Essentials",Mr Weixing Chen,General Manager,"Baomei Industrizal Zone, Dehua, Quanzhou City, Fujian Province, China.",Chinese Mainland,"Central & South America, Eastern Europe, Japan",26 - 50,"US$ < 50,000 ODM OEM",
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Deqing-Pegasus-Lighting-Co-Ltd/1X00JTQV,"Exporter, Manufacturer","Huzhou, Zhejiang, Chinese Mainland",2006,"Environmental Protection, Lights",Ms Jin Yan,Sales,"No.79 Weiye Rd, Fuxi, Deqing County, Huzhou City, Zhejiang Province, China.",Chinese Mainland,"Eastern Europe, North America, Scandinavia, Western Europe",26 - 50,"US$ 1,000,000 - 4,999,999 ODM OEM Certificate Name Issued By Certificate Type Valid Date CE - - - View details Factory & Facility",
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dong-Long-Ju-D-L-J-Co-Ltd/1X00L65D,"Exporter, Manufacturer, Wholesaler","New Taipei City, Taiwan",1993,"Costume & Fashion Jewellery, Decoration & Crafts, Fine Jewellery, Homeware & Lifestyle Essentials",Mr Richard Chang,International Sales,"120, Wenhua Road, Yingge Township, New Taipei City, Taiwan.",Taiwan,"Chinese Mainland, Hong Kong, Japan, North America, Other Asian Countries, Southeast Asia, Taiwan, Western Europe, Worldwide",51 - 100,"US$ 5,000,000 - 9,999,999","Dong Long Ju (D.L.J) Co., Ltd ODM OEM Certificate Name Issued By Certificate Type Valid Date Intertek Intertek - (N/A) - 01 May 2022 View details Factory & Facility Tian Gong Jing Zhi Jewelry design and craftsmanship competition Intertek 18k gold Test Report"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Teshun-Group-Co-Ltd-/1S00OYRAF,Manufacturer,"Dongguan, Guangdong, Chinese Mainland",2017,"Bags, Handbags & Accessories, Homeware & Lifestyle Essentials",Ms Nickole Ho,Sales,"2nd Industrial District, Xinnan Village, Qishi Tow Dongguan City, Guangdong, China",Chinese Mainland,"Australasia, Central & South America, Chinese Mainland, Eastern Europe, Japan, Korea, Middle East, North America, Western Europe",201 - 500,"US$ 5,000,000 - 9,999,999","FRLAND 300 employees 6,000 square meters 3 production bases Japan OLC factory inspection ISO9001:2015 Sedex standardized production worksh 16 years of development View details Factory & Facility Research & Development Quality Control"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Xucai-Arts-Crafts-Co-Ltd-/1X092ULX,"Exporter, Manufacturer","Dongguan, Guangdong, Chinese Mainland",2010,"Art & Collectibles, Arts & Crafts, Festive Supplies, Gifts, Toys & Sports Supplies, Health, Beauty and Baby Care, Packaging Materials, Party Supplies, Personal Care, Stationery, Wedding Gifts & Accessories",Ms Yeny Zhang,Manager,"No. 21, Ningxin South Road, Dabandi, Daning Village, Humen Town, Dongguan, Guangdong, China",Chinese Mainland,"Africa, Australasia, Central & South America, Chinese Mainland, Eastern Europe, North America, Western Europe, Worldwide",101 - 200,"US$ 10,000,000 - 49,999,999",XUCAI ODM OEM Certificate Name Issued By Certificate Type Valid Date SGS - - - MSDS - - - View details Quality Control
