company_name,description,exhibit loc,url,full_url
DDP Limited,,"14, E43",/shenzhen/en/exhibitor-search.detail.html/ddp-limited.html#exhibitorheadline,https://shenzhen-international-toy-and-hobby-fair.hk.messefrankfurt.com/shenzhen/en/exhibitor-search.detail.html/ddp-limited.html#exhibitorheadline
"Deemos Technology (Shanghai) Co.,Ltd.",,"11, B01-8",/shenzhen/en/exhibitor-search.detail.html/deemos-technology-shanghai-coltd.html#exhibitorheadline,https://shenzhen-international-toy-and-hobby-fair.hk.messefrankfurt.com/shenzhen/en/exhibitor-search.detail.html/deemos-technology-shanghai-coltd.html#exhibitorheadline
DEER NICE TECHNOLOGY (SHENZHEN)CO LTD,,"15, L16",/shenzhen/en/exhibitor-search.detail.html/deer-nice-technology-shenzhenco-ltd.html#exhibitorheadline,https://shenzhen-international-toy-and-hobby-fair.hk.messefrankfurt.com/shenzhen/en/exhibitor-search.detail.html/deer-nice-technology-shenzhenco-ltd.html#exhibitorheadline
"Dilidulu Animation Co.,Ltd.","Dili Dulu (Shenzhen) Animation Co., Ltd. is an animation IP incubation company specialising in IP incubation, IP operations...","16, T07",/shenzhen/en/exhibitor-search.detail.html/dilidulu-animation-coltd.html#exhibitorheadline,https://shenzhen-international-toy-and-hobby-fair.hk.messefrankfurt.com/shenzhen/en/exhibitor-search.detail.html/dilidulu-animation-coltd.html#exhibitorheadline
"Dongguan Baisheng Handictaft Co., Ltd",,"14, L18",/shenzhen/en/exhibitor-search.detail.html/dongguan-baisheng-handictaft-co-ltd.html#exhibitorheadline,https://shenzhen-international-toy-and-hobby-fair.hk.messefrankfurt.com/shenzhen/en/exhibitor-search.detail.html/dongguan-baisheng-handictaft-co-ltd.html#exhibitorheadline
"Dongguan Chaowei Model Creative Design Co.,Ltd",,"14, N17",/shenzhen/en/exhibitor-search.detail.html/dongguan-chaowei-model-creative-design-coltd.html#exhibitorheadline,https://shenzhen-international-toy-and-hobby-fair.hk.messefrankfurt.com/shenzhen/en/exhibitor-search.detail.html/dongguan-chaowei-model-creative-design-coltd.html#exhibitorheadline
"Dongguan Chengguo Crafts Co.,Ltd.",,"16, S16",/shenzhen/en/exhibitor-search.detail.html/dongguan-chengguo-crafts-coltd.html#exhibitorheadline,https://shenzhen-international-toy-and-hobby-fair.hk.messefrankfurt.com/shenzhen/en/exhibitor-search.detail.html/dongguan-chengguo-crafts-coltd.html#exhibitorheadline
"Dongguan Chuangbeile Robot Technology Co.,Ltd.","Dongguan Chuangbeile Robot Technology Co., Ltd. (abbreviated as Chuangbeile Educational Technology) was established in 2016...","11, S24",/shenzhen/en/exhibitor-search.detail.html/dongguan-chuangbeile-robot-technology-coltd.html#exhibitorheadline,https://shenzhen-international-toy-and-hobby-fair.hk.messefrankfurt.com/shenzhen/en/exhibitor-search.detail.html/dongguan-chuangbeile-robot-technology-coltd.html#exhibitorheadline
"Dongguan City Zebaoguangdian Co.,Ltd.",,"16, J29",/shenzhen/en/exhibitor-search.detail.html/dongguan-city-zebaoguangdian-coltd.html#exhibitorheadline,https://shenzhen-international-toy-and-hobby-fair.hk.messefrankfurt.com/shenzhen/en/exhibitor-search.detail.html/dongguan-city-zebaoguangdian-coltd.html#exhibitorheadline
"Dongguan Fanssi Toys Co.,Ltd.","Since 2008, Qijia Toys has been dedicated to the research, development, and production of Space Sand. Currently, the company...","15, D33",/shenzhen/en/exhibitor-search.detail.html/dongguan-fanssi-toys-coltd.html#exhibitorheadline,https://shenzhen-international-toy-and-hobby-fair.hk.messefrankfurt.com/shenzhen/en/exhibitor-search.detail.html/dongguan-fanssi-toys-coltd.html#exhibitorheadline
"Dongguan Gumi Cultural Gifts Co.,Ltd.",,"15, E29",/shenzhen/en/exhibitor-search.detail.html/dongguan-gumi-cultural-gifts-coltd.html#exhibitorheadline,https://shenzhen-international-toy-and-hobby-fair.hk.messefrankfurt.com/shenzhen/en/exhibitor-search.detail.html/dongguan-gumi-cultural-gifts-coltd.html#exhibitorheadline
"Dongguan Hongsheng Printing Co.,Ltd.","Dongguan Hongsheng Printing Co., Ltd. is a specialised manufacturer focusing on board game series, card games, chessboards...","15, M12",/shenzhen/en/exhibitor-search.detail.html/dongguan-hongsheng-printing-coltd.html#exhibitorheadline,https://shenzhen-international-toy-and-hobby-fair.hk.messefrankfurt.com/shenzhen/en/exhibitor-search.detail.html/dongguan-hongsheng-printing-coltd.html#exhibitorheadline
"Dongguan Huawang Industrial Co.,Ltd.","Hua Wang Industrial is a diversified, multi-brand enterprise integrating research and development, design, production, and...","14, G22",/shenzhen/en/exhibitor-search.detail.html/dongguan-huawang-industrial-coltd.html#exhibitorheadline,https://shenzhen-international-toy-and-hobby-fair.hk.messefrankfurt.com/shenzhen/en/exhibitor-search.detail.html/dongguan-huawang-industrial-coltd.html#exhibitorheadline
"Dongguan Jiaheng Toys Co.,Ltd.",,"15, F21",/shenzhen/en/exhibitor-search.detail.html/dongguan-jiaheng-toys-coltd.html#exhibitorheadline,https://shenzhen-international-toy-and-hobby-fair.hk.messefrankfurt.com/shenzhen/en/exhibitor-search.detail.html/dongguan-jiaheng-toys-coltd.html#exhibitorheadline
"Dongguan JiaJi Digital Technology Co.,Ltd",,"15, N23",/shenzhen/en/exhibitor-search.detail.html/dongguan-jiaji-digital-technology-coltd.html#exhibitorheadline,https://shenzhen-international-toy-and-hobby-fair.hk.messefrankfurt.com/shenzhen/en/exhibitor-search.detail.html/dongguan-jiaji-digital-technology-coltd.html#exhibitorheadline
"Dongguan Jinfeng Toys Co.,Ltd",,"14, T06",/shenzhen/en/exhibitor-search.detail.html/dongguan-jinfeng-toys-coltd.html#exhibitorheadline,https://shenzhen-international-toy-and-hobby-fair.hk.messefrankfurt.com/shenzhen/en/exhibitor-search.detail.html/dongguan-jinfeng-toys-coltd.html#exhibitorheadline
"Dongguan Jingbao Baby Toy Products Co.,Ltd.",,,/shenzhen/en/exhibitor-search.detail.html/dongguan-jingbao-baby-toy-products-coltd.html#exhibitorheadline,https://shenzhen-international-toy-and-hobby-fair.hk.messefrankfurt.com/shenzhen/en/exhibitor-search.detail.html/dongguan-jingbao-baby-toy-products-coltd.html#exhibitorheadline
"Dongguan Jinqiwang Printing Products Co.,Ltd","Dongguan Jinqiwang Printing Products Co., Ltd.• Date of Establishment:Established in April 2014, the company operates within...","16, R34",/shenzhen/en/exhibitor-search.detail.html/dongguan-jinqiwang-printing-products-coltd.html#exhibitorheadline,https://shenzhen-international-toy-and-hobby-fair.hk.messefrankfurt.com/shenzhen/en/exhibitor-search.detail.html/dongguan-jinqiwang-printing-products-coltd.html#exhibitorheadline
Dongguan Jun Ou Plush Toys Company Limited,"Dongguan Junou Toys Co., Ltd. is located in Chashan Town, known as the ‘Capital of Plush Toys’. Building on 24 years of expertise...","11, F01-2",/shenzhen/en/exhibitor-search.detail.html/dongguan-jun-ou-plush-toys-company-limited.html#exhibitorheadline,https://shenzhen-international-toy-and-hobby-fair.hk.messefrankfurt.com/shenzhen/en/exhibitor-search.detail.html/dongguan-jun-ou-plush-toys-company-limited.html#exhibitorheadline
Dongguan KB Commerce Limited,,"13, H21",/shenzhen/en/exhibitor-search.detail.html/dongguan-kb-commerce-limited.html#exhibitorheadline,https://shenzhen-international-toy-and-hobby-fair.hk.messefrankfurt.com/shenzhen/en/exhibitor-search.detail.html/dongguan-kb-commerce-limited.html#exhibitorheadline
"Dongguan KingWin Anti-counterfeiting Technology Co.,Ltd.",,"14, N31",/shenzhen/en/exhibitor-search.detail.html/dongguan-kingwin-anti-counterfeiting-technology-coltd.html#exhibitorheadline,https://shenzhen-international-toy-and-hobby-fair.hk.messefrankfurt.com/shenzhen/en/exhibitor-search.detail.html/dongguan-kingwin-anti-counterfeiting-technology-coltd.html#exhibitorheadline
"Dongguan Lifeng Plastic Products Co.,Ltd.","Dongguan Lifeng Plastic Products Co., Ltd., located in Shipai, Dongguan, is a large-scale enterprise specialising in the...","14, L02",/shenzhen/en/exhibitor-search.detail.html/dongguan-lifeng-plastic-products-coltd.html#exhibitorheadline,https://shenzhen-international-toy-and-hobby-fair.hk.messefrankfurt.com/shenzhen/en/exhibitor-search.detail.html/dongguan-lifeng-plastic-products-coltd.html#exhibitorheadline
"Dongguan Meilin Toys Co.,Ltd",,"14, R36",/shenzhen/en/exhibitor-search.detail.html/dongguan-meilin-toys-coltd.html#exhibitorheadline,https://shenzhen-international-toy-and-hobby-fair.hk.messefrankfurt.com/shenzhen/en/exhibitor-search.detail.html/dongguan-meilin-toys-coltd.html#exhibitorheadline
