,url,Nature of Business,Location,Main Categories,Contact Person,Position,Office Address,Country/Region,Major Markets,Total Employees,Year of Establishment,Annual Turnover,Brands
0,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Worldex-G-E-C-Co-Ltd/1X00NJNS,"Exporter, Manufacturer",Thailand,"Gifts, Toys & Sports Supplies, Jewellery & Watch, Packaging & Displaying Materials",Mr Nikom Lertmalligaporn,President,"976/16 Soi Rama 9 Hospital, Rim klong Samsen Rd., Bangkapi, Huay Kwang, Bangkok 10310, Thailand",Thailand,,,,,
1,https://sourcing.hktdc.com/en/Supplier-Store/Profile/GIA-Hong-Kong-Laboratory-Ltd/1S00OWA82,,Hong Kong,,Wai Man Cheng,Director,"20th Floor, The Bay Hub, 17 Kai Cheung Road, Kowloon Bay, Hong Kong",Hong Kong,,,,,
2,https://sourcing.hktdc.com/en/Supplier-Store/Profile/S-Goldi-Asia-Ltd/1X00A2P5,"Exporter, Manufacturer",Hong Kong,"Jewellery & Watch, Jewellery & Watch, Loose Stones & Raw Materials, Organizations & Trade Associations",Mr Khunt Shaileshkumar Manubh,Director,"Unit 901, 9/F, Chevalier House, 45-51 Chatham Road South, Tsim Sha Tsui, Kowloon, Hong Kong",Hong Kong,"Chinese Mainland, Japan, Korea, Southeast Asia, Taiwan",11 - 15,,,
3,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Takat-Gems-SR-Limited/1S00O4WZ7,Others,Hong Kong,"Fine Jewellery, Loose Stones & Raw Materials Italy Vicenza Jan 2025 Thailand Bangkok Feb 2025 Italy Vicenzaoro 2024.Sep",Mr Rehman Ahmed,,"Rm 703, 7/F., Chevalier House, 45-51 Chatham Road South T.S.T., Kowloon",Hong Kong,,,,,
4,https://sourcing.hktdc.com/en/Supplier-Store/Profile/DIAROUGH-HONG-KONG-LIMITED/1X00NMJN,"Exporter, Importer, Manufacturer",Hong Kong,"Jewellery & Watch, Loose Stones & Raw Materials",Mr Armaan Parikh,DIRECTOR,"Unit 1103, 11/F, Tower B, HungHom Commercial Centre, 37 Ma Tau Wai Road, Hung Hom, Kowloon, Hong Kong.",Hong Kong,"Australasia, Chinese Mainland, Hong Kong, Japan, Middle East, Other Asian Countries, Southeast Asia, Taiwan, Worldwide Certificate Name Issued By Certificate Type Valid Date FOREVERMARK FOREVERMARK - - Responsible Jewellery Council Responsible Jewellery Council - -",,1992,,
5,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Sheetal-Far-East-Limited/1X0737C3,"Distributor, Exporter, Manufacturer, Wholesaler",Hong Kong,"Fine Jewellery, Jewellery & Watch, Loose Stones & Raw Materials",Mr Donda Jignesh,Director,"Room 1316, 13/F, Peninsula Square, 18 Sung On Street, Hung Hom, Kowloon, Hong Kong.",Hong Kong,"Africa, Australasia, Central & South America, Chinese Mainland, Eastern Europe, Hong Kong, Japan, Korea, Middle East, North America, Other Asian Countries, Scandinavia, Southeast Asia, Taiwan, Western Europe, Worldwide",5001 - 10000 View details Factory & Facility Quality Control Cushion Cut Diamond Princess Cut Dimaond Oval Cut Diamond,1985,,
6,https://sourcing.hktdc.com/en/Supplier-Store/Profile/A-CONCEPT-GROUP-LIMITED/1X0ALPLC,"Exporter, Wholesaler",Hong Kong,"Clothing/ Garments, Costume & Fashion Jewellery, Fashion Accessories, Fashion, Eyewear & Accessories, Fine Jewellery, Jewellery & Watch, Loose Stones & Raw Materials",Mr Chap Lung NG,DIRECTOR,"Unit G1, 9/F., Kaiser Estate Phase 2, 51 Man Yue Street, Hung Hom, Kowloon, Hong Kong",Hong Kong,Worldwide ODM Pearl South Sea Pearl Tahitian Pearl Pearl Product Hang Made Product View details Factory & Facility June Jewellery Show Hong Kong Jew. Show March Hong Kong Jewellery,,2015,,
7,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ankit-Gems-Hong-Kong-Limited/1X00NKZD,"Exporter, Importer, Manufacturer, Wholesaler",Hong Kong,Loose Stones & Raw Materials,Mr Dhwanil Shah,Director,"Room 301, 3/Fl., Chavelier House, 45-51 Chatham Road South Tsim Sha Tsui, Kowloon, Hong Kong.",Hong Kong,"Australasia, Chinese Mainland, Hong Kong, Korea, Middle East, Taiwan, Worldwide",6 - 10,1985,"US$ 10,000,000 - 49,999,999","GIA, IGI, HRD CERTIFIED View details Factory & Facility Research & Development Quality Control"
8,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dharam-Creations-HK-Ltd/1X0081P8,"Distributor, Exporter, Importer, Manufacturer, Retailer, Wholesaler",Hong Kong,"Jewellery & Watch, Loose Stones & Raw Materials",Mr Mangukia Manish,Director,"Unit 3, 3/F, Harbour Centre Tower 2, 8 Hok Cheung Street, Hung Hom, Kowloon, Hong Kong.",Hong Kong,"Australasia, Central & South America, Chinese Mainland, Hong Kong, Korea, Middle East, North America, Other Asian Countries, Scandinavia, Southeast Asia, Taiwan, Western Europe, Worldwide",16 - 25,2004,"US$ 100,000,000 - 249,999,999",DHARMANANDAN DIAMONDS View details Factory & Facility FIEO –Outstanding performance 2006-2010 FIEO –Outstanding performance 2006-2010 GJEPC - Best diamond exporter India 2007-2010 GJEPC - Best diamond exporter India 2007-2010 GJEPC - Best diamond exporter India 2007-2010
9,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Fook-Yue-Pearl-Co-Ltd/1X00232P,"Exporter, Manufacturer",Hong Kong,"Fine Jewellery, Jewellery & Watch, Loose Stones & Raw Materials",Mr Tony Ho,Director,"Unit 18-20, 9/F., New Mandarin Plaza 14 Science Museum Road Tsimshatsui East, Kowloon, Hong Kong",Hong Kong,"North America, Other Asian Countries, Southeast Asia, Western Europe, Worldwide",6 - 10,1994,"US$ 5,000,000 - 9,999,999 View details Research & Development Quality Control south sea pearls south sea pearls freshwter pearls souht sea pearls",
10,https://sourcing.hktdc.com/en/Supplier-Store/Profile/H-K-Impex-Pvt-Limited/1X08VOPB,Distributor,Hong Kong,"Fine Jewellery, Loose Stones & Raw Materials",Mr Mukesh Dholakiya,Director,"Room 508, 5/F Hilder Centre 2 Sung Ping Street Hong Hom, Kowloon, Hong Kong",Hong Kong,"Australasia, Central & South America, Chinese Mainland, Eastern Europe, Hong Kong, Japan, Korea, Middle East, Southeast Asia, Western Europe",11 - 15,2002,"US$ 100,000 - 249,999 #naturaldiamond #diamondnecklace #diamondpairs #diamondjewellery #diamondlayouts #gems&jewellery #diamondmanufacturer #diamonds Diamond Manufacturer of the Year- JNA Outstanding Enterprise of the Year HK Profile in Chinese Language HK Profile in English Language",
11,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Kiran-Exports-Hong-Kong-Ltd/1X009JTM,"Exporter, Importer, Others, Wholesaler",Hong Kong,"Business Research, Management, Consultancy & General Services, Costume & Fashion Jewellery, Jewellery & Watch, Loose Stones & Raw Materials, Professional Services",Mr Gautam Gopani,Director,"Unit 607, 6/F, Hilder Centre, 2 Sung Ping Street, Hung Hom, Kowloon, Hong Kong",Hong Kong,"Chinese Mainland, Hong Kong, Japan, Korea, Southeast Asia, Worldwide",26 - 50,2003,"US$ 100,000 - 249,999",KIRAN Diamonds GIA IGI Fancy Color Certified Loose Diamond Fancy Shape Diamond Certificate Name Issued By Certificate Type Valid Date Outstanding Enterprise of the Year 2013 - India - - - View details Factory & Facility Recipient of 10 Prestigious Awards by GJEPC Highest Importer for 10 Years Award Picture IGJA AWARD FY 20-21 Kiran Exports HK_FY2021-22 View All Natural Diamonds Only Calibrated Bracelet Round Shape Emeralds
12,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Miranda-Group-Company-Limited/1X057O4W,"Manufacturer, Wholesaler",Hong Kong,"Fine Jewellery, Jewellery & Watch, Loose Stones & Raw Materials",Ms Cam Li,Director,"Unit 501, 5th Floor, Tower 2, Harbour Centre, 8 Hok Cheung Street, Hunghom, Kowloon, Hong Kong",Hong Kong,Worldwide,16 - 25,2009,"US$ 1,000,000 - 4,999,999 Craftsmanship Stone Grading & Certification Fair Trade Practices Faceting Techniques Ethical Mining & Traceability Identification of Treatments Calibrated Stone Sizing Rare & Collector Stones Certificate Name Issued By Certificate Type Valid Date ISO 37001:2016 SGS ISO (others) 13 Jul 2022 - 12 Jul 2028 View details Factory & Facility Quality Control SGS Certification : ISO 37001:2016 Membership of ICA Membership of D&B Gemstone Manufacturing Cutting & Manufacturing Services Mining Process Mining Process MIRANDA GROUP PORTFOLIO JNA Publication 2024",
13,https://sourcing.hktdc.com/en/Supplier-Store/Profile/RMC-Gems-HK-Co/1X00D05V,"Exporter, Importer, Retailer, Wholesaler",Hong Kong,"Fine Jewellery, Jewellery & Watch, Loose Stones & Raw Materials",Ms Joey -,Manager,"Unit 811, Block A, Focal Industrial Centre, 21 Man Lok Street, Hung Hom, Kowloon, Hong Kong",Hong Kong,"Hong Kong, Japan, Southeast Asia",,2002,,
14,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Royal-Pearl-Materials-Group-Ltd/1X00COS8,"Exporter, Manufacturer",Hong Kong,"Clothing/ Garments, Costume & Fashion Jewellery, Fashion Accessories, Fashion, Eyewear & Accessories, Fine Jewellery, Jewellery & Watch, Loose Stones & Raw Materials",Mr Joe Lam Lam,Marketing Manager,"16/F, China Insurance Building, 48 Cameron Raod, Tsim Sha Tsui, Kowloon, HK",Hong Kong,"Japan, Korea, North America, Taiwan, Western Europe, Worldwide",6 - 10,2006,"US$ 500,000 - 999,999 View details Factory & Facility",
15,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Sunny-Gems/1X009R6L,"Exporter, Manufacturer, Wholesaler",Hong Kong,"Fine Jewellery, Jewellery & Watch, Loose Stones & Raw Materials",Mr Ram Vijay,Director,"Unit 15, 7/F, Block A, Focal Industrial Centre, 21 Man Lok Street, Hung Hom, Kowloon, Hong Kong",Hong Kong,Worldwide,1 - 5,1992,,SG
16,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Israel-Diamond-Institute/1X00CBJK,Service Company,Israel,"Government Organizations, Jewellery & Watch, Organizations & Trade Associations, Professional Services",Mr Alissa Goren,Public Relations & Trade Event,"54 Bezalel Street, Ramat Gan 52521, Israel Israel.",Israel,Hong Kong,,2007,,
17,https://sourcing.hktdc.com/en/Supplier-Store/Profile/A-A-Rachminov-Diamonds-Asia-Limited/1X056HAB,"Exporter, Importer",Hong Kong,Loose Stones & Raw Materials,Ms Goria Ho,Admin & Accounting Manager,"20/F, CANTON HOUSE, 56 QUEEN'S ROAD CENTTRAL, CENTRAL,",Hong Kong,"Australasia, Chinese Mainland, Eastern Europe, Hong Kong, Japan, Korea, Middle East, North America, Other Asian Countries, Southeast Asia, Taiwan, Western Europe, Worldwide",6 - 10,2004,"US$ > 250,000,000 PREFECT CUT OEM View details Factory & Facility Research & Development Quality Control",
18,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ajay-Diam-Limited/1X03M4G8,"Exporter, Manufacturer, Wholesaler",Hong Kong,"Jewellery & Watch, Loose Stones & Raw Materials, Watches & Clocks",Miss Michelle Lai,Manager,"1301 A&B, 13/F, Hart House, 12-14 Hart Avenue, Tsim Sha Tsui, Kowloon, Hong Kong",Hong Kong,Worldwide,11 - 15 ODM OEM,2004,,
19,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Angeperle-International-Co-Limited/1X09D2FF,"Exporter, Wholesaler",Hong Kong,"Fine Jewellery, Jewellery & Watch",Mr Lianghui He,Manager,"UNIT A1, 7/F, PHASE 1 KAISER ESTATE 41 MAN YUE STREET HUNG HOM, KOWLOON,HONGKONG",Hong Kong,"Chinese Mainland, Hong Kong, Japan, Korea, Middle East, North America, Other Asian Countries, Scandinavia, Southeast Asia, Taiwan, Western Europe, Worldwide",6 - 10,2015,"US$ 1,000,000 - 4,999,999",ANGEPERLE
20,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Aspeco-HK-Limited/1S00O5N0D,,Hong Kong,,Rushabh Shah,Marketing manager,"Unit 16, 9/F, Peninsula Square, 18 Sung On St, Hung Hom, Kowloon, Hong Kong",Hong Kong,,,,,
21,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Charkon-Pearl-House-Ltd/1X0055PW,Manufacturer,Hong Kong,"Fine Jewellery, Jewellery & Watch, Loose Stones & Raw Materials",Ms Stella Au,Director,"12/F CFC Tower 28 Mody Road Tsim Sha Tsui, Kowloon, Hong Kong",Hong Kong,"North America, Western Europe, Worldwide",11 - 15,1980,"US$ 10,000,000 - 49,999,999 View details Factory & Facility",
22,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Fine-Diamond-HK-Ltd/1X009HBA,"Exporter, Manufacturer",Hong Kong,"Jewellery & Watch, Loose Stones & Raw Materials",Mr Alpesh Jhaveri,Director,"Unit 1405, Peninsula Square, 18 Sung On Street, Hung Hom, Kowloon, Hong Kong.",Hong Kong,,,,,
23,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hini-Star-Ltd/1X008R5M,"Exporter, Importer, Manufacturer",Hong Kong,"Fine Jewellery, Jewellery & Watch, Loose Stones & Raw Materials",Mr Pankaj (Patrick) Khunt,,"Unit 1001, 10/F, Habour Centre Tower 2, 8 Hok Cheung Street, Hung Hom, Kowloon, Hong Kong",Hong Kong,Worldwide,,,,
24,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hong-Kong-Edison-Pearl-Company-Limited/1S00OST4V,"Distributor, Exporter, Manufacturer, Retailer, Wholesaler",Hong Kong,"Fine Jewellery, Loose Stones & Raw Materials",Ms Candy Wong,,Unit B 14/F China Insurance Building 48 Cameron Road Tsim Sha Tsui Kowloon,Hong Kong,"Chinese Mainland, Hong Kong, Middle East, North America, Other Asian Countries, Southeast Asia, Western Europe, Worldwide",,2017,,Edison Pearl View details Factory & Facility
25,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jumbo-Eternal-Pearl-Limited/1X009IYK,"Exporter, Manufacturer, Wholesaler",Hong Kong,"Fine Jewellery, Jewellery & Watch, Loose Stones & Raw Materials",Ms Heidi Lau,Assistant Manager,"10/F., Valiant Commercial Building, 22-24 Prat Avenue, Tsim Sha Tsui, Kowloon, Hong Kong.",Hong Kong,Worldwide,101 - 200,1994,"US$ 5,000,000 - 9,999,999",Jumbo ODM OEM View details Factory & Facility
26,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Victory-Jewells/1X0085XO,Exporter,Hong Kong,"Fine Jewellery, Jewellery & Watch, Loose Stones & Raw Materials",Mr Jain Rakesh,President,"Flat A, 12/F Valiant Commercial Building 22-24 Prat Avenue Tsim Sha Tsui, Kowloon, Hong Kong",Hong Kong,"Japan, North America, Taiwan, Western Europe",,1986,,VJ ODM OEM
27,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Blue-Gems-Co-Ltd/1X00BHQV,"Exporter, Others",Thailand,"Jewellery & Watch, Loose Stones & Raw Materials",Mr Nattawut Tovikkai,Managing Director,"316 / 2 Silom, Rd. Suriwongse, Bangrak, Bangkok 10500, Thailand Hong Kong",Thailand,"Chinese Mainland, Hong Kong, Japan, North America, Southeast Asia, Taiwan, Western Europe, Worldwide",16 - 25,2003,"US$ 1,000,000 - 4,999,999",
28,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Colombin-Stone-Co-Ltd/1X00BHXO,"Exporter, Manufacturer",Thailand,"Jewellery & Watch, Loose Stones & Raw Materials",Mr Vijay Kumar Tak,President,"1249/107 9A Fl. Gems Tower Bldg., Charoenkrung Rd. Suriyawong, Bangrak, Bangkok 10500, Thailand Thailand.",Thailand,"Central & South America, Eastern Europe, North America, Scandinavia, Western Europe",,,,
29,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Fine-Green-Gems-Co-Ltd/1X05AMSE,"Exporter, Manufacturer",Thailand,"Jewellery & Watch, Loose Stones & Raw Materials",Mr Azhar Mohammed,M.D.,"62/5-6th Floor Room 302, Soi Pramote (Yasu), Suraluongse Rd Opposite Thailand.",Thailand,Worldwide,,1948,,
30,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Gemburi-Co-Ltd/1X05CF0R,Manufacturer,Thailand,"Jewellery & Watch, Loose Stones & Raw Materials",Mr Sukprasit Sura,,"48/42 M0011 Plubpla, Muang, Chanthaburi 22000 Thailand Thailand.",Thailand,"Chinese Mainland, Hong Kong, Japan, Korea, Other Asian Countries, Southeast Asia, Taiwan",,2005,,
31,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Gems-Fine-Company-Limited/1X05CYPH,"Exporter, Manufacturer",Thailand,"Fine Jewellery, Jewellery & Watch, Loose Stones & Raw Materials",Mr Rakesh Khandelwal,Sale Director,"1249/95 Gems Tower, Floor 9A, Chareonkrung Roadm Suriyawongse, Bangrak, Bangkok 10500, Thailand",Thailand,Worldwide ODM OEM,,,,
32,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Mif-Gems-Co-Ltd/1S00OJ9MX,,Thailand,"Jewellery & Watch, Loose Stones & Raw Materials",Kee Wai Timothy Yip,,,Thailand,,,,,
33,https://sourcing.hktdc.com/en/Supplier-Store/Profile/My-Laboratory-Co-Ltd/1X054SJ5,Manufacturer,Thailand,"Jewellery & Watch, Loose Stones & Raw Materials",Mr Foj Yot,Manager,284 Mahaesak Building 5th Floor Mahaesak Road Soi 1 Bangrak Bangkok,Thailand,Worldwide,,,,
34,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ploy-Center-Co-Ltd/1X00BLQJ,Exporter,Thailand,"Jewellery & Watch, Loose Stones & Raw Materials",Mr Suwatchai Chuabanlue,Managing Director,"314-314/1-3 Silom Road, Suriyawongse, Bangrak, Bangkok 10500, Thailand",Thailand,"Chinese Mainland, Hong Kong, North America, Southeast Asia, Taiwan, Western Europe",16 - 25,2005,"US$ 1,000,000 - 4,999,999",
35,https://sourcing.hktdc.com/en/Supplier-Store/Profile/S-V-D-Gems-Co-Ltd-/1X00BJPQ,"Exporter, Manufacturer",Thailand,"Jewellery & Watch, Loose Stones & Raw Materials",Mr Pongkarn Salapornchai,Brand Manager,"242-244 Mahaesak Road, Suriyawong, Bangrak, Bangkok Thailand.",Thailand,"Central & South America, Chinese Mainland, Eastern Europe, Hong Kong, Japan, Korea, North America, Southeast Asia, Taiwan, Western Europe, Worldwide",26 - 50,2001,"US$ 5,000,000 - 9,999,999",
36,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Star-Lanka-Co-Ltd/1X00BJYH,"Exporter, Manufacturer, Wholesaler",Thailand,"Jewellery & Watch, Loose Stones & Raw Materials",Mr Mohamed Suhail Salahudeen,Director,"919, Suite 604, Jewelry Trade Center, 50th Floor Silom Bangrak, Bangkok 10500",Thailand,"Chinese Mainland, Hong Kong, Korea, North America, Southeast Asia, Taiwan, Worldwide",16 - 25,1985,"US$ 10,000,000 - 49,999,999 TGJTA HKGMA ICA",
37,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Sung-Gems-Co-Ltd/1X08E2R3,Manufacturer,Thailand,"Jewellery & Watch, Loose Stones & Raw Materials",Mr ADIPONG THAWRONVIRIYANON,SALE REPRESENTATIVE,"35/3 MOO 7 TREERAT ROAD, CHANTANIMIT, MUANG, CHANTHABURI, CHANTHABURI",Thailand,"Chinese Mainland, Hong Kong, Japan, Other Asian Countries, Southeast Asia, Taiwan, Western Europe, Worldwide",26 - 50,1984,"US$ 5,000,000 - 9,999,999",SUNGGEMS
38,https://sourcing.hktdc.com/en/Supplier-Store/Profile/SWD-IMPORT-EXPORT-CO-LTD/1X00BJZG,Exporter,Thailand,"Jewellery & Watch, Loose Stones & Raw Materials",Mr Thawat Kongchuen,,"316/6-7 Silom Rd., Suriyawong, Bangrak, Bangkok",Thailand,"Eastern Europe, Hong Kong, North America",16 - 25,1981,"US$ 5,000,000 - 9,999,999",
39,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Takat-Gems-Co-Ltd/1X00BK2A,"Exporter, Manufacturer",Thailand,"Fine Jewellery, Jewellery & Watch, Loose Stones & Raw Materials",Mr Mr. Rafeeq Ahmad Ahmad,,"Thailand The Excutive House, Surawong Road, Sriphaya, Bangrak, Bangkok, Thailand.",Thailand,"Eastern Europe, Hong Kong, Middle East, North America, Worldwide",101 - 200,1955,,
40,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Blue-Gems-Supplier/1X009FO3,"Exporter, Manufacturer",Hong Kong,"Decoration & Crafts, Jewellery & Watch, Loose Stones & Raw Materials",Mr Ul Haq Naseem,Manager,"Unit 1108, Blk A, Focal Industrial Ctentre,21 Man Lok Street, Hung Hom, Kowloon, Hong Kong.",Hong Kong,"Chinese Mainland, Japan, North America, Western Europe",1 - 5,1985,"US$ 1,000,000 - 4,999,999 View details Factory & Facility",
41,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Worldex-G-E-C-Co-Ltd/1X00NJNS,"Exporter, Manufacturer",Thailand,"Gifts, Toys & Sports Supplies, Jewellery & Watch, Packaging & Displaying Materials",Mr Nikom Lertmalligaporn,President,"976/16 Soi Rama 9 Hospital, Rim klong Samsen Rd., Bangkapi, Huay Kwang, Bangkok 10310, Thailand",Thailand,,,,,
42,https://sourcing.hktdc.com/en/Supplier-Store/Profile/GIA-Hong-Kong-Laboratory-Ltd/1S00OWA82,,Hong Kong,,Wai Man Cheng,Director,"20th Floor, The Bay Hub, 17 Kai Cheung Road, Kowloon Bay, Hong Kong",Hong Kong,,,,,
43,https://sourcing.hktdc.com/en/Supplier-Store/Profile/S-Goldi-Asia-Ltd/1X00A2P5,"Exporter, Manufacturer",Hong Kong,"Jewellery & Watch, Jewellery & Watch, Loose Stones & Raw Materials, Organizations & Trade Associations",Mr Khunt Shaileshkumar Manubh,Director,"Unit 901, 9/F, Chevalier House, 45-51 Chatham Road South, Tsim Sha Tsui, Kowloon, Hong Kong",Hong Kong,"Chinese Mainland, Japan, Korea, Southeast Asia, Taiwan",11 - 15,,,
44,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Takat-Gems-SR-Limited/1S00O4WZ7,Others,Hong Kong,"Fine Jewellery, Loose Stones & Raw Materials Italy Vicenza Jan 2025 Thailand Bangkok Feb 2025 Italy Vicenzaoro 2024.Sep",Mr Rehman Ahmed,,"Rm 703, 7/F., Chevalier House, 45-51 Chatham Road South T.S.T., Kowloon",Hong Kong,,,,,
45,https://sourcing.hktdc.com/en/Supplier-Store/Profile/DIAROUGH-HONG-KONG-LIMITED/1X00NMJN,"Exporter, Importer, Manufacturer",Hong Kong,"Jewellery & Watch, Loose Stones & Raw Materials",Mr Armaan Parikh,DIRECTOR,"Unit 1103, 11/F, Tower B, HungHom Commercial Centre, 37 Ma Tau Wai Road, Hung Hom, Kowloon, Hong Kong.",Hong Kong,"Australasia, Chinese Mainland, Hong Kong, Japan, Middle East, Other Asian Countries, Southeast Asia, Taiwan, Worldwide Certificate Name Issued By Certificate Type Valid Date FOREVERMARK FOREVERMARK - - Responsible Jewellery Council Responsible Jewellery Council - -",,1992,,
46,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Sheetal-Far-East-Limited/1X0737C3,"Distributor, Exporter, Manufacturer, Wholesaler",Hong Kong,"Fine Jewellery, Jewellery & Watch, Loose Stones & Raw Materials",Mr Donda Jignesh,Director,"Room 1316, 13/F, Peninsula Square, 18 Sung On Street, Hung Hom, Kowloon, Hong Kong.",Hong Kong,"Africa, Australasia, Central & South America, Chinese Mainland, Eastern Europe, Hong Kong, Japan, Korea, Middle East, North America, Other Asian Countries, Scandinavia, Southeast Asia, Taiwan, Western Europe, Worldwide",5001 - 10000 View details Factory & Facility Quality Control Cushion Cut Diamond Princess Cut Dimaond Oval Cut Diamond,1985,,
47,https://sourcing.hktdc.com/en/Supplier-Store/Profile/A-CONCEPT-GROUP-LIMITED/1X0ALPLC,"Exporter, Wholesaler",Hong Kong,"Clothing/ Garments, Costume & Fashion Jewellery, Fashion Accessories, Fashion, Eyewear & Accessories, Fine Jewellery, Jewellery & Watch, Loose Stones & Raw Materials",Mr Chap Lung NG,DIRECTOR,"Unit G1, 9/F., Kaiser Estate Phase 2, 51 Man Yue Street, Hung Hom, Kowloon, Hong Kong",Hong Kong,Worldwide ODM Pearl South Sea Pearl Tahitian Pearl Pearl Product Hang Made Product View details Factory & Facility June Jewellery Show Hong Kong Jew. Show March Hong Kong Jewellery,,2015,,
48,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ankit-Gems-Hong-Kong-Limited/1X00NKZD,"Exporter, Importer, Manufacturer, Wholesaler",Hong Kong,Loose Stones & Raw Materials,Mr Dhwanil Shah,Director,"Room 301, 3/Fl., Chavelier House, 45-51 Chatham Road South Tsim Sha Tsui, Kowloon, Hong Kong.",Hong Kong,"Australasia, Chinese Mainland, Hong Kong, Korea, Middle East, Taiwan, Worldwide",6 - 10,1985,"US$ 10,000,000 - 49,999,999","GIA, IGI, HRD CERTIFIED View details Factory & Facility Research & Development Quality Control"
49,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dharam-Creations-HK-Ltd/1X0081P8,"Distributor, Exporter, Importer, Manufacturer, Retailer, Wholesaler",Hong Kong,"Jewellery & Watch, Loose Stones & Raw Materials",Mr Mangukia Manish,Director,"Unit 3, 3/F, Harbour Centre Tower 2, 8 Hok Cheung Street, Hung Hom, Kowloon, Hong Kong.",Hong Kong,"Australasia, Central & South America, Chinese Mainland, Hong Kong, Korea, Middle East, North America, Other Asian Countries, Scandinavia, Southeast Asia, Taiwan, Western Europe, Worldwide",16 - 25,2004,"US$ 100,000,000 - 249,999,999",DHARMANANDAN DIAMONDS View details Factory & Facility FIEO –Outstanding performance 2006-2010 FIEO –Outstanding performance 2006-2010 GJEPC - Best diamond exporter India 2007-2010 GJEPC - Best diamond exporter India 2007-2010 GJEPC - Best diamond exporter India 2007-2010
50,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Fook-Yue-Pearl-Co-Ltd/1X00232P,"Exporter, Manufacturer",Hong Kong,"Fine Jewellery, Jewellery & Watch, Loose Stones & Raw Materials",Mr Tony Ho,Director,"Unit 18-20, 9/F., New Mandarin Plaza 14 Science Museum Road Tsimshatsui East, Kowloon, Hong Kong",Hong Kong,"North America, Other Asian Countries, Southeast Asia, Western Europe, Worldwide",6 - 10,1994,"US$ 5,000,000 - 9,999,999 View details Research & Development Quality Control south sea pearls south sea pearls freshwter pearls souht sea pearls",
51,https://sourcing.hktdc.com/en/Supplier-Store/Profile/H-K-Impex-Pvt-Limited/1X08VOPB,Distributor,Hong Kong,"Fine Jewellery, Loose Stones & Raw Materials",Mr Mukesh Dholakiya,Director,"Room 508, 5/F Hilder Centre 2 Sung Ping Street Hong Hom, Kowloon, Hong Kong",Hong Kong,"Australasia, Central & South America, Chinese Mainland, Eastern Europe, Hong Kong, Japan, Korea, Middle East, Southeast Asia, Western Europe",11 - 15,2002,"US$ 100,000 - 249,999 #naturaldiamond #diamondnecklace #diamondpairs #diamondjewellery #diamondlayouts #gems&jewellery #diamondmanufacturer #diamonds Diamond Manufacturer of the Year- JNA Outstanding Enterprise of the Year HK Profile in Chinese Language HK Profile in English Language",
