,url,Nature of Business,Location,Main Categories,Contact Person,Position,Office Address,Country/Region,Major Markets,Total Employees,Year of Establishment,Annual Turnover,Brands
298,https://sourcing.hktdc.com/en/Supplier-Store/Profile/uniglo-bv/1S00OLDMT,,Belgium View details Factory & Facility,,Dr binit van,,,Belgium,,,,,
299,https://sourcing.hktdc.com/en/Supplier-Store/Profile/West-Africa-Diamonds-Ltd/1X0AB8B1,,Israel,"Jewellery & Watch, Loose Stones & Raw Materials",Gabi Maximov,CEO,"61 Suite, 31/FOR, Yahalom Bldg, 21 Tuval St, Ramat Gan 5252236, Israel",Israel,,,,,
300,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Charming-Gems-Co-Ltd-/1S00P9B4D,,Hong Kong,,Mohit Jain,Director,"Flat/RM A 5/F, Kok Pah Mansion, 58 - 60 Cameron Road, Tsim Sha Tsui, Kowloon, Hong Kong",Hong Kong,,,,,
301,https://sourcing.hktdc.com/en/Supplier-Store/Profile/SJ-Gems-HK-Ltd/1S00OYY2W,,Hong Kong,,MA Zhar,,"Room 1035, 10/F, Beverley Commercial Centre, 87-105 Chatham Road South, Tsim Sha Tsui, Kowloon, Hong Kong",Hong Kong,,,,,
302,https://sourcing.hktdc.com/en/Supplier-Store/Profile/A-J-Gems/1S00P99PO,,India,,Ankit Jain,Proprietor,"Chaura Rasta 814 Seva Path Ki, Gali Lal Ji Sand Ka Rasta Jaipur, Rajasthan 302003, India",India,,,,,
303,https://sourcing.hktdc.com/en/Supplier-Store/Profile/AG-Gems-Private-Limited/1X06DMIO,"Exporter, Importer, Manufacturer, Wholesaler","Rajasthan, India","Jewellery & Watch, Loose Stones & Raw Materials",Mr Arun Gokhroo,Director,"305 Arihant Tower, Agra Road, Jaipur 302004, India",India,"North America, Southeast Asia",,1991,"US$ 5,000,000 - 9,999,999",
304,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Aahana-Gems-Co-Ltd/1S00OMGS8,,Thailand,,Neeraj Khandelwal,Managing Director,"1249/180a2, Gems Tower Building, 25th Flr, Charoenkrung Road, Suriyawongse, Bangrak, Thailand",Thailand,,,,,
305,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ambition-Colours-Gems-Co-Ltd-/1S00O8H2D,,Thailand,,Shabbir Ahmed,Managing Director,"919 Jewelry Trade Center, B1 Floor, Booth no. JB120, Bangrak, Bangkok",Thailand,,,,,
306,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ariyan-Gems/1S00OL40W,,India View details Factory & Facility,,Ankit Jain,,,India,,,,,
307,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Atiya-Gems-Co-Ltd/1X0AOGEA,,Thailand,,Mohammed Abuzar,Director,"191/1, B33, B1/floor , Jewelry Trade Center , Silom Rd., Bangrak , Bangkok 10500, Thailand",Thailand,,,,,
308,https://sourcing.hktdc.com/en/Supplier-Store/Profile/CHQ-GmbH/1X08FGUU,,Germany,,Vivian Ao,,"Liesegangstr.24, 40211 Düsseldorf",Germany,,,,,
309,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Carats-Grams-Company-Limited/1X09Y1R6,"Exporter, Wholesaler",Thailand,"Jewellery & Watch, Loose Stones & Raw Materials",Ms Raveewon Sachamuniwong,Director,"297 Wanglee Bldg., 8th Fl Unit D Surawongse Rd.,Su Bangrak",Thailand,,,,,
310,https://sourcing.hktdc.com/en/Supplier-Store/Profile/CHORDIA-GEMS/1X0B1YLL,,India,,SAMPAT KUMAR CHORDIA,,"405 Siddha Jewels Building, Nathmal Ji Ka Katla, Opp Telephone Exchange, Agra Road, Jaipur, India",India,,,,,
311,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Claudia-Hamann-Edelstein-GmbH/1S00O9E8Y,,Germany,"Jewellery & Watch, Loose Stones & Raw Materials, Synthetic Diamonds & Gemstones Jewellery",Gaetano Savella,Manager,Zeppelinstrasse 73 Munchen 81669 Germany,Germany,,,,,
312,https://sourcing.hktdc.com/en/Supplier-Store/Profile/collection-gems-co-ltd/1S00P7UFX,,Thailand View details Factory & Facility,,Mr umaral hameed nasarulla,,,Thailand,,,,,
313,https://sourcing.hktdc.com/en/Supplier-Store/Profile/color-master-CO-LTD/1S00O5MBH,,Thailand View details Factory & Facility,,Mr Jari baqri,,,Thailand,,,,,
314,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Colour-Stone-Impex-Co-Ltd/1S00OMD65,,Thailand,,Nitesh Jain,,,Thailand,,,,,
315,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Crest-Gem-Company-Limited/1S00OMGPH,,Thailand,,Abdul Jameel,Director,"#307, 3rd Floor, Jewelry Trade Center, 919/1 Silom Rd., Bangrak, Bangkok",Thailand,,,,,
316,https://sourcing.hktdc.com/en/Supplier-Store/Profile/D-Navinchandra-Gems-Bvba/1X073EM8,Manufacturer,Belgium,"Jewellery & Watch, Loose Stones & Raw Materials",Mr Mihir Mehta,,"Hoveniersstraat 2, PB 136, Antwerp, 2018, Belgium",Belgium,,,,,
317,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dayagi-Avraham-Diamonds-Ltd/1X073E6O,"Exporter, Manufacturer",Israel,"Jewellery & Watch, Loose Stones & Raw Materials",Mr Dayagi Yoran,Executive Manager,"Jabotinsky 1 Macabi Bldg, Ramat Gan, Israel Ramat Gan, Israel.",Israel,Worldwide,,,,
318,https://sourcing.hktdc.com/en/Supplier-Store/Profile/DEVANGI-CRAFTS/1S00OUPTW,,India View details Factory & Facility,,Mr MAHESH BAGRI,,,India,,,,,
319,https://sourcing.hktdc.com/en/Supplier-Store/Profile/EL-EITANY-TRADING-LTD/1S00O87RK,,Israel,,KEREN ETANI,OFFICER,"Tuval 21, Ramat Gan 52131, Israel",Israel,,,,,
320,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Emround-international/1S00P9BW1,,India,,Mr Salil Bothra,,,India,,,,,
321,https://sourcing.hktdc.com/en/Supplier-Store/Profile/GDH-Gems-Co-Ltd-/1X0ABBTA,"Exporter, Manufacturer",Thailand,,Mr Neeral Agarwal,Director,"116 13rd.Floor, Room 301, Sirikorn Building, Mahasae Road, Bangrak, Bangkok, Bangkok",Thailand,,,,,
322,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Gem-Kingdom-Co-Ltd-/1S00OXPHW,,Thailand,,Anas Imamudeen,Director,"4th Floor, Booth J4124, J4125, 919/1 Jewelry Trade Centre, Silom Road, Bangkok, Thailand",Thailand,,,,,
323,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Gem-Shoppe-Co-Ltd-/1S00OMGWW,,Thailand,,A. Shahul Hameed,Managing Director,"341 A/B, 3rd/Fl., Jewelry Trade Center, Silom Rd., Silom, Bangrak, Bangkok, Thailand",Thailand,,,,,
324,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Gems-Kite/1S00P9V3W,,India,,Pulkit Patel,,"4453, GHODA NIKAS ROAD, CHAR DARWAJA, RAMGANJ, JAIPUR, RAJASTHAN, INDIA",India,,,,,
325,https://sourcing.hktdc.com/en/Supplier-Store/Profile/GOPINATHJI-IMPEX/1S00OLV12,,India,,Milan Vaghasiya,ACCOUNTS,"301, Plot No 12 Yogi Heritage, Happy Home Society Near To Rustomjee Plot No 12 Dahisar West, Mumbai, Maharashtra India",India,,,,,
326,https://sourcing.hktdc.com/en/Supplier-Store/Profile/GSS-THAI-GEMS-CO-LTD/1S00OUGG8,,Thailand View details Factory & Facility,,Mr Tikku Gupta,,,Thailand,,,,,
327,https://sourcing.hktdc.com/en/Supplier-Store/Profile/J-SONS-GEMS/1S00P7S3Z,,Thailand View details Factory & Facility,,Mr Monthol Deesom,,,Thailand,,,,,
328,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jaipur-gems-jewels/1S00P920Y,,India,,Mr Ganesh Kumar Swami,,,India,,,,,
329,https://sourcing.hktdc.com/en/Supplier-Store/Profile/K-R-B-Jewels-Co-Ltd-/1S00OHL50,,Thailand,,Mr Deepak Jain,,,Thailand,,,,,
330,https://sourcing.hktdc.com/en/Supplier-Store/Profile/K-Stone-Gems-Co-Ltd/1S00OXPIT,,Thailand,,Kosin Chaudhary,Manager,"401, Rama building 4th, Silom, Bangrak",Thailand,,,,,
331,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Kaba-Gemstones/1S00OMEMS,,Germany,,Ousman Kaba,,"Hauptstr. 14, Vollmersbach, Rheinland-Pfalz, Germany",Germany,,,,,
332,https://sourcing.hktdc.com/en/Supplier-Store/Profile/KK-GEMS/1X0AOFN4,,India,"Jewellery & Watch, Loose Stones & Raw Materials",Pramod Jhalani,Director,"201 A-11, MANGLA MARG BRAHAMPURI, JAIPUR, RAJASTHAN, INDIA",India,,,,,
333,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Kochai-Gems-International-Co-Ltd-/1S00P9S3Z,,Thailand,,Nameen Kochai,,,Thailand,,,,,
334,https://sourcing.hktdc.com/en/Supplier-Store/Profile/KRT-Impex-Co-Ltd-/1X09F33O,"Exporter, Importer, Wholesaler",Thailand,"Jewellery & Watch, Loose Stones & Raw Materials",Mr Arpit Lodka,Managing Director,"501, 5th Floor Poonmanee Building, Mahaesak Soi 3, Silom, Bangrak, Bangkok 10500, Thailand",Thailand,,,,,
335,https://sourcing.hktdc.com/en/Supplier-Store/Profile/KWALITY-EMERALDS/1S00O5VMB,,India View details Factory & Facility,,Mr DIVYA JAIN,,,India,,,,,
336,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Lawang-gems-co-ltd/1S00P7H54,,Thailand,,Mr Ahmad Seyar,,,Thailand,,,,,
337,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Limra-Gems-Co-Ltd/1X08YDHG,Manufacturer,Thailand,"Jewellery & Watch, Loose Stones & Raw Materials",Ajmal Deen Mohamed Barick,Managing Director,"388 Mahaesak Road, 603-A Sita Building, Silom, Bangrak, Bangkok, 10500, Bangkok",Thailand,,,,,
338,https://sourcing.hktdc.com/en/Supplier-Store/Profile/MNS-Thai-Co-Ltd-/1S00O86W6,,Thailand,,Mr Miraj Sogani,,,Thailand,,,,,
339,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Man-Gems-Co-Ltd-/1S00OXPLK,,Thailand,,Sanjeer Kumar,Director,"919/405 Jeaclry Trade Center, Room 405 32 Floor, Silom Rol., Bangrak, Bangkok, Thailand",Thailand,,,,,
340,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Minerals-Mania-Gems-Co-Ltd/1S00P8X5O,,Thailand,,Aamir Khan,CEO,"JB2B01, Second Floor Jewelry trade center, Silom Bangkok, Thailand",Thailand,,,,,
341,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Mital-Mfg-Co/1S00O4Y5N,,India View details Factory & Facility,,Mr Gopal Jivani,,,India,,,,,
342,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Nebert-Gmbh/1X05731Q,Manufacturer,Germany,,Mr Sascha Nebert,Manager,Muehlwiesenstr. 24 55743 Kirschweiler Kirschweiler Germany,Germany,Worldwide,,,,
343,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Niru-Diamonds-Israel-1987-LTD/1S00O87OT,,Israel,,Kalpesh Shah,Director,"Jabotinsky 1, Maccabi 2246, Ramat-Gan, Israel",Israel,,,,,
344,https://sourcing.hktdc.com/en/Supplier-Store/Profile/PMJ-Gems-Co-Ltd/1S00OMD9W,,Thailand,,Vinod Chandanmal Jain,,,Thailand,,,,,
345,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Pace-Group/1S00O8GMQ,,Belgium,,Dhruv Jain,,Hoveniersstraat 53,Belgium,,,,,
346,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Parkhiya-Brothers/1S00OYY1Z,,India,,Kuldeep Rupapara,,JW-2060 BHARAT DIAMOND BOURCE BDB BKC BANDRA,India,,,,,
347,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Quality-Gems/1S00P9V5Q,,Thailand,,Altamash Khan,Md,"5/5 Silom Road Soi 11 Opp Narai Hotel, Bangrak, Bangkok, Thailand",Thailand,,,,,
348,https://sourcing.hktdc.com/en/Supplier-Store/Profile/R-A-GEMS/1S00P9AAW,,India View details Factory & Facility,,Mr RAHUL AGARWAL,,,India,,,,,
349,https://sourcing.hktdc.com/en/Supplier-Store/Profile/R-H-S-Gems-Co-Ltd-/1S00P770T,,Thailand,,Mr Hari Vijay,,,Thailand,,,,,
350,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Rainbow-Stones/1X08F65D,"Exporter, Importer, Manufacturer","Rajasthan, India","Jewellery & Watch, Loose Stones & Raw Materials",Mr Amit Suklecha,Propriter,"Ratnam Complex 1218, acharwalo ki gali, gopal ji ka rasta, zohri bazar, Jaipur Jaipur",India,Worldwide,6 - 10,2012,"US$ 100,000,000 - 249,999,999",
351,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ratnakala-Exports-Pvt-Ltd/1X09EN21,,India,"Jewellery & Watch, Loose Stones & Raw Materials",Ramesh Patel,Director,"DC-7250, Bharat Diamond Bourse, Bandra Kurla Complex, Bandra East, Mumbai, Maharashtra 400051, India",India,,,,,
352,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Red-Exim/1X09XXEV,,India,"Jewellery & Watch, Loose Stones & Raw Materials",Ketan Vastarpara,SALES MANAGER,"CW-8021,Bharat Diamond Bourse, Bandra Kurla Complex, Bandra East, Mumbai 400051, INDIA",India,,,,,
353,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Royal-Gems-Impex/1S00O87TE,,India,,Ajay Garg,Director,"Jai Jawan colony, Tonk Road, Jaipur",India,,,,,
354,https://sourcing.hktdc.com/en/Supplier-Store/Profile/S-E-Barbi-Diamonds-Ltd/1X073KPN,,Israel,,Brenners Raanan,Sales Manager,Bezalel 54 Ramat Gan Yahawm Bld 52521 Israel,Israel,,,,,
355,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Saaditri-Creations-Co-Ltd/1S00P8X4R,,Thailand,,Amit Kumar Sanghi,MANAGING DIRECTOR,"1249/118 Gems Tower Building 10th Floor, Charoenkrung Road Suriyawong, Bangrak Bangkok 10500, Thailand",Thailand,,,,,
356,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Saraff-Manufacturer-Belgium-BVBA/1X06CFI9,Manufacturer,Belgium,"Jewellery & Watch, Loose Stones & Raw Materials",Mr Ann Knapen,,"Schupstraat 1-7 Box72, Antwerpen, 2018, Belgium Belgium.",Belgium,Southeast Asia,,,,
357,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shree-Diamond/1S00P9BFG,,India,,Sagar Talaviya,partner,"JE 7210, G-block, Bharat Diamond Bourse, Bandra Kurla Complex, Maharashtra, India",India,,,,,
358,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shreenath-Gems/1X06CG0O,"Exporter, Manufacturer","Rajasthan, India","Fine Jewellery, Jewellery & Watch, Loose Stones & Raw Materials",Mr Hitesh Dusad,Sales Manager,"6/88 Vidhyadhar Nagar, Jaipur 302023, India Jaipur, Rajasthan, India.",India,"Eastern Europe, Japan, North America, Southeast Asia, Taiwan, Western Europe",16 - 25,,,
359,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shyam-Craft/1X0AP4SW,,India,"Jewellery & Watch, Loose Stones & Raw Materials",Sharma Daya Shankar,,"Temple Of Shyam Sunder, Jariyon Ka Rasta, Choura Rasta, Jaipur, Rajasthan 302003, India,",India,,,,,
360,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Success-Gems-Co-Ltd-/1S00OQ6GI,,Thailand,,Mr Kuthus R.,,,Thailand,,,,,
361,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Sun-Diam/1S00OMET7,,India,,Prakash Shingala,PARTNER,"801, Vireshwar Heights, Dixit Cross Road No. 1, Vile Parle East, Mumbai - 400057",India,,,,,
362,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Takiuddin-Gems-Co-Ltd-/1S00OMHAP,,Thailand,,Taki Uddin,CEO,"919/1 Jewelry Trade Center Floor B1, Silom Road, Bangrak, Thailand",Thailand,,,,,
363,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Treasure-Gems-Company-Limited/1S00ORRYF,,Thailand View details Factory & Facility,,Mr Pak To Patrick Ng,,,Thailand,,,,,
364,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Udhrash-Export/1S00OMEWY,,India,,Sanjaybhai Dhamat,PARTNER,"329,RAJHANS HEIGHTS B/H, M.D TOWER MINI BAZAR VARACHHA, SURAT",India,,,,,
365,https://sourcing.hktdc.com/en/Supplier-Store/Profile/UNIQUE-ENTERPRISES-HOLDINGS-CO-LTD/1S00P4GEE,,Thailand,,Mr MANISH LATH,,,Thailand,,,,,
366,https://sourcing.hktdc.com/en/Supplier-Store/Profile/V-I-P-Gem-Revolution/1S00P8LBI,,Germany,,Mr Agibu Bah,,,Germany,,,,,
367,https://sourcing.hktdc.com/en/Supplier-Store/Profile/vaidehi-impex/1S00P6VJK,,India,"Loose Stones & Raw Materials, Synthetic Diamonds & Gemstones Jewellery",Mr bhavesh kakdiya,,,India,,,,,
368,https://sourcing.hktdc.com/en/Supplier-Store/Profile/VIJAY-LAXMI-GEM-LTD-/1S00OETKJ,,Thailand View details Factory & Facility,,Mr Manish Mittal,,,Thailand,,,,,
369,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yaasha-Impex/1S00OLDLW,,India,,Mr Yash Barjatya,,,India,,,,,
370,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yoel-Deil-Diamonds-Ltd/1X08E3I9,"Exporter, Importer, Manufacturer, Wholesaler",Israel,"Fine Jewellery, Jewellery & Watch",Mr Federico Deil,,"Derech ha melech 135 Ghivat Shemuel, 54425, Israel",Israel,"Chinese Mainland, Hong Kong, Japan, Middle East, North America, Worldwide",,2006,,
371,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Sukhadia-Stones-Co-Ltd/1X06D5TS,Manufacturer,Thailand,,Mr Kaimesh Sukhadia,Managing Director,"Rm 401-406, 4/F, 30-38 KBS. Bldg, Mahesaksoi 3, Suriyawong Bangrak, Bangkok 10500, Thailand",Thailand,Worldwide,,,,
372,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yee-On-Gems-Jewellery-Fty-Co-Ltd/1X0006UO,"Exporter, Manufacturer, Wholesaler",Hong Kong,"Clothing/ Garments, Costume & Fashion Jewellery, Decoration & Crafts, Fashion Accessories, Fashion, Eyewear & Accessories, Fine Jewellery, Jewellery & Watch, Loose Stones & Raw Materials, Stationery, Synthetic Diamonds & Gemstones Jewellery",Ms - Wong,Secretary,"Unit 4, G/F & Flat 5-8, 1/F., Block A, Focal Industrial Centre, 21 Man Lok Street, Hunghom, Kowloon, Hong Kong",Hong Kong,Worldwide,101 - 200 Certificate Name Issued By Certificate Type Valid Date Dun & Bradstreet Checked Service - - - View Details Company Information Verified on 31 Oct 2025 by Disclaimer View details Factory & Facility,1982,,
373,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Pamir-Gems-Co-Ltd/1X055XQJ,"Exporter, Manufacturer",Thailand,"Jewellery & Watch, Loose Stones & Raw Materials",Ms Apinya Paisalwatcharakij,Secretary,278 Rassami Tavorn Bldg Suite 303 Silom Road Suriyawong Bangrak Bangkok 10500 Thailand,Thailand,Western Europe,,,,
374,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Veerasak-Gems-Co-Ltd/1X00BM33,"Manufacturer, Wholesaler",Thailand,"Fine Jewellery, Jewellery & Watch, Loose Stones & Raw Materials",Mr Tanyaporn Trirotanan,Vice Director,"43 Soi Silom 19 (Trok Vate), Silom Rd., Silom, Bangrak, Bangkok, Thailand.",Thailand,"Chinese Mainland, Eastern Europe, Hong Kong, Southeast Asia, Taiwan, Western Europe, Worldwide",11 - 15,1985,"US$ 1,000,000 - 4,999,999 Certificate Name Issued By Certificate Type Valid Date September HK Fair Special - - - Gemstone Outshines - - - The Most Impressive Rubies - - - The World Finest Burmese Rubies - - - Gems Quality Rubies - - - Show More",
375,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Antwerp-Cut-HK-Limited/1X0AAO3X,"Buying Office, Consulate and Trade Commission, Distributor, Wholesaler",Hong Kong,Fine Jewellery,Ms Wendy Wong,Personal Assistant,"Office 1902, 19/F, One Lyndhurst Tower, 1 Lyndhurst Terrace, Central, Hong Kong",Hong Kong,"Chinese Mainland, Hong Kong, Japan, Korea, Middle East, Taiwan",,2013,,Antwerp Cut (HK) Limited Fancy Colour Diamond Jewellery Loose Diamond Buying Office Wholesaler Manufacturer
376,https://sourcing.hktdc.com/en/Supplier-Store/Profile/SM-Gems-Ltd/1X00A4SW,"Exporter, Manufacturer",Hong Kong,"Jewellery & Watch, Loose Stones & Raw Materials",Mr Hira Kamal,Sales Manager,"Rm 710, 7/F, Tower A Hung Hom Comm. Center, 37-39 Ma Tau Wai Rd., Hunghom, Kowloon., Hong Kong.",Hong Kong,"Japan, North America, Other Asian Countries, Southeast Asia, Western Europe",6 - 10,1998,"US$ 5,000,000 - 9,999,999 View details Factory & Facility",
377,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Tache-Asia-Ltd/1X02AKUI,,Hong Kong,,Daniel Illovic,,"405, 4th Floor Peter Building, 58-62 Queens Road Central, Central, Hong Kong",Hong Kong,,,,,
378,https://sourcing.hktdc.com/en/Supplier-Store/Profile/A-G-Color-Inc/1X00A31Q,"Exporter, Manufacturer","New York, USA","Fine Jewellery, Jewellery & Watch, Loose Stones & Raw Materials",Mr Hemant Phophaliya,President,"17 East 48th Street, Suite 701, New York 10017, United States United States.",USA,Worldwide,6 - 10,1998,"US$ 5,000,000 - 9,999,999",
379,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Caram-e-K-/1X00C8LR,"Exporter, Manufacturer",Germany,"Jewellery & Watch, Loose Stones & Raw Materials",Mr Raj Jain,Director,"Mainzer Str. 34, Mainzer Street, Idar-Oberstein 55743, Germany",Germany,"Chinese Mainland, Eastern Europe, Taiwan, Western Europe",,1975,,Caram
380,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Color-Diamond-Trading-Co/1X00A3XU,"Exporter, Manufacturer","New York, USA",,Mr David Ebrani,President,"#1000, 579 5Th Ave, New York, USA.",USA,,,,,
381,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Michael-Gad-Emerald/1S00OM0M6,,USA,,Cecilia Wun,Manager,"589 Fifth Avenue Suite 1208, New York USA",USA,,,,,
382,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Arihant-Star-HK-Limited/1X0AANMH,"Exporter, Importer, Manufacturer",Hong Kong,"Jewellery & Watch, Loose Stones & Raw Materials",Mr Sohil Jogani,Sales,"Unit 508, 5/F, Winfield Commercial Building, 6-8A Prat Avenue, Tsim Sha Tsui, Kowloon, Hong Kong",Hong Kong,"Australasia, Central & South America, Chinese Mainland, Eastern Europe, Hong Kong, Japan, Korea, Middle East, North America, Other Asian Countries, Southeast Asia, Taiwan, Western Europe, Worldwide",1 - 5,2017,,ARIHANT STAR
383,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Gemdiam/1X09E1AN,,Hong Kong,"Fine Jewellery, Jewellery & Watch, Loose Stones & Raw Materials",Prafful Surana,Partner,"Unit B, 14/F, Hody Comm Bldg, 6 Hart Ave, Tsim Sha Tsui, Kowloon, Hong Kong",Hong Kong,,,,,
384,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Geminent-Asia-Limited/1S00OL099,"Export Agent, Exporter, Manufacturer",Hong Kong,,Mr Karan Rawat,Director,"Room 909, 9/F, Winfield Commercial Building, 6-8 A Prat Avenue, Tsim Sha Tsui, Kowloon, Hong Kong",Hong Kong,"Central & South America, Hong Kong, North America, Western Europe, Worldwide",,2023,,
385,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Great-Diam-HK-Limited/1X00NO3X,"Exporter, Importer, Retailer, Wholesaler",Hong Kong,"Fine Jewellery, Jewellery & Watch, Loose Stones & Raw Materials",Mr Moradiya BHAVESH,Director,"405,4TH FLOOR, CHEVALIER HOUSE, 45-51 CHATHAM ROAD Tst, Kowloon, Hong Kong.",Hong Kong,"Australasia, Chinese Mainland, Eastern Europe, Hong Kong, Japan, North America, Other Asian Countries, Southeast Asia, Taiwan",1 - 5,2006,,
386,https://sourcing.hktdc.com/en/Supplier-Store/Profile/HOUSE-OF-GEMS-LTD/1X09WS3L,Retailer,Hong Kong,"Fine Jewellery, Loose Stones & Raw Materials",Ms Betty Lee,Office Manager,"26/F Canton Hse 54-56 Queen's Rd C Central, Hong Kong",Hong Kong,,,1986,,
387,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Kapu-Gems-Ltd/1X06ATWP,"Exporter, Importer, Manufacturer",Hong Kong,"Fine Jewellery, Jewellery & Watch, Loose Stones & Raw Materials",Mr Yogesh Sojitra,Regional Manager,"Unit 2, 2/F, Chevalier House, 45-51 Chatham Road South, Tsim Sha Tsui, Kowloon, Hong Kong",Hong Kong,"Australasia, Chinese Mainland, Hong Kong, Korea, Middle East, North America, Other Asian Countries, Southeast Asia, Taiwan, Worldwide",1 - 5,1994,,Kapu Gems High End Diamond Natural Diamonds Carat Diamond GIA Certified Diamonds Round Cut Diamond Fancy Color Diamonds Fancy Shape Diamond View details Quality Control
388,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Kothari-Trading-HK-Ltd/1X031SUU,,Hong Kong,,Raju Kothari,,"7/F, Silver Fortune Plaza, No.1 Wellington Street, Central, Hong Kong",Hong Kong,,,,,
389,https://sourcing.hktdc.com/en/Supplier-Store/Profile/P-V-Gems/1X08X41N,"Exporter, Importer, Manufacturer, Wholesaler",Hong Kong,"Fine Jewellery, Jewellery & Watch, Loose Stones & Raw Materials",Mrs Pooja Jain,MANAGER,"1/F, 131 Queen's Road Central, Sheung Wan, Hong Kong",Hong Kong,"Chinese Mainland, Hong Kong, Southeast Asia, Taiwan, Western Europe, Worldwide",1 - 5 NATURAL DIAMONDS BURMA RUBIES COLUMBIAN EMERALDS,2011,,
390,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Right-Gems-Supplier/1X009P0X,Manufacturer,Hong Kong,Loose Stones & Raw Materials,Ashiq Mujeebu,Manager,"Flat A, 16/F, Alpha House, 27-33 Nathan Road, Tsim Sha Tsui, Kowloon, Hong Kong",Hong Kong,Worldwide,,1999,,
391,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Wilds-Company-Limited/1X07QUOU,,Hong Kong,,Angela Yuen,Managing Director,"Suite 3001, 30/F, Nine Queen's Road Central, Hong Kong",Hong Kong,,,,,
392,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Esmeralda-Gems-Inc/1X009GWS,Manufacturer,"California, USA","Jewellery & Watch, Loose Stones & Raw Materials",Mr Mr Gabriel Acuna Acuna,President,"United States 6th Street Suite. 602, Los Angeles, CA, United States.",USA,Worldwide,,1991,,
393,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Exelle-Gems-Co-Ltd/1S00P7ZWD,"Exporter, Manufacturer, Wholesaler",Thailand Precision cutting Preparation of gemstones kits Sorting services Ruby Emerald Sapphires Semi precious View details Factory & Facility Research & Development Quality Control 15ct ruby Mozambique NH 6.62ct Royal Blue sapphire NH,,Mr Xavier Illy,CEO,"Room 213, floor 2, Silom 19 building, Soi Silom 19, Silom Road, Bangrak, Bangkok, Thailand",Thailand,,,,,
